,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI
1976-12-29,9.11,1.31,8.0,0,12.1566387614135,422.186193061245,0.0,0.0493927553295768,0.0,0,1,3.2812627528049902,4,106.34,106.34,106.34,106.34,11.20547945,9.49,1.11,1,0,0.0,25.1118618108012,0.036093423,5.01,4.37,-0.0150331974375073,8.1,1705.0,2.472,6.8420000000000005,104.52,0.006991054,55.7,69.7,51.7
1976-12-30,9.1,1.31,7.96,0,12.217541146264,422.186193061245,0.0,0.0493927553295768,0.0,0,1,3.2984296514583598,3,106.88,106.88,106.88,106.88,11.26238145,9.49,1.14,1,0,0.0,25.241263234145396,0.035927772000000004,4.9,4.34,-0.0176149996679662,8.1,1705.0,2.4619999999999997,6.8020000000000005,104.58,0.006991054,55.7,69.7,51.7
1976-12-31,9.1,1.31,7.96,0,12.283008050669599,422.186193061245,0.0,0.0493927553295768,0.0,0,1,3.3168336174153596,2,107.46,107.46,107.46,107.46,11.32349842,9.49,1.14,1,0,0.0,25.380121165040304,0.035750475,4.17,4.34,-0.0231167483725246,8.1,1705.0,2.472,6.812,104.56,0.006991054,55.7,69.7,51.7
1977-01-03,9.1,1.31,7.96,0,12.229599606510101,422.186193061245,0.0,0.0493927553295768,0.0,0,1,3.3031400011931096,1,107.0,107.0,107.0,107.0,11.27502634,9.49,1.14,1,0,0.0,25.273342135346603,0.035920857,4.89,4.39,-0.0170184696531256,8.1,1705.0,2.452,6.8420000000000005,104.17,0.006991054,55.7,69.7,51.7
1977-01-04,9.1,1.31,7.96,0,12.080197493127901,422.186193061245,0.0,0.0493927553295768,0.0,0,1,3.2635131022232207,0,105.7,105.7,105.7,105.7,11.13804004,9.49,1.14,0,0,0.0,24.968115260136198,0.036379541,4.71,4.49,-0.0151155869065576,8.1,1705.0,2.412,6.902,104.09,0.006991054,55.7,69.7,51.7
1977-01-05,9.09,1.31,7.91,0,11.9719570071452,422.186193061245,0.0,0.0493927553295768,0.0,0,1,3.2349951604259997,0,104.76,104.76,104.76,104.76,11.03898841,9.49,1.18,0,0,0.0,24.7478780601838,0.036723016000000004,4.3,4.47,-0.0131235833441016,8.1,1705.0,2.412,6.882000000000001,104.23,0.006991054,55.7,69.7,51.7
1977-01-06,9.09,1.31,7.91,0,12.0008583585278,422.186193061245,0.0,0.0493927553295768,0.0,0,1,3.24352884103833,0,105.02,105.02,105.02,105.02,11.06638567,9.49,1.18,0,0,0.0,24.8111004233032,0.036649104,4.59,4.5,-0.0078962622982089,8.1,1705.0,2.432,6.932,104.46,0.006991054,55.7,69.7,51.7
1977-01-07,9.09,1.31,7.91,0,11.9989160321622,422.186193061245,0.0,0.0493927553295768,0.0,0,1,3.24372493510244,0,105.01,105.01,105.01,105.01,11.07700422,9.48,1.18,0,0,0.0,24.8105296986201,0.036669599,4.62,4.62,-0.00962690459510965,8.1,1705.0,2.452,7.072,104.72,0.006991054,58.9,75.8,56.6
1977-01-10,9.09,1.31,7.91,0,12.019825984328198,422.186193061245,0.0,0.0493927553295768,0.0,0,1,3.25009899444013,0,105.2,105.2,105.2,105.2,11.09704641,9.48,1.18,0,0,0.0,24.8572061292037,0.036620345,4.66,4.61,-0.0141315204445311,8.1,1705.0,2.592,7.202000000000001,105.24,0.006991054,58.9,75.8,56.6
1977-01-11,9.09,1.31,7.91,0,11.895637181879001,422.186193061245,0.0,0.0493927553295768,0.0,0,1,3.21723805971587,0,104.12,104.12,104.12,104.12,10.98312236,9.48,1.18,0,0,0.0,24.603775747365198,0.037017346,4.7,4.6,-0.00777680637917967,8.1,1705.0,2.682,7.282,105.1,0.006991054,58.9,75.8,56.6
1977-01-12,9.06,1.31,7.88,0,11.812592541426001,422.186193061245,0.0,0.0493927553295768,0.0,0,1,3.19549572288091,0,103.4,103.4,103.4,103.4,10.907173,9.48,1.18,0,0,0.0,24.435374342600603,0.037292377,4.07,4.57,0.00427440817475386,7.9,1705.0,2.6919999999999997,7.2620000000000005,105.03,0.006991054,58.9,75.8,56.6
1977-01-13,9.06,1.31,7.88,0,11.903195426718801,422.186193061245,0.0,0.0439824626013294,0.0,0,1,3.2207243538780403,0,104.2,104.2,104.2,104.2,10.99156118,9.48,1.18,0,0,-0.00432823418259787,24.6261695448945,0.0370232,4.6,4.52,-0.0119468321191249,7.9,1705.0,2.662,7.182,105.31,0.006991054,58.9,75.8,56.6
1977-01-14,9.06,1.31,7.88,0,11.8807026403626,422.186193061245,0.0,0.0439824626013294,0.0,0,1,3.21535697049778,0,104.01,104.01,104.01,104.01,10.97151899,9.48,1.18,0,0,-0.0032461756369484,24.582993244792398,0.037108001,4.6,4.61,-0.00673805160748369,7.9,1705.0,2.6719999999999997,7.282,105.36,0.006991054,58.9,75.8,56.6
1977-01-17,9.06,1.31,7.88,0,11.7871235379932,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.2072064907245896,0,103.73,103.73,103.73,103.73,10.94198312,9.48,1.18,0,1,0.0019560636897534103,24.3926681755208,0.037225382,4.8,4.65,-0.0047277308943017,7.9,1705.0,2.6319999999999997,7.282,105.45,0.006991054,58.9,75.8,56.6
1977-01-18,9.06,1.31,7.88,0,11.7398087063944,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.1950352829621296,0,103.32,103.32,103.32,103.32,10.89873418,9.48,1.18,0,0,0.00200807704013979,24.2980341270918,0.037390385,4.71,4.69,-0.0019341170197639801,7.9,1940.0,2.6519999999999997,7.3420000000000005,105.62,0.006991054,58.9,75.8,56.6
1977-01-19,9.07,1.31,7.94,0,11.799301876144801,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.21193041365188,0,103.85,103.85,103.85,103.85,10.95464135,9.48,1.13,0,0,0.00206009039052617,24.4244550239391,0.037216757999999996,4.64,4.63,-0.0147418979501293,7.9,1940.0,2.6519999999999997,7.282,105.54,0.006991054,58.9,75.8,56.6
1977-01-20,9.07,1.31,7.94,0,11.698595802486999,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.18521894361121,1,102.97,102.97,102.97,102.97,10.86181435,9.48,1.13,0,0,0.00103004519526308,24.219243090699898,0.037552161,4.64,4.63,-0.0116196866843647,7.9,1940.0,2.6319999999999997,7.2620000000000005,105.47,0.006991054,58.9,75.8,56.6
1977-01-21,9.07,1.28,7.94,0,11.7376364912546,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.1965513943837798,2,103.32,103.32,103.32,103.32,10.89873418,9.48,1.13,0,0,0.0,24.3033171542867,0.037442235,4.68,4.65,-0.0136340525704644,7.9,1940.0,2.6319999999999997,7.282,105.46,0.006991054,58.9,75.8,56.6
1977-01-24,9.07,1.28,7.94,0,11.7289619174241,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.19489152626701,3,103.25,103.25,103.25,103.25,10.89135021,9.48,1.13,0,0,0.0,24.2885926819351,0.037484915,4.79,4.71,-0.0119734107981664,7.9,1940.0,2.6319999999999997,7.3420000000000005,105.74,0.006991054,58.9,75.8,56.6
1977-01-25,9.07,1.28,7.94,0,11.7146094538125,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.19168423287579,4,103.13,103.13,103.13,103.13,10.87869198,9.48,1.13,0,0,0.0,24.262093678744698,0.037545847,4.7,4.7,-0.00582499479426659,7.9,1940.0,2.622,7.322,105.89,0.006991054,58.9,75.8,56.6
1977-01-26,9.08,1.28,7.99,0,11.624158237289999,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.1677411606717794,5,102.34,102.34,102.34,102.34,10.79535865,9.48,1.09,1,0,0.0,24.0779477448853,0.037853126,4.89,4.71,0.000107405413432186,7.9,1940.0,2.622,7.332000000000001,105.83,0.046412249,58.9,75.8,56.6
1977-01-27,9.08,1.28,7.99,0,11.5609771263448,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.15122300915223,4,101.79,101.79,101.79,101.79,10.73734177,9.48,1.09,1,0,0.0,23.950236062204798,0.0380752,4.7,4.77,0.000498952014445688,7.9,1940.0,2.662,7.432,105.91,0.046412249,58.9,75.8,56.6
1977-01-28,9.08,1.28,7.99,0,11.5761674872859,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.1560694227493,3,101.93,101.93,101.93,101.93,10.7521097,9.48,1.09,1,0,0.0,23.9848584152162,0.038041591,4.62,4.73,-0.000581245371797197,7.9,1940.0,2.6719999999999997,7.402,106.01,0.046412249,58.9,75.8,56.6
1977-01-31,9.08,1.28,7.99,0,11.5868140404834,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.15967810018991,2,102.03,102.03,102.03,102.03,10.76265823,9.48,1.09,1,0,0.0,24.010062720938603,0.038022975,4.65,4.72,-0.0014645633943569801,7.9,1940.0,2.682,7.402,105.54,0.046412249,58.9,75.8,56.6
1977-02-01,9.08,1.28,7.99,0,11.644017759184,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.17598429438112,1,102.54,102.54,102.54,102.54,10.816455699999999,9.48,1.09,1,0,0.0,24.131749926367196,0.037852437,4.58,4.74,-0.00929862208606915,7.9,1940.0,2.6719999999999997,7.412000000000001,105.7,0.046412249,58.9,75.8,56.6
1977-02-02,9.11,1.28,8.01,0,11.6228662964694,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.1709216623622503,0,102.36,102.36,102.36,102.36,10.79746835,9.48,1.1,0,0,0.0,24.091048261045,0.037937609,4.41,4.76,-0.0161407678221695,7.9,1940.0,2.7119999999999997,7.472,105.69,0.046412249,58.9,75.8,56.6
1977-02-03,9.11,1.28,8.01,0,11.5642491422485,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.15563542941455,0,101.85,101.85,101.85,101.85,10.74367089,9.48,1.1,0,0,0.0,23.972658211170103,0.038146278,4.58,4.73,-0.0102552863318316,7.9,1940.0,2.7319999999999998,7.462000000000001,105.79,0.046412249,58.9,75.8,56.6
1977-02-04,9.11,1.28,8.01,0,11.566948634462099,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.1570813102136097,0,101.88,101.88,101.88,101.88,10.74683544,9.48,1.1,0,0,0.0,23.9813513620773,0.03815452,4.6,4.62,-0.0165179084589925,7.3,1940.0,2.662,7.282,105.78,0.046412249,58.9,75.8,56.6
1977-02-07,9.11,1.28,8.01,0,11.5673778003626,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.1579076645766495,0,101.89,101.89,101.89,101.89,10.7478903,9.48,1.1,0,0,0.0,23.9853273431135,0.038170248999999996,4.74,4.62,-0.0114382183331935,7.3,1940.0,2.722,7.3420000000000005,105.63,0.046412249,57.2,78.4,54.8
1977-02-08,9.11,1.28,8.01,0,11.533751127015199,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.1494361602357595,0,101.6,101.6,101.6,101.6,10.71729958,9.48,1.1,0,0,0.0,23.918667612655398,0.038298728,4.67,4.63,-0.0056138441720345895,7.3,1940.0,2.722,7.352,105.64,0.046412249,57.2,78.4,54.8
1977-02-09,9.13,1.28,8.03,0,11.434290848966,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.1229842025603998,0,100.73,100.73,100.73,100.73,10.62552743,9.48,1.1,0,0,0.0,23.7154360304948,0.03864921,4.84,4.62,0.00752636506650382,7.3,1940.0,2.722,7.3420000000000005,105.43,0.046412249,57.2,78.4,54.8
1977-02-10,9.13,1.28,8.03,0,11.443810294159801,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.12629124523417,0,100.82,100.82,100.82,100.82,10.6350211,9.48,1.1,0,0,0.0,23.7382005088677,0.038634388,4.67,4.63,0.000905142311232694,7.3,1940.0,2.7119999999999997,7.3420000000000005,105.42,0.046412249,57.2,78.4,54.8
1977-02-11,9.13,1.28,8.03,0,11.3749415368295,424.74489726161596,0.0,0.0491326885776449,0.0,0,1,3.1082065620548303,0,100.22,100.22,100.22,100.22,10.49424084,9.55,1.1,0,0,0.0,23.598485224295896,0.038886671,4.68,4.61,0.00260833298537346,7.3,1940.0,2.752,7.362,105.39,0.046412249,57.2,78.4,54.8
1977-02-14,9.13,1.28,8.03,0,11.4331937893228,424.74489726161596,0.0,0.0455420204469164,0.0,0,1,3.12485434606175,0,100.74,100.74,100.74,100.74,10.5486911,9.55,1.1,0,1,-0.0028725345045828,23.7224810982867,0.038706823,4.73,4.63,-0.00256223765181656,7.3,1940.0,2.752,7.382000000000001,105.08,0.046412249,57.2,78.4,54.8
1977-02-15,9.13,1.28,8.03,0,11.4664722516774,420.58700293601305,0.0,0.0455420204469164,0.0,0,1,3.13468072250099,0,101.04,101.04,101.04,101.04,10.58010471,9.55,1.1,0,0,-0.0021544008784371,23.794673050327603,0.038612713,4.68,4.63,-0.008519637151464459,7.3,1940.0,2.7319999999999998,7.362,105.32,0.046412249,57.2,78.4,54.8
1977-02-16,9.09,1.28,8.01,0,11.459089018257401,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.1494725975345403,1,101.5,101.5,101.5,101.5,10.62827225,9.55,1.08,0,0,0.0026628023476043,23.7824653883889,0.038458441,4.79,4.62,-0.0189593170722493,7.3,1375.0,2.722,7.3420000000000005,105.28,0.046412249,57.2,78.4,54.8
1977-02-17,9.09,1.28,8.01,0,11.3928960393829,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.1319964599282097,2,100.92,100.92,100.92,100.92,10.56753927,9.55,1.08,0,0,0.00235616857377607,23.6481712151906,0.038700306000000004,4.69,4.61,-0.0144228052309713,7.3,1375.0,2.6519999999999997,7.2620000000000005,105.23,0.046412249,57.2,78.4,54.8
1977-02-18,9.09,1.28,8.01,0,11.3436444023691,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.11917381468341,3,100.49,100.49,100.49,100.49,10.52251309,9.55,1.08,0,0,0.00204953479994785,23.5489993375495,0.03888723,4.72,4.66,-0.006734683708990079,7.3,1375.0,2.752,7.412000000000001,105.22,0.046412249,57.2,78.4,54.8
1977-02-22,9.09,1.28,8.01,0,11.3429362795025,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.1196960682813595,4,100.49,100.49,100.49,100.49,10.52251309,9.55,1.08,0,0,0.0010247673999739199,23.550577084677702,0.038908554,4.76,4.69,0.00164932128267961,7.3,1375.0,3.082,7.772,105.24,0.046412249,57.2,78.4,54.8
1977-02-23,9.09,1.28,8.01,0,11.308368042763501,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.11090495752435,5,100.19,100.19,100.19,100.19,10.49109948,9.55,1.08,1,0,0.0,23.4818324129859,0.039046447000000005,4.84,4.7,0.00195766591478711,7.3,1375.0,3.112,7.812,105.29,0.046412249,57.2,78.4,54.8
1977-02-24,9.11,1.28,8.04,0,11.241074643729801,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.0931078552942,4,99.6,99.6,99.6,99.6,10.42931937,9.55,1.07,1,0,0.0,23.3450952704025,0.03929926,4.72,4.73,0.0127355520499433,7.3,1375.0,3.092,7.822,105.51,0.046412249,57.2,78.4,54.8
1977-02-25,9.11,1.3,8.04,0,11.2268321172231,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.08991852496096,3,99.48,99.48,99.48,99.48,10.41675393,9.55,1.07,1,0,0.0,23.318497418867697,0.039372594,4.66,4.71,0.0171063578342942,7.3,1375.0,3.082,7.792000000000001,105.29,0.046412249,57.2,78.4,54.8
1977-02-28,9.11,1.3,8.04,0,11.2645020704409,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.1010165632647206,2,99.82,99.82,99.82,99.82,10.45235602,9.55,1.07,1,0,0.0,23.3997163851428,0.039264326,4.73,4.7,0.0141844102165152,7.3,1375.0,3.102,7.8020000000000005,105.26,0.035558902,57.2,78.4,54.8
1977-03-01,9.11,1.3,8.04,0,11.358588466122699,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.1276495655711,1,100.66,100.66,100.66,100.66,10.54031414,9.55,1.07,1,0,0.0,23.5981504543708,0.038962292999999995,4.7,4.7,0.00204208689886612,7.3,1375.0,2.792,7.492000000000001,105.28,0.035558902,57.2,78.4,54.8
1977-03-02,9.16,1.3,8.08,0,11.327417856633101,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.1197978669813597,0,100.39,100.39,100.39,100.39,10.51204188,9.55,1.08,0,0,0.0,23.5363587320717,0.039092776,4.65,4.64,-0.0029366439282757302,7.3,1375.0,2.812,7.452000000000001,105.17,0.035558902,57.2,78.4,54.8
1977-03-03,9.16,1.3,8.08,0,11.382000294054999,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.1355631668772297,0,100.88,100.88,100.88,100.88,10.56335079,9.55,1.08,0,0,0.0,23.652739267382103,0.038928461,4.68,4.61,-0.00213099881335502,7.3,1375.0,2.822,7.432,105.14,0.035558902,57.2,78.4,54.8
1977-03-04,9.16,1.3,8.08,0,11.417397103993599,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.14604844381414,0,101.2,101.2,101.2,101.2,10.59685864,9.55,1.08,0,0,0.0,23.7292602802244,0.038831247,4.66,4.63,-0.0054996077712413894,7.5,1375.0,2.852,7.482,105.24,0.035558902,57.2,78.4,54.8
1977-03-07,9.16,1.3,8.08,0,11.422330545186998,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.1481419127014796,0,101.25,101.25,101.25,101.25,10.60209424,9.55,1.08,0,0,0.0,23.742464786567,0.038837937999999995,4.7,4.65,0.0016257972500704802,7.5,1375.0,2.852,7.502000000000001,105.27,0.035558902,56.8,76.8,55.0
1977-03-08,9.16,1.3,8.08,0,11.3787572929532,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.13686585156398,0,100.87,100.87,100.87,100.87,10.56230366,9.55,1.08,0,0,0.0,23.6548196521224,0.039010214,4.63,4.66,0.0108900996737984,7.5,1375.0,2.862,7.522,105.28,0.035558902,56.8,76.8,55.0
1977-03-09,9.16,1.3,8.1,0,11.2911983131985,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.11345959131966,0,100.1,100.1,100.1,100.1,10.48167539,9.55,1.06,0,0,0.0,23.4756872169095,0.039336457000000005,4.41,4.63,0.0204131151163222,7.5,1375.0,2.872,7.502000000000001,105.39,0.035558902,56.8,76.8,55.0
1977-03-10,9.16,1.3,8.1,0,11.354792283517098,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.13172795636868,0,100.67,100.67,100.67,100.67,10.54136126,9.55,1.06,0,0,0.0,23.6107992727938,0.039139747999999995,4.65,4.62,0.0138558579727192,7.5,1375.0,2.872,7.492000000000001,105.5,0.035558902,56.8,76.8,55.0
1977-03-11,9.16,1.3,8.1,0,11.351487425504,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.13164524589512,0,100.65,100.65,100.65,100.65,10.17694641,9.89,1.06,0,0,0.0,23.607529997839897,0.039173546000000004,4.62,4.59,0.011898424855824,7.5,1375.0,2.852,7.442,105.45,0.035558902,56.8,76.8,55.0
1977-03-14,9.16,1.3,8.1,0,11.4372734075807,420.58700293601305,0.0,0.050665857446786,0.0,0,1,3.15614274673087,0,101.42,101.42,101.42,101.42,10.25480283,9.89,1.06,0,1,0.0,23.789553718484502,0.038901957,4.67,4.57,-0.00113445868806029,7.5,1375.0,2.8819999999999997,7.452000000000001,105.34,0.035558902,56.8,76.8,55.0
1977-03-15,9.16,1.3,8.1,0,11.499364596893198,426.024249361802,0.0,0.050665857446786,0.0,0,1,3.1741093359398698,0,101.98,101.98,101.98,101.98,10.31142568,9.89,1.06,0,0,0.0,23.922324735780396,0.038714017999999996,4.61,4.57,-0.00970191153701995,7.5,1375.0,2.872,7.442,105.39,0.035558902,56.8,76.8,55.0
1977-03-16,9.15,1.3,8.12,0,11.519727468726199,426.024249361802,0.0,0.0488753466729976,0.0,0,1,3.18056279692604,0,102.17,102.17,102.17,102.17,10.33063701,9.89,1.03,0,0,-0.0014324086190306699,23.9682993315209,0.038667658,4.57,4.62,-0.0195115052508779,7.5,1791.0,2.822,7.442,105.33,0.035558902,56.8,76.8,55.0
1977-03-17,9.15,1.3,8.12,0,11.5085201809344,426.024249361802,0.0,0.0488753466729976,0.0,0,1,3.17830092268601,0,102.08,102.08,102.08,102.08,10.32153691,9.89,1.03,0,0,-0.001074306464273,23.9485767168119,0.038727406,4.67,4.62,-0.0236286708798616,7.5,1791.0,2.852,7.472,105.27,0.035558902,56.8,76.8,55.0
1977-03-18,9.15,1.3,8.12,0,11.366581435776501,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.1719922992400598,0,101.86,101.86,101.86,101.86,10.29929221,9.89,1.03,0,0,0.00741945902618788,23.6567115221172,0.038837153,4.66,4.59,-0.0279043822452344,7.5,1791.0,2.852,7.442,105.26,0.035558902,56.8,76.8,55.0
1977-03-21,9.15,1.3,8.12,0,11.3042696600297,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.1554061664585205,0,101.31,101.31,101.31,101.31,10.24368049,9.89,1.03,0,0,0.00574364534701974,23.530493181921802,0.039074238,4.72,4.56,-0.0230886228972645,7.5,1791.0,2.872,7.432,105.11,0.035558902,56.8,76.8,55.0
1977-03-22,9.15,1.3,8.12,0,11.2687461782077,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.14629223896746,1,101.0,101.0,101.0,101.0,10.21233569,9.89,1.03,0,0,0.00406783166785161,23.45999230348,0.039220492999999995,4.69,4.56,-0.013072423191242,7.5,1791.0,2.872,7.432,105.08,0.035558902,56.8,76.8,55.0
1977-03-23,9.1,1.3,8.09,0,11.1785636935305,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.1219125537632,2,100.2,100.2,100.2,100.2,10.131445900000001,9.89,1.01,0,0,0.0020339158339258,23.275646630140802,0.039560165,5.34,4.54,-0.0167192049776017,7.5,1791.0,2.9019999999999997,7.442,104.99,0.035558902,56.8,76.8,55.0
1977-03-24,9.1,1.3,8.09,0,11.121862853101302,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.10687568196477,3,99.7,99.7,99.7,99.7,10.08088979,9.89,1.01,0,0,0.0,23.1609569379602,0.039785229,4.76,4.59,-0.0129325453811595,7.5,1791.0,2.872,7.462000000000001,105.09,0.035558902,56.8,76.8,55.0
1977-03-25,9.1,1.37,8.09,0,11.049555948934,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.08747471278912,4,99.06,99.06,99.06,99.06,10.01617796,9.89,1.01,0,0,0.0,23.013715168932,0.04006951,4.75,4.62,0.00150231897447095,7.5,1791.0,2.862,7.482,105.08,0.035558902,56.8,76.8,55.0
1977-03-28,9.1,1.37,8.09,0,11.0419519381025,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.0861476115077298,5,99.0,99.0,99.0,99.0,10.01011122,9.89,1.01,1,0,0.0,23.0011969209722,0.040121052000000004,4.74,4.59,-0.00781678933108912,7.5,1791.0,2.8819999999999997,7.472,104.88,0.0052120890000000005,56.8,76.8,55.0
1977-03-29,9.1,1.37,8.09,0,11.117994164171801,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.10820018095854,4,99.69,99.69,99.69,99.69,10.07987867,9.89,1.01,1,0,0.0,23.1629266214116,0.039870424,4.67,4.59,-0.0170006838846495,7.5,1791.0,2.8819999999999997,7.472,104.99,0.0052120890000000005,56.8,76.8,55.0
1977-03-30,9.09,1.37,8.0,0,10.9888342600058,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.0728878804478597,3,98.54,98.54,98.54,98.54,9.963599596,9.89,1.09,1,0,0.0,22.897114170184604,0.040363111,4.74,4.57,-0.00641411806020669,7.5,1791.0,2.872,7.442,104.95,0.0052120890000000005,56.8,76.8,55.0
1977-03-31,9.09,1.37,8.0,0,10.974548874540698,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.0696890261617007,2,98.42,98.42,98.42,98.42,9.951466127,9.89,1.09,1,0,0.0,22.8706059564083,0.040439741,4.72,4.54,-0.000709669090369603,7.5,1791.0,2.8819999999999997,7.422000000000001,105.03,0.0052120890000000005,56.8,76.8,55.0
1977-04-01,9.09,1.37,8.0,0,11.061729864103699,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.09487346239717,1,99.21,99.21,99.21,99.21,10.03134479,9.89,1.09,1,0,0.0,23.0555580662574,0.040145323,4.72,4.54,-0.00333015060344649,7.3,1791.0,2.892,7.432,104.93,0.0052120890000000005,56.8,76.8,55.0
1977-04-04,9.09,1.37,8.0,0,10.9515617676196,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.06484686809325,0,98.23,98.23,98.23,98.23,9.932254803,9.89,1.09,0,0,0.0,22.8291620895478,0.04057371,4.73,4.55,0.0193549158260898,7.3,1791.0,2.892,7.442,105.04,0.0052120890000000005,56.8,76.8,55.0
1977-04-05,9.09,1.37,8.0,0,10.9261371496137,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.0585274844247,0,98.01,98.01,98.01,98.01,9.910010111,9.89,1.09,0,0,0.0,22.77936508144,0.040692722,4.48,4.6,0.0216923491129444,7.3,1791.0,2.872,7.472,104.91,0.0052120890000000005,56.8,76.8,55.0
1977-04-06,9.11,1.37,8.1,0,10.91409390267,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.05595172548195,0,97.91,97.91,97.91,97.91,9.899898888,9.89,1.01,0,0,0.0,22.7574414826202,0.040762248,4.08,4.58,0.031058583513862002,7.3,1791.0,2.8819999999999997,7.462000000000001,104.9,0.0052120890000000005,56.8,76.8,55.0
1977-04-07,9.11,1.37,8.1,0,10.9622425787391,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.0702311453041897,0,98.35,98.35,98.35,98.35,9.944388271000001,9.89,1.01,0,0,0.0,22.861023161077103,0.040608129,4.65,4.58,0.0269682426874263,7.3,1791.0,2.852,7.432,104.89,0.0052120890000000005,63.5,80.9,58.4
1977-04-11,9.11,1.37,8.1,0,11.020414803089302,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.0873226705585597,0,98.88,98.88,98.88,98.88,9.997977755,9.89,1.01,0,0,0.0,22.9855252691723,0.040418159,4.65,4.56,0.0166334831051576,7.3,1791.0,2.832,7.392,104.74,0.0052120890000000005,63.5,80.9,58.4
1977-04-12,9.11,1.37,8.1,0,11.161046268213301,426.024249361802,0.0,0.0590449258426267,0.0,0,1,3.1275221835182796,0,100.15,100.15,100.15,100.15,10.12639029,9.89,1.01,0,0,0.0,23.282057891855803,0.039932958,4.66,4.59,-0.000812248421734179,7.3,1791.0,2.802,7.392,104.53,0.0052120890000000005,63.5,80.9,58.4
1977-04-13,9.11,1.37,8.1,0,11.161248387760198,426.024249361802,0.0,0.0572576152685302,0.0,0,1,3.1283809654800403,0,100.16,100.16,100.16,100.16,10.12740142,9.89,1.01,0,0,-0.00142984845927714,23.285679940310803,0.039956307999999996,4.75,4.57,0.00237977016950293,7.3,1791.0,2.792,7.362,104.45,0.0052120890000000005,63.5,80.9,58.4
1977-04-14,9.11,1.37,8.1,0,11.2539340282072,432.10117183768403,0.0,0.0572576152685302,0.0,0,1,3.15516397895371,0,101.0,101.0,101.0,101.0,10.21233569,9.89,1.01,0,0,-0.00107238634445785,23.4822625420743,0.039651108,4.64,4.52,-0.0124648014095902,7.3,1791.0,2.682,7.202000000000001,104.54,0.0052120890000000005,63.5,80.9,58.4
