,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS
1960-12-02,5.1,1.37,4.35,0,17.142544500613102,217.604298414953,0.0,0.0135365857175334,0.0,0,1,0.9981024693681949,0,55.39,55.39,55.39,55.39,16.93883792,3.27,0.75,0,0,0.0,30.6098585582836,0.034823058999999996,1.5,2.3,0.0227145706088827,6.4,1231.0
1960-12-05,5.1,1.37,4.35,0,17.117620769275902,217.604298414953,0.0,0.0135365857175334,0.0,0,1,0.996799627987696,0,55.31,55.31,55.31,55.31,16.91437309,3.27,0.75,0,0,0.0,30.5640328202173,0.034878449,2.0,2.28,0.0276823206158114,6.4,1231.0
1960-12-06,5.1,1.37,4.35,0,17.1669733585578,217.604298414953,0.0,0.0135365857175334,0.0,0,1,0.999821896824496,0,55.47,55.47,55.47,55.47,16.96330275,3.27,0.75,0,0,0.0,30.6508252633829,0.034782852,1.75,2.3,0.0253158973080543,6.4,1231.0
1960-12-07,5.1,1.37,4.35,0,17.3370220000199,217.604298414953,0.0,0.0135365857175334,0.0,0,1,1.0098741606168,0,56.02,56.02,56.02,56.02,17.13149847,3.27,0.75,0,0,0.0,30.9530952839286,0.034446315,2.0,2.32,0.0147432231409043,6.4,1231.0
1960-12-08,5.1,1.37,4.35,0,17.377087513705803,217.604298414953,0.0,0.0135365857175334,0.0,0,1,1.0123564545258201,0,56.15,56.15,56.15,56.15,17.17125382,3.27,0.75,0,0,0.0,31.0232777301052,0.034371511,1.75,2.26,0.009608242059891909,6.4,1231.0
1960-12-09,5.1,1.37,4.35,0,17.531657480654303,217.604298414953,0.0,0.0135365857175334,0.0,0,1,1.02151000268814,0,56.65,56.65,56.65,56.65,17.32415902,3.27,0.75,0,0,0.0,31.2978670100882,0.034073047999999995,2.25,2.26,0.00987760253421237,6.4,1231.0
1960-12-12,5.1,1.37,4.35,0,17.5933835446718,217.604298414953,0.0,0.0135365857175334,0.0,0,1,1.0252552108505602,0,56.85,56.85,56.85,56.85,17.385321100000002,3.27,0.75,0,1,0.0,31.406690595623697,0.033957366,2.25,2.28,0.00512973155183054,6.3,1231.0
1960-12-13,5.1,1.37,4.35,0,17.6024991228297,217.604298414953,0.0,0.0135365857175334,0.0,0,1,1.02593507775173,0,56.88,56.88,56.88,56.88,17.39449541,3.27,0.75,0,0,0.0,31.421589401461002,0.033943642,1.25,2.26,0.00390514469919054,6.3,1231.0
1960-12-14,5.1,1.37,4.35,0,17.5722465914547,217.604298414953,0.0,0.0145444809817574,0.0,0,1,1.02535246045303,0,56.84,56.84,56.84,56.84,17.382263000000002,3.27,0.75,0,0,0.000806316211379254,31.366214582959298,0.033971718,0.5,2.23,0.0126352215733858,6.3,1231.0
1960-12-15,5.1,1.37,4.35,0,17.522628925196802,217.604298414953,0.0,0.0145444809817574,0.0,0,1,1.02260505010762,0,56.68,56.68,56.68,56.68,17.33333333,3.27,0.75,0,0,0.0006047371585344401,31.276277456869103,0.034071816,2.0,2.25,0.0126710809941945,6.3,1231.0
1960-12-16,5.1,1.37,4.35,0,17.6832324952863,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.03212563993287,0,57.2,57.2,57.2,57.2,17.49235474,3.27,0.75,0,0,0.000403158105689628,31.5615551151015,0.033766235,2.0,2.24,0.00441113265068716,6.3,1235.0
1960-12-19,5.1,1.37,4.35,0,17.6614379975566,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.03100146046226,0,57.13,57.13,57.13,57.13,17.47094801,3.27,0.75,0,0,0.000201579052844814,31.5212703885393,0.033811775,2.0,2.23,0.00702722202382355,6.3,1235.0
1960-12-20,5.1,1.37,4.35,0,17.6489182643053,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.03041852792116,1,57.09,57.09,57.09,57.09,17.4587156,3.27,0.75,0,0,0.0,31.4975394420082,0.033839636,2.25,2.3,0.0122382342851944,6.3,1235.0
1960-12-21,5.1,1.37,4.35,0,17.7909685383668,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.03886002545957,2,57.55,57.55,57.55,57.55,17.59938838,3.27,0.75,0,0,0.0,31.7496530943542,0.033573291,2.75,2.26,0.008878106604895459,6.3,1235.0
1960-12-22,5.1,1.37,4.35,0,17.7413517448834,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.0361107621252599,3,57.39,57.39,57.39,57.39,17.55045872,3.27,0.75,0,0,0.0,31.6597095416918,0.03367104,2.25,2.22,0.0126946364795235,6.3,1235.0
1960-12-23,5.1,1.46,4.35,0,17.75665406824,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.03715315908116,4,57.44,57.44,57.44,57.44,17.56574924,3.27,0.75,0,0,0.0,31.6856152167948,0.033646567,1.75,2.18,0.0024880877117204603,6.3,1235.0
1960-12-27,5.1,1.46,4.35,0,17.781230186866104,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.03873738209882,5,57.52,57.52,57.52,57.52,17.59021407,3.27,0.75,1,0,0.0,31.7280636216151,0.0336046,2.0,2.21,0.0147254297484552,6.3,1235.0
1960-12-28,5.1,1.46,4.35,0,17.8614491457526,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.04357238868449,4,57.78,57.78,57.78,57.78,17.66972477,3.27,0.75,1,0,0.0,31.869787807986803,0.033458192000000005,2.0,2.16,0.0138039868094579,6.3,1235.0
1960-12-29,5.1,1.46,4.35,0,17.9447580944997,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.04858865468388,3,58.05,58.05,58.05,58.05,17.75229358,3.27,0.75,1,0,0.0,32.0170098028739,0.033307357999999995,3.0,2.17,0.00760202266844357,6.3,1235.0
1960-12-30,5.1,1.46,4.35,0,17.963149847645198,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.04981224320172,2,58.11,58.11,58.11,58.11,17.770642199999998,3.27,0.75,1,0,0.0,32.0483964900256,0.033277065,3.0,2.2,0.0121956384523434,6.3,1235.0
1961-01-03,5.1,1.46,4.32,0,17.796069086706602,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.04019642819855,1,57.57,57.57,57.57,57.57,17.60550459,3.27,0.7799999999999989,1,0,0.0,31.7488879121067,0.033593335,1.5,2.3,0.0242478760073887,6.3,1235.0
1961-01-04,5.1,1.46,4.32,0,18.0401180927479,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.05461026059469,0,58.36,58.36,58.36,58.36,17.8470948,3.27,0.7799999999999989,0,0,0.0,32.1828428196092,0.033142673,1.0,2.26,0.0134964523263936,6.3,1235.0
1961-01-05,5.1,1.46,4.32,0,18.1048761935294,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.0585449565935998,0,58.57,58.57,58.57,58.57,17.91131498,3.27,0.7799999999999989,0,0,0.0,32.2969232841895,0.033027907,2.0,2.27,0.012947322918681002,6.3,1235.0
1961-01-06,5.1,1.46,4.32,0,18.076944249153303,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.05705822266113,0,58.48,58.48,58.48,58.48,17.93865031,3.26,0.7799999999999989,0,0,0.0,32.2455710891957,0.033082808,1.75,2.28,0.0191951941762127,6.3,1235.0
1961-01-09,5.1,1.46,4.32,0,18.178839512991,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.0631630244544001,0,58.81,58.81,58.81,58.81,18.0398773,3.26,0.7799999999999989,0,1,0.0,32.4257958247822,0.032901219,2.25,2.31,0.0132315519072478,6.3,1235.0
1961-01-10,5.1,1.46,4.32,0,18.2281850015587,213.53692835112201,0.0,0.0145444809817574,0.0,0,1,1.06619538261078,0,58.97,58.97,58.97,58.97,18.08895706,3.26,0.7799999999999989,0,0,0.0,32.512272155020696,0.032815988,1.25,2.27,0.00647281009726775,6.3,1235.0
1961-01-11,5.1,1.46,4.32,0,18.2806210476539,213.53692835112201,0.0,0.0125022746899592,0.0,0,1,1.06940894013936,0,59.14,59.14,59.14,59.14,18.14110429,3.26,0.7799999999999989,0,0,-0.00163376503343855,32.6042502553493,0.032725683,0.5,2.26,0.00930435389102186,6.3,1235.0
1961-01-12,5.1,1.46,4.32,0,18.3361475948902,213.53692835112201,0.0,0.0125022746899592,0.0,0,1,1.0728037461472701,0,59.32,59.32,59.32,59.32,18.19631902,3.26,0.7799999999999989,0,0,-0.0012253237750789099,32.7017292249615,0.032630394,1.75,2.27,0.0077670049843135205,6.3,1235.0
1961-01-13,5.1,1.46,4.32,0,18.404149781165604,213.53692835112201,0.0,0.0135091551240762,0.0,0,1,1.07800749781791,0,59.6,59.6,59.6,59.6,18.39506173,3.24,0.7799999999999989,0,0,-1.13781694256691e-05,32.8212848641715,0.032481092,2.5,2.27,0.006226707747912521,6.8,1235.0
1961-01-16,5.1,1.46,4.32,0,18.397966620387002,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.07778571320488,0,59.58,59.58,59.58,59.58,18.38888889,3.24,0.7799999999999989,0,0,0.00019568700211056698,32.8085334106423,0.032495991,2.25,2.25,0.0120451156384442,6.8,1235.0
1961-01-17,5.1,1.46,4.32,0,18.3238487429193,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.0735841580032601,0,59.34,59.34,59.34,59.34,18.31481481,3.24,0.7799999999999989,0,0,0.000402752173646803,32.6746417018683,0.032631434,1.25,2.2,0.018730542923253,6.8,990.0
1961-01-18,5.1,1.46,4.32,0,18.4288315040273,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.07987546518002,0,59.68,59.68,59.68,59.68,18.41975309,3.24,0.7799999999999989,0,0,0.000201376086823402,32.860113123085604,0.03244952,1.0,2.29,0.0143379144918112,6.8,990.0
1961-01-19,5.1,1.46,4.32,0,18.4566156951796,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.0816439800502,0,59.77,59.77,59.77,59.77,18.44753086,3.24,0.7799999999999989,0,0,0.0,32.9079188301868,0.032404642000000004,1.75,2.27,0.014314954046647,6.8,990.0
1961-01-20,5.1,1.27,4.32,0,18.5153249946158,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.08522240027124,1,59.96,59.96,59.96,59.96,18.56346749,3.23,0.7799999999999989,0,0,0.0,33.0107720582257,0.03230593,0.75,2.22,0.0213145340333332,6.8,990.0
1961-01-23,5.1,1.27,4.32,0,18.617265842515604,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.0913351588847902,2,60.29,60.29,60.29,60.29,18.66563467,3.23,0.7799999999999989,0,1,0.0,33.19068527501489,0.032132392999999995,0.25,2.16,0.0276746279279702,6.8,990.0
1961-01-24,5.1,1.27,4.32,0,18.666711780398398,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.09437145713211,3,60.45,60.45,60.45,60.45,18.71517028,3.23,0.7799999999999989,0,0,0.0,33.2769948941905,0.032050627000000005,0.25,2.15,0.0219535570950379,6.8,990.0
1961-01-25,5.1,1.27,4.32,0,18.691454169575398,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.09595984664121,4,60.53,60.53,60.53,60.53,18.73993808,3.23,0.7799999999999989,0,0,0.0,33.3192571387604,0.032011543999999996,0.13,2.2,0.0225675222179022,6.8,990.0
1961-01-26,5.1,1.27,4.32,0,18.7192846019667,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.09772949829762,5,60.62,60.62,60.62,60.62,18.76780186,3.23,0.7799999999999989,1,0,0.0,33.3670176765293,0.031967291,0.75,2.17,0.0275195649985638,6.8,990.0
1961-01-27,5.1,1.27,4.32,0,18.910871392633396,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.1090968126952099,4,61.24,61.24,61.24,61.24,19.07788162,3.21,0.7799999999999989,1,0,0.0,33.706483516042105,0.031646891,0.75,2.18,0.0160588823946811,6.8,990.0
1961-01-30,5.1,1.27,4.32,0,19.1364289267872,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.12245773540107,3,61.97,61.97,61.97,61.97,19.30529595,3.21,0.7799999999999989,1,0,0.0,34.1064529158945,0.031276655,1.5,2.24,-0.00320760964957405,6.8,990.0
1961-01-31,5.1,1.27,4.32,0,19.0778901441636,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.11915644060516,2,61.78,61.78,61.78,61.78,19.24610592,3.21,0.7799999999999989,1,0,0.0,34.0000649493398,0.031375414,2.25,2.28,-0.0019173706172660602,6.8,990.0
1961-02-01,5.07,1.27,4.27,0,19.1150802398828,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.1214704404579598,1,61.9,61.9,61.9,61.9,19.2834891,3.21,0.800000000000001,1,0,0.0,34.0642840134826,0.031317153,2.75,2.35,0.0051875351935232,6.8,990.0
1961-02-02,5.07,1.27,4.27,0,19.2387369821835,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.1288576168909,0,62.3,62.3,62.3,62.3,19.40809969,3.21,0.800000000000001,0,0,0.0,34.2825742695346,0.031118628,2.5,2.31,-0.004308112310968021,6.8,990.0
1961-02-03,5.07,1.27,4.27,0,19.214213948650897,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.1275482523646299,0,62.22,62.22,62.22,62.22,19.44375,3.2,0.800000000000001,0,0,0.0,34.2367189691952,0.03116119,1.75,2.28,-0.0114399072704936,6.8,990.0
1961-02-06,5.07,1.27,4.27,0,19.072341057710002,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.11935238100201,0,61.76,61.76,61.76,61.76,19.3,3.2,0.800000000000001,0,1,0.0,33.9817828485828,0.031395855,2.0,2.32,-0.00989201656917915,6.8,990.0
1961-02-07,5.07,1.27,4.27,0,19.038551198294602,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.11749896321507,0,61.65,61.65,61.65,61.65,19.265625,3.2,0.800000000000001,0,0,0.0,33.9194409112523,0.031454447999999996,3.0,2.33,-0.0037075243780739795,6.8,990.0
1961-02-08,5.07,1.27,4.27,0,19.2116697155088,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.12779006878353,0,62.21,62.21,62.21,62.21,19.440625,3.2,0.800000000000001,0,0,0.0,34.2257147519485,0.031173853999999997,3.0,2.36,-0.00448474912604904,6.8,990.0
1961-02-09,5.07,1.27,4.27,0,19.1531744401277,209.672926790482,0.0,0.0135091551240762,0.0,0,1,1.12448588750342,0,62.02,62.02,62.02,62.02,19.38125,3.2,0.800000000000001,0,0,0.0,34.119353808414104,0.031271915,3.0,2.36,0.004686297155538179,6.6,990.0
1961-02-10,5.07,1.27,4.27,0,18.9928124419165,209.672926790482,0.0,0.0148701624794509,0.0,0,1,1.1151980570036102,0,61.5,61.5,61.5,61.5,19.27899687,3.19,0.800000000000001,0,0,0.00108880588429976,33.831468644699,0.031538909,2.5,2.39,0.0098855010467319,6.6,990.0
1961-02-13,5.07,1.27,4.27,0,18.8628910783155,209.672926790482,0.0,0.0158760301250314,0.0,0,1,1.1088103847385902,0,61.14,61.14,61.14,61.14,19.166144199999998,3.19,0.800000000000001,0,0,0.00162129852968915,33.597842448352,0.03172721,3.0,2.39,0.0192872724024587,6.6,990.0
1961-02-14,5.07,1.27,4.27,0,18.9464312037905,209.672926790482,0.0,0.0158760301250314,0.0,0,1,1.1138473319686202,0,61.41,61.41,61.41,61.41,19.2507837,3.19,0.800000000000001,0,0,0.0011479235294981301,33.744430547865896,0.031590301,3.0,2.4,0.0155186838450807,6.6,990.0
1961-02-15,5.07,1.27,4.27,0,19.104019840017802,209.672926790482,0.0,0.0158760301250314,0.0,0,1,1.1232380040360601,0,61.92,61.92,61.92,61.92,19.41065831,3.19,0.800000000000001,0,0,0.0006745485293071059,34.0228738287618,0.031332673,3.0,2.44,0.0109278945357076,6.6,990.0
1961-02-16,5.07,1.27,4.27,0,19.221503192094897,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.1302716308693201,1,62.3,62.3,62.3,62.3,19.52978056,3.19,0.800000000000001,0,0,0.000201173529116083,34.2298600554594,0.031144106,2.75,2.38,0.008792984112498159,6.6,1098.0
1961-02-17,5.07,1.27,4.27,0,19.1601334598426,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.1267835377068,2,62.1,62.1,62.1,62.1,19.58990536,3.17,0.800000000000001,0,0,0.0,34.1181674500709,0.031246966,2.5,2.4,0.0192953099622052,6.6,1098.0
1961-02-20,5.07,1.27,4.27,0,19.228349021331898,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.1309157680830701,3,62.32,62.32,62.32,62.32,19.65930599,3.17,0.800000000000001,0,0,0.0,34.237225004035395,0.031138568999999998,2.5,2.45,0.0179632408062233,6.6,1098.0
1961-02-21,5.07,1.27,4.27,0,19.2410281389975,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.13178206782973,4,62.36,62.36,62.36,62.36,19.67192429,3.17,0.800000000000001,0,0,0.0,34.257386843434894,0.031120504,2.5,2.52,0.0171591496970249,6.6,1098.0
1961-02-23,5.07,1.27,4.27,0,19.3123325019591,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.13609681605108,5,62.59,62.59,62.59,62.59,19.7444795,3.17,0.800000000000001,1,0,0.0,34.3819169396703,0.031008048,2.75,2.54,0.020071779787567003,6.6,1098.0
1961-02-24,5.07,1.19,4.27,0,19.3898581235998,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.1407751259675,4,62.84,62.84,62.84,62.84,19.88607595,3.16,0.800000000000001,1,0,0.0,34.5174193202998,0.030886581,2.75,2.52,0.0176475194601938,6.6,1098.0
1961-02-27,5.07,1.19,4.27,0,19.532185250672,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.14926627814138,3,63.3,63.3,63.3,63.3,20.03164557,3.16,0.800000000000001,1,0,0.0,34.7682519209499,0.030664009,2.5,2.56,0.011914686173125,6.6,1098.0
1961-02-28,5.07,1.19,4.27,0,19.5757748716362,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.15194859175644,2,63.44,63.44,63.44,63.44,20.07594937,3.16,0.800000000000001,1,0,0.0,34.843303244582,0.030598216,2.0,2.58,0.000606379219137415,6.6,1098.0
1961-03-01,5.02,1.19,4.22,0,19.5730792735538,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.15190752022807,1,63.43,63.43,63.43,63.43,20.07278481,3.16,0.8,1,0,0.0,34.8359657762313,0.030604917000000002,2.0,2.6,0.00028657814107347203,6.6,1098.0
1961-03-02,5.02,1.19,4.22,0,19.7030742808649,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.1596753696054398,0,63.85,63.85,63.85,63.85,20.2056962,3.16,0.8,0,0,0.0,35.064773651609805,0.030405465,2.0,2.54,-0.005370942306447721,6.6,1098.0
1961-03-03,5.02,1.19,4.22,0,19.734374094543604,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.1616321609377,0,63.95,63.95,63.95,63.95,20.3015873,3.15,0.8,0,0,0.0,35.117830498747395,0.030359781000000002,2.5,2.51,-0.007255424733600129,6.6,1098.0
1961-03-06,5.02,1.19,4.22,0,19.7656749548437,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.16358919185031,0,64.05,64.05,64.05,64.05,20.33333333,3.15,0.8,0,1,0.0,35.170881988800694,0.03031362,3.0,2.45,-0.005991856046814971,6.6,1098.0
1961-03-07,5.02,1.19,4.22,0,19.5871258196731,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.1531929728014199,0,63.47,63.47,63.47,63.47,20.14920635,3.15,0.8,0,0,0.0,34.8505489952377,0.030591881,2.75,2.46,-0.00130810666394649,6.8,1098.0
1961-03-08,5.02,1.19,4.22,0,19.5783046092846,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.1527884943191298,0,63.44,63.44,63.44,63.44,20.13968254,3.15,0.8,0,0,0.0,34.8322320215484,0.030607599,3.0,2.44,0.00215463100162866,6.8,1098.0
1961-03-09,5.02,1.19,4.22,0,19.597258297441602,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.15401938622969,0,63.5,63.5,63.5,63.5,20.15873016,3.15,0.8,0,0,0.0,34.863329842149,0.030579928,2.75,2.43,0.0112252553636237,6.8,1098.0
1961-03-10,5.02,1.19,4.22,0,19.5916192150248,207.639241758567,0.0,0.0158760301250314,0.0,0,1,1.15379654303086,0,63.48,63.48,63.48,63.48,20.28115016,3.13,0.8,0,0,0.0,34.8505046509418,0.030590812999999998,2.25,2.42,0.0175939878428193,6.8,1098.0
1961-03-13,5.02,1.19,4.22,0,19.647706406319802,207.639241758567,0.0,0.0145150227696567,0.0,0,1,1.157208822978,0,63.66,63.66,63.66,63.66,20.33865815,3.13,0.8,0,0,-0.00108880588429976,34.947475219919504,0.030505563,1.5,2.38,0.0187811633396007,6.8,1098.0
1961-03-14,5.02,1.19,4.22,0,19.5618202447694,207.639241758567,0.0,0.0145150227696567,0.0,0,1,1.15225965763151,0,63.38,63.38,63.38,63.38,20.24920128,3.13,0.8,0,0,-0.000816604413224819,34.7919226233143,0.030641582999999997,1.25,2.37,0.0213394583939429,6.8,1098.0
1961-03-15,5.02,1.19,4.22,0,19.620995340146898,207.639241758567,0.0,0.0145150227696567,0.0,0,1,1.15585457140638,0,63.57,63.57,63.57,63.57,20.30990415,3.13,0.8,0,0,-0.00054440294214988,34.8943756784265,0.030551249,1.75,2.36,0.0177321723274565,6.8,1098.0
1961-03-16,5.02,1.19,4.22,0,19.819070304160302,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.1676319991103101,0,64.21,64.21,64.21,64.21,20.514377,3.13,0.8,0,0,-0.000272201471074939,35.243815775146,0.030247972,2.0,2.33,0.00508756330569724,6.8,1154.0
1961-03-17,5.02,1.19,4.22,0,19.940037685013603,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.1748646981650301,0,64.6,64.6,64.6,64.6,20.70512821,3.12,0.8,0,0,0.0,35.456005534929105,0.030066588999999998,1.75,2.3,-0.0026701522130092897,6.8,1154.0
1961-03-20,5.02,1.19,4.22,0,20.0208835518476,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.1797339882671798,0,64.86,64.86,64.86,64.86,20.78846154,3.12,0.8,0,0,0.0,35.5968264198487,0.029946675,2.0,2.29,-0.007770395555403191,6.8,1154.0
1961-03-21,5.02,1.19,4.22,0,19.9844324516533,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.1776920639077801,1,64.74,64.74,64.74,64.74,20.75,3.12,0.8,0,0,0.0,35.529090609327795,0.030002796,1.75,2.27,-0.00544829561443904,6.8,1154.0
1961-03-22,5.02,1.19,4.22,0,19.9726744599752,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.17710518453936,2,64.7,64.7,64.7,64.7,20.73717949,3.12,0.8,0,0,0.0,35.5052642434702,0.030021957999999998,1.75,2.24,0.00367916798770324,6.8,1154.0
1961-03-23,5.02,1.19,4.22,0,19.9207835522716,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.1741531086405401,3,64.53,64.53,64.53,64.53,20.68269231,3.12,0.8,0,0,0.0,35.410105248487795,0.030101664,1.5,2.29,0.0083131907458025,6.8,1154.0
1961-03-24,5.02,1.13,4.22,0,19.887510240113002,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.1722924058150102,4,64.42,64.42,64.42,64.42,20.78064516,3.1,0.8,0,0,0.0,35.347879753247106,0.03015368,2.0,2.32,0.0182875455174201,6.8,1154.0
1961-03-27,5.02,1.13,4.22,0,19.8665831718174,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.17115938598623,5,64.35,64.35,64.35,64.35,20.75806452,3.1,0.8,1,1,0.0,35.307608927364505,0.030187097000000003,2.0,2.32,0.0202900636492956,6.8,1154.0
1961-03-28,5.02,1.13,4.22,0,19.876527880264398,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.1718462129207,4,64.38,64.38,64.38,64.38,20.76774194,3.1,0.8,1,0,0.0,35.3222084076439,0.030173647,1.25,2.35,0.0167752231467993,6.8,1154.0
1961-03-29,5.02,1.13,4.22,0,20.047021798863,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.1819981738619298,3,64.93,64.93,64.93,64.93,20.94516129,3.1,0.8,1,0,0.0,35.622091181266896,0.029918668,0.5,2.41,0.0105607579911851,6.8,1154.0
1961-03-30,5.02,1.13,4.22,0,20.087897787699,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.18450558416667,2,65.06,65.06,65.06,65.06,21.05501618,3.09,0.8,1,0,0.0,35.6915337322172,0.029859495,2.5,2.42,0.013880905693214998,6.8,1154.0
1961-04-03,5.01,1.13,4.25,0,20.2553722675863,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.19447789929799,1,65.6,65.6,65.6,65.6,21.22977346,3.09,0.76,1,0,0.0,35.9858816165632,0.029614306,2.0,2.4,0.0142171836698009,6.8,1154.0
1961-04-04,5.01,1.13,4.25,0,20.274642972908,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.19571131031671,0,65.66,65.66,65.66,65.66,21.24919094,3.09,0.76,0,0,0.0,36.0169019459756,0.029587849,1.5,2.39,0.0146519633931288,6.9,1154.0
1961-04-05,5.01,1.13,4.25,0,20.2136281648776,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.19221009441955,0,65.46,65.46,65.46,65.46,21.18446602,3.09,0.76,0,0,0.0,35.905307924552105,0.029678855,0.5,2.39,0.0130338716607391,6.9,1154.0
1961-04-06,5.01,1.13,4.25,0,20.260690005408,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.1950829485015702,0,65.61,65.61,65.61,65.61,21.23300971,3.09,0.76,0,0,0.0,35.9856940922673,0.029611606000000002,1.75,2.32,0.00998294943252335,6.9,1154.0
1961-04-07,5.01,1.13,4.25,0,20.369517945536998,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.2015991289641699,0,65.96,65.96,65.96,65.96,21.34627832,3.09,0.76,0,0,0.0,36.175762705577,0.029455082,2.0,2.3,0.00631556213159175,6.9,1154.0
1961-04-10,5.01,1.13,4.25,0,20.5462953154578,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.21212383609913,0,66.53,66.53,66.53,66.53,21.53074434,3.09,0.76,0,0,0.0,36.4864649328172,0.02920332,2.5,2.3,0.0023676316957516198,6.9,1154.0
1961-04-11,5.01,1.13,4.25,0,20.574842386708,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.2139045465261102,0,66.62,66.62,66.62,66.62,21.55987055,3.09,0.76,0,0,0.0,36.5339070746889,0.029164462999999998,2.0,2.3,-0.006210798889632421,6.9,1154.0
1961-04-12,5.01,1.13,4.25,0,20.479850898933698,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.20839693396361,0,66.31,66.31,66.31,66.31,21.45954693,3.09,0.76,0,0,0.0,36.3619996425023,0.029301406000000002,2.5,2.34,-0.00745600664817293,6.9,1154.0
1961-04-13,5.01,1.13,4.25,0,20.4651558325033,207.435873255375,0.0,0.0145150227696567,0.0,0,1,1.20762677768852,0,66.26,66.26,66.26,66.26,21.4433657,3.09,0.76,0,0,0.0,36.332678219527295,0.029324116,2.75,2.33,-0.006545478526740971,6.9,1154.0
1961-04-14,5.01,1.13,4.25,0,20.4999293762374,208.249347268142,0.0,0.0145150227696567,0.0,0,1,1.20977262270334,0,66.37,66.37,66.37,66.37,21.5487013,3.08,0.76,0,0,0.0,36.3910897667934,0.029276113,2.0,2.3,-0.0089584490424066,6.9,1283.0
