,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY
1985-08-14,12.59,2.48,11.09,0,11.2670642496901,528.692255401696,0.018797775,0.0321388719467937,0.0,0,0,8.9300419457012,0,187.41,187.3,187.87,187.3,11.4135201,16.42,1.5,0,0,-0.00307988830835342,23.806929879101897,0.041440844,8.75,7.09,0.00874702638102063,7.3,1705.0,3.034,10.339,137.58,-0.004959074,52.5,45.6,47.9,32580.0,3.1271145639999998,34500.0,718.0
1985-08-15,12.59,2.48,11.09,0,11.237271798133,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.92439960893464,0,187.26,186.62,187.74,187.41,11.4043849,16.42,1.5,0,0,-0.0008229269555645389,23.7355111165372,0.041483575,8.53,7.19,-9.97588194657909e-06,7.3,1705.0,2.9589999999999996,10.440999999999999,136.45,-0.004959074,52.5,45.6,47.9,46620.0,4.186077781,33360.0,724.0
1985-08-16,12.59,2.48,11.05,0,11.1677923589885,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.8706219416587,0,186.1,186.1,187.26,187.26,11.33373934,16.42,1.54,0,0,-0.00042470219740131697,23.5804001763487,0.041751747,8.22,7.11,0.00519386148468285,7.3,1654.0,2.9139999999999997,10.248,136.27,-0.004959074,52.5,45.6,47.9,53820.0,4.58056151,32520.0,726.0
1985-08-19,12.59,2.48,10.99,0,11.1847260678354,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.885474029556962,0,186.38,186.1,186.82,186.1,11.35079172,16.42,1.6,0,1,-2.64774392380943e-05,23.607782423151,0.041698604,7.99,7.13,0.00444358076693425,7.3,1654.0,2.878,10.228,136.37,-0.004959074,52.5,45.6,47.9,32520.0,2.272868351,45720.0,726.0
1985-08-20,12.59,2.48,10.98,0,11.2868757402207,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.9680256662438,0,188.08,186.38,188.27,186.38,11.454324,16.42,1.61,0,0,0.00037174731892512797,23.8148733856138,0.041331197,7.67,7.12,-0.00042306109857282,7.3,1654.0,2.819,10.168,136.99,-0.004959074,52.5,45.6,47.9,32520.0,5.311100131,51000.0,730.0
1985-08-21,12.54,2.48,10.95,0,11.351820419435699,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,9.02102834102171,1,189.16,188.08,189.16,188.08,11.52009744,16.42,1.59,0,0,0.0,23.9432963603155,0.041104657999999995,7.57,7.04,-0.0022718458604602397,7.3,1654.0,2.8339999999999996,10.107999999999999,136.57,-0.004959074,52.5,45.6,47.9,32520.0,3.588374827,54000.0,732.0
1985-08-22,12.54,2.48,10.89,0,11.2439306848581,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.93669285212517,2,187.36,187.2,189.23,189.11,11.41047503,16.42,1.65,0,0,0.0,23.707298648908896,0.041509089,7.79,7.03,0.007816767645450291,7.3,1654.0,2.887,10.128,135.56,-0.004959074,52.5,45.6,47.9,52320.0,3.732484083,33060.0,736.0
1985-08-23,12.54,2.48,10.93,0,11.232659480529302,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.92913688568323,3,187.17,186.59,187.36,187.22,11.39890378,16.42,1.61,0,0,0.0,23.675122873880202,0.041560554,7.69,7.04,0.0072427670180606,7.3,1654.0,2.9019999999999997,10.162,135.99,-0.004959074,52.5,45.6,47.9,46920.0,3.226869551,32520.0,740.0
1985-08-26,12.54,2.48,10.96,0,11.241192475536499,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.9373226358994,4,187.31,186.46,187.44,187.17,11.40742996,16.42,1.58,0,0,0.0,23.684692560893698,0.041538812,7.86,7.07,0.0026691139780121,7.3,1654.0,2.859,10.137,136.59,-0.011360788,52.5,45.6,47.9,36060.0,3.8687664980000003,52920.0,740.0
1985-08-27,12.54,2.48,10.89,0,11.2887350158019,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.97652390907791,5,188.1,187.31,188.1,187.31,11.45554202,16.42,1.65,1,0,0.0,23.776384300584002,0.041373636,7.93,7.05,-0.0044160821680665,7.3,1654.0,2.821,10.087,137.39,-0.011360788,52.5,45.6,47.9,32520.0,3.315776273,44700.0,742.0
1985-08-28,12.44,2.48,10.89,0,11.332677644521999,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,9.01286844292964,4,188.83,187.9,188.83,188.1,11.5,16.42,1.55,1,0,0.0,23.8604005412029,0.041222936,7.82,7.06,-0.00882008465755024,7.3,1654.0,2.822,10.097000000000001,136.73,-0.011360788,52.5,45.6,47.9,36180.0,4.013553678,53580.0,740.0
1985-08-29,12.44,2.48,10.86,0,11.3388111501318,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,9.01914911465299,3,188.93,188.38,188.94,188.73,11.50609013,16.42,1.58,1,0,0.0,23.8647777862224,0.041210359,7.81,7.04,-0.00417666233081395,7.3,1654.0,2.8539999999999996,10.117,136.97,-0.011360788,52.5,45.6,47.9,33540.0,2.921468949,53760.0,739.0
1985-08-30,12.44,2.48,10.91,0,11.320938038507302,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,9.006335616026991,2,188.63,188.0,189.13,188.93,11.48781973,16.42,1.53,1,0,0.0,23.8186592544455,0.041285157,7.8,7.14,-0.00253145600930295,7.3,1654.0,2.911,10.267000000000001,138.2,-0.011360788,52.5,45.6,47.9,36120.0,6.028044104,33060.0,738.0
1985-09-03,12.44,2.48,10.89,0,11.2778571259068,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.97346663564052,1,187.91,187.38,188.63,188.63,11.44397077,16.42,1.55,1,0,0.0,23.719591452100396,0.041452638,8.24,7.11,-0.00590117735490483,7.3,1654.0,2.8569999999999998,10.206,139.91,-0.011360788,52.5,45.6,47.9,47040.0,3.746854877,32520.0,740.0
1985-09-04,12.44,2.48,10.89,0,11.245578352970801,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.949187860814561,0,187.37,186.97,187.92,187.91,11.41108404,16.42,1.55,0,0,0.0,23.6433315762713,0.041581423,7.91,7.05,-0.013074338818377999,7.3,1654.0,2.8930000000000002,10.146,139.68,-0.011360788,52.5,45.6,47.9,44520.0,3.109457823,32520.0,740.0
1985-09-05,12.4,2.48,10.92,0,11.239706965970699,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.94592032653927,0,187.27,186.89,187.52,187.37,11.40499391,16.42,1.48,0,0,0.0,23.6226331933313,0.04161295,7.72,7.13,-0.0198063676617806,7.3,1654.0,2.9210000000000003,10.245999999999999,140.19,-0.011360788,52.5,45.6,47.9,35520.0,3.673658857,43860.0,737.0
1985-09-06,12.4,2.48,11.06,0,11.298056120675001,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.993766325425199,0,188.24,187.27,188.43,187.27,11.46406821,16.42,1.34,0,0,0.0,23.7368335329587,0.041407794,7.68,7.26,-0.0292234937171055,7.0,1654.0,2.9989999999999997,10.469000000000001,143.05,-0.011360788,52.5,45.6,47.9,32520.0,3.6246615689999997,49980.0,735.0
1985-09-09,12.4,2.48,11.11,0,11.298787209814698,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.99575329177384,0,188.25,187.9,188.8,188.24,11.46467722,16.42,1.29,0,0,0.0,23.729944073551003,0.04141487,7.95,7.25,-0.0294394238885989,7.0,1654.0,3.035,10.448,143.67,-0.011360788,52.5,45.6,47.9,35880.0,3.870500555,43680.0,736.0
1985-09-10,12.4,2.48,11.12,0,11.217889905808198,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.93275135073651,0,186.9,186.5,188.26,188.25,11.38246041,16.42,1.28,0,0,0.0,23.551745305766698,0.041723356,7.83,7.23,-0.0305847858908922,7.0,1654.0,2.989,10.443,143.45,-0.011360788,52.5,45.6,47.9,52800.0,5.886155092,45240.0,740.0
1985-09-11,12.41,2.48,11.14,0,11.105779442084902,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.844885735117849,0,185.03,184.79,186.9,186.9,11.26857491,16.42,1.27,0,0,0.0,23.3082484758615,0.04215446900000001,8.03,7.24,-0.0185979233890695,7.0,1654.0,3.0269999999999997,10.479000000000001,144.19,-0.011360788,52.5,45.6,47.9,52140.0,5.280905542,32520.0,747.0
1985-09-12,12.41,2.48,11.17,0,11.025478049476499,529.965190206034,0.018797775,0.0339976085414193,0.0,0,0,8.78234041369849,0,183.69,183.49,185.21,185.03,11.18696711,16.42,1.24,0,0,0.0,23.1317181575354,0.042471485999999996,7.95,7.24,-0.00212879294521609,7.0,1654.0,3.037,10.53,143.55,-0.011360788,52.5,45.6,47.9,53460.0,6.357509777000001,43380.0,755.0
1985-09-13,12.41,2.48,11.12,0,10.9791091110097,529.540878604588,0.018797775,0.0311199087138041,0.0,0,0,8.746558307083781,0,182.91,182.05,184.19,183.69,11.56925996,15.81,1.29,0,0,-0.00230215986209217,23.0258379934224,0.042662147000000004,7.77,7.21,-0.00521445739846151,7.0,1654.0,2.943,10.360999999999999,141.94,-0.011360788,52.5,45.6,47.9,47640.0,7.374978719,33420.0,760.0
1985-09-16,12.41,2.48,11.09,0,10.977756353930399,529.540878604588,0.018797775,0.0311199087138041,0.0,0,0,8.74663421021503,0,182.88,182.45,182.91,182.91,11.56736243,15.81,1.32,0,0,-0.00172661989656912,23.014414822796503,0.042678693,8.06,7.18,0.00722765856010092,7.0,1654.0,2.948,10.34,141.28,-0.011360788,52.5,45.6,47.9,53040.0,2.8922115089999996,32520.0,760.0
1985-09-17,12.41,2.48,11.14,0,10.8667946721476,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.67544763260981,0,181.36,180.78,182.88,182.88,11.47122075,15.81,1.27,0,0,0.000333150550350679,22.773378415183895,0.043046016,7.82,7.2,0.00641083395509556,7.0,1654.0,3.017,10.366,141.65,-0.011360788,52.5,45.6,47.9,50220.0,5.384281551,32580.0,760.0
1985-09-18,12.52,2.48,11.15,0,10.8882250660119,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.69370105551947,1,181.71,180.81,181.83,181.36,11.49335863,15.81,1.37,0,0,0.000537632895524533,22.8098565536457,0.042972712,7.82,7.11,-0.00631387573377933,7.0,1749.0,3.1210000000000004,10.447000000000001,142.19,-0.011360788,52.5,45.6,47.9,34020.0,4.327197886,47880.0,765.0
1985-09-19,12.52,2.48,11.12,0,10.989355040478198,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.77558993479718,2,183.39,181.71,183.4,181.71,11.59962049,15.81,1.4,0,0,0.000742115240698379,23.013138632074998,0.042588568,8.03,7.09,-0.0120378289283498,7.0,1749.0,3.073,10.366,142.0,-0.011360788,52.5,45.6,47.9,32520.0,4.9325779139999995,50340.0,779.0
1985-09-20,12.52,2.47,11.07,0,10.909516831475,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.71297968691158,3,182.05,182.04,183.99,183.39,11.51486401,15.81,1.45,0,0,0.00037105762034919,22.837499340682395,0.042911637,7.93,7.01,-0.000179945801289163,7.0,1749.0,3.097,10.315,139.77,-0.011360788,52.5,45.6,47.9,53940.0,3.9563804589999996,36060.0,806.0
1985-09-23,12.52,2.47,11.07,0,11.044814698729901,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.82217729116468,4,184.3,182.05,184.65,182.05,11.657179,15.81,1.45,0,0,0.0,23.112083758710003,0.04239723,7.92,6.89,0.00382642282533994,7.0,1749.0,3.3310000000000004,10.355,134.9,-0.011360788,52.5,45.6,47.9,32580.0,10.30552185,33960.0,820.0
1985-09-24,12.52,2.47,11.07,0,10.9445948354827,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.74327013316758,5,182.62,182.42,184.3,184.3,11.55091714,15.81,1.45,1,0,0.0,22.893883651914,0.042796822000000005,7.85,6.84,0.007511213479027541,7.0,1749.0,3.2239999999999998,10.289000000000001,134.07,-0.011360788,52.5,45.6,47.9,53460.0,3.9170126589999996,32520.0,826.0
1985-09-25,12.51,2.47,11.06,0,10.827584805478699,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.65094381052404,4,180.66,180.62,182.62,182.62,11.42694497,15.81,1.45,1,0,0.0,22.6408221560992,0.043270794,8.15,6.87,0.0199317742080043,7.0,1749.0,3.139,10.213,132.76,-0.011360788,52.5,45.6,47.9,47820.0,4.303487092,32640.0,840.0
1985-09-26,12.51,2.47,11.02,0,10.865798847707,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.68262406494376,3,181.29,179.45,181.29,180.66,11.46679317,15.81,1.49,1,0,0.0,22.712380633940302,0.043130055,7.87,6.94,0.0102515949000676,7.0,1749.0,3.037,10.183,131.55,-0.022185371000000002,52.5,45.6,47.9,40500.0,5.37344945,54000.0,866.0
1985-09-30,12.51,2.47,11.07,0,10.913605894502199,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.7234924080005,2,182.08,181.22,182.08,181.3,11.51676154,15.81,1.44,1,1,0.0,22.803895176206698,0.042962103,8.84,7.04,-0.0016586689225687,7.0,1749.0,2.997,10.273,132.12,-0.022185371000000002,52.5,45.6,47.9,40380.0,4.667085927,32280.0,894.0
1985-10-01,12.51,2.47,11.03,0,11.0932868540929,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.868257311764099,1,185.07,182.02,185.08,182.06,11.70588235,15.81,1.48,1,0,0.0,23.170661773710002,0.04227744,8.26,7.03,-0.0179328955554404,7.0,1749.0,3.01,10.253,131.15,-0.022185371000000002,52.5,45.6,47.9,30660.0,5.949404961,53940.0,906.0
1985-10-02,12.51,2.47,11.07,0,11.033208325782699,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.82137334742353,0,184.06,184.06,185.94,185.07,11.64199873,15.81,1.44,0,0,0.0,23.036599136048398,0.042518917,7.97,7.02,-0.00887814897873411,7.0,1749.0,3.022,10.243,130.92,-0.022185371000000002,52.5,45.6,47.9,53940.0,6.046049738,32820.0,906.0
1985-10-03,12.47,2.47,11.07,0,11.0516537241446,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.83726520480192,0,184.36,183.59,185.17,184.06,11.66097407,15.81,1.4,0,0,0.0,23.066517039858304,0.042459198,7.9,6.98,-0.009072855297762241,7.0,1749.0,3.115,10.302999999999999,129.88,-0.022185371000000002,52.5,45.6,47.9,32700.0,5.834267352,48960.0,903.0
1985-10-04,12.47,2.47,11.09,0,10.983774375204401,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.78413363121482,0,183.22,182.65,184.36,184.36,11.58886781,15.81,1.38,0,0,0.0,22.916358484532104,0.042731394000000006,7.73,6.99,0.00530756292624899,7.1,1749.0,3.1460000000000004,10.364,130.37,-0.022185371000000002,52.5,45.6,47.9,39540.0,5.90963427,30720.0,886.0
1985-10-07,12.47,2.47,11.14,0,10.9032992630988,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.72092484760618,0,181.87,181.3,183.22,183.22,11.50347881,15.81,1.33,0,0,0.0,22.740101574984102,0.043056658,7.8,7.08,0.0239753333147539,7.1,1749.0,3.045,10.395,131.06,-0.022185371000000002,54.6,44.3,49.9,50820.0,9.577308333,30720.0,884.0
1985-10-08,12.47,2.47,11.11,0,10.9037543748421,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.72243950416793,0,181.87,181.16,182.3,181.87,11.50347881,15.81,1.36,0,0,0.0,22.7327041771824,0.043064730999999995,7.7,7.16,0.022408953981303,7.1,1749.0,2.985,10.344000000000001,130.98,-0.022185371000000002,54.6,44.3,49.9,43440.0,6.245990064,31680.0,883.0
1985-10-09,12.46,2.47,11.13,0,10.9431806013334,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.75512825961223,0,182.52,181.87,183.27,181.87,11.54459203,15.81,1.33,0,0,0.0,22.8065061618677,0.042919411,8.32,7.19,0.0289885236787508,7.1,1749.0,2.943,10.343,130.88,-0.022185371000000002,54.6,44.3,49.9,30720.0,4.207818822,41760.0,868.0
1985-10-10,12.46,2.47,11.13,0,10.959225911279399,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.76911513231881,0,182.78,182.05,182.79,182.52,11.56103732,15.81,1.33,0,0,0.0,22.8315355012255,0.042866392,8.28,7.22,0.0258527010994224,7.1,1749.0,2.883,10.323,131.3,-0.022185371000000002,54.6,44.3,49.9,35640.0,3.159751958,50100.0,869.0
1985-10-11,12.46,2.47,11.1,0,11.0496239056286,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.842595083706279,0,184.28,182.61,184.28,182.78,11.65591398,15.81,1.36,0,0,0.0,23.011327443618303,0.04252543599999999,7.94,7.19,0.014366752365637,7.1,1749.0,2.926,10.323,131.29,-0.022185371000000002,54.6,44.3,49.9,32880.0,4.75918225,45240.0,872.0
1985-10-14,12.46,2.47,11.08,0,11.175407555377701,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.944398522302231,0,186.37,184.28,186.37,184.31,11.78810879,15.81,1.38,0,0,0.0,23.264562464714103,0.042056422999999996,7.94,7.19,0.0026601711694121803,7.1,1749.0,,,,-0.022185371000000002,54.6,44.3,49.9,30780.0,3.541323497,53940.0,884.0
1985-10-15,12.46,2.47,11.06,0,11.1584821052246,529.540878604588,0.018797775,0.0329751968155501,0.0,0,0,8.93199659965275,0,186.08,185.66,187.16,186.37,11.76976597,15.81,1.4,0,0,0.0,23.220647889825397,0.042129857,8.16,7.21,0.0099717015425594,7.1,1749.0,2.845,10.267000000000001,131.45,-0.022185371000000002,54.6,44.3,49.9,51060.0,5.811854759,36660.0,888.0
1985-10-16,12.39,2.47,11.03,0,11.272885977346899,529.116567003142,0.018797775,0.0301057543875975,0.0,0,0,9.024714415211971,0,187.98,186.08,187.98,186.08,11.88994307,15.81,1.36,0,0,-0.00229555394236201,23.4498778149518,0.041711842,7.98,7.21,0.0053747566378629,7.1,1749.0,2.8310000000000004,10.252,132.38,-0.022185371000000002,54.6,44.3,49.9,30780.0,5.409904785,54000.0,888.0
1985-10-17,12.39,2.47,11.02,0,11.2333572949298,529.116567003142,0.018797775,0.0319576067686711,0.0,0,0,9.01086803665136,0,187.66,187.42,188.52,187.98,11.86970272,15.81,1.37,0,0,-0.00024018355191266603,23.3588780153962,0.041790794,7.99,7.19,0.0039446303396307395,7.1,1583.0,2.752,10.161,130.96,-0.022185371000000002,54.6,44.3,49.9,33480.0,7.050684114,49800.0,891.0
1985-10-18,12.39,2.47,10.98,0,11.196724209976301,529.116567003142,0.018797775,0.0319576067686711,0.0,0,0,8.98262185325019,0,187.04,186.89,188.11,187.66,11.83048703,15.81,1.41,0,0,-3.6665542536874796e-05,23.2739948897115,0.04193802,8.0,7.2,0.0020336014877805303,7.1,1583.0,2.753,10.171,130.51,-0.022185371000000002,54.6,44.3,49.9,53880.0,4.5017321180000005,35340.0,896.0
1985-10-21,12.39,2.47,10.96,0,11.1924148568033,529.116567003142,0.018797775,0.0319576067686711,0.0,0,0,8.980304449677401,0,186.96,186.79,187.3,187.04,11.82542694,15.81,1.43,0,0,0.000166852466838917,23.2563455437988,0.041964668,8.15,7.21,0.0037356562000887103,7.1,1583.0,2.748,10.14,130.39,-0.022185371000000002,54.6,44.3,49.9,34620.0,3.476118123,44280.0,897.0
1985-10-22,12.39,2.47,10.91,0,11.257551462467198,529.116567003142,0.018797775,0.0319576067686711,0.0,0,0,9.0337052731939,1,188.04,186.96,188.56,186.96,11.89373814,15.81,1.48,0,0,0.000370370476214708,23.382910161693395,0.041732298,8.11,7.16,0.00577138246280036,7.1,1583.0,2.668,10.09,130.68,-0.022185371000000002,54.6,44.3,49.9,30720.0,3.8527722489999996,49260.0,898.0
1985-10-23,12.38,2.47,10.91,0,11.3208971469551,529.116567003142,0.018797775,0.0319576067686711,0.0,0,0,9.08567386837822,2,189.09,188.04,189.09,188.04,11.9601518,15.81,1.47,0,0,0.0,23.5056176549356,0.041509167,8.71,7.22,0.00463060972980414,7.1,1583.0,2.6689999999999996,10.1,130.48,-0.022185371000000002,54.6,44.3,49.9,30780.0,3.380991435,54000.0,898.0
1985-10-24,12.38,2.47,10.94,0,11.2860561810291,529.116567003142,0.018797775,0.0319576067686711,0.0,0,0,9.0588500636676,3,188.5,188.41,189.45,189.09,11.92283365,15.81,1.44,0,0,0.0,23.4244725541914,0.04164772,8.22,7.25,0.00643946372406024,7.1,1583.0,2.67,10.11,131.03,-0.022185371000000002,54.6,44.3,49.9,54000.0,3.598097947,32280.0,903.0
1985-10-25,12.38,2.19,11.0,0,11.2278603916234,529.116567003142,0.018797775,0.0319576067686711,0.0,0,0,9.013279291866722,4,187.52,187.32,188.51,188.5,11.86084756,15.81,1.38,0,0,0.0,23.294978268042303,0.041874052,7.87,7.24,0.0206162498163642,7.1,1583.0,2.741,10.19,130.99,-0.022185371000000002,54.6,44.3,49.9,52980.0,2.76372854,30720.0,902.0
1985-10-28,12.38,2.19,11.0,0,11.242710518965199,529.116567003142,0.018797775,0.0319576067686711,0.0,0,0,9.026340952080641,5,187.76,186.93,187.76,187.52,11.87602783,15.81,1.38,1,0,0.0,23.317067968009702,0.041829193,7.86,7.21,0.0178703980221481,7.1,1583.0,2.785,10.251,130.47,0.021970668999999998,54.6,44.3,49.9,35400.0,3.555331116,54000.0,902.0
1985-10-29,12.38,2.19,10.92,0,11.3312147250214,529.116567003142,0.020180636000000002,0.0319576067686711,0.0,0,0,9.09853562477113,4,189.23,187.76,189.78,187.76,11.96900696,15.81,1.46,1,0,0.0,23.4911680778269,0.041512848,7.73,7.21,0.015909984403859,7.1,1583.0,2.627,10.039,129.64,0.021970668999999998,54.6,44.3,49.9,31140.0,4.192390607,48960.0,902.0
1985-10-30,12.31,2.19,10.84,0,11.3819996779373,529.116567003142,0.020180636000000002,0.0319576067686711,0.0,0,0,9.14045082035319,3,190.07,189.14,190.09,189.23,12.02213789,15.81,1.47,1,0,0.0,23.5869256706431,0.041337945,7.8,7.19,0.01350335580401,7.1,1583.0,2.57,9.97,129.56,0.021970668999999998,54.6,44.3,49.9,37620.0,4.531888874,31800.0,904.0
1985-10-31,12.31,2.19,10.83,0,11.3675131034513,529.116567003142,0.020180636000000002,0.0319576067686711,0.0,0,0,9.12995500461509,2,189.82,189.35,190.15,190.07,12.00632511,15.81,1.48,1,0,0.0,23.547413111785303,0.04140096,8.08,7.19,0.0140883194281672,7.1,1583.0,2.521,9.94,129.39,0.021970668999999998,54.6,44.3,49.9,45540.0,3.7679384810000003,33960.0,905.0
1985-11-01,12.31,2.19,10.76,0,11.4704059744886,529.116567003142,0.020180636000000002,0.0319576067686711,0.0,0,1,9.21372943824792,1,191.53,189.37,191.53,189.82,12.1144845,15.81,1.55,1,0,0.0,23.7509038216622,0.041039408,8.32,7.2,0.0108112476512269,7.1,1583.0,2.522,9.94,128.69,0.021970668999999998,54.6,44.3,49.9,32040.0,5.18101915,54000.0,906.0
1985-11-04,12.31,2.19,10.72,0,11.4541244265374,529.116567003142,0.020180636000000002,0.0319576067686711,0.0,0,1,9.201786949162619,0,191.25,190.66,191.96,191.45,12.09677419,15.81,1.59,0,1,0.0,23.707580552435697,0.041107583999999996,8.33,7.23,0.0304793778956761,7.1,1583.0,2.5,9.934,128.47,0.021970668999999998,54.6,44.3,49.9,52860.0,5.548199263,39360.0,910.0
1985-11-05,12.31,2.19,10.69,0,11.5216918532987,529.116567003142,0.020180636000000002,0.0319576067686711,0.0,0,1,9.2572019627346,0,192.37,190.99,192.43,191.25,12.16761543,15.81,1.62,0,0,0.0,23.837721310350105,0.040876296,8.29,7.24,0.0286805919826336,7.1,1583.0,2.436,9.89,129.07,0.021970668999999998,54.6,44.3,49.9,31260.0,4.6643596910000005,53400.0,914.0
1985-11-06,12.24,2.19,10.69,0,11.545540596604303,529.116567003142,0.020180636000000002,0.0319576067686711,0.0,0,1,9.27749716697791,0,192.76,191.83,193.01,192.37,12.19228336,15.81,1.55,0,0,0.0,23.877326160545604,0.040801622,8.42,7.25,0.0216930115921844,7.1,1583.0,2.425,9.908999999999999,128.4,0.021970668999999998,54.6,44.3,49.9,51240.0,7.470072813,32100.0,914.0
1985-11-07,12.24,2.19,10.65,0,11.5376447794223,529.116567003142,0.020180636000000002,0.0319576067686711,0.0,0,1,9.27228692603859,0,192.62,192.16,192.96,192.78,12.18342821,15.81,1.59,0,0,0.0,23.8512845469539,0.040839312,8.18,7.3,0.0323115296820062,7.1,1583.0,2.356,9.87,129.39,0.021970668999999998,53.4,46.4,50.9,43380.0,4.382877498,35700.0,911.0
1985-11-08,12.24,2.19,10.59,0,11.6041586220016,529.116567003142,0.020180636000000002,0.0319576067686711,0.0,0,1,9.32676659913746,0,193.72,192.53,193.97,192.62,12.4418754,15.57,1.65,0,0,0.0,23.9787001931313,0.040615608,7.87,7.23,0.0218314429862236,7.1,1583.0,2.372,9.821,129.4,0.021970668999999998,53.4,46.4,50.9,30780.0,4.4747975339999995,53580.0,910.0
1985-11-11,12.24,2.19,10.58,0,11.818045269079402,529.116567003142,0.020180636000000002,0.0319576067686711,0.0,0,1,9.499693380774259,0,197.28,193.7,197.29,193.72,12.67052023,15.57,1.66,0,0,0.0,24.4102399089906,0.039890728,7.87,7.23,0.00664376434819411,7.1,1583.0,,,,0.021970668999999998,53.4,46.4,50.9,30720.0,6.476428113,54000.0,898.0
1985-11-12,12.24,2.19,10.53,0,11.866607925905399,529.116567003142,0.020180636000000002,0.0281444467622567,0.0,0,1,9.53974473662953,0,198.08,196.97,198.66,197.28,12.72190109,15.57,1.71,0,0,-0.00305052800513152,24.500043489470603,0.039737632,8.03,7.22,0.00239431012812758,7.1,1583.0,2.2680000000000002,9.722000000000001,129.44,0.021970668999999998,53.4,46.4,50.9,32160.0,8.381354242,40020.0,894.0
1985-11-13,12.12,2.19,10.54,0,11.8085330410781,529.116567003142,0.020180636000000002,0.0281444467622567,0.0,0,1,9.494075823096939,0,197.1,196.91,198.11,198.08,12.65895954,15.57,1.58,0,0,-0.00228789600384864,24.3697494480077,0.039943265,7.97,7.28,0.008960148407617491,7.1,1583.0,2.287,9.771,128.89,0.021970668999999998,53.4,46.4,50.9,53760.0,4.301361687,46380.0,892.0
1985-11-14,12.12,2.19,10.57,0,11.882663987277699,529.116567003142,0.020180636000000002,0.0318378950976088,0.0,0,1,9.590015895372131,0,199.06,196.88,199.19,197.1,12.78484265,15.57,1.55,0,0,0.00142949466571594,24.512235064526703,0.039557946000000004,7.95,7.32,0.0111475983051178,7.1,1583.0,2.295,9.904,128.85,0.021970668999999998,53.4,46.4,50.9,31500.0,7.2887137520000005,53400.0,891.0
1985-11-15,12.12,2.19,10.57,0,11.8266224486655,529.965190206034,0.020180636000000002,0.0318378950976088,0.0,0,1,9.54578144605959,0,198.11,197.9,199.58,199.06,12.72382787,15.57,1.55,0,0,0.00145343699992839,24.386236123165197,0.039755051,8.58,7.35,0.0164736262214801,7.1,1583.0,2.286,9.84,129.19,0.021970668999999998,53.4,46.4,50.9,54000.0,7.98517431,37080.0,890.0
1985-11-18,12.12,2.19,10.5,0,11.863110009778199,529.965190206034,0.020180636000000002,0.0318378950976088,0.0,0,1,9.5762254597962,0,198.71,197.51,198.71,198.11,12.76236352,15.57,1.62,0,0,0.00147737933414085,24.4510306965838,0.0396424,7.81,7.24,0.0076254788503954795,7.1,1583.0,2.265,9.677999999999999,128.79,0.021970668999999998,53.4,46.4,50.9,49440.0,5.798319235,44760.0,892.0
