,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL
1988-01-21,11.0,2.63,9.88,0,14.295321264333401,565.607364727496,0.015174645,0.0424091819250938,0.0,0,1,12.597155009329601,2,243.14,240.17,244.25,242.65,15.33039092,15.86,1.12,0,0,0.000346320432855582,23.377049642929602,0.037928504,6.67,5.82,0.0404992247618653,5.8,1374.0,2.533,8.521,89.52,0.010780555,61.5,80.2,61.0,33720.0,19.54549421,52500.0,1402.0,6.06
1988-01-22,11.0,2.02,9.82,0,14.493654011234698,565.607364727496,0.015174645,0.0424091819250938,0.0,0,1,12.7731085103935,3,246.5,243.14,246.5,243.14,15.54224464,15.86,1.18,0,0,0.0,23.695484547499,0.037296404,6.57,5.81,0.0415820503708563,5.8,1374.0,2.489,8.464,89.69,0.010780555,61.5,80.2,61.0,30660.0,8.481557333,54000.0,1400.0,6.06
1988-01-25,10.97,2.02,9.7,0,14.8278377657043,565.607364727496,0.015174645,0.0424091819250938,0.0,0,1,13.0687871260527,4,252.17,246.5,252.87,246.53,15.89974779,15.86,1.27,0,0,0.0,24.2355637630825,0.036642703,6.86,5.83,0.0109042818139791,5.8,1374.0,2.4659999999999997,8.45,90.34,0.010780555,61.5,80.2,61.0,30660.0,14.04215085,45240.0,1394.0,6.06
1988-01-26,10.89,2.02,9.72,0,14.6757467864205,565.607364727496,0.015174645,0.0424091819250938,0.0,0,1,12.9359128013253,5,249.57,249.1,252.17,252.13,15.73581337,15.86,1.17,1,0,0.0,23.9808244594844,0.037075039,6.78,5.82,0.0233357051165431,5.8,1374.0,2.555,8.533999999999999,89.95,0.021477574,61.5,80.2,61.0,52740.0,8.714578008,30720.0,1391.0,6.06
1988-01-27,10.91,2.02,9.67,0,14.6653643650203,565.607364727496,0.015174645,0.0424091819250938,0.0,0,1,12.927936304616301,4,249.38,248.5,253.02,249.58,15.72383354,15.86,1.24,1,0,0.0,23.957783687613002,0.036973472,6.57,5.74,0.0108611318158234,5.8,1374.0,2.434,8.339,89.66,0.021477574,61.5,80.2,61.0,45000.0,19.88855212,36780.0,1390.0,6.06
1988-01-28,10.87,2.02,9.59,0,14.896103105901101,565.607364727496,0.015174645,0.0424091819250938,0.0,0,1,13.1325039394704,3,253.29,249.38,253.66,249.39,15.9703657,15.86,1.28,1,0,0.0,24.3285133346591,0.03627096,6.73,5.68,-0.004692776765789279,5.8,1374.0,2.479,8.311,89.7,0.021477574,61.5,80.2,61.0,30660.0,10.23397856,51060.0,1388.0,6.06
1988-01-29,10.82,2.02,9.52,0,15.119220277517199,565.607364727496,0.015174645,0.0424091819250938,0.0,0,1,13.3303666842222,2,257.07,252.7,257.07,253.31,16.20870113,15.86,1.3,1,0,0.0,24.686541899331605,0.035661647000000005,6.79,5.64,-0.0244681007848859,5.8,1374.0,2.456,8.256,90.33,0.021477574,61.5,80.2,61.0,43260.0,10.76473336,53520.0,1393.0,6.06
1988-02-01,10.77,2.02,9.49,0,15.000635229142802,565.607364727496,0.014216923000000001,0.0424091819250938,0.0,0,1,13.226979729243698,1,255.04,254.93,258.27,257.05,16.08070618,15.86,1.28,1,0,0.0,24.487059802066998,0.036076725,6.96,5.66,-0.0239734768080624,5.8,1374.0,2.418,8.274,90.88,0.021477574,61.5,80.2,61.0,53400.0,7.484627258,31320.0,1400.0,6.06
1988-02-02,10.78,2.02,9.49,0,15.0326158703778,565.607364727496,0.014216923000000001,0.0424091819250938,0.0,0,1,13.2563457701018,0,255.57,252.8,256.08,255.05,16.11412358,15.86,1.29,0,0,0.0,24.5332494379425,0.036289377000000005,6.78,5.71,-0.0155786034847259,5.8,1374.0,2.3080000000000003,8.173,90.39,0.021477574,61.5,80.2,61.0,34200.0,14.25445025,49080.0,1408.0,6.06
1988-02-03,10.73,2.02,9.43,0,14.835777390636599,565.607364727496,0.014216923000000001,0.0424091819250938,0.0,0,1,13.083942749154101,0,252.21,250.56,256.98,255.56,15.90226986,15.86,1.3,0,0,0.0,24.2062077488982,0.036687461,6.55,5.71,0.0170911599177881,5.8,1374.0,2.355,8.219,90.76,0.021477574,61.5,80.2,61.0,53220.0,16.75884302,37860.0,1427.0,6.06
1988-02-04,10.69,2.02,9.45,0,14.836573407505501,565.607364727496,0.014216923000000001,0.0424091819250938,0.0,0,1,13.08582227534,0,252.21,250.34,253.03,252.2,15.90226986,15.86,1.24,0,0,0.0,24.201449169057103,0.037248375,6.57,5.65,0.014324640353932,5.8,1374.0,2.439,8.271,90.37,0.021477574,61.5,80.2,61.0,44820.0,10.15521239,49260.0,1468.0,6.06
1988-02-05,10.69,2.02,9.42,0,14.763832093648,565.607364727496,0.014216923000000001,0.0424091819250938,0.0,0,1,13.022852448513902,0,250.96,250.9,253.85,252.22,15.82345523,15.86,1.27,0,0,0.0,24.076494579727303,0.038104884,6.58,5.64,0.0258381160099744,5.8,1374.0,2.293,8.103,91.26,0.021477574,61.5,80.2,61.0,53940.0,7.672124757000001,33660.0,1488.0,6.06
1988-02-08,10.66,2.02,9.44,0,14.6551944782689,565.607364727496,0.014216923000000001,0.0424091819250938,0.0,0,1,12.928219301809799,0,249.1,247.82,250.96,250.95,15.70617907,15.86,1.22,0,0,0.0,23.8930935998223,0.038479287,6.58,5.64,0.0417807367629949,5.8,1374.0,2.391,8.173,91.11,0.021477574,61.5,80.2,61.0,32040.0,7.825226446,30660.0,1500.0,6.06
1988-02-09,10.65,2.02,9.43,0,14.8101286452936,565.607364727496,0.014216923000000001,0.0424091819250938,0.0,0,1,13.0660830561219,0,251.72,248.66,251.72,249.11,15.87137453,15.86,1.22,0,1,0.0,24.1393232228689,0.038084297,6.04,5.6,0.0289287290363586,5.8,1374.0,2.385,8.145,90.95,0.021477574,61.5,80.2,61.0,49440.0,10.70060714,54000.0,1514.0,6.06
1988-02-10,10.63,2.02,9.4,0,15.101584944650801,565.607364727496,0.014216923000000001,0.0424091819250938,0.0,0,1,13.324391467664098,0,256.66,251.72,256.92,251.74,16.18284994,15.86,1.23,0,0,0.0,24.607768907414,0.037325521,5.72,5.61,0.00446641730468329,5.8,1374.0,2.345,8.094,90.87,0.021477574,61.5,80.2,61.0,30660.0,10.77006527,52620.0,1516.0,6.06
1988-02-11,10.6,2.02,9.41,0,15.060614371194301,565.607364727496,0.014216923000000001,0.0424091819250938,0.0,0,1,13.289419184076399,0,255.95,255.12,257.77,256.63,16.13808323,15.86,1.19,0,0,0.0,24.534487123365196,0.037348532999999996,6.5,5.63,0.0214793761858999,5.8,1374.0,2.364,8.154,90.83,0.021477574,61.5,80.2,61.0,52080.0,10.05092181,47580.0,1534.0,6.06
1988-02-12,10.6,2.02,9.4,0,15.160278708661199,565.607364727496,0.014216923000000001,0.0424091819250938,0.0,0,1,13.3785353520327,0,257.63,255.85,258.86,255.95,16.24401009,15.86,1.2,0,0,0.0,24.690069248148397,0.037463287000000005,6.59,5.75,0.0302205495493005,5.8,1374.0,2.343,8.247,91.8,0.021477574,61.5,80.2,61.0,31020.0,14.05000038,32280.0,1547.0,6.06
1988-02-16,10.63,2.02,9.43,0,15.290554158517198,565.607364727496,0.014216923000000001,0.0370086287450935,0.0,0,1,13.4946673266652,0,259.83,256.57,259.84,257.61,16.38272383,15.86,1.2,0,0,-0.0043204425440002605,24.8952967126355,0.037255037000000005,6.9,5.75,0.0193793218079547,5.8,1374.0,2.397,8.294,91.67,0.021477574,61.5,80.2,61.0,36660.0,7.236404586,54000.0,1546.0,6.06
1988-02-17,10.63,2.02,9.41,0,15.254881796456301,567.728922734726,0.014216923000000001,0.0370086287450935,0.0,0,1,13.4643545239711,0,259.21,257.83,261.47,259.94,16.34363178,15.86,1.22,0,0,-0.0032403319080001897,24.830354510753498,0.037272041,6.79,5.74,0.0195415837692412,5.8,1377.0,2.403,8.299,91.34,0.021477574,61.5,80.2,61.0,53640.0,13.35187048,34800.0,1562.0,6.06
1988-02-18,10.6,2.02,9.39,0,15.1268808056514,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.3987156792622,1,257.91,256.9,259.6,258.82,16.26166456,15.86,1.21,0,0,0.000603166622469689,24.6153232713277,0.037348669,6.65,5.69,0.0137354250755448,5.8,1377.0,2.408,8.261000000000001,91.77,0.021477574,61.5,80.2,61.0,51780.0,7.1661302529999995,47820.0,1566.0,5.96
1988-02-19,10.59,2.05,9.39,0,15.3447490339852,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.5928314941731,2,261.61,257.62,261.61,257.9,16.49495586,15.86,1.2,0,0,0.000992430284852297,24.9630219385042,0.036733402000000005,6.66,5.68,0.0028500917831157197,5.8,1377.0,2.426,8.257,91.61,0.021477574,61.5,80.2,61.0,31620.0,9.68109094,54000.0,1568.0,5.96
1988-02-22,10.58,2.05,9.38,0,15.5819981435354,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.804120655611598,3,265.64,260.88,266.06,261.6,16.74905422,15.86,1.2,0,0,0.0013816939472349,25.3418921971606,0.036278631,6.77,5.66,0.0077741026052765595,5.8,1377.0,2.41,8.224,91.05,0.021477574,61.5,80.2,61.0,33060.0,11.52086264,52680.0,1567.0,5.96
1988-02-23,10.59,2.05,9.34,0,15.546496590950598,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.7737991914147,4,265.02,263.11,266.12,265.62,16.70996217,15.86,1.25,0,0,0.0006908469736174519,25.277119588372997,0.036337958,6.63,5.63,0.00786272818537655,5.8,1377.0,2.387,8.168,90.91,0.021477574,61.5,80.2,61.0,38640.0,11.43666035,34080.0,1564.0,5.96
1988-02-24,10.56,2.05,9.31,0,15.5127503341657,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.745032717627002,5,264.43,263.87,266.25,265.01,16.67276166,15.86,1.25,1,0,0.0,25.215181663112002,0.036567393999999996,6.43,5.62,0.0129244324182706,5.8,1377.0,2.405,8.196,90.86,0.021477574,61.5,80.2,61.0,34980.0,10.42571757,45300.0,1562.0,5.96
1988-02-25,10.54,2.05,9.32,0,15.346409652090301,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.598787812099301,4,261.58,261.05,267.75,264.39,16.49306431,15.86,1.22,1,0,0.0,24.9379518918222,0.036851999999999996,6.6,5.63,0.0233813168566241,5.8,1377.0,2.437,8.238,90.71,0.021477574,61.5,80.2,61.0,51780.0,17.63457427,43560.0,1560.0,5.96
1988-02-26,10.54,2.05,9.3,0,15.397629313999099,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.6464344214712,3,262.46,261.38,263.0,261.56,14.9040318,17.61,1.24,1,0,0.0,25.0163924161202,0.036641532000000004,6.56,5.59,0.0178516407485697,5.8,1377.0,2.421,8.168,90.62,0.080201044,61.5,80.2,61.0,34980.0,7.99780965,49500.0,1562.0,5.96
1988-02-29,10.56,2.05,9.29,0,15.711665880763302,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.9270222785011,2,267.82,262.46,267.82,262.46,15.20840432,17.61,1.27,1,0,0.0,25.5214640330413,0.036118016,6.67,5.62,-0.00206119277896461,5.8,1377.0,2.384,8.149,90.49,0.080201044,61.5,80.2,61.0,30720.0,7.874319527999999,53880.0,1564.0,5.96
1988-03-01,10.53,2.05,9.26,0,15.676051879061902,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.897719884199601,1,267.22,265.39,267.95,267.82,15.17433277,17.61,1.27,1,0,0.0,25.4584530533248,0.036304607999999995,6.66,5.62,0.0078235008168547,5.8,1377.0,2.398,8.152999999999999,90.45,0.080201044,61.5,80.2,61.0,49860.0,10.22694795,33540.0,1562.0,5.96
1988-03-02,10.5,2.05,9.25,0,15.7202203001018,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.939145081468197,0,267.98,267.0,268.75,267.23,15.21749006,17.61,1.25,0,0,0.0,25.5249568523267,0.036273259,6.62,5.61,0.00361392415035246,5.8,1377.0,2.379,8.112,90.91,0.080201044,61.5,80.2,61.0,48780.0,7.488402927,45660.0,1562.0,5.96
1988-03-03,10.48,2.05,9.25,0,15.713938803611699,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.9358425175017,0,267.88,266.82,268.4,267.98,15.21181147,17.61,1.23,0,0,0.0,25.5096035829219,0.036168054,6.58,5.6,-0.0155992977515329,5.8,1377.0,2.359,8.112,90.79,0.080201044,61.5,80.2,61.0,50220.0,6.05561918,43080.0,1564.0,5.96
1988-03-04,10.42,2.05,9.29,0,15.6795017391466,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.9075789134666,0,267.3,264.72,268.4,267.87,15.17887564,17.61,1.13,0,0,0.0,25.4485881789699,0.036228986,6.51,5.71,-0.0092669713829538,5.7,1377.0,2.408,8.275,90.53,0.080201044,61.5,80.2,61.0,39060.0,13.928330599999999,32040.0,1570.0,5.96
1988-03-07,10.45,2.05,9.33,0,15.6837806214872,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.9136511272575,0,267.38,265.94,267.69,267.28,15.18341851,17.61,1.12,0,0,0.0,25.4504046823461,0.036256704,6.51,5.72,-0.004181556277811371,5.7,1377.0,2.454,8.317,89.77,0.080201044,57.0,81.2,56.2,32040.0,6.1347692270000005,53160.0,1570.0,5.96
1988-03-08,10.46,2.05,9.33,0,15.803611383006402,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,14.0222370410307,0,269.43,267.38,270.06,267.38,15.29982964,17.61,1.13,0,0,0.0,25.6396107634557,0.036033948999999996,6.36,5.74,-0.0127189457888117,5.7,1377.0,2.427,8.317,89.3,0.080201044,57.0,81.2,56.2,30660.0,6.959985187000001,48840.0,1571.0,5.96
1988-03-09,10.48,2.05,9.33,0,15.7814930523009,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,14.004891092882302,0,269.06,268.65,270.76,269.46,15.27881885,17.61,1.15,0,0,0.0,25.598439671410897,0.036207301000000004,6.59,5.73,-0.0019199395561403801,5.7,1377.0,2.414,8.302999999999999,89.45,0.080201044,57.0,81.2,56.2,52800.0,7.905488712,38400.0,1575.0,5.96
1988-03-10,10.5,2.05,9.35,0,15.474910944186098,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.7350945266825,0,263.84,263.8,269.35,269.07,14.98239637,17.61,1.15,0,0,0.0,25.0961526780257,0.036841442,6.7,5.75,0.0271895374564269,5.7,1377.0,2.4459999999999997,8.345,89.35,0.080201044,57.0,81.2,56.2,54000.0,13.31268877,31380.0,1576.0,5.96
1988-03-11,10.53,2.05,9.38,0,15.5391003935133,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.7942655318751,0,264.94,261.27,264.94,263.85,15.13942857,17.5,1.15,0,0,0.0,25.1951413360467,0.036571892,6.6,5.73,0.0226531655649311,5.7,1377.0,2.42,8.283999999999999,89.01,0.080201044,57.0,81.2,56.2,46320.0,11.49094764,31800.0,1582.0,5.96
1988-03-14,10.53,2.05,9.38,0,15.622641944603801,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.870626375294199,0,266.37,264.52,266.55,264.93,15.22114286,17.5,1.15,0,0,0.0,25.3254529695779,0.036323416000000004,6.7,5.7,0.00844869690443043,5.7,1377.0,2.43,8.293,89.18,0.080201044,57.0,81.2,56.2,31560.0,6.356130672000001,53880.0,1584.0,5.96
1988-03-15,10.55,2.05,9.36,0,15.608236539472198,567.728922734726,0.014216923000000001,0.0404628636131807,0.0,0,1,13.860036184038998,0,266.13,264.92,266.41,266.34,15.20742857,17.5,1.19,0,0,0.0,25.2970080787387,0.036292712000000005,6.6,5.61,0.009716838512476891,5.7,1377.0,2.53,8.283999999999999,89.47,0.080201044,57.0,81.2,56.2,50520.0,5.238165231,31740.0,1590.0,5.96
1988-03-16,10.54,2.05,9.37,0,15.755699606169902,570.274792343402,0.014216923000000001,0.0368786303853659,0.0,0,1,13.993185172976998,0,268.65,264.81,268.68,266.11,15.35142857,17.5,1.17,0,0,-0.0028673865822519,25.5308703060399,0.035826132000000004,6.48,5.61,0.000548630248433771,5.7,1494.0,2.6260000000000003,8.379,89.64,0.080201044,57.0,81.2,56.2,36960.0,7.9525455670000005,53880.0,1596.0,5.96
1988-03-17,10.56,2.05,9.35,0,15.8787343949208,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,14.128956682077401,0,271.22,268.65,271.22,268.66,15.49828571,17.5,1.21,0,0,-0.000772417287531545,25.7250450077222,0.035409636,6.47,5.6,-0.0298660523823379,5.7,1494.0,2.551,8.293,90.33,0.080201044,57.0,81.2,56.2,30720.0,8.782176763999999,53040.0,1610.0,5.96
1988-03-18,10.54,2.05,9.36,0,15.8725681269246,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,14.125663581924698,0,271.12,269.76,272.64,271.22,15.49257143,17.5,1.18,0,0,-0.00040010130425791697,25.709921774799,0.035330136,6.45,5.66,-0.0480408276223038,5.7,1494.0,2.5789999999999997,8.412,90.37,0.080201044,57.0,81.2,56.2,50820.0,9.200309869,31020.0,1630.0,5.96
1988-03-21,10.54,2.05,9.41,0,15.732923650055803,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,14.003579436331698,0,268.74,267.42,271.12,271.1,15.35657143,17.5,1.13,0,0,-2.7785320984283196e-05,25.4787540503509,0.035564527,6.45,5.74,-0.0409593645952726,5.7,1494.0,2.555,8.45,90.09,0.080201044,57.0,81.2,56.2,44040.0,7.087562235,30660.0,1640.0,5.96
1988-03-22,10.62,2.05,9.43,0,15.738469409727099,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,14.010707086829,1,268.84,267.9,269.61,268.73,15.36228571,17.5,1.19,0,0,0.000344530662289344,25.482821176193298,0.035435634,6.46,5.78,-0.0335630430911495,5.7,1494.0,2.476,8.45,90.13,0.080201044,57.0,81.2,56.2,52620.0,5.823072672,31740.0,1648.0,5.96
1988-03-23,10.63,2.05,9.43,0,15.7422589690282,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,14.0162722839994,2,268.91,268.01,269.79,268.81,15.36628571,17.5,1.2,0,0,0.0,25.4840924965455,0.035336807000000005,6.83,5.83,-0.0415329434335525,5.7,1494.0,2.485,8.488999999999999,90.05,0.080201044,57.0,81.2,56.2,39180.0,5.864973882999999,51360.0,1648.0,5.96
1988-03-24,10.63,2.05,9.47,0,15.416469275860901,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,13.72838833158,3,263.35,262.48,268.91,268.91,15.04857143,17.5,1.16,0,0,0.0,24.9521454796665,0.035960985,6.66,5.79,-0.017459397447268002,5.7,1494.0,2.5469999999999997,8.508,89.4,0.080201044,57.0,81.2,56.2,48720.0,11.37117162,30660.0,1646.0,5.96
1988-03-25,10.65,2.32,9.47,0,15.132840439532599,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,13.4779996918557,4,258.51,258.12,263.44,263.34,14.772,17.5,1.18,0,0,0.0,24.488405027044102,0.037353902,6.6,5.7,-0.00978001542520745,5.7,1494.0,2.65,8.441,89.18,0.080201044,57.0,81.2,56.2,53820.0,10.82317345,34560.0,1645.0,5.96
1988-03-28,10.67,2.32,9.5,0,15.1062028193172,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,13.456457894696099,5,258.06,256.07,258.51,258.5,14.74628571,17.5,1.17,1,1,0.0,24.440693083899898,0.03732616,6.64,5.74,0.00136608366929637,5.7,1494.0,2.694,8.61,88.29,0.041825138,57.0,81.2,56.2,31920.0,8.522501204,30660.0,1642.0,5.96
1988-03-29,10.68,2.32,9.52,0,15.2235660625988,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,13.5631889716522,4,260.07,258.06,260.86,258.11,14.86114286,17.5,1.16,1,0,0.0,24.625897579949196,0.037018574,6.57,5.74,0.0202410470222685,5.7,1494.0,2.642,8.532,88.85,0.041825138,57.0,81.2,56.2,30660.0,5.5460380460000005,45360.0,1630.0,5.96
1988-03-30,10.69,2.32,9.55,0,15.1061985083189,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,13.4608053391897,3,258.07,257.92,261.59,260.06,14.74685714,17.5,1.14,1,0,0.0,24.4315168482509,0.037177713,6.66,5.75,0.0304690188425078,5.7,1494.0,2.668,8.547,88.68,0.041825138,57.0,81.2,56.2,53940.0,8.731126932,33540.0,1622.0,5.96
1988-03-31,10.77,2.32,9.55,0,15.153902026135599,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,13.505499015191699,2,258.89,256.16,259.03,258.03,14.79371429,17.5,1.22,1,0,0.0,24.5041631868364,0.036955788999999996,6.83,5.71,0.0394953456421392,5.7,1494.0,2.688,8.542,88.37,0.041825138,57.0,81.2,56.2,38340.0,9.695473848999999,53040.0,1617.0,5.96
1988-04-04,10.76,2.32,9.6,0,14.989714482265198,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,13.3613547263243,1,256.09,255.68,259.06,258.89,14.63371429,17.5,1.16,1,0,0.0,24.234196701821602,0.037559432999999996,6.71,5.85,0.0530668642885907,5.6,1494.0,2.66,8.658999999999999,88.11,0.041825138,57.0,81.2,56.2,51000.0,9.645291372,34500.0,1617.0,5.96
1988-04-05,10.83,2.32,9.61,0,15.131069848555601,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,13.489540308553698,0,258.51,256.03,258.52,256.1,14.772,17.5,1.22,0,0,0.0,24.4581471786479,0.037227598,6.83,6.0,0.0481239396514366,5.6,1494.0,2.4819999999999998,8.644,88.91,0.041825138,57.0,81.2,56.2,44820.0,7.665390065,53700.0,1612.0,5.96
1988-04-06,10.84,2.32,9.62,0,15.5393200196318,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,13.855693582602198,0,265.49,258.22,265.5,258.52,15.17085714,17.5,1.22,0,0,0.0,25.113226559699896,0.0361212,7.3,6.05,0.0222167040624743,5.6,1494.0,2.379,8.571,89.31,0.041825138,57.0,81.2,56.2,38520.0,14.93213508,54000.0,1596.0,5.96
1988-04-07,10.84,2.32,9.63,0,15.578232914301902,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,13.8925842626744,0,266.16,265.22,267.32,265.51,15.20914286,17.5,1.21,0,0,0.0,25.171330338713602,0.035902948,6.93,6.05,-0.0247971794177215,5.6,1494.0,2.374,8.586,89.26,0.041825138,57.0,81.2,56.2,31140.0,11.74597414,31920.0,1588.0,5.96
1988-04-08,10.83,2.32,9.59,0,15.7693184923319,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,14.0651968028739,0,269.43,266.11,270.22,266.15,15.395999999999999,17.5,1.24,0,0,0.0,25.475222088460804,0.035348846,6.84,6.02,-0.0369218418874257,5.6,1494.0,2.307,8.484,89.19,0.041825138,57.9,74.5,54.6,30720.0,9.725469752999999,51420.0,1584.0,5.96
1988-04-11,10.79,2.32,9.6,0,15.8117375366222,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,14.105236092627802,0,270.16,268.61,270.41,269.43,15.43771429,17.5,1.19,0,0,0.0,25.5388725898097,0.035225334,6.83,6.04,-0.0417843036401239,5.6,1494.0,2.405,8.581,89.56,0.041825138,57.9,74.5,54.6,35340.0,7.942881217,45360.0,1572.0,5.96
1988-04-12,10.84,2.32,9.58,0,15.882247744647998,570.274792343402,0.014216923000000001,0.0386012836968126,0.0,0,1,14.170341965008099,0,271.37,269.66,272.05,269.88,15.50685714,17.5,1.26,0,0,0.0,25.6478983739426,0.034944587,6.75,5.93,-0.0512436224578698,5.6,1494.0,2.489,8.557,89.84,0.041825138,57.9,74.5,54.6,30900.0,6.475992807000001,52380.0,1560.0,5.96
1988-04-13,10.83,2.32,9.59,0,15.893645176193699,570.274792343402,0.014216923000000001,0.0350298513292149,0.0,0,1,14.1827167635319,0,271.57,269.23,271.7,271.33,15.51828571,17.5,1.24,0,0,-0.0028571458940781697,25.661502717592803,0.034798944,6.67,5.86,-0.0589468532480942,5.6,1494.0,2.555,8.538,90.04,0.041825138,57.9,74.5,54.6,36840.0,8.648686506,32400.0,1544.0,5.96
1988-04-14,10.81,2.32,9.63,0,15.201585041401401,570.274792343402,0.014216923000000001,0.0350298513292149,0.0,0,1,13.5673499038308,0,259.75,259.37,271.57,271.55,14.84285714,17.5,1.18,0,0,-0.00214285942055863,24.5398469015273,0.036376461,6.74,5.74,-0.0133231073212498,5.6,1494.0,2.786,8.674,88.45,0.041825138,57.9,74.5,54.6,53940.0,22.75000098,30660.0,1542.0,5.96
1988-04-15,10.89,2.32,9.67,0,15.1633456067875,571.123415546294,0.014216923000000001,0.0376082799171593,0.0,0,1,13.5703428966144,0,259.77,255.97,260.39,259.74,14.844000000000001,17.5,1.22,0,0,0.000634169923316462,24.4739345573804,0.036241981,6.87,5.88,0.000992516429349064,5.6,1494.0,2.707,8.738,88.41,0.041825138,57.9,74.5,54.6,36780.0,14.96591539,51720.0,1528.0,5.96
1988-04-18,10.92,2.32,9.72,0,15.1303967708937,571.123415546294,0.014216923000000001,0.0376082799171593,0.0,0,1,13.5430372099355,0,259.21,258.03,259.81,259.75,14.812000000000001,17.5,1.2,0,0,0.0008327706792471201,24.4166303535013,0.036257756,6.84,5.85,0.0120216501501749,5.6,1494.0,2.8089999999999997,8.818,88.32,0.041825138,57.9,74.5,54.6,33360.0,6.646671447,53100.0,1519.0,5.96
1988-04-19,10.96,2.32,9.71,0,15.0548390393079,571.123415546294,0.014216923000000001,0.0376082799171593,0.0,0,1,13.4775870428443,0,257.92,257.91,262.38,259.24,14.73828571,17.5,1.25,0,0,0.00103137143517777,24.2906747662714,0.036353004,6.85,5.81,0.0225964923322989,5.6,1543.0,2.875,8.838,88.44,0.041825138,57.9,74.5,54.6,54000.0,9.924926206,48600.0,1493.0,5.96
1988-04-20,10.98,2.32,9.74,0,14.950099519563999,571.123415546294,0.014216923000000001,0.0376082799171593,0.0,0,1,13.3859999405429,1,256.13,256.12,258.54,257.91,14.636,17.5,1.24,0,0,0.000515685717588886,24.1177961952093,0.036473511,7.49,5.84,0.0290722333469717,5.6,1543.0,2.815,8.798,88.56,0.041825138,57.9,74.5,54.6,52140.0,8.222211538,31740.0,1475.0,5.96
1988-04-21,10.99,2.32,9.73,0,14.966769624934699,571.123415546294,0.014216923000000001,0.0376082799171593,0.0,0,1,13.4031055515395,2,256.42,254.71,260.44,256.15,14.65257143,17.5,1.26,0,0,0.0,24.1408601014016,0.036298861,6.95,5.83,0.0234288339725998,5.6,1543.0,2.8110000000000004,8.802999999999999,88.64,0.041825138,57.9,74.5,54.6,51240.0,19.64350113,37200.0,1442.0,5.96
1988-04-22,10.97,2.35,9.75,0,15.183638798937599,571.123415546294,0.014216923000000001,0.0376082799171593,0.0,0,1,13.5995167604591,3,260.14,256.42,261.16,256.45,14.86514286,17.5,1.22,0,0,0.0,24.486742789073897,0.035659523,6.81,5.83,0.0041447389233217795,5.6,1543.0,2.79,8.769,88.92,0.041825138,57.9,74.5,54.6,30660.0,12.72318759,52200.0,1416.0,5.96
