,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB,IC,LOAN,BER,NYSEADV,PUC,PCR
1997-03-20,8.25,5.62,7.62,0,27.8515921753515,716.8109130990201,0.011386655,0.0304979164129273,0.8596570990000001,0,1,52.793251427402,2,782.65,778.04,786.29,785.77,20.62318841,37.95,0.63,0,0,0.0015037601856356302,41.199530836373896,0.018811819,5.32,5.19,-0.014875020316939,5.3,1528.0,1.391,6.728,95.7,0.015395685,57.6,56.4,53.1,33900.0,11.84855943,30900.0,1503.0,1.82,0.0314915726703455,21.22,3.3478,36.1334,-5.5,3.036007273,950.0,225.36,0.61
1997-03-21,8.23999977,6.14,7.61,0,27.895370426921897,716.8109130990201,0.011386655,0.0304979164129273,0.8278858020000001,0,1,53.036757142119995,3,784.1,782.65,786.44,782.65,20.66139657,37.95,0.62999977,0,0,0.00100250679042375,41.2677603634512,0.018784721,5.28,5.26,-0.0408070002322159,5.3,1528.0,1.354,6.751,95.28,0.015395685,57.6,56.4,53.1,30660.0,6.421681906,40740.0,1515.0,1.82,0.0255565401513591,19.69,3.3542,35.9616,-5.5,3.014760113,1258.0,110.14,0.73
1997-03-24,8.22999954,6.14,7.58,0,28.1290546066041,716.8109130990201,0.011386655,0.0304979164129273,0.878861665,0,1,53.776277679822996,4,790.89,780.79,791.01,784.1,20.84031621,37.95,0.64999954,0,1,0.0005012533952118769,41.6167992103337,0.018643642,5.47,5.25,-0.0482522335848153,5.3,1528.0,1.329,6.704,95.25,0.015395685,57.6,56.4,53.1,37500.0,10.26343301,54000.0,1526.0,1.82,0.0268923964975335,20.06,3.3841,36.039,-5.5,3.0000505410000002,1223.0,115.7,0.52
1997-03-25,8.19999981,6.14,7.6,0,28.0564738595925,716.8109130990201,0.011386655,0.0304979164129273,0.9560340890000001,0,1,53.248058963403,5,789.07,788.39,798.11,790.89,20.79235837,37.95,0.59999981,1,0,0.0,41.51264318107879,0.018780006999999998,5.57,5.25,-0.0564660980490671,5.3,1528.0,1.3719999999999999,6.7620000000000005,95.48,0.015395685,57.6,56.4,53.1,50340.0,17.18468913,48060.0,1524.0,1.82,0.0231255031829403,19.26,3.3767,36.0435,-5.5,2.9681798010000002,1324.0,63.97,0.41
1997-03-26,8.22000027,6.14,7.62,0,28.0994659163835,716.8109130990201,0.011386655,0.0304979164129273,1.0236362940000001,0,1,53.480455130025994,4,790.5,786.77,794.89,789.07,20.83003953,37.95,0.60000027,1,0,0.0,41.5794671678751,0.018736559,5.61,5.21,-0.0553869072626392,5.3,1528.0,1.4409999999999998,6.778,95.33,0.063790181,57.6,56.4,53.1,34560.0,9.085800526,46020.0,1518.0,1.82,0.0196520152330703,18.32,3.384,35.3213,-5.5,2.991061358,1314.0,190.16,0.49
1997-03-27,8.22999954,6.14,7.71,0,27.5010059674389,716.8109130990201,0.011386655,0.0304979164129273,1.00060896,0,1,52.06476876421699,3,773.88,767.32,792.58,790.5,20.39209486,37.95,0.51999954,1,0,0.0,40.6973781765399,0.01913705,5.68,5.22,-0.0161245580939262,5.3,1528.0,1.5430000000000001,6.909,94.69,0.063790181,57.6,56.4,53.1,52860.0,18.05807399,31620.0,1513.0,1.82,0.0281684980989188,20.5,3.3129,36.0825,-5.5,3.0155773110000004,632.0,26.72,0.51
1997-03-31,8.31999969,6.14,7.71,0,26.8970102308542,716.8109130990201,0.011386655,0.0304979164129273,0.885582063,0,1,50.96599929354299,2,757.12,756.13,773.88,773.88,19.34883721,39.13,0.60999969,1,0,0.0,39.808596003137396,0.019560677,7.07,5.17,0.00910584789867582,5.3,1528.0,1.581,6.903,94.72,0.063790181,57.6,56.4,53.1,53280.0,19.95261157,30660.0,1513.0,1.82,0.0333417165481627,22.14,3.2236,36.1822,-5.5,3.0114913189999997,552.0,66.14,0.66
1997-04-01,8.31999969,6.14,7.7,0,26.978114759566196,716.8109130990201,0.011386655,0.0304979164129273,0.867940921,0,1,51.293465727929004,1,759.64,751.26,761.49,757.12,19.41323792,39.13,0.619999689999999,1,0,0.0,39.9336431295235,0.019490285,6.18,5.16,0.0098533680587075,5.3,1528.0,1.5759999999999998,6.872999999999999,94.09,0.063790181,57.6,56.4,53.1,43380.0,19.71784329,37260.0,1506.0,1.82,0.026516605960540004,20.84,3.2341,36.6677,-5.5,3.05888883,1173.0,93.25,0.64
1997-04-02,8.31000042,6.14,7.7,0,26.6313609941747,716.8109130990201,0.011386655,0.0304979164129273,0.7920981359999999,0,1,50.374354193950005,0,750.11,747.59,759.65,759.64,19.16969077,39.13,0.61000042,0,0,0.0,39.4254674939877,0.019755249,5.5,5.14,0.0197466595050544,5.3,1528.0,1.575,6.86,94.75,-0.06364463,57.6,56.4,53.1,41520.0,15.973246300000001,30660.0,1493.0,1.82,0.027623992499218996,21.3,3.1943,36.937,-5.5,3.039276067,849.0,48.83,0.52
1997-04-03,8.31000042,6.14,7.7,0,26.6305240831568,716.8109130990201,0.011386655,0.0304979164129273,0.7343708309999999,1,1,50.649010724829,0,750.32,744.4,751.04,750.11,19.1750575,39.13,0.61000042,0,0,0.0,39.429323651210495,0.019743523,5.52,5.12,0.0106017275565562,5.3,1528.0,1.6,6.853,94.3,-0.06364463,57.6,56.4,53.1,51900.0,14.62868746,39540.0,1481.0,1.82,0.0265695543670663,21.19,3.1987,36.9635,-5.5,3.045813654,923.0,45.36,0.67
1997-04-04,8.31000042,6.14,7.76,0,26.891190661575603,716.8109130990201,0.011386655,0.0304979164129273,0.8763374820000001,0,1,51.282916188678996,0,757.9,744.04,757.9,750.32,19.36877076,39.13,0.55000042,0,0,0.0,39.8203151422009,0.019504803,5.32,5.14,-0.034104307101159005,5.2,1528.0,1.6340000000000001,6.906000000000001,95.12,-0.06364463,57.6,56.4,53.1,31440.0,15.13378906,53880.0,1467.0,1.82,0.0179972179881963,19.23,3.2319,36.9522,-5.5,3.01639451,1432.0,205.41,0.45
1997-04-07,8.38000011,6.14,7.72,0,27.0328768802242,716.8109130990201,0.011386655,0.0304979164129273,1.081610674,0,1,51.483673203872996,0,762.13,757.9,764.82,757.9,19.47687197,39.13,0.660000109999999,0,0,0.0,40.0354823072918,0.019106019,5.43,5.15,-0.0246825084313033,5.2,1528.0,1.585,6.856,96.15,-0.06364463,58.6,51.1,53.8,30660.0,6.507248923,52800.0,1459.0,1.82,0.0151488677201736,18.51,3.2493,36.8464,-5.5,2.98452377,1740.0,45.84,0.42
1997-04-08,8.34000015,6.14,7.73,0,27.1659716608332,716.8109130990201,0.011386655,0.0304979164129273,1.111321133,0,1,51.853466942933,0,766.12,758.36,766.25,762.13,19.57883976,39.13,0.6100001499999991,0,0,0.0,40.237539644909,0.019282462,5.34,5.1,-0.0149579981047938,5.2,1528.0,1.656,6.89,96.35,-0.06364463,58.6,51.1,53.8,32700.0,8.64565808,53400.0,1450.0,1.82,0.0148718112953211,18.44,3.2654,36.7937,-5.5,2.975534587,1363.0,43.35,0.49
1997-04-09,8.35000038,6.14,7.73,0,26.9618785500802,716.8109130990201,0.011386655,0.0304979164129273,1.204781071,0,1,51.430863300367,0,760.6,759.15,769.53,766.12,19.43777153,39.13,0.62000038,0,0,0.0,39.9402131653191,0.019451039,5.31,5.1,0.0047333276126385,5.2,1528.0,1.672,6.895,96.92,-0.06364463,58.6,51.1,53.8,53160.0,9.696343258999999,31620.0,1442.0,1.82,0.0151433248478773,18.56,3.2422,36.7199,-5.5,2.9681798010000002,1277.0,72.36,0.41
1997-04-10,8.35000038,6.14,7.74,1,26.8734437977815,716.8109130990201,0.011386655,0.0266344215878833,1.267254136,0,1,51.240655824423,0,758.34,757.65,763.73,760.6,19.38001533,39.13,0.610000380000001,0,0,-0.0030907958600352,39.814272437922796,0.019453069,5.51,5.14,0.004348559603366471,5.2,1528.0,1.621,6.906000000000001,96.54,-0.06364463,58.6,51.1,53.8,54000.0,10.55857944,51900.0,1434.0,1.82,0.0166793130720972,19.01,3.2335,36.8173,-5.5,2.9812549760000002,1117.0,43.28,0.5
1997-04-11,8.35000038,6.14,7.8,0,26.132164838410603,716.8109130990201,0.011386655,0.0266344215878833,1.120494532,0,1,49.613667637329996,0,737.65,737.64,758.34,758.34,18.85126501,39.13,0.550000380000001,0,0,-0.0023180968950264,38.7212496995321,0.020068406,5.4,5.15,0.0415284944004172,5.2,1528.0,1.686,6.968,96.57,-0.06364463,58.6,51.1,53.8,54000.0,14.61992107,30660.0,1427.0,1.82,0.0186545093685494,19.76,3.1630000000000003,38.2645,-5.5,3.000867739,394.0,72.63,0.72
1997-04-14,8.39999962,6.14,7.8,0,26.339417936971603,716.8109130990201,0.011386655,0.0266344215878833,0.984998278,0,1,50.279216985769,0,743.73,733.54,743.73,737.65,19.00664452,39.13,0.5999996199999991,0,0,-0.0015453979300176,39.0334830875286,0.019906014,5.49,5.15,0.0216517615678093,5.2,1528.0,1.683,6.975,96.94,-0.06364463,58.6,51.1,53.8,44820.0,10.44666528,53880.0,1420.0,1.82,0.0161214089917145,19.09,3.2301,38.131,-5.5,2.978803381,1048.0,80.07,0.62
1997-04-15,8.39999962,6.14,7.72,0,26.7036824251916,716.8109130990201,0.011386655,0.0272600080956176,1.021422172,0,1,51.13504075057,0,754.72,743.73,754.72,743.73,19.28750319,39.13,0.6799996199999989,0,0,-0.000272229758821397,39.5782926199711,0.019616149,5.61,5.14,0.0265170634803638,5.2,1528.0,1.587,6.872999999999999,96.72,-0.06364463,58.6,51.1,53.8,30660.0,11.13902538,53940.0,1411.0,1.82,0.0126115595545849,18.25,3.2789,38.4685,-5.5,2.917513496,1864.0,35.28,0.58
1997-04-16,8.32999992,6.14,7.73,0,27.007092407178604,725.67016928394,0.011386655,0.0272600080956176,1.048823649,0,1,51.726685850163,0,763.53,751.99,763.53,754.72,19.51265014,39.13,0.59999992,0,0,0.00037535190464055296,40.03291315189,0.019347111,5.56,5.15,0.0160202471039098,5.2,1425.0,1.601,6.886,96.85,-0.06364463,58.6,51.1,53.8,31020.0,9.588242026,53520.0,1392.0,1.82,0.0110629756306418,17.64,3.3195,38.5942,-5.5,2.924051084,1423.0,23.73,0.6
1997-04-17,8.34000015,6.14,7.69,0,26.9365621565063,725.67016928394,0.011386655,0.0272600080956176,1.0601602559999999,0,1,51.51538402887999,0,761.77,760.49,768.55,763.53,19.46767186,39.13,0.650000149999999,0,0,0.000250234603093702,39.9333007146895,0.019397705,5.49,5.14,0.0150791208818666,5.2,1425.0,1.561,6.846,96.7,-0.06364463,58.6,51.1,53.8,52800.0,12.24144596,43380.0,1361.0,1.82,0.0152444340330233,18.71,3.3115,38.4526,-5.5,2.879105169,1285.0,15.91,0.61
1997-04-18,8.31000042,6.14,7.7,0,27.089845059352697,725.67016928394,0.011386655,0.0272600080956176,1.226620867,0,1,51.768946214420005,0,766.34,761.77,767.93,761.77,19.58446205,39.13,0.61000042,0,0,0.000125117301546851,40.1654117427753,0.019282029,5.35,5.14,-0.00140117016802984,5.2,1425.0,1.5430000000000001,6.825,96.29,-0.06364463,58.6,51.1,53.8,30660.0,7.418759681,47160.0,1345.0,1.82,0.0159677362616105,18.75,3.333,38.0616,-5.5,2.921599488,1522.0,42.27,0.71
1997-04-21,8.31999969,6.14,7.74,0,26.8705695742135,725.67016928394,0.011386655,0.0272600080956176,1.20583291,0,1,51.430863300367,1,760.37,756.38,767.39,766.34,19.43189369,39.13,0.5799996899999991,0,0,0.0,39.845233588789604,0.01943542,5.34,5.15,0.0149030771133654,5.2,1425.0,1.605,6.8660000000000005,95.8,-0.06364463,58.6,51.1,53.8,52020.0,11.27606698,44400.0,1332.0,1.82,0.0212404705938684,20.1,3.3076,38.094,-5.5,2.943663847,916.0,17.27,0.47
1997-04-22,8.35000038,6.14,7.7,0,27.365413652795898,725.67016928394,0.011386655,0.0272600080956176,1.123669024,0,1,52.561276655629996,2,774.61,759.9,774.64,760.37,19.79580884,39.13,0.6500003800000009,0,0,0.0,40.5837776423634,0.019066369,5.5,5.2,0.024213820916698,5.2,1425.0,1.5130000000000001,6.83,96.52,-0.06364463,58.6,51.1,53.8,37080.0,10.55486431,54000.0,1314.0,1.82,0.0185155080917456,19.52,3.3704,38.5843,-5.5,2.939577855,1536.0,64.57,0.61
1997-04-23,8.31000042,6.14,7.74,0,27.322787261317398,725.67016928394,0.011386655,0.0272600080956176,1.0821000920000001,0,1,52.614153499553005,3,773.64,771.9,778.19,774.61,19.77101968,39.13,0.57000042,0,0,0.0,40.5253196665254,0.019096427,5.95,5.2,0.0278994467389457,5.2,1425.0,1.541,6.877999999999999,96.44,-0.06364463,58.6,51.1,53.8,52020.0,11.08755275,38280.0,1292.0,1.82,0.0221854458575192,20.48,3.3657,38.5352,-5.5,2.9322230680000003,1149.0,36.18,0.54
1997-04-24,8.34000015,6.14,7.76,0,27.227587074222697,725.67016928394,0.011386655,0.0272600080956176,1.065102865,0,1,52.349974834346,4,771.18,769.72,779.89,773.64,19.70815231,39.13,0.58000015,0,0,0.0,40.3888874137879,0.019168326,5.62,5.17,0.0317626244630473,5.2,1425.0,1.636,6.931,96.5,-0.06364463,58.6,51.1,53.8,51180.0,10.85658968,32580.0,1281.0,1.82,0.0239162210147708,20.83,3.3552,38.3795,-5.5,2.9812549760000002,1172.0,10.64,0.49
1997-04-25,8.35999966,6.46,7.79,0,27.014211322132102,725.67016928394,0.011386655,0.0272600080956176,0.961927938,0,1,51.747780195503,5,765.37,764.63,771.18,771.18,19.55967289,39.13,0.56999966,1,0,0.0,40.0772869017869,0.019251826,5.53,5.16,0.0611421422265641,5.2,1425.0,1.635,6.938,97.1,-0.06364463,58.6,51.1,53.8,53700.0,8.21969747,30660.0,1274.0,1.82,0.025210467055037003,21.15,3.3298,38.1857,-5.5,3.007405327,797.0,18.25,0.68
1997-04-28,8.39000034,6.46,7.78,0,27.2737894840074,725.67016928394,0.011386655,0.0272600080956176,1.0389726320000001,0,1,52.254904566583,4,772.96,763.3,773.89,765.37,19.75364171,39.13,0.61000034,1,0,0.0,40.4671227826231,0.019121352,5.72,5.18,0.07490257428719,5.2,1425.0,1.6059999999999999,6.9079999999999995,97.31,-0.06364463,58.6,51.1,53.8,33120.0,9.973094524,41520.0,1264.0,1.82,0.0268362076991228,21.34,3.3601,38.3029,-5.5,2.982072174,1377.0,86.26,0.55
1997-04-29,8.38000011,6.46,7.64,0,28.0094168174138,725.67016928394,0.009959819,0.0272600080956176,1.076720438,0,1,53.903058772593,3,794.05,772.96,794.44,772.96,20.29261436,39.13,0.74000011,1,0,0.0,41.5650537957363,0.018582796999999998,5.53,5.12,0.0430969324921412,5.2,1425.0,1.5030000000000001,6.757999999999999,96.91,0.005759902,58.6,51.1,53.8,30660.0,11.16168421,52920.0,1259.0,1.82,0.0216210303045726,19.81,3.4514,39.4862,-5.5,2.9346746639999997,2119.0,72.65,0.35
1997-04-30,8.26000023,6.46,7.6,0,28.258048216046,725.67016928394,0.009959819,0.0272600080956176,1.110957734,0,1,54.156620958133004,2,801.34,791.21,804.13,794.05,20.53138611,39.03,0.66000023,1,0,0.0,41.940125653488394,0.018518219,5.82,5.1,0.0164064569643844,5.2,1425.0,1.485,6.718,97.18,0.005759902,58.6,51.1,53.8,31080.0,10.28969579,40680.0,1259.0,1.82,0.0238076452954226,20.06,3.4126,39.6152,-5.5,2.87828797,1632.0,29.09,0.51
1997-05-01,8.22000027,6.46,7.59,0,28.1504826073852,725.67016928394,0.009959819,0.0272600080956176,1.144585696,1,0,54.093266248537,1,798.53,793.21,802.95,801.34,20.45939021,39.03,0.63000027,1,0,0.0,41.786590427600395,0.018596346,5.73,5.09,0.024453983830645,5.2,1425.0,1.466,6.678,96.81,0.005759902,58.6,51.1,53.8,49140.0,10.07169008,35100.0,1258.0,1.82,0.0239300817691178,19.87,3.3994,39.3836,-5.5,2.8586752069999997,1462.0,10.7,0.35
1997-05-02,8.21000004,6.46,7.59,0,28.6509178400872,725.67016928394,0.009959819,0.0272600080956176,1.294274552,0,0,55.06525462644,0,812.97,798.53,812.99,798.53,20.82936203,39.03,0.620000040000001,0,0,0.0,42.5354400694571,0.018234412,5.47,5.09,0.0134751549486604,4.9,1425.0,1.4240000000000002,6.644,97.04,0.005759902,58.6,51.1,53.8,30660.0,9.789918064,53460.0,1260.0,1.82,0.0155393900836422,17.51,3.4602,39.9008,-5.5,2.837428047,2144.0,48.22,0.35
1997-05-05,8.21000004,6.46,7.57,0,29.250764970623102,725.67016928394,0.009959819,0.0272600080956176,1.335172414,0,0,56.375325918396996,0,830.24,811.8,830.29,812.97,21.27184217,39.03,0.64000004,0,0,0.0,43.4317961655484,0.01785014,5.49,5.01,0.00646587426141441,4.9,1425.0,1.544,6.649,97.16,0.005759902,58.6,51.1,53.8,31800.0,13.44593892,54000.0,1260.0,1.82,0.0257921081306459,20.13,3.5343,40.3769,-5.5,2.843965635,1971.0,44.04,0.34
1997-05-06,8.18000031,6.46,7.53,0,29.1546417938117,725.67016928394,0.009959819,0.0272600080956176,1.221223316,0,0,56.333065554140006,0,827.76,824.7,832.29,830.24,21.20830131,39.03,0.65000031,0,0,0.0,43.2948167158698,0.017964301000000002,5.5,5.04,0.00311750772198678,4.9,1425.0,1.4880000000000002,6.66,96.51,0.015845625,58.6,51.1,53.8,52680.0,14.53315062,38220.0,1264.0,1.82,0.0281680019228808,20.85,3.523,40.3947,-5.5,2.66091318,1281.0,77.89,0.42
1997-05-07,8.15999985,6.46,7.6,0,28.718449088841602,725.67016928394,0.009959819,0.0272600080956176,1.142403124,0,0,55.107514990697005,0,815.62,814.7,827.76,827.76,20.89725852,39.03,0.559999850000001,0,0,0.0,42.6530269415421,0.018169503,5.7,5.09,0.0269835131790781,4.9,1425.0,1.5290000000000001,6.752000000000001,96.51,0.015845625,56.6,50.3,53.7,53700.0,13.32620141,30660.0,1269.0,1.82,0.0298316032168757,21.34,3.4716,40.7565,-5.5,2.6437520119999998,854.0,46.89,0.41
1997-05-08,8.22000027,6.46,7.56,0,28.873181093079,725.67016928394,0.009959819,0.0272600080956176,1.136198791,0,0,55.487858269007,0,820.26,811.84,829.09,815.62,21.01614143,39.03,0.66000027,0,0,0.0,42.8889921341839,0.017894351,5.66,5.06,0.0267973892067501,4.9,1425.0,1.518,6.73,95.97,0.015845625,56.6,50.3,53.7,31320.0,16.44188965,48120.0,1272.0,1.82,0.0285578672582769,21.26,3.4915,40.5358,-5.5,2.5538601819999998,1440.0,64.34,0.41
1997-05-09,8.18000031,6.46,7.54,0,29.0236047022448,725.67016928394,0.009959819,0.0272600080956176,1.03835197,0,0,55.868201547317,0,824.78,815.78,827.69,820.26,21.13194978,39.03,0.64000031,0,0,0.0,43.11823274469,0.017999176000000002,5.46,5.04,0.00616978240058653,4.9,1425.0,1.511,6.669,94.9,0.015845625,56.6,50.3,53.7,40920.0,13.5566424,33120.0,1275.0,1.82,0.0230343358413756,20.11,3.51,40.4487,-5.5,2.530161426,1545.0,66.34,0.36
1997-05-12,8.17000008,6.46,7.53,0,29.4680418089542,725.67016928394,0.009959819,0.0234113824343227,0.990901991,0,0,56.797929560964,0,837.66,824.78,838.56,824.78,21.46195234,39.03,0.6400000799999991,0,0,-0.00307890052903588,43.7843045423435,0.017618306,5.49,5.02,-0.0073286700814325905,4.9,1425.0,1.5130000000000001,6.66,95.46,0.015845625,56.6,50.3,53.7,30660.0,8.832868157,52740.0,1279.0,1.82,0.024461069289622,20.25,3.5965,40.8003,-5.5,2.5162690519999997,1801.0,64.51,0.39
1997-05-13,8.15999985,6.46,7.57,1,29.299936980899897,725.67016928394,0.009959819,0.0234113824343227,0.950120635,0,0,56.565461720763,0,833.13,829.12,838.49,837.66,21.34588778,39.03,0.58999985,0,0,-0.00230917539677691,43.5403236324141,0.017749463,5.42,5.06,0.00868498340009768,4.9,1425.0,1.514,6.7170000000000005,94.88,0.015845625,56.6,50.3,53.7,51480.0,10.83296367,31440.0,1281.0,1.82,0.0268012499518132,20.81,3.5776,40.8017,-5.5,2.541602205,1162.0,62.8,0.4
1997-05-14,8.18999958,6.46,7.55,0,29.3935150834301,725.67016928394,0.009959819,0.0234113824343227,1.024582055,0,0,56.671148468194,0,836.04,833.13,841.29,833.13,21.42044581,39.03,0.63999958,0,0,-0.00153945026451794,43.685096254777605,0.017712956000000002,5.45,5.03,0.0045964825883229,4.9,1425.0,1.505,6.666,94.5,0.015845625,56.6,50.3,53.7,30660.0,12.03147669,31680.0,1281.0,1.82,0.0281952148431562,21.09,3.5892,40.775,-5.5,2.530978625,1490.0,29.53,0.43
1997-05-15,8.17000008,6.46,7.54,0,29.5900268028727,722.053651005713,0.009959819,0.024036577828241,1.023581899,0,0,57.051491746504,0,841.88,833.34,842.45,836.04,21.5700743,39.03,0.6300000799999991,0,0,-0.00026956881712436603,43.9824486813305,0.0178128,5.71,4.97,-0.00543336523451011,4.9,1425.0,1.5519999999999998,6.66,94.38,0.015845625,56.6,50.3,53.7,31920.0,8.752720047999999,53760.0,1281.0,1.82,0.0236191998795364,19.91,3.6169,40.5643,-5.5,2.50155948,1302.0,108.03,0.37
1997-05-16,8.14999962,6.46,7.56,0,29.136801543514,722.053651005713,0.009959819,0.024036577828241,0.959327948,0,0,56.269639170965995,0,829.75,829.15,841.88,841.88,21.25928773,39.03,0.58999962,0,0,0.000375117236350954,43.3144171091451,0.01792793,5.44,5.05,0.017624612173088004,4.9,1473.0,1.541,6.718999999999999,94.26,0.015845625,56.6,50.3,53.7,53520.0,9.103722697,30660.0,1283.0,1.82,0.0303094259714329,21.57,3.5671,40.9117,-5.5,2.545688197,993.0,130.73,0.42
1997-05-19,8.17000008,6.46,7.56,0,29.2517356386019,722.053651005713,0.009959819,0.024036577828241,0.899655627,0,0,56.438680627993,0,833.27,828.87,835.92,829.75,21.34947476,39.03,0.61000008,0,1,0.0002500781575673,43.4909576821643,0.017793464,5.55,5.16,0.0186715848434554,4.9,1473.0,1.4080000000000001,6.71,94.68,0.015845625,56.6,50.3,53.7,35940.0,8.391310635,48900.0,1284.0,1.82,0.0300354310065071,21.48,3.5833,40.7921,-5.5,2.572655746,1406.0,70.28,0.36
1997-05-20,8.18000031,6.46,7.56,0,29.537518120953198,722.053651005713,0.009959819,0.024036577828241,0.939833409,0,0,57.1148464561,1,841.66,826.41,841.96,833.27,21.56443761,39.03,0.620000310000001,0,0,0.00012503907878365,43.9213248780807,0.017684659,5.51,5.11,0.006577025246927421,4.9,1473.0,1.474,6.6770000000000005,93.26,0.015845625,56.6,50.3,53.7,33180.0,16.8041068,53520.0,1283.0,1.82,0.0202604889134836,19.26,3.6181,40.9795,-5.5,2.572655746,1425.0,181.99,0.41
1997-05-21,8.18000031,6.46,7.61,0,29.4477399149365,722.053651005713,0.009959819,0.024036577828241,0.918871577,0,0,56.98806536333,2,839.35,835.22,846.87,841.66,21.50525237,39.03,0.57000031,0,0,0.0,43.7933241933809,0.017729111999999998,5.56,4.99,0.0029093928326844104,4.9,1473.0,1.6059999999999999,6.725,94.01,0.015845625,56.6,50.3,53.7,51420.0,11.9786233,32100.0,1288.0,1.77,0.0202256919619213,19.28,3.6097,40.8378,-5.5,2.614332868,1455.0,109.88,0.32
1997-05-22,8.22999954,6.46,7.63,0,29.309620136995,722.053651005713,0.009959819,0.024036577828241,0.9249680229999999,0,0,56.797929560964,3,835.66,833.86,841.91,839.35,21.41070971,39.03,0.59999954,0,0,0.0,43.5934511262705,0.017806811000000002,5.48,5.02,0.0126977904399233,4.9,1473.0,1.579,6.749,94.36,0.015845625,56.6,50.3,53.7,46080.0,9.774892172000001,31440.0,1291.0,1.77,0.018502910680438002,18.77,3.5948,40.7173,-5.5,2.632311234,1295.0,43.51,0.43
1997-05-23,8.25,6.81,7.64,0,29.6996416680412,722.053651005713,0.009959819,0.024036577828241,1.026423818,0,0,57.326148277383005,4,847.03,835.66,848.49,835.66,21.70202408,39.03,0.61,0,0,0.0,44.178931416244204,0.017571763,5.36,5.03,-0.000972970395906621,4.9,1473.0,1.5830000000000002,6.74,94.24,0.015845625,56.6,50.3,53.7,30660.0,7.787913237000001,52080.0,1291.0,1.77,0.0163384247773861,18.08,3.6441,40.9007,-5.5,2.602074891,1886.0,54.37,0.38
1997-05-27,8.25,6.81,7.69,0,29.784830200932998,722.053651005713,0.009959819,0.024036577828241,1.001689579,0,0,57.558616117584,5,849.71,840.96,851.53,847.03,21.77068921,39.03,0.56,1,0,0.0,44.3109894630061,0.017520448,5.59,4.98,-0.00834748697726995,4.9,1473.0,1.6769999999999998,6.791,94.95,0.015845625,56.6,50.3,53.7,34440.0,10.51580753,49140.0,1290.0,1.77,0.0208009534110521,19.36,3.6582,40.8803,-7.0,2.5988060969999998,1242.0,92.54,0.29
1997-05-28,8.28999996,6.81,7.67,0,29.6884548227497,722.053651005713,0.009959819,0.024036577828241,0.971870208,0,0,57.547999637916,4,847.21,843.21,850.95,849.71,21.70663592,39.03,0.619999959999999,1,0,0.0,44.173007958678795,0.017549144,5.52,5.0,-0.0092756229649068,4.9,1473.0,1.6640000000000001,6.792999999999999,94.56,0.017693777,56.6,50.3,53.7,51840.0,7.450154849,38400.0,1289.0,1.77,0.0205753075235351,19.28,3.6724,40.8991,-7.0,2.593902906,1324.0,56.17,0.31
1997-05-29,8.27999973,6.81,7.64,0,29.570072786793798,722.053651005713,0.009959819,0.024036577828241,0.9700755609999999,0,0,57.209916723863,3,844.08,842.61,848.96,847.21,21.6264412,39.03,0.63999973,1,0,0.0,44.002269170140494,0.017630958999999998,5.56,4.9,0.000313509854760948,4.9,1473.0,1.724,6.7379999999999995,94.65,0.017693777,56.6,50.3,53.7,52860.0,7.024952251,30960.0,1285.0,1.77,0.020484259598437998,19.02,3.6591,40.7662,-7.0,2.600440494,1460.0,27.8,0.34
1997-05-30,8.25,6.81,7.57,0,29.7084204236134,722.053651005713,0.009959819,0.024036577828241,1.027651374,0,0,57.579710462923,2,848.28,831.87,851.87,844.08,21.69514066,39.1,0.68,1,0,0.0,44.2135906708904,0.017529519,5.58,4.82,0.0132305770257955,4.9,1473.0,1.719,6.659,94.85,0.017693777,56.6,50.3,53.7,31440.0,13.8786913,53280.0,1274.0,1.77,0.0199725912762605,19.19,3.6156,40.6531,-7.0,2.559580571,1602.0,50.41,0.4
1997-06-02,8.18000031,6.81,7.54,0,29.6324222937445,722.053651005713,0.009959819,0.024036577828241,0.983461646,0,0,57.326148277383005,1,846.36,844.61,851.34,848.28,21.64603581,39.1,0.64000031,1,0,0.0,44.1059437990535,0.017574696,5.63,4.78,0.0226970682139108,4.9,1473.0,1.82,6.655,95.73,0.017693777,56.6,50.3,53.7,35580.0,11.32026568,31500.0,1267.0,1.77,0.0264275348948068,20.85,3.6188,40.6381,-7.0,2.560397769,1543.0,26.79,0.37
1997-06-03,8.15999985,6.81,7.52,0,29.5928773581446,722.053651005713,0.009959819,0.024036577828241,1.017112966,0,0,57.136012475017004,0,845.48,841.51,850.56,846.36,21.62352941,39.1,0.6399998500000009,0,0,0.0,44.0525836897841,0.017567252,5.42,4.95,0.0290809363268159,4.9,1473.0,1.548,6.6160000000000005,95.52,0.017693777,56.6,50.3,53.7,31920.0,10.08621348,40080.0,1260.0,1.77,0.0228560780695906,20.01,3.6209,40.5266,-7.0,2.518720648,1495.0,69.35,0.42
