,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5
1970-01-14,8.95,1.48,7.91,0,16.832163929654698,345.48983472641504,0.0,0.0576291128366364,0.0,0,1,2.1948228462713604,0,91.65,91.65,91.65,91.65,15.14876033,6.05,1.04,0,1,0.0,31.2645579251901,0.034500212,8.0,7.87,-0.0199785536623444
1970-01-15,8.95,1.48,7.91,0,16.836176905615698,345.48983472641504,0.0,0.0576291128366364,0.0,0,1,2.1958453816855004,0,91.68,91.68,91.68,91.68,15.15371901,6.05,1.04,0,0,0.0,31.27282216939,0.034491953,9.63,7.84,-0.0198542603563499
1970-01-16,8.95,1.48,7.91,0,16.6066371021192,345.085989215338,0.0,0.0629482743142362,0.0,0,1,2.17794756745817,0,90.92,90.92,90.92,90.92,15.02809917,6.05,1.04,0,0,0.00425532918207985,30.847248860344898,0.034783762999999995,9.5,7.8,-0.0213573771460977
1970-01-19,8.95,1.48,7.91,0,16.3732943490194,345.085989215338,0.0,0.0629482743142362,0.0,0,1,2.14783042760314,0,89.65,89.65,89.65,89.65,14.81818182,6.05,1.04,0,0,0.00319149688655988,30.414586071357398,0.035280057999999996,9.5,7.79,-0.0174399546595567
1970-01-20,8.95,1.48,7.91,0,16.404791485732,345.085989215338,0.0,0.0629482743142362,0.0,0,1,2.1524480372934,0,89.83,89.83,89.83,89.83,14.84793388,6.05,1.04,0,0,0.00212766459103993,30.4738697341406,0.035212898,9.0,7.82,-0.025695613907143994
1970-01-21,8.86,1.48,7.92,0,16.4180239289708,345.085989215338,0.0,0.0629482743142362,0.0,0,1,2.1546701653119498,1,89.91,89.91,89.91,89.91,14.86115702,6.05,0.94,0,0,0.0010638322955199599,30.499223311324602,0.035185097,8.5,7.83,-0.0360974673266317
1970-01-22,8.86,1.48,7.92,0,16.4239516634646,345.085989215338,0.0,0.0629482743142362,0.0,0,1,2.15593402216849,2,89.95,89.95,89.95,89.95,14.867768599999998,6.05,0.94,0,0,0.0,30.5110047356467,0.03517298,9.5,7.87,-0.0492879191761863
1970-01-23,8.86,1.23,7.92,0,16.2619347154742,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.13514736768062,3,89.07,89.07,89.07,89.07,14.74668874,6.04,0.94,0,0,-0.00450705417460497,30.210738232961397,0.035524047999999996,9.25,7.86,-0.0472960222672285
1970-01-26,8.86,1.23,7.92,0,16.0962942868731,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.11387831223136,4,88.17,88.17,88.17,88.17,14.59768212,6.04,0.94,0,0,-0.00338029063095373,29.9037225560892,0.035890263,8.75,7.88,-0.0285862065255859
1970-01-27,8.86,1.23,7.92,0,15.994572802674902,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.1009974423262303,5,87.62,87.62,87.62,87.62,14.50662252,6.04,0.94,1,0,-0.00225352708730249,29.715440704482997,0.036119173,8.0,7.91,-0.0105024416597051
1970-01-28,8.79,1.23,7.9,0,15.8417607262786,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.08140071453799,4,86.79,86.79,86.79,86.79,14.3692053,6.04,0.8899999999999989,1,0,-0.00112676354365124,29.432226188565604,0.03646825,9.25,7.91,-0.0071089919351158
1970-01-29,8.79,1.23,7.9,0,15.639695749902302,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.05532596331197,3,85.69,85.69,85.69,85.69,14.18708609,6.04,0.8899999999999989,1,0,0.0,29.057486766472,0.036940096,9.25,7.91,0.0016945375260401401
1970-01-30,8.79,1.23,7.9,0,15.516139861336999,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.03956114277203,2,85.02,85.02,85.02,85.02,14.07615894,6.04,0.8899999999999989,1,0,0.0,28.828594722937602,0.037234936,9.38,7.86,0.0145334588635181
1970-02-02,8.79,1.23,7.9,0,15.6480841440946,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.05737883055689,1,85.75,85.75,85.75,85.75,14.19701987,6.04,0.8899999999999989,1,0,0.0,29.0744127638912,0.036921653,9.38,7.72,0.0138247812467675
1970-02-03,8.79,1.23,7.9,0,15.832924174472302,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.08215706458132,0,86.77,86.77,86.77,86.77,14.36589404,6.04,0.8899999999999989,0,0,0.0,29.4185224120507,0.03649129,9.25,7.7,-0.00851542460972537
1970-02-04,8.81,1.23,7.91,0,15.7349295928842,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.06974470261408,0,86.24,86.24,86.24,86.24,14.2781457,6.04,0.9,0,0,0.0,29.2371089569947,0.036719233,8.5,7.66,0.00731654744056028
1970-02-05,8.81,1.23,7.91,0,15.671615685393,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.06189047505571,0,85.9,85.9,85.9,85.9,14.2218543,6.04,0.9,0,0,0.0,29.120125794955502,0.036868267,9.5,7.56,0.0088460119549551
1970-02-06,8.81,1.23,7.91,0,15.7487806521734,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.07251863872022,0,86.33,86.33,86.33,86.33,14.29304636,6.04,0.9,0,0,0.0,29.2641698147957,0.036688767000000004,9.25,7.42,0.00165921041209065
1970-02-09,8.81,1.23,7.91,0,15.871536689918198,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.08915010988365,0,87.01,87.01,87.01,87.01,14.40562914,6.04,0.9,0,1,0.0,29.492935457754697,0.036406142,9.0,7.3,-0.00698907736589932
1970-02-10,8.81,1.23,7.91,0,15.7042646997928,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.0676073906229298,0,86.1,86.1,86.1,86.1,14.25496689,6.04,0.9,0,0,0.0,29.1827575857304,0.03679507,8.75,7.28,0.0023746918471555397
1970-02-11,8.81,1.23,7.97,0,15.8561873636285,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.08808601655597,0,86.94,86.94,86.94,86.94,14.39403974,6.04,0.8400000000000011,0,0,0.0,29.4657256562215,0.036443214,9.25,7.25,0.00498669200918718
1970-02-12,8.81,1.23,7.97,0,15.816602072857801,345.085989215338,0.0,0.05731445659598,0.0,0,1,2.08334922131111,0,86.73,86.73,86.73,86.73,14.35927152,6.04,0.8400000000000011,0,0,0.0,29.3928139184257,0.036535115,9.5,7.25,0.0110692080965947
1970-02-13,8.81,1.23,7.97,0,15.7806712639156,343.066761659952,0.0,0.05731445659598,0.0,0,1,2.07909215142102,0,86.54,86.54,86.54,86.54,14.32781457,6.04,0.8400000000000011,0,0,0.0,29.326687271698198,0.036618996,9.5,6.95,0.0163478889952354
1970-02-16,8.81,1.23,7.97,0,15.7666276780128,343.066761659952,0.0,0.05731445659598,0.0,0,1,2.0777174080180503,0,86.47,86.47,86.47,86.47,14.31622517,6.04,0.8400000000000011,0,0,0.0,29.301230526512605,0.036652312,9.5,6.83,0.0167155475660149
1970-02-17,8.81,1.23,7.97,0,15.6640923190012,343.066761659952,0.0,0.0626054742303959,0.0,0,1,2.0756216141080297,1,86.37,86.37,86.37,86.37,14.29966887,6.04,0.8400000000000011,0,0,0.00423281410753269,29.1113065162834,0.036698424,9.25,6.77,0.0332213297215758
1970-02-18,8.79,1.23,7.97,0,15.856937469772001,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.10164265150088,2,87.44,87.44,87.44,87.44,14.47682119,6.04,0.819999999999999,0,0,0.0009305698385628779,29.470340005349698,0.036252977,9.0,6.77,0.0158725216527364
1970-02-19,8.79,1.23,7.97,0,15.9137546654126,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.10964105048024,3,87.76,87.76,87.76,87.76,14.52980132,6.04,0.819999999999999,0,0,0.000433376497201363,29.576570536599398,0.036124405,9.38,6.79,0.0189546553346931
1970-02-20,8.79,1.23,7.97,0,15.961498227746599,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.1164386755503704,4,88.03,88.03,88.03,88.03,14.57450331,6.04,0.819999999999999,0,0,-6.38168441601458e-05,29.6659382851697,0.036017213,8.5,6.8,0.0182411091554991
1970-02-24,8.79,1.23,7.97,0,15.9530309268801,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.11578419293753,5,87.99,87.99,87.99,87.99,14.56788079,6.04,0.819999999999999,1,0,-0.000561010185521661,29.6508313296974,0.036037194,8.0,6.88,0.0244891386557168
1970-02-25,8.79,1.23,7.97,0,16.198373643208498,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.14879364247706,4,89.35,89.35,89.35,89.35,14.79304636,6.04,0.819999999999999,1,0,0.0,30.107470273358,0.035492223999999996,7.5,6.89,0.007060932833180091
1970-02-26,8.79,1.23,7.93,0,16.1155678058215,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.13827881007422,3,88.9,88.9,88.9,88.9,14.71854305,6.04,0.859999999999999,1,0,0.0,29.9541918024588,0.035675452,9.0,6.88,0.0116817290613245
1970-02-27,8.79,1.23,7.93,0,16.2231024275245,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.15301772721207,2,89.5,89.5,89.5,89.5,14.81788079,6.04,0.859999999999999,1,0,0.0,30.154699148532902,0.035439833999999996,8.5,6.85,-0.0012697055497279698
1970-03-02,8.79,1.23,7.93,0,16.2599342270045,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.15837688402453,1,89.71,89.71,89.71,89.71,14.85264901,6.04,0.859999999999999,1,0,0.0,30.223790049137,0.035360412,8.5,6.87,-0.0140587434120808
1970-03-03,8.79,1.23,7.93,0,16.3529446577105,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.17119524601421,0,90.23,90.23,90.23,90.23,14.93874172,6.04,0.859999999999999,0,0,0.0,30.3973070340422,0.035160147,7.75,6.92,-0.0171305178001672
1970-03-04,8.73,1.23,7.83,0,16.317274011454998,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.16693076543767,0,90.04,90.04,90.04,90.04,14.90728477,6.04,0.9,0,0,0.0,30.331627107558603,0.035237866,7.5,6.93,-0.0157015983197319
1970-03-05,8.73,1.23,7.83,0,16.308791072056803,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.16627562637079,0,90.0,90.0,90.0,90.0,14.90066225,6.04,0.9,0,0,0.0,30.316480631097804,0.035257055,8.25,6.88,-0.0193264460645857
1970-03-06,8.73,1.23,7.83,0,16.2060889553775,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.15310318114407,0,89.44,89.44,89.44,89.44,14.80794702,6.04,0.9,0,0,0.0,30.126182668950896,0.035480911000000004,8.0,6.85,-0.0184196159660736
1970-03-09,8.73,1.23,7.83,0,16.036366218777403,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.13102179107707,0,88.51,88.51,88.51,88.51,14.65397351,6.04,0.9,0,1,0.0,29.811284116655997,0.035856858,7.5,6.86,-0.0188386352615261
1970-03-10,8.73,1.23,7.83,0,16.0786363247388,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.13710687152309,0,88.75,88.75,88.75,88.75,14.69370861,6.04,0.9,0,0,0.0,29.890468730494298,0.035762576000000004,7.5,6.71,-0.0171828010219899
1970-03-11,8.62,1.23,7.79,0,16.066554802555,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.13596879971238,0,88.69,88.69,88.69,88.69,14.68377483,6.04,0.829999999999999,0,0,0.0,29.8686113785083,0.035789454,6.75,6.72,-0.0136461902357512
1970-03-12,8.62,1.23,7.79,0,16.0001339421563,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.12760550611604,0,88.33,88.33,88.33,88.33,14.62417219,6.04,0.829999999999999,0,0,0.0,29.7457288025944,0.035938014,7.75,6.75,-0.0109490894469361
1970-03-13,8.62,1.23,7.79,0,15.913800100931,343.066761659952,0.0,0.0598004233027876,0.0,0,1,2.1165914340812297,0,87.86,87.86,87.86,87.86,14.54635762,6.04,0.829999999999999,0,0,0.0,29.5858180105613,0.036132972,7.75,6.77,-0.00973960394461119
1970-03-16,8.62,1.23,7.79,0,15.740545884326599,342.05714788226004,0.0,0.0598004233027876,0.0,0,1,2.09401232572716,0,86.91,86.91,86.91,86.91,14.38907285,6.04,0.829999999999999,0,0,0.0,29.264298906284104,0.036530675,8.0,6.82,0.000327347419425908
1970-03-17,8.62,1.23,7.79,0,15.808181081554899,342.05714788226004,0.0,0.0598004233027876,0.0,0,1,2.10347496854753,0,87.29,87.29,87.29,87.29,14.45198675,6.04,0.829999999999999,0,0,0.0,29.3906270511021,0.036374374,8.0,6.81,0.007287092847910909
1970-03-18,8.59,1.23,7.8,0,15.8522658941974,342.05714788226004,0.0,0.0598004233027876,0.0,0,1,2.1098063130739497,0,87.54,87.54,87.54,87.54,14.49337748,6.04,0.79,0,0,0.0,29.473171934721602,0.036273214,7.75,6.75,0.0245722416514137
1970-03-19,8.59,1.23,7.8,0,15.7463268884357,342.05714788226004,0.0,0.06506359334706201,0.0,0,1,2.10722118804355,1,87.42,87.42,87.42,87.42,14.47350993,6.04,0.79,0,0,0.0042105360354195605,29.2767787895371,0.036325729,7.75,6.65,0.0276138644487936
1970-03-20,8.59,1.22,7.8,0,15.6815545068197,342.05714788226004,0.0,0.06506359334706201,0.0,0,1,2.09884963409993,2,87.06,87.06,87.06,87.06,15.77173913,5.52,0.79,0,0,0.00315790202656467,29.1547329093991,0.036478218,7.5,6.52,0.0285089081005319
1970-03-23,8.59,1.22,7.8,0,15.6690175375315,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.09746820216851,3,86.99,86.99,86.99,86.99,15.75905797,5.52,0.79,0,0,-0.00013249567913913,29.1298096059025,0.036509852999999995,7.5,6.15,0.0293104612059748
1970-03-24,8.59,1.22,7.8,0,15.847413084004,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.12164486715245,4,87.98,87.98,87.98,87.98,15.938405800000002,5.52,0.79,0,0,-0.0006256887637818009,29.4598261390722,0.036101279,7.13,6.08,0.0228841087292844
1970-03-25,8.65,1.22,7.88,0,16.169911002574,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.16511708518327,5,89.77,89.77,89.77,89.77,16.26268116,5.52,0.77,1,0,-0.00111888184842446,30.0576725796591,0.035383635,7.25,6.15,-0.000371899801980099
1970-03-26,8.65,1.22,7.88,0,16.1970038189462,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.16904112630072,4,89.92,89.92,89.92,89.92,16.28985507,5.52,0.77,1,0,-0.000559440924212229,30.106364851494398,0.035326816000000004,8.0,6.26,-0.00650167787358621
1970-03-30,8.65,1.22,7.88,0,16.1448406603592,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.16235208696619,3,89.63,89.63,89.63,89.63,16.23731884,5.52,0.77,1,0,0.0,30.007741669247604,0.035443331,8.0,6.32,-0.0103334084081349
1970-03-31,8.65,1.22,7.88,0,16.1449142218777,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.16265843923971,2,89.63,89.63,89.63,89.63,16.23731884,5.52,0.77,1,0,0.0,30.0062139754138,0.035445544,7.5,6.38,-0.0130142463727467
1970-04-01,8.65,1.22,7.88,0,16.2242446101779,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.17358147758091,1,90.07,90.07,90.07,90.07,16.31702899,5.52,0.77,1,0,0.0,30.151981187105196,0.035274593,8.0,6.34,-0.0182205380551857
1970-04-02,8.66,1.22,7.92,0,16.1738819869698,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.16713092143309,0,89.79,89.79,89.79,89.79,16.26630435,5.52,0.74,0,0,0.0,30.056717071903897,0.035386802,8.0,6.35,-0.0146306976989706
1970-04-03,8.66,1.22,7.92,0,16.1019031362069,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.15778318462206,0,89.39,89.39,89.39,89.39,16.19384058,5.52,0.74,0,0,0.0,29.921294983158198,0.03554737,7.75,6.36,-0.0134310699921618
1970-04-06,8.66,1.22,7.92,0,15.988493272514301,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.14288215438587,0,88.76,88.76,88.76,88.76,16.07971014,5.52,0.74,0,1,0.0,29.708902909558,0.035801913,7.5,6.39,-0.0131723755766962
1970-04-07,8.66,1.22,7.92,0,15.9453340185004,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.13739454150947,0,88.52,88.52,88.52,88.52,16.03623188,5.52,0.74,0,0,0.0,29.6270625503058,0.035901222999999996,7.5,6.44,-0.0190657114927026
1970-04-08,8.65,1.22,7.85,0,15.9400023236932,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.13697678076757,0,88.49,88.49,88.49,88.49,16.030797099999997,5.52,0.800000000000001,0,0,0.0,29.6155122050806,0.035915636,7.5,6.43,-0.0205771143220968
1970-04-09,8.65,1.22,7.85,0,15.947279916084002,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.13824941423089,0,88.53,88.53,88.53,88.53,16.03804348,5.52,0.800000000000001,0,0,0.0,29.6273888232014,0.03590165,7.63,6.38,-0.0308814189764039
1970-04-10,8.65,1.22,7.85,0,15.895112964481301,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.13155083854461,0,88.24,88.24,88.24,88.24,15.98550725,5.52,0.800000000000001,0,0,0.0,29.5288322370455,0.036021439,8.0,6.36,-0.0300480129028751
1970-04-13,8.65,1.22,7.85,0,15.7871033785268,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.11736285376672,0,87.64,87.64,87.64,87.64,15.87681159,5.52,0.800000000000001,0,0,0.0,29.326551838606,0.03626986,8.25,6.34,-0.0213588285420589
1970-04-14,8.65,1.22,7.85,0,15.6520722632564,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.09954885292211,0,86.89,86.89,86.89,86.89,15.74094203,5.52,0.800000000000001,0,0,0.0,29.0741007922161,0.036584754,8.25,6.32,-0.0180206406564868
1970-04-15,8.63,1.22,7.8,0,15.6233209661311,342.05714788226004,0.0,0.0622663887260009,0.0,0,1,2.09598860253621,0,86.73,86.73,86.73,86.73,15.71195652,5.52,0.8300000000000011,0,0,0.0,29.01908416953,0.036654075,8.0,6.38,-0.029262583476706003
1970-04-16,8.63,1.22,7.8,0,15.389553159858101,343.672529926568,0.0,0.0675020027799458,0.0,0,1,2.07575272371456,0,85.88,85.88,85.88,85.88,15.55797101,5.52,0.8300000000000011,0,0,0.004188491243155929,28.5833011316892,0.037018709,8.5,6.4,-0.0341133011031022
1970-04-17,8.63,1.22,7.8,0,15.351922409143901,343.672529926568,0.0,0.0591570308477651,0.0,0,1,2.07098290846126,0,85.67,85.67,85.67,85.67,15.35304659,5.58,0.8300000000000011,0,0,-0.0035346091133775796,28.5120803404167,0.037111304,8.25,6.4,-0.0349165999981953
1970-04-20,8.63,1.22,7.8,0,15.3805950456667,343.672529926568,0.0,0.0591570308477651,0.0,0,1,2.07515675454713,0,85.83,85.83,85.83,85.83,15.38172043,5.58,0.8300000000000011,0,0,-0.00291273753773043,28.5640010731636,0.037043972,7.75,6.48,-0.0527262885804688
1970-04-21,8.63,1.22,7.8,0,15.299956680201198,343.672529926568,0.0,0.0591570308477651,0.0,0,1,2.06458292543779,1,85.38,85.38,85.38,85.38,15.30107527,5.58,0.8300000000000011,0,0,-0.0022908659620832802,28.4129198615194,0.037241074,8.0,6.54,-0.0621718103780887
1970-04-22,8.67,1.22,7.82,0,15.101047374628902,343.672529926568,0.0,0.0591570308477651,0.0,0,1,2.03804799818284,2,84.27,84.27,84.27,84.27,15.10215054,5.58,0.85,0,0,-0.00166899438643613,28.0422267284128,0.037733495,8.5,6.74,-0.0300759445845161
1970-04-23,8.67,1.22,7.82,0,14.8806342383904,343.672529926568,0.0,0.0591570308477651,0.0,0,1,2.00860691635072,3,83.04,83.04,83.04,83.04,14.88172043,5.58,0.85,0,0,0.0,27.6316378481461,0.03829432,8.5,6.58,-0.0189214339290057
1970-04-24,8.67,1.27,7.82,0,14.8322515393738,343.672529926568,0.0,0.0591570308477651,0.0,0,1,2.00238223593815,4,82.77,82.77,82.77,82.77,14.83333333,5.58,0.85,0,0,0.0,27.540513081810698,0.038421156,8.5,6.6,-0.0166460094976376
1970-04-27,8.67,1.27,7.82,0,14.597502487502698,343.672529926568,0.0,0.0591570308477651,0.0,0,1,1.9709967935176202,5,81.46,81.46,81.46,81.46,14.59856631,5.58,0.85,1,0,0.0,27.1033679028109,0.039040975,8.38,6.65,-0.0311120210039453
1970-04-28,8.67,1.27,7.82,0,14.3842572180356,343.672529926568,0.0,0.0591570308477651,0.0,0,1,1.94250997988381,4,80.27,80.27,80.27,80.27,14.38530466,5.58,0.85,1,0,0.0,26.7061878239747,0.039621733,8.25,6.96,-0.021477381414743
1970-04-29,8.74,1.27,7.83,0,14.6602236396593,343.672529926568,0.0,0.0591570308477651,0.0,0,1,1.98008385589132,3,81.81,81.81,81.81,81.81,14.66129032,5.58,0.91,1,0,0.0,27.2172855090659,0.03887783,8.38,6.91,-0.0294823719723534
1970-04-30,8.74,1.27,7.83,0,14.6082569449305,343.672529926568,0.0,0.0591570308477651,0.0,0,1,1.9733712431795,2,81.52,81.52,81.52,81.52,14.609319000000001,5.58,0.91,1,0,0.0,27.119542979831902,0.039018081,8.5,6.93,-0.0214154122877878
1970-05-01,8.74,1.27,7.83,0,14.5939219183623,343.672529926568,0.0,0.0591570308477651,0.0,0,0,1.97174013876152,1,81.44,81.44,81.44,81.44,14.59498208,5.58,0.91,1,0,0.0,27.091667883074603,0.039057871,8.63,6.84,-0.0253344819940111
1970-05-04,8.74,1.27,7.83,0,14.1566785185155,343.672529926568,0.0,0.0591570308477651,0.0,0,0,1.91297092756038,0,79.0,79.0,79.0,79.0,14.15770609,5.58,0.91,0,1,0.0,26.278759181285402,0.040265722999999996,8.5,6.91,-0.005551619150932379
1970-05-05,8.74,1.27,7.83,0,14.0849999514497,343.672529926568,0.0,0.0591570308477651,0.0,0,0,1.9035905670149897,0,78.6,78.6,78.6,78.6,14.08602151,5.58,0.91,0,0,0.0,26.144485453754395,0.040472152000000004,8.63,7.09,-0.0100773332835402
1970-05-06,8.82,1.27,7.92,0,14.2409034488971,343.672529926568,0.0,0.0591570308477651,0.0,0,0,1.9249664615283897,0,79.47,79.47,79.47,79.47,14.24193548,5.58,0.9,0,0,0.0,26.432641054454397,0.04003058,7.75,6.91,-0.0381865191428579
1970-05-07,8.82,1.27,7.92,0,14.305415732107301,343.672529926568,0.0,0.0591570308477651,0.0,0,0,1.93399224669148,0,79.83,79.83,79.83,79.83,14.30645161,5.58,0.9,0,0,0.0,26.5511459831135,0.03985155,8.25,6.64,-0.0570552957734308
1970-05-08,8.82,1.27,7.92,0,14.235529144258301,343.672529926568,0.0,0.0591570308477651,0.0,0,0,1.9248496704103601,0,79.44,79.44,79.44,79.44,14.23655914,5.58,0.9,0,0,0.0,26.420204568331105,0.040048693999999996,8.13,6.56,-0.0329933820915239
1970-05-11,8.82,1.27,7.92,0,14.0850032162656,343.672529926568,0.0,0.0591570308477651,0.0,0,0,1.90480203720018,0,78.6,78.6,78.6,78.6,14.08602151,5.58,0.9,0,0,0.0,26.1396211597931,0.04047821,8.0,6.74,-0.0215893737561251
1970-05-12,8.82,1.27,7.92,0,13.950605137414,343.672529926568,0.0,0.0591570308477651,0.0,0,0,1.8869322576796397,0,77.85,77.85,77.85,77.85,13.9516129,5.58,0.9,0,0,0.0,25.888993462320197,0.040869703,7.88,6.92,-0.0316843512944528
1970-05-13,8.9,1.27,7.99,0,13.714063877473302,343.672529926568,0.0,0.0591570308477651,0.0,0,0,1.85524389189372,0,76.53,76.53,76.53,76.53,13.71505376,5.58,0.91,0,0,0.0,25.448844700844198,0.041576185,7.25,6.82,-0.0406217607345294
1970-05-14,8.9,1.27,7.99,0,13.518738254983301,344.076375437645,0.0,0.0591570308477651,0.0,0,0,1.8291259723720499,0,75.44,75.44,75.44,75.44,13.51971326,5.58,0.91,0,0,0.0,25.0852163187379,0.042178479000000005,8.25,6.76,-0.0449298028664303
1970-05-15,8.9,1.27,7.99,0,13.7088395617292,344.076375437645,0.0,0.0588405000229337,0.0,0,0,1.8648312438938799,0,76.9,76.9,76.9,76.9,13.78136201,5.58,0.91,0,0,-0.00025322465986512405,25.4367885910924,0.04137924,8.13,6.76,-0.0628306158586659
1970-05-18,8.9,1.27,7.99,0,13.7195934233361,344.076375437645,0.0,0.0588405000229337,0.0,0,0,1.8665922610906203,0,76.96,76.96,76.96,76.96,13.792114699999999,5.58,0.91,0,0,-0.000189918494898841,25.455564185226603,0.041348526000000003,8.0,6.68,-0.0916605905016965
1970-05-19,8.9,1.27,7.99,0,13.452246292714902,344.076375437645,0.0,0.0588405000229337,0.0,0,0,1.83051723920318,0,75.46,75.46,75.46,75.46,13.52329749,5.58,0.91,0,0,-0.00012661232993256598,24.9583687961787,0.042172033,7.5,6.72,-0.08571601846086299
1970-05-20,8.95,1.27,8.09,0,13.1064577849062,344.076375437645,0.0,0.0588405000229337,0.0,0,0,1.78376261348817,1,73.52,73.52,73.52,73.52,13.17562724,5.58,0.859999999999999,0,0,-6.33061649662828e-05,24.3156915663487,0.043286462000000005,6.75,6.67,-0.0106624850538024
1970-05-21,8.95,1.27,8.09,0,12.8640637354092,344.076375437645,0.0,0.0588405000229337,0.0,0,0,1.75107208218148,2,72.16,72.16,72.16,72.16,12.93189964,5.58,0.859999999999999,0,0,0.0,23.864887115073298,0.044103932,8.0,6.71,0.0329696775132168
1970-05-22,8.95,1.32,8.09,0,12.880217320822801,344.076375437645,0.0,0.0588405000229337,0.0,0,0,1.75356229044238,3,72.25,72.25,72.25,72.25,13.01801802,5.55,0.859999999999999,0,0,0.0,23.8936471182193,0.04405064,7.88,6.86,0.057375032508469
1970-05-25,8.95,1.32,8.09,0,12.5237775678124,344.076375437645,0.0,0.0588405000229337,0.0,0,0,1.70532704702507,4,70.25,70.25,70.25,70.25,12.65765766,5.55,0.859999999999999,0,1,0.0,23.231254270529497,0.04530644599999999,7.88,7.01,0.10214257653445098
1970-05-26,8.95,1.32,8.09,0,12.352738654555099,344.076375437645,0.0,0.0588405000229337,0.0,0,0,1.68232926354058,5,69.29,69.29,69.29,69.29,12.48468468,5.55,0.859999999999999,1,0,0.0,22.9128244912759,0.045935875999999994,7.25,7.08,0.11588920838979101
1970-05-27,9.02,1.32,8.16,0,12.973248551663401,344.076375437645,0.0,0.0588405000229337,0.0,0,0,1.7671284433848797,4,72.77,72.77,72.77,72.77,13.11171171,5.55,0.859999999999999,1,0,0.0,24.0625794734624,0.043740771,6.75,7.04,0.0755763274186908
1970-05-28,9.02,1.32,8.16,0,13.3013913951014,344.076375437645,0.0,0.0588405000229337,0.0,0,0,1.81211697971213,3,74.61,74.61,74.61,74.61,13.44324324,5.55,0.859999999999999,1,0,0.0,24.6699680571841,0.04266365,7.75,6.95,0.0357173807625558
1970-05-29,9.02,1.32,8.16,0,13.6473677350257,344.076375437645,0.0,0.0588405000229337,0.0,0,0,1.85954094690224,2,76.55,76.55,76.55,76.55,13.79279279,5.55,0.859999999999999,1,0,0.0,25.3103699960123,0.041582948,7.88,6.93,-0.00545725738284922
1970-06-01,9.02,1.32,8.16,0,13.8774665577754,344.076375437645,0.0,0.0588405000229337,0.0,0,0,1.8911830065149502,1,77.84,77.84,77.84,77.84,14.02522523,5.55,0.859999999999999,1,0,0.0,25.735812781774897,0.040894326,7.75,6.85,-0.0244112608681113
1970-06-02,9.02,1.32,8.16,0,13.877583520360501,344.076375437645,0.0,0.0588405000229337,0.0,0,0,1.8914886328229499,0,77.84,77.84,77.84,77.84,14.02522523,5.55,0.859999999999999,0,0,0.0,25.7347327085685,0.040894836000000004,8.0,6.82,-0.0211371805219611
