,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB
1990-04-26,10.42,3.75,9.61,0,16.1604554687298,601.673850850405,0.016293003,0.0510477650660235,0.0,0,1,18.6878989041872,4,332.92,330.67,333.76,332.06,14.55706165,22.87,0.81,1,0,0.0,24.5223920393728,0.033957527,8.21,7.82,0.007154099473054609,5.2,1321.0,0.969999999999999,9.062000000000001,93.17,-0.024738186000000002,52.5,44.6,49.1,34380.0,8.23669241,52200.0,1379.0,4.96,0.0345842888805379,20.25,1.9532
1990-04-27,10.49,3.75,9.61,0,15.9741045532934,601.673850850405,0.016293003,0.0510477650660235,0.0,0,1,18.4766839939082,3,329.11,328.71,333.57,332.93,14.39046786,22.87,0.880000000000001,1,0,0.0,24.237337511897696,0.034352132,8.18,7.79,0.0270322386756095,5.2,1321.0,0.997999999999999,9.042,93.08,-0.024738186000000002,52.5,44.6,49.1,49980.0,7.726105836,33300.0,1373.0,4.96,0.0425854660462329,22.19,1.9311
1990-04-30,10.51,3.75,9.63,0,16.054719131339,601.673850850405,0.016293003,0.0510477650660235,0.0,0,1,18.5742162296198,2,330.8,327.76,331.31,329.06,14.464363800000001,22.87,0.879999999999999,1,0,0.0,24.357339461656103,0.034146403,8.23,7.79,0.028211570966814998,5.2,1321.0,0.99,9.022,93.08,-0.024738186000000002,52.5,44.6,49.1,41400.0,6.103848202000001,53160.0,1361.0,4.96,0.0313932030572593,19.52,1.9340000000000002
1990-05-01,10.54,3.75,9.64,0,16.1236737562726,601.673850850405,0.016519703,0.0510477650660235,0.0,0,0,18.6582865809922,1,332.25,330.8,332.83,330.8,14.52776563,22.87,0.8999999999999989,1,0,0.0,24.4594655702741,0.034048819,8.11,7.92,0.0281713371402633,5.2,1321.0,0.870000000000001,9.06,93.14,-0.024738186000000002,52.5,44.6,49.1,30660.0,5.640738145,49920.0,1355.0,4.96,0.027406364266516003,18.43,1.9422
1990-05-02,10.55,3.75,9.64,0,16.2304664827918,601.673850850405,0.016519703,0.0510477650660235,0.0,0,0,18.786171611252502,0,334.48,332.15,334.48,332.27,14.62527328,22.87,0.91,0,0,0.0,24.618974960307998,0.033696423999999996,7.73,7.9,0.0239622660951921,5.2,1321.0,0.895,9.062000000000001,93.21,-0.024738186000000002,52.5,44.6,49.1,30780.0,4.704094637,53880.0,1352.0,4.96,0.0312907092298348,19.32,1.9657
1990-05-03,10.56,3.75,9.62,0,16.2819285456329,601.673850850405,0.016519703,0.0510477650660235,0.0,0,0,18.850046284387698,0,335.57,334.47,337.02,334.51,14.67293397,22.87,0.9400000000000011,0,0,0.0,24.6946241307512,0.033351372000000004,8.19,7.88,0.0235011629527491,5.2,1321.0,0.887,9.01,93.16,-0.024738186000000002,52.5,44.6,49.1,30660.0,4.088262164,42180.0,1345.0,4.96,0.0258179426826766,17.81,1.9787
1990-05-04,10.55,3.75,9.56,0,16.4173153289168,601.673850850405,0.016519703,0.0510477650660235,0.0,0,0,19.0111252162486,0,338.39,335.17,338.46,335.58,14.79623962,22.87,0.99,0,0,0.0,24.897358130910398,0.033294837,8.21,7.76,0.0386371376568213,5.4,1321.0,0.8220000000000011,8.835,92.43,-0.024738186000000002,52.5,44.6,49.1,34500.0,6.480529975,53760.0,1340.0,4.96,0.0238457731190498,17.28,1.9956
1990-05-07,10.51,3.75,9.58,0,16.519691563282798,601.673850850405,0.016519703,0.0510477650660235,0.0,0,0,19.134023620131302,0,340.53,338.11,341.07,338.39,14.88981198,22.87,0.93,0,0,0.0,25.0500035717272,0.032966699,8.23,7.82,0.0401079932871811,5.4,1321.0,0.8039999999999979,8.857000000000001,92.04,-0.024738186000000002,53.7,50.9,50.0,31260.0,5.150573986,49740.0,1340.0,4.96,0.0252531310041327,17.65,2.008
1990-05-08,10.52,3.75,9.55,0,16.5900360969345,601.673850850405,0.016519703,0.0510477650660235,0.0,0,0,19.2198544598468,0,342.01,340.17,342.03,340.53,14.95452558,22.87,0.969999999999999,0,0,0.0,25.154104896493003,0.032649688999999996,8.2,7.79,0.0344354612148734,5.4,1321.0,0.792,8.845,92.01,-0.024738186000000002,53.7,50.9,50.0,46500.0,5.246502414,53940.0,1330.0,4.96,0.0283946760146299,18.49,2.0168
1990-05-09,10.51,3.75,9.57,0,16.6298124537903,601.673850850405,0.016519703,0.0510477650660235,0.0,0,0,19.2702932911425,0,342.86,340.9,343.08,342.01,14.99169217,22.87,0.94,0,0,0.0,25.2117482597215,0.032716472999999996,8.18,7.75,0.0311548507473148,5.4,1321.0,0.88,8.879,91.16,-0.024738186000000002,53.7,50.9,50.0,51780.0,7.686127542,44580.0,1321.0,4.96,0.0287270387041814,18.64,2.0215
1990-05-10,10.49,3.75,9.55,0,16.6749179055193,601.673850850405,0.016519703,0.0510477650660235,0.0,0,0,19.326921614611102,0,343.82,342.77,344.98,342.87,15.03366856,22.87,0.94,0,0,0.0,25.277386167931,0.032724216,8.23,7.71,0.0296798996292922,5.4,1321.0,0.852,8.817,91.03,-0.024738186000000002,53.7,50.9,50.0,31860.0,7.189008754,52440.0,1317.0,4.96,0.02835820137875,18.59,2.0272
1990-05-11,10.5,3.75,9.43,0,17.0709434055137,601.673850850405,0.016519703,0.0510477650660235,0.0,0,0,19.7894241336882,0,352.0,343.82,352.31,343.82,16.24365482,21.67,1.07,0,0,0.0,25.8734022490114,0.032149545,8.24,7.62,0.0066467804385528795,5.4,1321.0,0.7799999999999989,8.645,91.06,-0.024738186000000002,53.7,50.9,50.0,30660.0,9.179543395,52980.0,1313.0,4.96,0.0324859126531726,19.81,2.0759
1990-05-14,10.41,3.75,9.39,0,17.2036092076571,601.673850850405,0.016519703,0.0510477650660235,0.0,0,0,19.9467150708184,0,354.75,351.95,358.41,352.0,16.37055838,21.67,1.02,0,1,0.0,26.070000812420698,0.032012599999999995,8.27,7.63,0.00829233135098593,5.4,1321.0,0.7230000000000011,8.607999999999999,91.11,-0.024738186000000002,53.7,50.9,50.0,30720.0,12.07286746,43680.0,1305.0,4.96,0.0332134013265137,20.14,2.0948
1990-05-15,10.37,3.75,9.39,0,17.1801171495465,601.120841796315,0.016519703,0.0437097786131107,0.0,0,0,19.9229745675958,0,354.28,352.84,355.09,354.75,16.3488694,21.67,0.979999999999999,0,0,-0.00587038916233027,26.030205228397197,0.031583973,8.34,7.65,0.0108219259403672,5.4,1321.0,0.738,8.642999999999999,91.15,-0.024738186000000002,53.7,50.9,50.0,31260.0,7.139083452,43140.0,1305.0,4.96,0.0307047281429366,19.49,2.0912
1990-05-16,10.37,3.75,9.38,0,17.165840867117698,601.120841796315,0.016519703,0.0437097786131107,0.0,0,0,19.909915520311,0,354.0,351.95,354.68,354.27,16.33594832,21.67,0.9899999999999979,0,0,-0.0044027918717477,26.0042921546934,0.031797458,7.53,7.67,0.0140128072666477,5.4,1245.0,0.759,8.673,91.24,-0.024738186000000002,53.7,50.9,50.0,37740.0,6.754138857,51780.0,1305.0,4.96,0.0242050855378651,17.71,2.0893
1990-05-17,10.37,3.75,9.39,0,17.147963733994697,601.120841796315,0.016519703,0.0460398767547341,0.0,0,0,19.939036738573503,0,354.47,354.0,356.92,354.0,16.35763729,21.67,0.979999999999999,0,0,-0.00107111606786638,25.9729553227396,0.031718593999999996,8.2,7.67,0.0102387228401881,5.4,1245.0,0.7639999999999989,8.687000000000001,91.25,-0.024738186000000002,53.7,50.9,50.0,30660.0,7.189756042999999,32820.0,1309.0,4.96,0.0226806160497941,17.27,2.0935
1990-05-18,10.34,3.75,9.41,0,17.155524611611,601.120841796315,0.016519703,0.0460398767547341,0.0,0,0,19.951291252441003,0,354.64,352.52,354.64,354.47,16.36548223,21.67,0.93,0,0,-6.953840560850601e-05,25.980164035310302,0.03167976,8.22,7.75,-0.0009788254456929212,5.4,1245.0,0.7509999999999999,8.743,91.38,-0.024738186000000002,53.7,50.9,50.0,35520.0,5.353871773,30660.0,1311.0,4.96,0.0226342482201637,17.2,2.094
1990-05-21,10.37,3.75,9.41,0,17.3173940584902,601.120841796315,0.016519703,0.0460398767547341,0.0,0,0,20.1430100455905,1,358.0,353.78,359.07,354.64,16.5205353,21.67,0.959999999999999,0,0,0.0009320392566493779,26.220944691216804,0.031363268,8.24,7.75,0.00657169392972548,5.4,1245.0,0.728999999999999,8.729,91.94,-0.024738186000000002,53.7,50.9,50.0,31860.0,8.406137401,43680.0,1315.0,5.0,0.0209772831071734,16.72,2.1135
1990-05-22,10.38,3.75,9.37,0,17.3375252677567,601.120841796315,0.016519703,0.0460398767547341,0.0,0,0,20.1698968675445,2,358.43,356.51,360.5,358.07,16.5403784,21.67,1.01,0,0,0.00046601962832468896,26.2467637256502,0.031867812,8.22,7.73,0.00595799772763461,5.4,1245.0,0.672,8.651,91.97,-0.024738186000000002,53.7,50.9,50.0,39660.0,9.092146827,31800.0,1316.0,5.0,0.024543058501683,17.84,2.1212
1990-05-23,10.35,3.75,9.36,0,17.3784540767257,601.120841796315,0.016519703,0.0460398767547341,0.0,0,0,20.2209846250248,3,359.29,356.99,359.29,358.43,16.58006461,21.67,0.99,0,0,0.0,26.304080154303797,0.031710095,8.24,7.65,0.00458888382359235,5.4,1245.0,0.7070000000000001,8.59,92.07,-0.024738186000000002,53.7,50.9,50.0,39240.0,6.5713553629999994,54000.0,1317.0,5.0,0.0222233856476459,17.18,2.1265
1990-05-24,10.34,3.75,9.4,0,17.335221661940597,601.120841796315,0.016519703,0.0460398767547341,0.0,0,0,20.174151287894798,4,358.41,357.87,359.56,359.29,16.53945547,21.67,0.94,0,0,0.0,26.234088702462202,0.031696856,8.29,7.69,0.0123698524854797,5.4,1245.0,0.6930000000000011,8.637,92.41,-0.024738186000000002,53.7,50.9,50.0,36240.0,5.1124324539999995,31140.0,1317.0,5.0,0.02420599843934,17.7,2.1208
1990-05-25,10.32,3.98,9.41,0,17.149315909632403,601.120841796315,0.016519703,0.0460398767547341,0.0,0,0,19.9612690581991,5,354.58,354.33,358.41,358.41,16.36271343,21.67,0.91,1,0,0.0,25.948251579790398,0.032214112,8.27,7.75,0.034711598127497,5.4,1245.0,0.7330000000000011,8.691,92.17,-0.024738186000000002,53.7,50.9,50.0,53820.0,6.0922901970000005,30660.0,1313.0,5.0,0.0230000477924001,17.32,2.0984
1990-05-29,10.31,3.98,9.41,0,17.4422215896156,601.120841796315,0.016519703,0.0460398767547341,0.0,0,0,20.305683776173698,4,360.65,354.55,360.65,354.56,16.64282418,21.67,0.9,1,0,0.0,26.386697272679896,0.031705781,8.26,7.75,0.0156603007856064,5.4,1245.0,0.638000000000001,8.637,91.98,0.003468696,53.7,50.9,50.0,30720.0,6.751859292000001,54000.0,1304.0,5.0,0.0282678741680242,18.75,2.1344
1990-05-30,10.32,3.98,9.41,0,17.4517072810215,601.120841796315,0.016519703,0.0460398767547341,0.0,0,0,20.320208608170102,3,360.86,360.0,362.26,360.65,16.652515,21.67,0.91,1,0,0.0,26.396288094038898,0.031711882999999996,7.69,7.76,0.0104810664219194,5.4,1245.0,0.602,8.611,92.33,0.003468696,53.7,50.9,50.0,51840.0,5.852895642000001,47340.0,1303.0,5.0,0.0235332001210039,17.44,2.1374
1990-05-31,10.32,3.98,9.37,0,17.468930312677198,601.120841796315,0.016519703,0.0460398767547341,0.0,0,0,20.3437450635349,2,361.23,360.23,361.84,360.86,16.66958929,21.67,0.9500000000000011,1,0,0.0,26.417513194674303,0.031783047,8.23,7.75,0.00448451214505394,5.4,1245.0,0.581,8.599,92.93,0.003468696,53.7,50.9,50.0,30780.0,4.985639719,48960.0,1299.0,5.0,0.0234370449227496,17.37,2.1104
