,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB,IC,LOAN,BER,NYSEADV,PUC,PCR,sentiment2,sentiment3,sentiment1,Hulbert.sentiment
2000-09-25,8.39999962,4.8,7.66,0,38.2448917071684,883.989931695407,0.010027845,0.031786077998726,0.922643303,0,0,101.77700207726,4,1439.03,1435.93,1457.42,1448.72,28.64881545,50.23,0.739999619999999,0,0,0.0,54.780954581086206,0.011404946000000001,6.54,5.98,-0.003964729628840521,4.1,1531.0,-0.298,5.837000000000001,113.89,0.028161101,50.0,58.1,49.9,52980.0,11.23937824,36600.0,1740.0,2.16,0.0300227527536983,21.41,4.6573,34.3462,33.9,1.8485,1267.0,88.3,0.49,0.011737000000000001,-0.008487,-0.052302999999999995,0.47
2000-09-26,8.36999989,4.8,7.63,0,37.9205919141096,883.989931695407,0.010027845,0.031786077998726,0.908982935,0,0,100.47609372840999,5,1427.21,1425.25,1448.04,1439.03,28.41349791,50.23,0.739999890000001,1,0,0.0,54.324140491136504,0.011279216000000002,6.5,5.98,-0.00048795865618056104,4.1,1531.0,-0.371,5.8020000000000005,113.13,0.028161101,50.0,58.1,49.9,51600.0,14.94546235,32760.0,1739.0,2.16,0.0313698687535598,21.88,4.6188,34.3536,33.9,1.8147,1250.0,48.99,0.54,0.010823000000000001,-0.008867,-0.051028,0.45
2000-09-27,8.32999992,4.8,7.67,0,37.8934359805986,883.989931695407,0.010027845,0.031786077998726,0.959183535,0,0,101.00526358323,4,1426.57,1419.44,1437.22,1427.21,28.395103499999998,50.24,0.659999920000001,1,0,0.0,54.292769430645706,0.011360971000000001,6.5,6.01,0.00255579238962621,4.1,1531.0,-0.37200000000000005,5.821000000000001,113.11,0.011218791,50.0,58.1,49.9,52800.0,18.03375003,41940.0,1738.0,2.16,0.0294940386187286,21.67,4.6185,34.1245,33.9,1.8477,1502.0,26.02,0.63,0.012401,-0.009221,-0.041871,0.53
2000-09-28,8.36999989,4.8,7.64,0,38.725639101590794,883.989931695407,0.010027845,0.031786077998726,1.0668450809999999,0,0,102.30617193209,3,1458.29,1425.78,1461.69,1426.57,29.02647293,50.24,0.7299998900000011,1,0,0.0,55.49226532464189,0.011120257,6.59,6.05,-0.00676822138331893,4.1,1531.0,-0.42200000000000004,5.812,113.31,0.011218791,50.0,58.1,49.9,30660.0,14.51465186,52260.0,1737.0,2.16,0.0199585490162869,19.47,4.7218,34.5868,33.9,1.8354,1882.0,16.09,0.44,0.011512999999999999,-0.006274,-0.025855,0.57
2000-09-29,8.31999969,4.8,7.64,0,38.1369599612233,883.989931695407,0.010027845,0.031786077998726,1.074897558,0,0,101.33602719825001,2,1436.51,1436.29,1458.29,1458.29,28.51915823,50.37,0.67999969,1,0,0.0,54.6560298775611,0.01137942,6.6,6.03,-0.0191520709750743,4.1,1531.0,-0.408,5.8020000000000005,113.25,0.011218791,50.0,58.1,49.9,54000.0,15.06867377,30660.0,1739.0,2.16,0.0233597467337035,20.57,4.646,32.2792,33.9,1.8311,1432.0,99.0,0.54,0.012159,-0.015961000000000003,-0.079601,0.65
2000-10-02,8.34000015,4.8,7.69,0,38.117631552070605,883.989931695407,0.010027845,0.031786077998726,1.0778360679999999,0,0,101.49033595015,1,1436.23,1429.83,1445.6,1436.52,27.42990833,52.36,0.650000149999999,1,1,0.0,54.6380176521243,0.01135282,6.68,6.01,-0.0282354114622856,4.1,1531.0,-0.38599999999999896,5.8229999999999995,113.79,0.011218791,50.0,58.1,49.9,50940.0,15.02747515,38460.0,1735.0,2.16,0.0254455108157287,21.23,4.5649,32.3068,33.9,1.8482,1265.0,64.07,0.68,0.011179000000000001,-0.006546,-0.027056,0.59
2000-10-03,8.40999985,4.8,7.7,0,37.846570143324705,883.989931695407,0.010027845,0.031786077998726,1.104545762,0,0,100.54227241602,0,1426.46,1425.28,1454.82,1436.23,27.26414373,52.32,0.70999985,0,0,0.0,54.2592272094351,0.011419703,6.46,6.05,-0.0355062624436717,4.1,1531.0,-0.386,5.867000000000001,114.22,0.011218791,50.0,58.1,49.9,54000.0,14.28004242,47580.0,1729.0,2.16,0.0277938607163765,21.85,4.5281,32.3109,33.9,1.8867,1330.0,199.46,0.69,0.011689,-0.009921,-0.040753,0.51
2000-10-04,8.40999985,4.8,7.71,0,38.043305230705,883.989931695407,0.010027845,0.031786077998726,1.0797767809999999,0,0,101.38012468615,0,1434.32,1416.31,1439.99,1426.46,27.41961384,52.31,0.69999985,0,0,0.0,54.550949299387895,0.0113479,6.51,6.04,-0.0522399981840765,4.1,1531.0,-0.366,5.886,114.17,0.013647493,50.0,58.1,49.9,32940.0,20.05088394,51900.0,1726.0,2.16,0.0244676641245132,21.54,4.5512,32.3885,33.9,1.9058,1259.0,97.13,0.64,0.010812,-0.007033,-0.039508,0.51
2000-10-05,8.40999985,4.8,7.67,0,38.083503294232,883.989931695407,0.010027845,0.031786077998726,0.989282034,1,0,101.73290458935999,0,1436.28,1431.8,1444.17,1434.32,27.46758462,52.29,0.73999985,0,0,0.0,54.6178185379854,0.011494075,6.54,6.05,-0.0809817534768884,4.1,1531.0,-0.409,5.852,114.74,0.013647493,50.0,58.1,49.9,30660.0,15.86617308,32940.0,1721.0,2.16,0.0215702309131214,21.03,4.5569999999999995,32.3437,33.9,1.8719999999999999,1259.0,28.34,0.7,0.011506,-0.01209,-0.049479,0.51
2000-10-06,8.39000034,4.8,7.63,0,37.3483509204476,883.989931695407,0.010027845,0.031786077998726,0.920619685,0,0,99.528030194275,0,1408.99,1397.06,1443.3,1436.28,26.94568751,52.29,0.76000034,0,0,0.0,53.5729771960563,0.011717628,6.43,6.05,-0.0262826954792615,3.9,1531.0,-0.435,5.812,114.85,0.013647493,50.0,58.1,49.9,51840.0,20.46486515,31620.0,1720.0,2.16,0.0271473670397483,22.71,4.4714,32.4179,33.9,1.8381,816.0,26.7,0.62,0.01115,-0.008055,-0.04662,0.43
2000-10-09,8.35000038,4.8,7.63,0,37.1523943740418,883.989931695407,0.010027845,0.031786077998726,0.919229672,0,0,98.778372899945,0,1402.03,1392.48,1409.69,1408.99,26.81771232,52.28,0.720000380000001,0,0,0.0,53.301420961415005,0.011775797,6.43,6.05,-0.0141900873235533,3.9,1531.0,-0.42200000000000004,5.8229999999999995,114.81,0.013647493,50.0,58.1,49.9,37980.0,15.48799942,48060.0,1719.0,2.16,0.0325438484569302,24.02,4.4510000000000005,32.5093,33.9,1.8487,1194.0,32.69,0.66,0.011356999999999999,-0.005918,-0.009134999999999999,0.18
2000-10-10,8.35000038,4.8,7.56,0,36.7433088300642,883.989931695407,0.010027845,0.031786077998726,0.89323427,0,0,97.14676584758001,0,1387.02,1383.85,1408.83,1402.03,26.52553069,52.29,0.7900003800000011,0,0,0.0,52.724085210789205,0.011946915,6.57,6.04,-0.0227271582797615,3.9,1531.0,-0.462,5.772,114.36,0.013647493,50.0,58.1,49.9,51240.0,21.35682789,32520.0,1719.0,2.16,0.0354341810535335,24.86,4.4024,32.5261,33.9,1.7981,1128.0,53.55,0.77,0.011109,-0.008999,-0.039132,0.077
2000-10-11,8.34000015,4.8,7.58,0,36.13799842366579,883.989931695407,0.010027845,0.031786077998726,0.852550459,0,0,96.330929865646,0,1364.59,1349.67,1387.02,1387.02,26.10656208,52.27,0.76000015,0,0,0.0,51.865281939443705,0.012123413999999999,6.46,6.04,-0.0180123221757131,3.9,1531.0,-0.45,5.774,114.49,0.013647493,50.0,58.1,49.9,37380.0,32.23796481,42180.0,1718.0,2.16,0.0403779127448565,26.57,4.3334,32.7008,33.9,1.8023,883.0,27.37,0.76,0.010689,-0.013088999999999998,-0.054030999999999996,-0.019
2000-10-12,8.38000011,4.8,7.56,1,35.205321734446,883.989931695407,0.010027845,0.031786077998726,0.789383587,0,0,93.927649230751,0,1329.78,1328.06,1374.93,1364.59,25.44546498,52.26,0.82000011,0,0,0.0,50.536700399002896,0.012461166999999999,6.47,6.0,0.0442682083501647,3.9,1531.0,-0.462000000000001,5.709,114.97,0.013647493,50.0,58.1,49.9,53520.0,33.81301759,30900.0,1718.0,2.16,0.0577631412331307,30.51,4.2257,32.8775,33.9,1.7814,758.0,24.14,0.74,0.011266,-0.008459,-0.039394,-0.023
2000-10-13,8.36999989,4.8,7.57,0,36.3693669689824,883.989931695407,0.010027845,0.031786077998726,0.912907907,0,0,97.05857087177601,0,1374.17,1326.81,1374.17,1329.78,26.29487179,52.26,0.79999989,0,0,0.0,52.2172743106633,0.012061084,6.46,6.0,0.0157302525859295,3.9,1531.0,-0.465,5.724,115.86,0.013647493,50.0,58.1,49.9,30720.0,20.38749312,53940.0,1721.0,2.16,0.0394688469472241,27.6,4.3664,33.521,33.9,1.8082,1613.0,88.52,0.64,0.010287000000000001,-0.006751999999999999,-0.024222999999999998,-0.177
2000-10-16,8.36999989,4.8,7.57,0,36.1817894095214,883.989931695407,0.010027845,0.0276082145658316,0.943723008,0,0,97.49954575079398,0,1374.62,1365.06,1379.48,1374.17,26.30851675,52.25,0.79999989,0,0,-0.00334229074631551,51.9574531292656,0.012050065,6.59,6.04,0.0156529862162999,3.9,1531.0,-0.508,5.732,116.34,0.013647493,50.0,58.1,49.9,39540.0,13.82979219,34020.0,1724.0,2.16,0.0345808334837594,26.79,4.3681,33.4044,33.9,1.8067,1379.0,69.39,0.59,0.009529000000000001,-0.008331,-0.030868,-0.13699999999999998
2000-10-17,8.36999989,4.8,7.53,0,35.5223193702823,885.682899144443,0.010027845,0.0276082145658316,0.899804629,0,0,95.074183916197,0,1349.97,1342.34,1380.99,1374.62,25.84663986,52.23,0.8399998900000011,0,0,-0.00250671805973663,51.0201170171748,0.012270095,6.45,6.09,0.0341501416326698,3.9,1531.0,-0.626,5.672999999999999,115.89,0.013647493,50.0,58.1,49.9,47520.0,16.61956922,30900.0,1727.0,2.16,0.0394311984426511,27.84,4.2985,33.5727,33.9,1.7781,810.0,60.14,0.81,0.01099,-0.010354,-0.045295999999999996,-0.13699999999999998
2000-10-18,8.31999969,4.8,7.53,0,35.305426651000296,885.682899144443,0.010027845,0.0333852381427544,0.9028074220000001,0,0,94.721404012983,0,1342.13,1305.79,1356.65,1349.97,25.68178339,52.26,0.7899996899999989,0,0,0.00295047348838047,50.7183478483979,0.012343566,6.53,6.12,0.0140815729699624,3.9,1530.0,-0.63,5.667000000000001,117.33,0.013647493,50.0,58.1,49.9,31740.0,35.46125071,49800.0,1732.0,2.16,0.0374931866698579,28.72,4.263999999999999,33.3957,33.9,1.7939,958.0,70.63,0.9,0.010191,-0.010478,-0.042536000000000004,-0.063
2000-10-19,8.34000015,4.8,7.52,0,36.521120044978105,885.682899144443,0.010027845,0.0333852381427544,1.073885814,0,0,98.29330053302601,0,1388.76,1342.13,1389.93,1342.13,26.58422665,52.24,0.82000015,0,0,0.0026306414595747897,52.4740781172245,0.011928036999999999,6.54,6.12,-0.0201851789354293,3.9,1530.0,-0.652,5.655,116.94,0.013647493,50.0,58.1,49.9,30660.0,16.43169154,52320.0,1736.0,2.16,0.0164770217419395,25.09,4.4162,34.2749,33.9,1.7934,1943.0,65.89,0.55,0.009334,-0.005879,0.001929,-0.1
2000-10-20,8.31999969,4.1,7.49,0,36.724974452003295,885.682899144443,0.010027845,0.0333852381427544,1.050571992,0,0,98.712194212341,1,1396.93,1382.19,1408.47,1388.76,26.73038653,52.26,0.829999689999999,0,0,0.00231080943076911,52.7762448892056,0.011850315,6.5,6.12,-0.00563828161954428,3.9,1530.0,-0.672000000000001,5.632000000000001,117.16,0.013647493,50.0,58.1,49.9,30780.0,14.51046316,45840.0,1740.0,2.16,0.0125477968467392,24.24,4.4403,34.004,33.9,1.7746,1568.0,50.73,0.44,0.010312,-0.003968,0.011044,0.048
2000-10-23,8.28999996,4.1,7.45,0,36.6837913958135,885.682899144443,0.010027845,0.0333852381427544,1.026192085,0,0,99.153169091359,2,1395.78,1387.75,1406.96,1396.93,26.723722,52.23,0.839999959999999,0,0,0.00115540471538456,52.7262874543455,0.011862528,6.53,6.15,-0.00116062064502481,3.9,1530.0,-0.75,5.584,117.54,0.013647493,50.0,58.1,49.9,50640.0,13.5376138,35280.0,1744.0,2.16,0.0151538068200151,24.69,4.4393,33.9228,33.9,1.7627,1280.0,37.47,0.42,0.010554000000000001,-0.008834,-0.024131,0.067
2000-10-24,8.27000046,4.1,7.44,0,36.734600989250104,885.682899144443,0.010027845,0.0333852381427544,1.134361653,0,0,98.49170677283199,3,1398.13,1388.13,1415.64,1395.78,26.7687153,52.23,0.83000046,0,0,0.0,52.8084914904016,0.011849941999999999,6.49,6.16,0.0226179821250006,3.9,1530.0,-0.736,5.615,117.42,0.013647493,50.0,58.1,49.9,49920.0,15.42661683,38460.0,1748.0,2.16,0.0126013477397553,24.28,4.4469,33.7475,33.9,1.778,1555.0,38.35,0.57,0.010046,-0.009066,-0.01316,0.159
2000-10-25,8.28999996,4.1,7.47,0,35.8508501680234,885.682899144443,0.010027845,0.0333852381427544,1.148030822,0,0,96.17662111374099,4,1364.9,1362.21,1398.13,1398.13,26.14250144,52.21,0.81999996,0,0,0.0,51.547596429545,0.012084211000000001,6.53,6.18,0.0430068266079046,3.9,1530.0,-0.687,5.684,118.58,0.013647493,50.0,58.1,49.9,53220.0,21.26929818,30660.0,1751.0,2.16,0.023395647872295,26.65,4.3414,34.1737,33.9,1.8330000000000002,968.0,121.78,0.52,0.009926,-0.009333,-0.031954,0.159
2000-10-26,8.31999969,4.1,7.44,0,35.8281310223723,885.682899144443,0.010027845,0.0333852381427544,1.063535912,0,0,96.441206041152,5,1364.44,1337.77,1372.72,1364.9,26.13869732,52.2,0.879999689999999,1,0,0.0,51.52480593921371,0.011928945,6.53,6.16,0.0418989338726599,3.9,1530.0,-0.669,5.69,118.4,0.013647493,50.0,58.1,49.9,48120.0,28.32178005,33300.0,1754.0,2.16,0.0320894590013194,28.62,4.341,33.9881,33.9,1.8493,1454.0,110.96,0.6,0.009451000000000001,-0.009935,-0.031004000000000004,0.085
2000-10-27,8.28999996,4.1,7.46,0,36.214883981253,885.682899144443,0.010027845,0.0333852381427544,1.083670819,0,0,98.271219333324,4,1379.58,1364.13,1384.57,1364.44,26.388293800000003,52.28,0.829999959999999,1,0,0.0,52.0907032589373,0.011851998,6.51,6.15,0.0236440131023747,3.9,1530.0,-0.622,5.712999999999999,117.39,0.017124555,50.0,58.1,49.9,36180.0,19.79247266,48180.0,1756.0,2.16,0.0184426177038971,26.47,4.3869,34.0803,33.9,1.8766,1761.0,87.77,0.52,0.009758,-0.0046,0.007705,0.122
2000-10-30,8.30000019,4.1,7.46,0,36.7047810882749,885.682899144443,0.010914848999999999,0.0333852381427544,1.173003548,0,0,99.153169091359,3,1398.66,1376.86,1406.36,1379.58,26.73279817,52.32,0.84000019,1,0,0.0,52.802782191287605,0.011763916999999999,6.59,6.18,0.0216845928610651,3.9,1530.0,-0.623,5.732,117.25,0.017124555,50.0,58.1,49.9,30660.0,16.89237161,51780.0,1758.0,2.16,0.0129657533532307,25.46,4.4461,34.0515,33.9,1.8897,1850.0,43.3,0.51,0.010177,-0.006411,-0.038751,-0.044000000000000004
2000-10-31,8.30000019,4.1,7.49,0,37.500278783829295,885.682899144443,0.010914848999999999,0.0333852381427544,1.220674467,0,0,100.86195733094999,2,1429.4,1398.66,1432.22,1398.66,27.30989683,52.34,0.81000019,1,0,0.0,53.9542285653765,0.01150708,6.59,6.15,0.0043779218307904,3.9,1530.0,-0.638,5.751,116.65,0.017124555,50.0,58.1,49.9,30660.0,11.81335135,52140.0,1759.0,2.16,0.003943171656354379,23.63,4.5413,34.385999999999996,33.9,1.9008,2029.0,43.8,0.59,0.011334,-0.005255,-0.023486,0.067
2000-11-01,8.32999992,4.1,7.49,0,37.2745654340039,885.682899144443,0.010914848999999999,0.0333852381427544,1.280030143,0,1,100.52019121631001,1,1421.22,1410.45,1429.6,1429.4,27.16399083,52.32,0.83999992,1,0,0.0,53.6367400787531,0.011516697,6.61,6.17,-0.0146535632048687,3.9,1530.0,-0.625,5.742000000000001,115.56,0.017124555,50.0,58.1,49.9,50640.0,16.94612469,37500.0,1759.0,2.16,0.00651353734005229,24.28,4.5137,34.4143,33.9,1.8964,1399.0,61.95,0.43,0.01006,-0.008851999999999999,-0.078468,0.141
2000-11-02,8.31000042,4.1,7.46,0,37.4496271231751,885.682899144443,0.010914848999999999,0.0333852381427544,1.3065865429999999,1,1,100.68556737934,0,1428.32,1421.13,1433.27,1421.22,27.29969419,52.32,0.85000042,0,0,0.0,53.895651539628,0.011526821999999999,6.54,6.17,-0.0200858564772795,3.9,1530.0,-0.648999999999999,5.7379999999999995,115.61,0.017124555,50.0,58.1,49.9,37680.0,12.8141981,32160.0,1761.0,2.16,0.00651828767074513,23.92,4.5345,34.0646,33.9,1.8883,1757.0,55.23,0.44,0.009519,-0.004255,-0.020493,0.141
2000-11-03,8.27999973,4.1,7.54,0,37.3957666822935,885.682899144443,0.010914848999999999,0.0333852381427544,1.23916734,0,1,100.74067865581999,0,1426.69,1420.92,1433.21,1428.32,27.26853976,52.32,0.73999973,0,0,0.0,53.8251401449148,0.011545633999999999,6.48,6.19,-0.0452595256256189,3.9,1530.0,-0.5670000000000001,5.827000000000001,114.97,0.028245173999999998,50.0,58.1,49.9,32340.0,11.69652231,36180.0,1762.0,2.16,0.00583030625200527,23.67,4.5305,34.0213,33.9,1.9635,1326.0,17.41,0.52,0.010987,-0.002815,-0.010882,0.27399999999999997
2000-11-06,8.35000038,4.1,7.56,0,37.5288272392839,885.682899144443,0.010914848999999999,0.0333852381427544,1.168989547,0,1,101.44623846225001,0,1432.19,1427.72,1438.46,1428.76,27.40508993,52.26,0.7900003800000011,0,0,0.0,54.0236564945641,0.011439516,6.49,6.22,-0.0600471157134119,3.9,1530.0,-0.5799999999999991,5.855,115.59,0.028245173999999998,50.0,58.1,49.9,52860.0,9.574062231000001,44100.0,1761.0,2.16,0.01163201299794,24.52,4.5496,33.9041,33.9,1.9732,1419.0,61.2,0.54,0.01142,-0.005563,-0.015886,0.32
2000-11-07,8.36999989,4.1,7.56,0,37.509349070506296,885.682899144443,0.010914848999999999,0.0333852381427544,1.060988813,0,1,101.42422217405,0,1431.87,1423.26,1436.22,1432.19,27.39372489,52.27,0.809999890000001,0,0,0.0,54.003001079151296,0.011278698,6.48,6.22,-0.0338896731400533,3.9,1530.0,-0.5479999999999999,5.8660000000000005,115.61,0.028245173999999998,48.4,57.7,48.7,33720.0,11.12246616,42720.0,1759.0,2.16,0.014208830524151,24.91,4.5461,33.951,33.9,1.976,1449.0,89.2,0.53,0.011775,-0.007881,-0.0227,0.35700000000000004
2000-11-08,8.36999989,4.1,7.53,1,36.9066773661562,885.682899144443,0.010914848999999999,0.0333852381427544,1.042741303,0,1,99.175250291061,0,1409.28,1408.78,1437.28,1431.87,26.96154582,52.27,0.8399998900000011,0,0,0.0,53.14298131574579,0.011456396,6.51,6.21,-0.00832612943091381,3.9,1530.0,-0.537,5.855,116.17,0.028245173999999998,48.4,57.7,48.7,54000.0,15.71060965,31260.0,1756.0,2.16,0.0186294511837481,25.66,4.4748,34.0963,33.9,1.9674,1297.0,232.64,0.65,0.011706999999999999,-0.005094,-0.015438,0.39399999999999996
2000-11-09,8.35000038,4.1,7.5,0,36.656522145353705,885.682899144443,0.010914848999999999,0.0333852381427544,0.946829971,0,1,98.800389188145,0,1400.14,1369.68,1409.28,1409.28,26.80206738,52.24,0.850000380000001,0,0,0.0,52.790139985855504,0.011692859,6.52,6.18,-0.0203376738579862,3.9,1530.0,-0.5660000000000001,5.825,115.34,0.028245173999999998,48.4,57.7,48.7,46140.0,24.12895174,30660.0,1752.0,2.16,0.0276343795518341,27.2,4.4506,33.9894,33.9,1.9518,1080.0,234.41,0.68,0.01096,-0.010976,-0.022147,0.27399999999999997
2000-11-10,8.31999969,4.1,7.52,0,35.7516614633179,885.682899144443,0.010914848999999999,0.0333852381427544,0.88311229,0,1,96.39710855325,0,1365.98,1365.97,1400.14,1400.14,26.13815538,52.26,0.79999969,0,0,0.0,51.4949934287369,0.011893417,6.48,6.17,-0.0010741674263242,3.9,1530.0,-0.5829999999999991,5.7829999999999995,115.79,0.028245173999999998,48.4,57.7,48.7,54000.0,18.62161886,30660.0,1747.0,2.16,0.0394754602151805,28.53,4.3416,34.3898,33.9,1.9015,884.0,118.95,0.73,0.013434999999999999,-0.013819999999999999,-0.062655,0.2
2000-11-13,8.31999969,4.1,7.49,0,35.355993306188005,885.682899144443,0.010914848999999999,0.0333852381427544,0.8377975129999999,0,1,95.64745125892,0,1351.26,1328.62,1365.98,1365.98,25.856486800000003,52.26,0.829999689999999,0,0,0.0,50.93305070434,0.012100653999999999,6.55,6.17,-0.007665301073433229,3.9,1530.0,-0.599,5.766,115.7,0.028245173999999998,48.4,57.7,48.7,43140.0,26.14755179,30660.0,1742.0,2.16,0.0400901116491125,29.06,4.2959,34.4098,33.9,1.8987,1186.0,85.32,0.77,0.012334999999999999,-0.011367,-0.044198,0.047
2000-11-14,8.28999996,4.1,7.47,0,36.1745439518431,885.682899144443,0.010914848999999999,0.0316000546874022,0.88663033,0,1,98.16100806931999,0,1382.95,1351.26,1390.06,1351.26,26.46794258,52.25,0.81999996,0,1,-0.00142814676428173,52.1197775796793,0.011841202,6.52,6.15,-0.0285165130384947,3.9,1530.0,-0.606,5.755,116.22,0.028245173999999998,48.4,57.7,48.7,30660.0,20.69163292,49140.0,1732.0,2.16,0.0265911546548723,26.81,4.3974,34.8477,33.9,1.8921,1838.0,192.21,0.6,0.010931999999999999,-0.005803,-0.029118,0.11199999999999999
2000-11-15,8.27999973,4.1,7.42,0,36.2806783114575,887.8431013374781,0.010914848999999999,0.0316000546874022,0.9291343590000001,0,1,98.469690484633,0,1389.81,1374.75,1395.96,1382.95,26.58905682,52.27,0.85999973,0,0,-0.0010711100732113,52.2801481468842,0.011779258,6.61,6.17,-0.0558399713153884,3.9,1530.0,-0.649,5.711,116.39,0.028245173999999998,48.4,57.7,48.7,49980.0,15.80949305,47400.0,1723.0,2.16,0.0232158525218219,26.15,4.4185,34.760999999999996,33.9,1.8921,1657.0,341.02,0.52,0.009953,-0.005994,-0.024024,0.149
2000-11-16,8.23999977,4.1,7.4,0,35.813662617175005,887.8431013374781,0.010914848999999999,0.0333266738213895,0.9357472309999999,0,1,96.926278408071,0,1372.32,1370.4,1394.68,1389.81,26.25444806,52.27,0.83999977,0,0,0.0006672219250489769,51.6148779378033,0.011906246,6.55,6.15,-0.019792330427138,3.9,1530.0,-0.669,5.669,116.93,0.028245173999999998,48.4,57.7,48.7,53220.0,16.17445048,34980.0,1716.0,2.16,0.0243357683935119,25.05,4.3619,34.8679,33.9,1.82,1213.0,287.41,0.76,0.010738,-0.007768000000000001,-0.032077,0.233
2000-11-17,8.22000027,4.1,7.47,0,35.6831995350457,887.8431013374781,0.010914848999999999,0.0333266738213895,1.002987101,0,1,96.40811105287099,0,1367.72,1355.55,1384.85,1372.32,26.15143403,52.3,0.75000027,0,0,0.000678934789321947,51.434538943441105,0.01198586,6.48,6.15,-0.00566330645321083,3.9,1532.0,-0.6409999999999999,5.704,117.31,0.028245173999999998,48.4,57.7,48.7,38040.0,21.69305301,33660.0,1711.0,2.16,0.0225814703539406,24.81,4.3447,34.895,43.8,1.854,1493.0,182.25,0.84,0.011961,-0.00928,-0.049968,0.18600000000000003
2000-11-20,8.28999996,4.1,7.45,0,35.018140999290004,887.8431013374781,0.010914848999999999,0.0333266738213895,1.004554707,0,1,95.03008642829501,1,1342.62,1341.67,1367.72,1367.72,25.67151052,52.3,0.839999959999999,0,0,0.000690647653594924,50.4838693898409,0.012204823,6.52,6.16,-0.00864395490224147,3.9,1532.0,-0.6670000000000009,5.6770000000000005,117.35,0.028245173999999998,48.4,57.7,48.7,43860.0,17.77990276,30660.0,1708.0,2.26,0.0357800286568604,27.43,4.2661,35.0422,43.8,1.8327,977.0,315.77,0.72,0.011878,-0.009404000000000001,-0.07259299999999999,0.316
2000-11-21,8.28999996,4.1,7.44,0,35.1312759623272,887.8431013374781,0.010914848999999999,0.0333266738213895,0.946336469,0,1,95.515158795215,2,1347.35,1333.62,1355.87,1342.62,25.76195029,52.3,0.849999959999999,0,0,0.000345323826797458,50.6548242221719,0.012183842,6.5,6.17,-0.0156045473654718,3.9,1532.0,-0.6990000000000001,5.652,117.95,0.028245173999999998,48.4,57.7,48.7,33180.0,16.73550229,49920.0,1701.0,2.26,0.0311237021637219,26.62,4.2844,34.8584,43.8,1.8036,1382.0,163.71,0.56,0.011434999999999999,-0.010190000000000001,-0.06938899999999999,0.177
2000-11-22,8.31000042,4.1,7.39,0,34.469663350337704,887.8431013374781,0.010914848999999999,0.0333266738213895,0.854808345,0,1,93.23309192394501,3,1322.36,1321.89,1347.35,1347.35,25.293802600000003,52.28,0.92000042,0,0,0.0,49.7089538537256,0.012411076000000002,6.58,6.17,-0.00012402253898003898,3.9,1532.0,-0.735,5.624,117.85,0.028245173999999998,48.4,57.7,48.7,43860.0,21.08144193,30660.0,1696.0,2.26,0.035629658234923,27.71,4.2102,35.0617,43.8,1.7865,941.0,46.73,0.75,0.012398000000000001,-0.010094,-0.063554,0.168
2000-11-24,8.22999954,4.1,7.39,0,34.9654792126609,887.8431013374781,0.010914848999999999,0.0333266738213895,0.93097561,0,1,95.140297692299,4,1341.77,1322.36,1343.83,1322.36,25.66998278,52.27,0.83999954,0,0,0.0,50.431967191555394,0.012169127,6.49,6.17,-0.0208453889171477,3.9,1532.0,-0.741000000000001,5.624,118.48,0.028245173999999998,48.4,57.7,48.7,30660.0,8.598452437,41100.0,1691.0,2.26,0.0280083720664596,26.0,4.269,35.1591,43.8,1.7847,1800.0,67.43,0.54,0.01004,-0.000865,-0.030962,0.214
2000-11-27,8.26000023,4.1,7.49,0,35.1428956616354,887.8431013374781,0.010914848999999999,0.0333266738213895,0.92202621,0,1,95.978149962432,5,1348.97,1341.77,1362.5,1341.77,25.78799465,52.31,0.770000229999999,1,0,0.0,50.6961334958328,0.011946581000000001,6.5,6.13,-0.0211399469280062,3.9,1532.0,-0.6890000000000001,5.624,117.1,0.028245173999999998,48.4,57.7,48.7,30660.0,15.41514734,34140.0,1688.0,2.26,0.0342229344052795,26.93,4.2894,35.0821,43.8,1.7867,1552.0,72.64,0.43,0.014006000000000001,-0.007946,-0.053187,0.14
2000-11-28,8.28999996,4.1,7.38,0,34.797259153965605,887.8431013374781,0.010914848999999999,0.0333266738213895,0.954275897,0,1,94.32452662186701,4,1336.09,1334.97,1358.81,1348.97,25.54665392,52.3,0.9099999599999989,1,0,0.0,50.205741979457294,0.012146105,6.46,6.1,0.0285229332190223,3.9,1532.0,-0.696,5.582000000000001,116.63,0.006652974,48.4,57.7,48.7,54000.0,17.43332173,32580.0,1683.0,2.26,0.0389194595431944,27.64,4.2518,35.0771,43.8,1.7429,1142.0,51.24,0.65,0.013143,-0.009431,-0.052827,0.131
