,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF
1952-07-15,3.5,1.26,2.95,0,10.301719144606698,182.033195020747,0.0,0.0030200098453399,0.0,0,0,0.3156326022466,0,25.16,25.16,25.16,25.16,10.75213675,2.34,0.55,0,0,0.00135849114638313
1952-07-16,3.5,1.26,2.95,0,10.302064395513,182.033195020747,0.0,0.0030200098453399,0.0,0,0,0.315703291137354,0,25.16,25.16,25.16,25.16,10.75213675,2.34,0.55,0,0,0.000905660764255423
1952-07-17,3.5,1.26,2.95,0,10.257367062917,182.033195020747,0.0,0.0030200098453399,0.0,0,0,0.31439373613788696,0,25.05,25.05,25.05,25.05,10.70512821,2.34,0.55,0,0,0.000452830382127711
1952-07-18,3.5,1.26,2.95,0,10.1758124139558,182.033195020747,0.0,0.0030200098453399,0.0,0,0,0.311954328280505,0,24.85,24.85,24.85,24.85,10.61965812,2.34,0.55,0,0,0.0
1952-07-21,3.5,1.26,2.95,0,10.2171029740903,182.033195020747,0.0,0.0030200098453399,0.0,0,0,0.313280417349623,0,24.95,24.95,24.95,24.95,10.66239316,2.34,0.55,0,0,0.0
1952-07-22,3.5,1.26,2.95,0,10.2379201807958,182.033195020747,0.0,0.0030200098453399,0.0,0,0,0.313978987625681,1,25.0,25.0,25.0,25.0,10.68376068,2.34,0.55,0,0,0.0
1952-07-23,3.5,1.26,2.95,0,10.283310333144199,182.033195020747,0.0,0.0030200098453399,0.0,0,0,0.31543126494634005,2,25.11,25.11,25.11,25.11,10.73076923,2.34,0.55,0,0,0.0
1952-07-24,3.5,1.26,2.95,0,10.336894123303301,182.033195020747,0.0,0.0030200098453399,0.0,0,0,0.317135107574889,3,25.24,25.24,25.24,25.24,10.78632479,2.34,0.55,0,0,0.0
1952-07-25,3.5,1.27,2.95,0,10.304440312721999,182.033195020747,0.0,0.0030200098453399,0.0,0,0,0.31620072698517304,4,25.16,25.16,25.16,25.16,10.70638298,2.35,0.55,0,0,0.0
1952-07-28,3.5,1.27,2.95,0,10.3211325543418,182.033195020747,0.0,0.0030200098453399,0.0,0,0,0.31677424686984196,5,25.2,25.2,25.2,25.2,10.72340426,2.35,0.55,1,0,0.0
1952-07-29,3.5,1.27,2.95,0,10.3460171711641,182.033195020747,0.0,0.0030200098453399,0.0,0,0,0.31759930492167604,4,25.26,25.26,25.26,25.26,10.74893617,2.35,0.55,1,0,0.0
1952-07-30,3.5,1.27,2.95,0,10.391382699018301,171.82572614107897,0.0,0.0030200098453399,0.0,0,0,0.31905320726869607,3,25.37,25.37,25.37,25.37,10.79574468,2.35,0.55,1,0,0.0
1952-07-31,3.5,1.27,2.95,0,10.4039822494222,171.82572614107897,0.0,0.0030200098453399,0.0,0,0,0.319501351854331,2,25.4,25.4,25.4,25.4,10.80851064,2.35,0.55,1,0,0.0
1952-08-01,3.51,1.27,2.94,0,10.4247746625321,171.82572614107897,0.0,0.0030200098453399,0.0,0,0,0.320201172068058,1,25.45,25.45,25.45,25.45,10.82978723,2.35,0.57,1,0,0.0
1952-08-04,3.51,1.27,2.94,0,10.4168939621789,171.82572614107897,0.0,0.0030200098453399,0.0,0,0,0.32002043574781996,0,25.43,25.43,25.43,25.43,10.821276600000001,2.35,0.57,0,0,0.0
1952-08-05,3.51,1.27,2.94,0,10.429494659430901,171.82572614107897,0.0,0.0030200098453399,0.0,0,0,0.320468879076661,0,25.46,25.46,25.46,25.46,10.83404255,2.35,0.57,0,0,0.0
1952-08-06,3.51,1.27,2.94,0,10.4216131301731,171.82572614107897,0.0,0.0030200098453399,0.0,0,0,0.320288064458367,0,25.44,25.44,25.44,25.44,10.82553191,2.35,0.57,0,0,0.0
1952-08-07,3.51,1.27,2.94,0,10.4546975643726,171.82572614107897,0.0,0.0030200098453399,0.0,0,0,0.321366202719503,0,25.52,25.52,25.52,25.52,10.85957447,2.35,0.57,0,0,0.0
1952-08-08,3.51,1.27,2.94,0,10.467299770744999,171.82572614107897,0.0,0.0030200098453399,0.0,0,0,0.32181494283898,0,25.55,25.55,25.55,25.55,10.87234043,2.35,0.57,0,0,0.0
1952-08-11,3.51,1.27,2.94,0,10.4553210031285,171.82572614107897,0.0,0.0030200098453399,0.0,0,0,0.32150805312057396,0,25.52,25.52,25.52,25.52,10.85957447,2.35,0.57,0,0,0.0
1952-08-12,3.51,1.27,2.94,0,10.3113394818351,171.82572614107897,0.0,0.008658062743114309,0.0,0,0,0.318933404018596,0,25.31,25.31,25.31,25.31,10.77021277,2.35,0.57,0,0,0.00451044231821953
1952-08-13,3.51,1.27,2.94,0,10.2994684814118,171.82572614107897,0.0,0.008658062743114309,0.0,0,0,0.318626378987091,0,25.28,25.28,25.28,25.28,10.75744681,2.35,0.57,0,0,0.00338283173866465
1952-08-14,3.51,1.27,2.94,0,10.2998192779595,171.82572614107897,0.0,0.008658062743114309,0.0,0,0,0.318697400400513,0,25.28,25.28,25.28,25.28,10.75744681,2.35,0.57,0,0,0.00225522115910977
1952-08-15,3.51,1.27,2.94,0,10.267574343631301,171.82572614107897,0.0,0.008658062743114309,0.0,0,0,0.317759902337579,0,25.2,25.2,25.2,25.2,10.72340426,2.35,0.57,0,0,0.00112761057955488
1952-08-18,3.51,1.27,2.94,0,10.1619846248764,171.82572614107897,0.0,0.008658062743114309,0.0,0,0,0.314552480369628,0,24.94,24.94,24.94,24.94,10.61276596,2.35,0.57,0,0,0.0
1952-08-19,3.51,1.27,2.94,0,10.1419563875642,171.82572614107897,0.0,0.008658062743114309,0.0,0,0,0.31399293200177697,0,24.89,24.89,24.89,24.89,10.59148936,2.35,0.57,0,0,0.0
1952-08-20,3.51,1.27,2.94,0,10.1667498599282,171.82572614107897,0.0,0.008658062743114309,0.0,0,0,0.31482093072162,1,24.95,24.95,24.95,24.95,10.61702128,2.35,0.57,0,0,0.0
1952-08-21,3.51,1.27,2.94,0,10.1793197755379,171.82572614107897,0.0,0.008658062743114309,0.0,0,0,0.315270575662022,2,24.98,24.98,24.98,24.98,10.62978723,2.35,0.57,0,0,0.0
1952-08-22,3.51,1.29,2.94,0,10.1837400153899,171.82572614107897,0.0,0.008658062743114309,0.0,0,0,0.31546790130964103,3,24.99,24.99,24.99,24.99,10.63404255,2.35,0.57,0,0,0.0
1952-08-25,3.51,1.29,2.94,0,10.1351818451855,171.82572614107897,0.0,0.008658062743114309,0.0,0,0,0.314024183958117,4,24.87,24.87,24.87,24.87,10.58297872,2.35,0.57,0,0,0.0
1952-08-26,3.51,1.29,2.94,0,10.1192233279612,171.82572614107897,0.0,0.008658062743114309,0.0,0,0,0.313590268042766,5,24.83,24.83,24.83,24.83,10.56595745,2.35,0.57,1,0,0.0
1952-08-27,3.51,1.29,2.94,0,10.1643965554129,171.82572614107897,0.0,0.008658062743114309,0.0,0,0,0.315050678988907,4,24.94,24.94,24.94,24.94,10.61276596,2.35,0.57,1,0,0.0
1952-08-28,3.51,1.29,2.94,0,10.176967141344099,163.319502074689,0.0,0.008658062743114309,0.0,0,0,0.315500831499875,3,24.97,24.97,24.97,24.97,10.62553191,2.35,0.57,1,0,0.0
1952-08-29,3.51,1.29,2.94,0,10.201765747497,163.319502074689,0.0,0.008658062743114309,0.0,0,0,0.316330142053854,2,25.03,25.03,25.03,25.03,10.65106383,2.35,0.57,1,0,0.0
1952-09-02,3.52,1.29,2.95,0,10.251021469692802,163.319502074689,0.0,0.008658062743114309,0.0,0,0,0.317917921482458,1,25.15,25.15,25.15,25.15,10.70212766,2.35,0.57,1,0,0.0
1952-09-03,3.52,1.29,2.95,0,10.292128057811901,163.319502074689,0.0,0.008658062743114309,0.0,0,0,0.319253239568813,0,25.25,25.25,25.25,25.25,10.74468085,2.35,0.57,0,0,0.0
1952-09-04,3.52,1.29,2.95,0,10.2883986352882,163.319502074689,0.0,0.008658062743114309,0.0,0,0,0.319198047640169,0,25.24,25.24,25.24,25.24,10.74042553,2.35,0.57,0,0,0.0
1952-09-05,3.52,1.29,2.95,0,10.2764824417825,163.319502074689,0.0,0.008658062743114309,0.0,0,0,0.318889915794374,0,25.21,25.21,25.21,25.21,10.68220339,2.36,0.57,0,0,0.0
1952-09-08,3.52,1.29,2.95,0,10.2360299454132,163.319502074689,0.0,0.008658062743114309,0.0,0,0,0.31769625958845804,0,25.11,25.11,25.11,25.11,10.63983051,2.36,0.57,0,0,0.0
1952-09-09,3.52,1.29,2.95,0,10.134425753902802,163.319502074689,0.0,0.008658062743114309,0.0,0,0,0.314604508353887,0,24.86,24.86,24.86,24.86,10.53389831,2.36,0.57,0,0,0.0
1952-09-10,3.52,1.29,2.95,0,10.0654289321159,163.319502074689,0.0,0.008658062743114309,0.0,0,0,0.3125244598705,0,24.69,24.69,24.69,24.69,10.46186441,2.36,0.57,0,0,0.0
1952-09-11,3.52,1.29,2.95,0,10.077964611496698,163.319502074689,0.0,0.008658062743114309,0.0,0,0,0.312975523841129,0,24.72,24.72,24.72,24.72,10.47457627,2.36,0.57,0,0,0.0
1952-09-12,3.52,1.29,2.95,0,10.070421310774302,163.319502074689,0.0,0.00903280511212445,0.0,0,0,0.312920258495854,0,24.71,24.71,24.71,24.71,10.47033898,2.36,0.57,0,0,0.00029979389520811203
1952-09-15,3.52,1.29,2.95,0,9.96476426100893,163.319502074689,0.0,0.00903280511212445,0.0,0,0,0.309699052555431,0,24.45,24.45,24.45,24.45,10.36016949,2.36,0.57,0,0,0.000224845421406083
1952-09-16,3.52,1.29,2.95,0,9.99767406286016,163.319502074689,0.0,0.00903280511212445,0.0,0,0,0.31078375848093104,0,24.53,24.53,24.53,24.53,10.394067800000002,2.36,0.57,0,0,0.00014989694760405602
1952-09-17,3.52,1.29,2.95,0,10.0183581784712,163.319502074689,0.0,0.00903280511212445,0.0,0,0,0.31148862667381,0,24.58,24.58,24.58,24.58,10.41525424,2.36,0.57,0,0,7.49484738020272e-05
1952-09-18,3.52,1.29,2.95,0,9.99013201616951,163.319502074689,0.0,0.00903280511212445,0.0,0,0,0.31067296477920303,0,24.51,24.51,24.51,24.51,10.38559322,2.36,0.57,0,0,0.0
1952-09-19,3.52,1.29,2.95,0,10.0148927402773,163.319502074689,0.0,0.00903280511212445,0.0,0,0,0.31150541321076003,1,24.57,24.57,24.57,24.57,10.41101695,2.36,0.57,0,0,0.0
1952-09-22,3.52,1.29,2.95,0,10.023349970350699,163.319502074689,0.0,0.00903280511212445,0.0,0,0,0.31183092410086,2,24.59,24.59,24.59,24.59,10.41949153,2.36,0.57,0,0,0.0
1952-09-23,3.52,1.29,2.95,0,10.06849429232,163.319502074689,0.0,0.00903280511212445,0.0,0,0,0.31329781777457205,3,24.7,24.7,24.7,24.7,10.46610169,2.36,0.57,0,0,0.0
1952-09-24,3.52,1.29,2.95,0,10.1054882397805,163.319502074689,0.0,0.00903280511212445,0.0,0,0,0.31451136725152,4,24.79,24.79,24.79,24.79,10.50423729,2.36,0.57,0,1,0.0
1952-09-25,3.52,1.29,2.95,0,10.113948261217901,163.319502074689,0.0,0.00903280511212445,0.0,0,0,0.31483709956305606,5,24.81,24.81,24.81,24.81,10.51271186,2.36,0.57,1,0,0.0
1952-09-26,3.52,1.34,2.95,0,10.0816417018131,163.319502074689,0.0,0.00903280511212445,0.0,0,0,0.313893916495015,4,24.73,24.73,24.73,24.73,10.47881356,2.36,0.57,1,0,0.0
1952-09-29,3.52,1.34,2.95,0,10.0615633630954,163.319502074689,0.0,0.00903280511212445,0.0,0,0,0.313331301713649,3,24.68,24.68,24.68,24.68,10.45762712,2.36,0.57,1,0,0.0
1952-09-30,3.52,1.34,2.95,0,10.004791174909,180.331950207469,0.0,0.00903280511212445,0.0,0,0,0.311625938521235,2,24.54,24.54,24.54,24.54,10.39830508,2.36,0.57,1,0,0.0
1952-10-01,3.54,1.34,3.01,0,9.98063174876388,180.331950207469,0.0,0.00903280511212445,0.0,0,0,0.31093607612148805,1,24.48,24.48,24.48,24.48,10.37288136,2.36,0.53,1,0,0.0
1952-10-02,3.54,1.34,3.01,0,9.99724240645793,180.331950207469,0.0,0.00903280511212445,0.0,0,0,0.311516218830622,0,24.52,24.52,24.52,24.52,10.38983051,2.36,0.53,0,0,0.0
1952-10-03,3.54,1.34,3.01,0,9.989390014575731,180.331950207469,0.0,0.00903280511212445,0.0,0,0,0.31133422105255204,0,24.5,24.5,24.5,24.5,10.38135593,2.36,0.53,0,0,0.0
1952-10-06,3.54,1.34,3.01,0,9.96522720570561,180.331950207469,0.0,0.00903280511212445,0.0,0,0,0.310643880077904,0,24.44,24.44,24.44,24.44,10.355932199999998,2.36,0.53,0,0,0.0
1952-10-07,3.54,1.34,3.01,0,9.94921779337258,180.331950207469,0.0,0.00903280511212445,0.0,0,0,0.310207587982523,0,24.4,24.4,24.4,24.4,10.33898305,2.36,0.53,0,0,0.0
1952-10-08,3.54,1.34,3.01,0,10.0229159423143,180.331950207469,0.0,0.00903280511212445,0.0,0,0,0.312568147354488,0,24.58,24.58,24.58,24.58,10.41525424,2.36,0.53,0,0,0.0
1952-10-09,3.54,1.34,3.01,0,10.0191402045356,180.331950207469,0.0,0.00903280511212445,0.0,0,0,0.31251314482513104,0,24.57,24.57,24.57,24.57,10.41101695,2.36,0.53,0,0,0.0
1952-10-10,3.54,1.34,3.01,0,10.011253420719099,180.331950207469,0.0,0.00903280511212445,0.0,0,0,0.312330936267132,0,24.55,24.55,24.55,24.55,10.35864979,2.37,0.53,0,0,0.0
1952-10-14,3.54,1.34,3.01,0,10.0054511262003,180.331950207469,0.0,0.0067822415215324,0.0,0,0,0.311512573480109,0,24.48,24.48,24.48,24.48,10.32911392,2.37,0.53,0,0,-0.00180045087247365
1952-10-15,3.54,1.34,3.01,0,9.83403549413698,180.331950207469,0.0,0.0067822415215324,0.0,0,0,0.306240205474116,0,24.06,24.06,24.06,24.06,10.15189873,2.37,0.53,0,0,-0.0013503381543552302
1952-10-16,3.54,1.34,3.01,0,9.772970844907721,180.331950207469,0.0,0.0067822415215324,0.0,0,0,0.30440320401684995,0,23.91,23.91,23.91,23.91,10.08860759,2.37,0.53,0,0,-0.0009002254362368241
1952-10-17,3.54,1.34,3.01,0,9.89175299621174,180.331950207469,0.0,0.0067822415215324,0.0,0,0,0.30816749942941496,0,24.2,24.2,24.2,24.2,10.21097046,2.37,0.53,0,0,-0.00045011271811841203
1952-10-20,3.54,1.34,3.01,0,9.86338716854272,180.331950207469,0.0,0.0067822415215324,0.0,0,0,0.307348366060653,0,24.13,24.13,24.13,24.13,10.1814346,2.37,0.53,0,0,0.0
1952-10-21,3.54,1.34,3.01,0,9.83910743079171,180.331950207469,0.0,0.0067822415215324,0.0,0,0,0.30665641480154804,0,24.07,24.07,24.07,24.07,10.15611814,2.37,0.53,0,0,0.0
1952-10-22,3.54,1.34,3.01,0,9.728982321568461,180.331950207469,0.0,0.0067822415215324,0.0,0,0,0.303288858567294,1,23.8,23.8,23.8,23.8,10.04219409,2.37,0.53,0,0,0.0
1952-10-23,3.54,1.34,3.01,0,9.757840449776891,180.331950207469,0.0,0.0067822415215324,0.0,0,0,0.304253197633371,2,23.87,23.87,23.87,23.87,10.07172996,2.37,0.53,0,0,0.0
1952-10-24,3.54,1.38,3.01,0,9.82349192740537,180.331950207469,0.0,0.0067822415215324,0.0,0,0,0.306364928224264,3,24.03,24.03,24.03,24.03,10.13924051,2.37,0.53,0,0,0.0
1952-10-27,3.54,1.38,3.01,0,9.84826534693673,180.331950207469,0.0,0.0067822415215324,0.0,0,0,0.30720223230683,4,24.09,24.09,24.09,24.09,10.16455696,2.37,0.53,0,0,0.0
1952-10-28,3.54,1.38,3.01,0,9.86486337362683,180.331950207469,0.0,0.0067822415215324,0.0,0,0,0.307784686175414,5,24.13,24.13,24.13,24.13,10.1814346,2.37,0.53,1,0,0.0
1952-10-29,3.54,1.38,3.01,0,9.87328539606322,180.331950207469,0.0,0.0067822415215324,0.0,0,0,0.308112174140242,4,24.15,24.15,24.15,24.15,10.18987342,2.37,0.53,1,0,0.0
1952-10-30,3.54,1.38,3.01,0,9.873530803750311,189.688796680498,0.0,0.0067822415215324,0.0,0,0,0.30818457201786603,3,24.15,24.15,24.15,24.15,10.18987342,2.37,0.53,1,0,0.0
1952-10-31,3.54,1.38,3.01,0,10.0250184807873,189.688796680498,0.0,0.0067822415215324,0.0,0,0,0.312978654982339,2,24.52,24.52,24.52,24.52,10.30252101,2.38,0.53,1,0,0.0
1952-11-03,3.53,1.38,2.98,0,10.0579432663408,189.688796680498,0.0,0.0067822415215324,0.0,0,1,0.31407222342769203,1,24.6,24.6,24.6,24.6,10.33613445,2.38,0.55,1,0,0.0
1952-11-05,3.53,1.38,2.98,0,10.0867806140832,189.688796680498,0.0,0.0067822415215324,0.0,0,1,0.3150383740881911,0,24.67,24.67,24.67,24.67,10.36554622,2.38,0.55,0,0,0.0
1952-11-06,3.53,1.38,2.98,0,10.1278853419381,189.688796680498,0.0,0.0067822415215324,0.0,0,1,0.31638784928314,0,24.77,24.77,24.77,24.77,10.40756303,2.38,0.55,0,0,0.0
1952-11-07,3.53,1.38,2.98,0,10.132191934976,189.688796680498,0.0,0.0067822415215324,0.0,0,1,0.31658806043866494,0,24.78,24.78,24.78,24.78,10.41176471,2.38,0.55,0,0,0.0
1952-11-10,3.53,1.38,2.98,0,10.1283206457157,189.688796680498,0.0,0.0067822415215324,0.0,0,1,0.31653280182975607,0,24.77,24.77,24.77,24.77,10.40756303,2.38,0.55,0,0,0.0
1952-11-12,3.53,1.38,2.98,0,10.0794696384342,189.688796680498,0.0,0.0067822415215324,0.0,0,1,0.315071848459676,0,24.65,24.65,24.65,24.65,10.35714286,2.38,0.55,0,0,0.0
1952-11-13,3.53,1.38,2.98,0,10.104220558383,189.688796680498,0.0,0.0067822415215324,0.0,0,1,0.31591129177790506,0,24.71,24.71,24.71,24.71,10.38235294,2.38,0.55,0,0,0.0
1952-11-14,3.53,1.38,2.98,0,10.0980597429365,189.688796680498,0.0,0.00903280511212445,0.0,0,1,0.316495229599667,0,24.75,24.75,24.75,24.75,10.39915966,2.38,0.55,0,0,0.00180045087247365
1952-11-17,3.53,1.38,2.98,0,10.1186942470323,189.688796680498,0.0,0.00903280511212445,0.0,0,1,0.31720717878755605,0,24.8,24.8,24.8,24.8,10.42016807,2.38,0.55,0,0,0.0013503381543552302
1952-11-18,3.53,1.38,2.98,0,10.265816124877501,189.688796680498,0.0,0.00903280511212445,0.0,0,1,0.32188438081578197,1,25.16,25.16,25.16,25.16,10.57142857,2.38,0.55,0,0,0.0009002254362368241
1952-11-19,3.53,1.38,2.98,0,10.3354187790005,189.688796680498,0.0,0.00903280511212445,0.0,0,1,0.324131873694569,2,25.33,25.33,25.33,25.33,10.64285714,2.38,0.55,0,0,0.00045011271811841105
1952-11-20,3.53,1.38,2.98,0,10.315255621731,189.688796680498,0.0,0.00903280511212445,0.0,0,1,0.32356467008088,3,25.28,25.28,25.28,25.28,10.62184874,2.38,0.55,0,0,0.0
1952-11-21,3.53,1.46,2.98,0,10.3114133260546,189.688796680498,0.0,0.00903280511212445,0.0,0,1,0.323509307107105,4,25.27,25.27,25.27,25.27,10.61764706,2.38,0.55,0,0,0.0
1952-11-24,3.53,1.46,2.98,0,10.3728601045412,189.688796680498,0.0,0.00903280511212445,0.0,0,1,0.32550227087204103,5,25.42,25.42,25.42,25.42,10.68067227,2.38,0.55,1,0,0.0
1952-11-25,3.53,1.46,2.98,0,10.3486151577176,189.688796680498,0.0,0.00903280511212445,0.0,0,1,0.324806636382568,4,25.36,25.36,25.36,25.36,10.65546218,2.38,0.55,1,0,0.0
1952-11-26,3.53,1.46,2.98,0,10.4141460233309,189.688796680498,0.0,0.00903280511212445,0.0,0,1,0.326928567491889,3,25.52,25.52,25.52,25.52,10.72268908,2.38,0.55,1,0,0.0
1952-11-28,3.53,1.46,2.98,0,10.471483784740501,189.688796680498,0.0,0.00903280511212445,0.0,0,1,0.328794759089234,2,25.66,25.66,25.66,25.66,10.73640167,2.39,0.55,1,0,0.0
1952-12-01,3.51,1.46,2.97,0,10.4798523725034,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.329123741355864,1,25.68,25.68,25.68,25.68,10.74476987,2.39,0.54,1,0,0.0
1952-12-02,3.51,1.46,2.97,0,10.5045452046049,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.329965449752889,0,25.74,25.74,25.74,25.74,10.76987448,2.39,0.54,0,0,0.0
1952-12-03,3.51,1.46,2.97,0,10.492508941747401,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.329653618372766,0,25.71,25.71,25.71,25.71,10.75732218,2.39,0.54,0,0,0.0
1952-12-04,3.51,1.46,2.97,0,10.4519037742675,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.32844417807932696,0,25.61,25.61,25.61,25.61,10.71548117,2.39,0.54,0,0,0.0
1952-12-05,3.51,1.46,2.97,0,10.456190714503501,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.328645202284992,0,25.62,25.62,25.62,25.62,10.71966527,2.39,0.54,0,1,0.0
1952-12-08,3.51,1.46,2.97,0,10.5135350952112,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.33051386954580503,0,25.76,25.76,25.76,25.76,10.77824268,2.39,0.54,0,0,0.0
1952-12-09,3.51,1.46,2.97,0,10.5831258291915,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.332767863408692,0,25.93,25.93,25.93,25.93,10.84937238,2.39,0.54,0,0,0.0
1952-12-10,3.51,1.46,2.97,0,10.603741111417401,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.333482352890116,0,25.98,25.98,25.98,25.98,10.87029289,2.39,0.54,0,0,0.0
1952-12-11,3.51,1.46,2.97,0,10.595785964698699,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.33329847195593604,0,25.96,25.96,25.96,25.96,10.86192469,2.39,0.54,0,0,0.0
1952-12-12,3.51,1.46,2.97,0,10.6286469562658,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.334398440925662,0,26.04,26.04,26.04,26.04,10.89539749,2.39,0.54,0,0,0.0
1952-12-15,3.51,1.46,2.97,0,10.6288551361163,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.33447131347304604,0,26.04,26.04,26.04,26.04,10.89539749,2.39,0.54,0,0,0.0
1952-12-16,3.51,1.46,2.97,0,10.641308622035698,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.334929535858086,0,26.07,26.07,26.07,26.07,10.90794979,2.39,0.54,0,0,0.0
1952-12-17,3.51,1.46,2.97,0,10.6292710207363,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.334617020102187,0,26.04,26.04,26.04,26.04,10.89539749,2.39,0.54,0,0,0.0
1952-12-18,3.51,1.46,2.97,0,10.6253967446566,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.33456143853820397,0,26.03,26.03,26.03,26.03,10.89121339,2.39,0.54,0,0,0.0
1952-12-19,3.51,1.46,2.97,0,10.6745540819194,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.336176724112911,1,26.15,26.15,26.15,26.15,10.89583333,2.4,0.54,0,0,0.0
1952-12-22,3.51,1.46,2.97,0,10.7359592196144,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.33817803033068894,2,26.3,26.3,26.3,26.3,10.95833333,2.4,0.54,0,0,0.0
1952-12-23,3.51,1.46,2.97,0,10.691229531211699,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.336836564089629,3,26.19,26.19,26.19,26.19,10.9125,2.4,0.54,0,0,0.0
1952-12-24,3.51,1.46,2.97,0,10.699567453600901,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.337166772179688,4,26.21,26.21,26.21,26.21,10.92083333,2.4,0.54,0,0,0.0
1952-12-26,3.51,1.23,2.97,0,10.7160701324051,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.33775433211638006,5,26.25,26.25,26.25,26.25,10.9375,2.4,0.54,1,0,0.0
1952-12-29,3.51,1.23,2.97,0,10.7774793710739,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.33975737153289504,4,26.4,26.4,26.4,26.4,11.0,2.4,0.54,1,0,0.0
1952-12-30,3.51,1.23,2.97,0,10.855220237003401,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.342275625239725,3,26.59,26.59,26.59,26.59,11.07916667,2.4,0.54,1,0,0.0
1952-12-31,3.51,1.23,2.97,0,10.847230754362199,192.240663900415,0.0,0.00903280511212445,0.0,0,1,0.342091223262246,2,26.57,26.57,26.57,26.57,11.07083333,2.4,0.54,1,0,0.0
