,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB,IC,LOAN,BER,NYSEADV,PUC,PCR,sentiment2,sentiment3,sentiment1,Hulbert.sentiment,TYVIX,MVOLE
2004-05-20,6.82000017,5.3,6.05,0,28.327445675314102,883.2999353960539,0.009313597,0.0231878817264644,1.187156023,0,0,81.413195178206,2,1089.19,1085.43,1092.62,1088.68,20.65206674,52.74,0.77000017,0,0,0.0,37.0899007371316,0.016702283000000002,1.0,1.004,0.0290162252935247,5.6,1969.0,3.6812,4.7004,91.03,0.042889618,67.1,88.0,60.6,41460.0,10.06163756,35460.0,3348.0,2.57,0.0167684608770769,18.67,2.8981,45.3918,-22.8,2.7542,1777.0,79.31,1.02,0.014549000000000001,-0.010672,-0.041818,-0.135,8.17,8818.28
2004-05-21,6.76999998,4.7,6.08,0,28.432646164836804,883.2999353960539,0.009313597,0.0231878817264644,1.214541495,0,0,81.554301724407,3,1093.56,1089.19,1099.7,1089.19,20.73492605,52.74,0.68999998,0,0,0.0,37.2397058235114,0.016643641,0.99,1.004,0.0271985633536529,5.6,1969.0,3.7367,4.7558,90.49,0.042889618,67.1,88.0,60.6,50880.0,8.235284086,38280.0,3336.0,2.57,0.0162276510745763,18.49,2.9101,45.5106,-22.8,2.7238,2026.0,40.7,0.81,0.015711000000000003,-0.009426,-0.022781,-0.135,8.74,9295.25
2004-05-24,6.78999996,4.7,6.06,0,28.472296094043497,883.2999353960539,0.009313597,0.0231878817264644,1.4014919609999998,0,0,81.895936347139,4,1095.41,1091.77,1101.71,1093.56,20.77394273,52.73,0.729999960000001,0,0,0.0,37.3036808765367,0.01661755,1.0,1.012,0.021690250608797,5.6,1969.0,3.7027,4.732,90.55,0.042889618,67.1,88.0,60.6,43140.0,10.23021973,31740.0,3331.0,2.57,0.0144096961791638,18.08,2.9146,45.0548,-22.8,2.7484,2227.0,46.09,0.62,0.014947,-0.009226999999999999,-0.033379,-0.135,8.04,12106.35
2004-05-25,6.76999998,4.7,6.03,0,28.9222270667729,883.2999353960539,0.009313597,0.0231878817264644,1.3844060319999998,0,0,83.069380301476,5,1113.05,1090.74,1113.8,1095.41,21.10847715,52.73,0.739999979999999,1,0,0.0,37.9052233817204,0.016354755,1.0,1.057,0.0111830482703912,5.6,1969.0,3.6497,4.7201,89.84,0.042889618,67.1,88.0,60.6,33120.0,9.716136733999999,53760.0,3327.0,2.57,0.0071228885364295,15.96,2.9614,45.6809,-22.8,2.7222,2605.0,55.76,0.69,0.014937,-0.009409,-0.019306,-0.14800000000000002,7.62,18613.19
2004-05-26,6.75,4.7,6.0,0,28.9627611327025,883.2999353960539,0.009313597,0.0231878817264644,1.38904315,0,0,83.359027676504,4,1114.94,1109.91,1116.71,1113.05,21.14432012,52.73,0.75,1,0,0.0,37.9703803863717,0.016336126,0.99,1.052,-0.0015335422891570901,5.6,1969.0,3.5846,4.6549,89.79,0.007308193,67.1,88.0,60.6,34500.0,7.810454245,49380.0,3308.0,2.57,0.00739924472095325,15.97,2.9667,45.4841,-22.8,2.6999,1893.0,50.05,0.73,0.013701,-0.008912,-0.015330000000000002,-0.023,7.84,10103.82
2004-05-27,6.71999979,4.7,5.93,0,29.1188413969112,883.2999353960539,0.009313597,0.0231878817264644,1.41674129,0,0,83.826923303438,3,1121.28,1114.86,1123.95,1114.94,21.26455528,52.73,0.78999979,1,0,0.0,38.186975268259296,0.016290962,1.0,1.0390000000000001,0.000776946216276232,5.6,1969.0,3.5398,4.5999,88.67,0.007308193,67.1,88.0,60.6,43320.0,8.720895443,32940.0,3288.0,2.57,0.00537284345514039,15.28,2.9838,45.5039,-22.8,2.6716,2108.0,81.89,0.63,0.012943000000000001,-0.009958,-0.020899,-0.023,7.93,9320.73
2004-05-28,6.650000099999999,4.7,5.97,0,29.0944391102595,883.2999353960539,0.009313597,0.0231878817264644,1.3392733959999998,0,0,83.819494962297,2,1120.68,1118.1,1122.69,1121.28,21.10508475,53.1,0.6800001,1,0,0.0,38.167255905549204,0.016274173,1.02,1.052,0.0159733495698196,5.6,1969.0,3.5868,4.6468,88.9,0.007308193,67.1,88.0,60.6,34080.0,5.448321954,53340.0,3286.0,2.57,0.00704861680225114,15.5,2.9808,45.7023,-22.8,2.6758,1757.0,44.69,0.7,0.014586000000000002,-0.01084,-0.012456,0.124,8.01,11017.78
2004-06-01,6.69000006,4.7,6.02,0,29.0990118458715,883.2999353960539,0.009313597,0.0231878817264644,1.228352921,0,0,83.708090640377,1,1121.2,1113.32,1122.7,1120.68,21.03959467,53.29,0.67000006,1,0,0.0,38.185698383231,0.016246583999999998,1.02,1.093,0.0186959625395274,5.6,1969.0,3.5891,4.7001,88.88,0.007308193,67.1,88.0,60.6,48960.0,8.716033665,32520.0,3282.0,2.57,0.0102623718531924,16.3,2.9789,45.6027,-22.8,2.7558,1566.0,71.23,0.73,0.014547999999999998,-0.009822,-0.035841000000000005,0.28,8.39,19219.31
2004-06-02,6.76000023,4.7,6.04,0,29.188430708737997,883.2999353960539,0.009313597,0.0231878817264644,1.11403945,0,0,84.020017097343,0,1124.99,1118.64,1128.1,1121.2,21.11071496,53.29,0.72000023,0,0,0.0,38.3151123486386,0.016501098,0.98,1.1420000000000001,0.005615999316259029,5.6,1969.0,3.5785,4.7377,88.84,0.007308193,67.1,88.0,60.6,37980.0,7.162740959,48960.0,3266.0,2.57,0.009669839031398241,16.08,2.9888,45.403,-22.8,2.7291,1841.0,46.21,0.64,0.013729,-0.010548,-0.031865,0.311,8.2,12320.03
2004-06-03,6.80000019,4.7,6.03,0,28.962895924174102,883.2999353960539,0.009313597,0.0231878817264644,1.011330203,1,0,83.247623354583,0,1116.64,1116.56,1125.31,1124.99,20.93830864,53.33,0.77000019,0,0,0.0,38.0314037949282,0.016395623999999998,0.99,1.147,0.0197593242594774,5.6,1969.0,3.5508,4.7099,88.95,0.006881259,67.1,88.0,60.6,54000.0,8.234340102,42000.0,3239.0,2.57,0.0136041474479613,17.03,2.9663,45.2831,-22.8,2.6923,806.0,32.94,1.01,0.014584999999999999,-0.010497,-0.030129000000000003,0.311,8.27,12740.41
2004-06-04,6.78999996,4.7,6.07,0,29.1059660476829,883.2999353960539,0.009313597,0.0231878817264644,0.992465308,0,0,83.908618716908,0,1122.5,1116.64,1129.17,1116.64,21.04819051,53.33,0.71999996,0,0,0.0,38.2316570945078,0.016271225,0.99,1.177,0.00191812977376065,5.6,1969.0,3.5819,4.7715,88.54,0.006881259,67.1,88.0,60.6,30660.0,7.027051084,42540.0,3185.0,2.57,0.0124504501341839,16.78,2.9819999999999998,44.8533,-22.8,2.7051,2011.0,99.63,0.83,0.014044,-0.009824,-0.017004,0.28,7.16,19319.14
2004-06-07,6.84000015,4.7,6.07,0,29.561570791879202,883.2999353960539,0.009313597,0.0231878817264644,1.053524538,0,0,85.18603345322501,0,1140.42,1122.5,1140.54,1122.5,21.38421151,53.33,0.77000015,0,0,0.0,38.8425078411066,0.016011996,0.99,1.1840000000000002,-0.00615190728472397,5.6,1969.0,3.5598,4.7596,88.25,0.006881259,67.1,88.0,60.6,30660.0,5.819316591000001,53640.0,3134.0,2.57,0.00837070984698943,15.39,3.0295,45.2566,-22.8,2.6968,2475.0,77.02,0.63,0.014918,-0.007605,-0.0067989999999999995,0.28,7.01,23028.1
2004-06-08,6.82999992,4.7,6.06,0,29.5981381968634,883.2999353960539,0.009313597,0.0231878817264644,1.01126404,0,0,85.30486611628601,0,1142.18,1135.45,1142.18,1140.42,21.41721358,53.33,0.76999992,0,0,0.0,38.9028688429182,0.016048371999999998,0.97,1.242,-0.00772449115264237,5.6,1969.0,3.5105,4.7615,88.51,0.006881259,67.1,88.0,60.6,33540.0,5.982534359,48720.0,3067.0,2.57,0.00820613442359859,15.01,3.0341,44.6037,-22.8,2.6316,1400.0,90.86,0.66,0.015781,-0.0092,-0.02469,0.34299999999999997,6.98,16961.71
2004-06-09,6.82000017,4.7,6.1,0,29.308018246054,883.2999353960539,0.009313597,0.0231878817264644,0.870411905,0,0,84.510192548902,0,1131.33,1131.11,1142.18,1142.18,21.21376336,53.33,0.72000017,0,0,0.0,38.5337541739345,0.016268905,0.99,1.242,0.00013920001232113402,5.6,1969.0,3.5443,4.8055,89.73,0.006881259,67.1,88.0,60.6,54000.0,6.0518884879999995,30660.0,3006.0,2.57,0.0109378437199626,15.39,3.0053,44.8769,-22.8,2.6463,752.0,118.44,0.73,0.013786000000000001,-0.010107,-0.032749,0.374,7.19,14892.23
2004-06-10,6.849999900000001,4.7,6.08,0,29.432190060419398,883.2999353960539,0.009313597,0.0231878817264644,0.942059525,0,0,84.926094243962,0,1136.47,1131.33,1136.47,1131.33,21.31014438,53.33,0.7699999,0,0,0.0,38.7095213402693,0.015939858,1.0,1.2670000000000001,-0.0028955910235297397,5.6,1969.0,3.5222,4.7935,89.25,0.006881259,67.1,88.0,60.6,30660.0,4.751414326,54000.0,2939.0,2.57,0.0103412763686017,15.04,3.0189,44.2244,-22.8,2.6288,1714.0,90.46,1.01,0.015104,-0.009609999999999999,-0.033705,0.374,7.22,12035.51
2004-06-14,6.84000015,4.7,6.14,0,29.1337563109651,883.2999353960539,0.009313597,0.0231878817264644,0.817312466,0,0,84.086861770015,0,1125.29,1122.16,1136.47,1136.47,21.09259606,53.35,0.70000015,0,0,0.0,38.329255037820204,0.016318904,1.02,1.339,0.00323866807304585,5.6,1969.0,3.5068,4.8698,89.94,0.006881259,67.1,88.0,60.6,51180.0,6.836564367,30660.0,2849.0,2.57,0.0145681987468961,16.07,2.9894,44.5756,-22.8,2.6408,543.0,58.3,1.19,0.017296000000000002,-0.010395,-0.042631999999999996,0.43700000000000006,7.96,21465.69
2004-06-15,6.900000099999999,4.7,5.97,0,29.1743951359701,883.2999353960539,0.009313597,0.0295640988657411,0.791774675,0,0,84.681007260869,0,1132.01,1125.29,1137.36,1125.29,21.218556699999997,53.35,0.9300001,0,0,0.0051009737114213706,38.3948403807312,0.016228461,1.03,1.3119999999999998,0.0012151809554229599,5.6,1969.0,3.3536,4.676,89.09,0.006881259,67.1,88.0,60.6,30660.0,8.15724025,43020.0,2810.0,2.57,0.0115577510285877,15.05,3.0073,44.2813,-22.8,2.5622,2408.0,22.28,0.63,0.014268000000000001,-0.009433,-0.032054,0.405,7.23,26502.0
2004-06-16,6.75,4.7,6.02,1,29.205581614720302,894.962681136015,0.009313597,0.0295640988657411,0.8194776220000001,0,0,84.666155777385,0,1133.56,1130.55,1135.28,1132.01,21.24761012,53.35,0.73,0,0,0.00382573028356603,38.4479930970116,0.016204877,1.0,1.2770000000000001,0.009961742145877741,5.6,1967.0,3.44,4.7216,90.04,0.006881259,67.1,88.0,60.6,32100.0,5.793195938999999,52380.0,2762.0,2.57,0.011800687182276002,14.79,3.0115,43.7117,-22.8,2.5839999999999996,1678.0,44.72,0.53,0.013437000000000001,-0.012962000000000001,-0.018908,0.426,7.27,16547.55
2004-06-17,6.78000021,4.7,5.96,0,29.157940719943298,894.962681136015,0.009313597,0.0295640988657411,0.9357116659999999,0,0,84.539900714667,0,1132.05,1126.88,1133.56,1133.56,21.21930647,53.35,0.82000021,0,0,0.00255048685571069,38.3973625486099,0.016233841000000002,1.01,1.242,0.00830794897818995,5.6,1967.0,3.427,4.6779,89.6,0.006881259,67.1,88.0,60.6,33420.0,5.939466865,47640.0,2718.0,2.57,0.0140702352087384,15.15,3.0076,43.5895,-22.8,2.5585,1776.0,38.37,0.63,0.014691,-0.010032,-0.036728,0.426,6.9,10767.24
2004-06-18,6.73999977,4.7,5.98,0,29.2256910920021,894.962681136015,0.009313597,0.0295640988657411,0.915305782,0,0,84.698831714716,0,1135.02,1129.82,1139.08,1132.05,21.27497657,53.35,0.759999769999999,0,0,0.00127524342785534,38.4987339040526,0.016127337,1.0,1.247,0.00160532108395146,5.6,1967.0,3.4486,4.7096,89.08,0.006881259,67.1,88.0,60.6,30780.0,7.039374845,34320.0,2667.0,2.57,0.0137167277138191,14.99,3.0153,43.0886,-22.8,2.5956,1694.0,109.3,0.6,0.018276,-0.013027,-0.054154999999999995,0.426,7.02,13341.8
2004-06-21,6.75,4.7,5.98,0,29.095480866862196,894.962681136015,0.009313597,0.0295640988657411,1.039643466,0,0,84.378313378019,1,1130.3,1129.64,1138.05,1135.02,21.20240105,53.31,0.77,0,0,0.0,38.339321913275704,0.016186667,1.0,1.238,0.0019586287769179198,5.6,1967.0,3.4329,4.6837,89.25,0.006881259,67.1,88.0,60.6,53640.0,6.216666477,32820.0,2634.0,2.57,0.0151782362266552,15.26,3.0011,42.6819,-22.8,2.5734,1457.0,37.29,0.63,0.014521000000000001,-0.009222,-0.043545,0.426,7.05,11531.49
2004-06-22,6.75,4.7,5.99,0,29.192589858270196,894.962681136015,0.009313597,0.0295640988657411,0.951192411,0,0,84.803186522013,2,1134.41,1124.37,1135.05,1130.3,21.28348968,53.3,0.76,0,0,0.0,38.479366276114604,0.016138856,1.0,1.2930000000000001,0.0010651564299630901,5.6,1967.0,3.4155,4.7175,89.43,0.006881259,67.1,88.0,60.6,36600.0,7.588537908999999,49860.0,2622.0,2.57,0.0124878490401435,14.31,3.0123,42.6748,-22.8,2.5889,1644.0,86.36,0.69,0.014513,-0.008093000000000001,-0.027972000000000004,0.41100000000000003,7.04,13941.32
2004-06-23,6.76999998,4.7,5.98,0,29.4321704934001,894.962681136015,0.009313597,0.0295640988657411,0.9954420390000001,0,0,85.53367240926501,3,1144.06,1131.73,1145.16,1134.41,21.46454034,53.3,0.7899999799999989,0,0,0.0,38.8072383355079,0.016004834,1.02,1.2570000000000001,-0.00217286537069083,5.6,1967.0,3.4139999999999997,4.6956,89.42,0.006881259,67.1,88.0,60.6,37620.0,7.43044721,53580.0,2632.0,2.57,0.0118112952184537,13.98,3.0384,42.445,-22.8,2.5669,2145.0,28.5,0.57,0.015094,-0.009891,-0.023965,0.41100000000000003,7.64,12452.66
2004-06-24,6.76999998,4.7,5.95,0,29.3357330548113,894.962681136015,0.009313597,0.0295640988657411,0.9796034290000001,0,0,85.265330730824,4,1140.65,1139.94,1146.34,1144.06,21.40056285,53.3,0.81999998,0,0,0.0,38.6919064678443,0.016250033,1.03,1.254,-0.0130107369506674,5.6,1967.0,3.3727,4.644,88.7,0.013759856,67.1,88.0,60.6,53100.0,7.282528752,38520.0,2682.0,2.57,0.0146365999616245,14.81,3.0293,42.4714,-22.8,2.5445,1526.0,63.25,0.49,0.01353,-0.007944,-0.028401,0.473,7.54,10337.0
2004-06-25,6.71999979,5.9,5.95,0,29.167094430932398,894.962681136015,0.009313597,0.0295640988657411,0.990073421,0,0,84.85536318026999,5,1134.43,1134.24,1145.97,1140.65,21.27189199,53.33,0.76999979,1,0,0.0,38.481310353744995,0.016342357,1.05,1.272,-0.0087216589867713,5.6,1967.0,3.3543,4.6459,88.88,0.013759856,67.1,88.0,60.6,52140.0,5.84827054,34560.0,2742.0,2.57,0.0160892495592251,15.19,3.0123,42.4097,-22.8,2.5335,1656.0,114.71,0.57,0.014918,-0.011304999999999999,-0.046179000000000005,0.48100000000000004,7.4,29263.26
2004-06-28,6.73000002,5.9,6.03,0,29.1301380508438,894.962681136015,0.009313597,0.0295640988657411,1.01326339,0,0,84.564661248192,4,1133.35,1131.62,1142.6,1134.43,20.89894892,54.23,0.70000002,1,0,0.0,38.4452728283893,0.016192526999999998,1.09,1.2819999999999998,-0.0140950122585557,5.6,1967.0,3.4336,4.7354,88.72,0.013759856,67.1,88.0,60.6,51180.0,7.9201031639999995,33480.0,2812.0,2.57,0.0187114126259667,16.07,3.0076,42.2446,-22.8,2.5404,1370.0,118.01,0.51,0.013624,-0.010328,-0.044448,0.48100000000000004,7.61,12909.35
2004-06-29,6.80000019,5.9,5.98,0,29.194120030183896,894.962681136015,0.009313597,0.0295640988657411,1.017550498,0,0,84.914995989508,3,1136.2,1131.81,1138.26,1133.35,20.90524379,54.35,0.82000019,1,1,0.0,38.5425162858025,0.016155615,1.13,1.3519999999999999,-0.0152835109578559,5.6,1967.0,3.312,4.6855,89.41,0.013759856,67.1,88.0,60.6,31860.0,6.231680831,40320.0,2895.0,2.57,0.017108856805535002,15.47,3.0141,42.1002,-22.8,2.5255,1615.0,243.06,0.77,0.016831,-0.015267,-0.071572,0.48100000000000004,7.58,11060.28
2004-06-30,6.76000023,5.9,5.91,0,29.3028311079537,894.962681136015,0.009313597,0.0295640988657411,1.02466589,0,0,85.369685538121,2,1140.84,1133.62,1144.22,1136.2,20.23842469,56.37,0.85000023,1,0,0.0,38.700320559776,0.016188396,1.38,1.3030000000000002,-0.0275979776230728,5.6,1967.0,3.3194,4.5806,88.8,0.013759856,67.1,88.0,60.6,39120.0,8.276371772000001,52620.0,3005.0,2.57,0.0135273915708563,14.34,2.9764,42.0567,-22.8,2.5428,2232.0,111.42,0.73,0.015363,-0.012296,-0.049122000000000006,0.48100000000000004,7.19,15298.27
2004-07-01,6.71000004,5.9,5.89,0,28.986801699371,894.962681136015,0.009313597,0.0295640988657411,1.003308948,1,0,84.18451531999699,1,1128.94,1123.06,1140.84,1140.84,20.03442768,56.35,0.82000004,1,0,0.0,38.2971889482502,0.016331329,1.4,1.197,-0.0110194552275993,5.6,1967.0,3.3528,4.5629,88.79,0.013759856,67.1,88.0,60.6,46440.0,10.84088175,31260.0,3115.0,2.57,0.0158264675549346,15.2,2.9405,42.3716,-22.8,2.5667,1231.0,127.52,0.74,0.013538999999999999,-0.009897,-0.052417,0.45,6.88,11656.53
2004-07-02,6.69000006,5.9,5.81,0,28.8850510871034,894.962681136015,0.009313597,0.0295640988657411,1.026903582,0,0,84.139788104198,0,1125.38,1123.26,1129.18,1128.94,19.96062433,56.38,0.88000006,0,0,0.0,38.1770015862924,0.016383986,1.25,1.263,-0.0100416224802037,5.6,1967.0,3.1775,4.4589,87.99,0.008738292,67.1,88.0,60.6,31920.0,8.001764871,35040.0,3207.0,2.57,0.0153969272067365,15.08,2.9306,42.2711,-22.8,2.5438,1932.0,30.01,0.71,0.013257,-0.012684,-0.070637,0.45,6.6,8591.78
2004-07-06,6.61000013,5.9,5.83,0,28.6393709929258,894.962681136015,0.009313597,0.0295640988657411,1.018028921,0,0,83.401852029097,0,1116.21,1113.21,1125.38,1125.38,19.755929199999997,56.5,0.78000013,0,0,0.0,37.866583304064605,0.016518585,1.3,1.254,-0.000518849262566357,5.6,1967.0,3.2134,4.4743,88.12,0.008738292,67.1,88.0,60.6,48660.0,8.115455048,30660.0,3400.0,2.57,0.0191658147117354,16.25,2.9054,42.5608,-22.8,2.5467,1134.0,77.45,1.0,0.016648,-0.014396,-0.074371,0.48100000000000004,6.91,11575.86
2004-07-07,6.63000011,5.9,5.83,0,28.683447069114298,894.962681136015,0.009313597,0.0295640988657411,1.020031428,0,0,83.64783270850799,0,1118.33,1114.92,1122.37,1116.21,19.79345133,56.5,0.80000011,0,0,0.0,37.9388751338906,0.016721415,1.26,1.268,-0.0065103405469198105,5.6,1967.0,3.1825,4.4743,87.65,0.008738292,67.1,88.0,60.6,30660.0,6.389338123,49680.0,3545.0,2.57,0.0182872141581445,15.81,2.9109,42.3917,-22.8,2.5233,1880.0,55.41,0.91,0.014118,-0.013744999999999999,-0.06534,0.48100000000000004,6.61,13807.08
2004-07-08,6.63000011,5.9,5.83,0,28.436750602843105,894.962681136015,0.009313597,0.0295640988657411,0.895050628,0,0,83.066428098961,0,1109.11,1108.72,1119.12,1118.33,19.63026549,56.5,0.80000011,0,0,0.0,37.626794294254104,0.016642317,1.26,1.251,-0.00601436978074797,5.6,1967.0,3.2093,4.4704,87.54,0.008738292,60.9,81.0,60.5,53880.0,10.20632862,38160.0,3716.0,2.57,0.0193626873835471,16.2,2.8871,42.1762,-22.8,2.5139,995.0,37.74,0.82,0.013947999999999999,-0.017363999999999997,-0.068935,0.45,6.81,16000.09
2004-07-09,6.63000011,5.9,5.83,0,28.5213796773772,894.962681136015,0.009313597,0.0295640988657411,0.9932904490000001,0,0,83.282592373753,0,1112.81,1109.11,1115.57,1109.11,19.69575221,56.5,0.80000011,0,0,0.0,37.753032863120104,0.016547523999999997,1.24,1.247,-0.009423701801468391,5.6,1967.0,3.1955,4.4565,87.42,0.008738292,60.9,81.0,60.5,50760.0,7.09644162,31080.0,3902.0,2.57,0.0178640534643045,15.78,2.8968,42.3378,-22.8,2.4376,1885.0,37.39,0.67,0.014438999999999999,-0.011890000000000001,-0.042448,0.34,6.92,12352.38
2004-07-12,6.63000011,5.9,5.81,0,28.5506151803633,894.962681136015,0.009313597,0.0295640988657411,0.954097047,0,0,83.319858966222,0,1114.35,1106.71,1116.11,1112.81,19.72300885,56.5,0.8200001100000011,0,0,0.0,37.805951509188795,0.016549298,1.26,1.262,-0.0141250923301144,5.6,1967.0,3.1633,4.4447,87.39,0.008738292,60.9,81.0,60.5,33660.0,7.574680285,49140.0,4025.0,2.57,0.0151936586356632,14.96,2.9008,42.5272,-22.8,2.4363,1685.0,22.29,0.91,0.015409,-0.012184,-0.045304000000000004,0.309,7.41,13933.79
2004-07-13,6.61000013,5.9,5.84,0,28.560623302550503,894.962681136015,0.009313597,0.0295640988657411,0.985146245,0,0,83.37949177546,0,1115.14,1112.99,1116.3,1114.35,19.7334985,56.51,0.770000130000001,0,0,0.0,37.8334216453994,0.016534955,1.24,1.315,-0.00221983798160094,5.6,1967.0,3.1373,4.47,87.83,0.008738292,60.9,81.0,60.5,39840.0,4.523684761,32100.0,4086.0,2.57,0.013736903872457,14.46,2.9027,42.4748,-22.8,2.4512,1562.0,151.7,0.63,0.013663999999999999,-0.010465,-0.041914,0.309,7.63,11779.17
2004-07-14,6.63999987,5.9,5.83,1,28.4564509816909,894.962681136015,0.009313597,0.0295640988657411,0.939563968,0,0,83.126055690459,0,1111.47,1107.83,1119.6,1115.14,19.6720354,56.5,0.80999987,0,0,0.0,37.709580796467705,0.016615086,1.24,1.317,-0.0177968748771173,5.6,1967.0,3.1471,4.4797,87.58,0.008738292,60.9,81.0,60.5,52380.0,8.960496947000001,38160.0,4068.0,2.57,0.0116805948328186,13.76,2.8933,42.382,-22.8,2.4609,1454.0,45.91,0.76,0.012291,-0.013183000000000002,-0.047748,0.309,7.43,14573.1
2004-07-15,6.61999989,5.9,5.83,0,28.3239467621278,889.169571867543,0.009313597,0.0279287755250106,0.9877330129999999,0,0,82.58937829671,0,1106.69,1106.6,1114.67,1111.47,19.58396744,56.51,0.78999989,0,0,-0.00130825867258437,37.5481228189411,0.016684347,1.3,1.317,-0.008583779118537591,5.6,1967.0,3.1471,4.4797,87.99,0.008738292,60.9,81.0,60.5,53820.0,7.772100624,43500.0,4021.0,2.57,0.0147000323987046,14.71,2.8808,41.423,-22.8,2.4764,1627.0,31.49,0.62,0.01305,-0.010959,-0.016484,0.309,7.39,13695.85
2004-07-16,6.61999989,5.9,5.73,0,28.0739483877835,889.169571867543,0.009313597,0.0311017025655875,0.9700050379999999,0,0,82.522290081882,0,1101.39,1101.07,1112.17,1106.69,19.49362832,56.5,0.8899998899999989,0,0,0.00155714762802326,37.2307637298429,0.016703075,1.24,1.3119999999999998,-0.0161810994430457,5.6,1967.0,3.0167,4.3491,87.14,0.008738292,60.9,81.0,60.5,53880.0,8.055704967999999,30840.0,3971.0,2.57,0.0132733967822043,14.34,2.8671,41.1331,-22.8,2.4029,1548.0,51.54,0.93,0.013378999999999999,-0.012975,-0.044086,0.309,6.9,13688.65
2004-07-19,6.53000021,5.9,5.73,0,28.051580750183703,889.169571867543,0.009313597,0.0311017025655875,0.962118195,0,0,82.171955340566,0,1100.9,1096.55,1105.52,1101.39,19.48495575,56.5,0.800000209999999,0,0,0.00124962688805397,37.21515580021771,0.016695231,1.25,1.3019999999999998,-0.0138558517943324,5.6,1967.0,3.0287,4.3509,87.18,0.008738292,60.9,81.0,60.5,41880.0,9.655457573,49740.0,3930.0,2.57,0.0154250637909787,15.17,2.8662,40.799,-22.8,2.3978,1605.0,60.5,0.58,0.014852,-0.011824,-0.039622000000000004,0.309,7.04,16785.39
2004-07-20,6.51999998,5.9,5.78,0,28.239632411023198,889.169571867543,0.009313597,0.0311017025655875,0.994641207,0,0,83.215504158925,0,1108.67,1099.1,1108.88,1100.9,19.62247788,56.5,0.739999979999999,0,0,0.000942106148084675,37.478700449782295,0.016581075,1.25,1.3319999999999999,-0.0171422819176885,5.6,1802.0,3.1016,4.4441,87.83,0.008738292,60.9,81.0,60.5,33660.0,9.874441342999999,49260.0,3888.0,2.57,0.0124519317975066,14.17,2.8865,41.2518,-22.8,2.4009,1840.0,33.18,0.57,0.0143,-0.013663999999999999,-0.022101,0.294,6.95,13539.17
2004-07-21,6.59000015,5.9,5.81,0,27.8531217038516,889.169571867543,0.009313597,0.0311017025655875,0.9251678720000001,0,0,81.679999944876,1,1093.88,1093.88,1116.27,1108.67,19.36070796,56.5,0.78000015,0,0,0.0006345854081153849,36.979642129030104,0.016888818,1.25,1.3219999999999998,0.00448208899206173,5.6,1802.0,3.1228,4.4656,88.56,0.008738292,60.9,81.0,60.5,54000.0,10.12612188,33540.0,3841.0,2.57,0.0188786938425014,16.41,2.8478,41.7476,-22.8,2.4328,676.0,113.48,0.6,0.012209999999999999,-0.011644,-0.000875,0.262,6.64,14114.29
2004-07-22,6.61999989,5.9,5.8,0,27.918688523266603,889.169571867543,0.009313597,0.0311017025655875,0.875065373,0,0,81.90361366212599,2,1096.84,1084.16,1099.69,1093.88,19.40966201,56.51,0.81999989,0,0,0.0,37.080583513493096,0.016859113000000002,1.26,1.334,0.00600534257479138,5.6,1802.0,3.091,4.444,88.45,0.008738292,60.9,81.0,60.5,38940.0,13.54166368,52740.0,3800.0,2.57,0.0160548236745008,15.75,2.8552,41.6646,-22.8,2.4286,1176.0,63.45,0.71,0.011533,-0.014838999999999998,-0.02829,0.262,6.52,12167.53
2004-07-23,6.61000013,5.7,5.77,0,27.6381675834791,889.169571867543,0.009313597,0.0311017025655875,0.8161143059999999,0,0,81.217854990674,3,1086.2,1083.49,1096.84,1096.84,19.22137675,56.51,0.8400001300000011,0,0,0.0,36.7218504858756,0.017019066,1.25,1.338,0.0168496758491112,5.6,1802.0,3.0773,4.4301,89.26,0.008738292,60.9,81.0,60.5,50820.0,10.66833147,30660.0,3799.0,2.57,0.0182216559147403,16.5,2.8272,41.2775,-22.8,2.4304,960.0,46.7,0.63,0.01281,-0.015675,-0.045528,0.192,6.51,12680.35
2004-07-26,6.57999992,5.7,5.8,0,27.5743161743478,889.169571867543,0.009313597,0.0311017025655875,0.7613176559999999,0,0,81.06132352511999,4,1084.07,1078.78,1089.82,1086.2,19.18707965,56.5,0.77999992,0,0,0.0,36.6508241735535,0.017056011,1.27,1.392,0.0208502211661777,5.6,1802.0,3.0708,4.4848,89.03,0.008738292,60.9,81.0,60.5,50520.0,12.614327099999999,32100.0,3814.0,2.57,0.0203247147689881,17.3,2.8218,41.2357,-22.8,2.4381,984.0,42.91,0.71,0.013131,-0.0131,-0.030429,0.17600000000000002,6.76,13212.69
