,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS
1969-08-06,7.84,1.33,7.05,0,17.829303323409604,351.143671881493,0.0,0.0590889163700061,0.0,0,0,2.2159939543672698,0,93.92,93.92,93.92,93.92,16.39092496,5.73,0.79,0,0,0.0,33.082198821183894,0.033127231,10.25,6.99,-0.0137663543713505,3.6,1446.0,-0.368,6.622000000000001,,0.038346667
1969-08-07,7.84,1.33,7.05,0,17.8413392464365,351.143671881493,0.0,0.0590889163700061,0.0,0,0,2.2179423712245496,0,93.99,93.99,93.99,93.99,16.40314136,5.73,0.79,0,0,0.0,33.1043095972263,0.033108892,10.0,6.97,-0.00762796867988807,3.6,1446.0,-0.33799999999999997,6.632000000000001,,0.038346667
1969-08-08,7.84,1.33,7.05,0,17.8305974789466,351.143671881493,0.0,0.0590889163700061,0.0,0,0,2.2170593322907504,0,93.94,93.94,93.94,93.94,16.39441536,5.73,0.79,0,0,0.0,33.0841513922609,0.033132851,10.5,7.02,-4.50808436694276e-05,3.6,1446.0,-0.37799999999999895,6.642,,0.038346667
1969-08-11,7.84,1.33,7.05,0,17.7192668359645,351.143671881493,0.0,0.0590889163700061,0.0,0,0,2.20366775023353,0,93.36,93.36,93.36,93.36,16.29319372,5.73,0.79,0,1,0.0,32.8773497310307,0.033345065,9.75,7.01,0.0121990510537418,3.6,1446.0,-0.318,6.692,,0.038346667
1969-08-12,7.84,1.33,7.05,0,17.579485516533,351.143671881493,0.0,0.0590889163700061,0.0,0,0,2.1867337664278,0,92.63,92.63,92.63,92.63,16.16579407,5.73,0.79,0,0,0.0,32.6177570655689,0.033614277000000005,7.5,7.1,0.0253245829235181,3.6,1446.0,-0.39799999999999996,6.702000000000001,,0.038346667
1969-08-13,7.88,1.33,7.0,0,17.5915395427521,351.143671881493,0.0,0.0590889163700061,0.0,0,0,2.1886832341582303,0,92.7,92.7,92.7,92.7,16.17801047,5.73,0.88,0,0,0.0,32.6398828881414,0.033595315,5.5,7.08,0.0245702392188559,3.6,1446.0,-0.37799999999999995,6.702000000000001,,0.038346667
1969-08-14,7.88,1.33,7.0,0,17.7117533499213,351.143671881493,0.0,0.0590889163700061,0.0,0,0,2.20409088757212,0,93.34,93.34,93.34,93.34,16.28970332,5.73,0.88,0,0,0.0,32.8626846088672,0.033371341,9.75,6.97,0.0206313373600387,3.6,1446.0,-0.287999999999999,6.682,,0.038346667
1969-08-15,7.88,1.33,7.0,0,17.8357461904626,353.76866770349403,0.0,0.0590889163700061,0.0,0,0,2.21997288964645,0,94.0,94.0,94.0,94.0,16.40488656,5.73,0.88,0,0,0.0,33.092489299881,0.033143364,9.75,6.85,0.0195420541303484,3.6,1336.0,-0.16799999999999898,6.682,,0.038346667
1969-08-18,7.88,1.33,7.0,0,17.8452170938688,353.76866770349403,0.0,0.0645385211375711,0.0,0,0,2.23373150965671,0,94.57,94.57,94.57,94.57,16.504363,5.73,0.88,0,0,0.00435968381405196,33.1098038952699,0.032949894,9.5,6.78,0.00311833117116478,3.6,1336.0,-0.11800000000000001,6.662000000000001,,0.038346667
1969-08-19,7.88,1.33,7.0,0,17.9384004566069,353.76866770349403,0.0,0.0645385211375711,0.0,0,0,2.24583857022358,0,95.07,95.07,95.07,95.07,16.59162304,5.73,0.88,0,0,0.00326976286053897,33.2824308077932,0.032782862,7.5,6.84,-0.00881678717126077,3.6,1336.0,-0.188,6.652,,0.038346667
1969-08-20,7.82,1.33,6.96,0,17.9372356536747,353.76866770349403,0.0,0.0645385211375711,0.0,0,0,2.2461357331170295,1,95.07,95.07,95.07,95.07,16.59162304,5.73,0.86,0,0,0.00217984190702598,33.2799999908673,0.032789122999999996,5.5,6.86,-0.00680649251780155,3.6,1336.0,-0.198,6.662000000000001,,0.038346667
1969-08-21,7.82,1.33,6.96,0,17.9888972217815,353.76866770349403,0.0,0.0645385211375711,0.0,0,0,2.25304824867357,2,95.35,95.35,95.35,95.35,16.64048866,5.73,0.86,0,0,0.00108992095351299,33.375574956010105,0.032699079,9.5,6.93,-0.00552240522057138,3.6,1336.0,-0.247999999999999,6.682,,0.038346667
1969-08-22,7.82,1.44,6.96,0,18.0952613823295,353.76866770349403,0.0,0.0645385211375711,0.0,0,0,2.26681415752993,3,95.92,95.92,95.92,95.92,16.7399651,5.73,0.86,0,0,0.0,33.5726342387329,0.032510972,8.25,6.96,-0.00496308405863283,3.6,1336.0,-0.248,6.712000000000001,,0.038346667
1969-08-25,7.82,1.44,6.96,0,17.907338516402604,353.76866770349403,0.0,0.0645385211375711,0.0,0,0,2.2437154201248197,4,94.93,94.93,94.93,94.93,16.56719023,5.73,0.86,0,0,0.0,33.2236907406351,0.03285629,8.0,7.0,0.00573339476198771,3.6,1336.0,-0.278,6.722,,0.038346667
1969-08-26,7.82,1.44,6.96,0,17.7873459408614,353.76866770349403,0.0,0.058758158222072,0.0,0,0,2.2291223913027403,5,94.3,94.3,94.3,94.3,16.45724258,5.73,0.86,1,0,-0.00462429033239928,33.000779126782305,0.033081688,9.75,7.16,0.00652200834169522,3.6,1336.0,-0.398000000000001,6.7620000000000005,,0.037941209
1969-08-27,7.84,1.44,6.95,0,17.822032381408103,353.76866770349403,0.0,0.058758158222072,0.0,0,0,2.23391108986026,4,94.49,94.49,94.49,94.49,16.4904014,5.73,0.89,1,0,-0.00346821774929947,33.064839274872796,0.033021047000000005,9.75,7.15,-0.0037284012273997103,3.6,1336.0,-0.35800000000000104,6.792000000000001,,0.037941209
1969-08-28,7.84,1.44,6.95,0,17.8963214097835,353.76866770349403,0.0,0.058758158222072,0.0,0,0,2.24366519690099,3,94.89,94.89,94.89,94.89,16.56020942,5.73,0.89,1,0,-0.00231214516619964,33.2023665864739,0.032887705,9.75,7.09,-0.0139124281067694,3.6,1336.0,-0.258,6.832000000000001,,0.037941209
1969-08-29,7.84,1.44,6.95,0,18.012091247977,353.76866770349403,0.0,0.058758158222072,0.0,0,0,2.2586224776516404,2,95.51,95.51,95.51,95.51,16.66841187,5.73,0.89,1,0,-0.00115607258309982,33.4168435800117,0.032680032000000005,9.75,6.95,-0.03051474541137,3.6,1336.0,-0.11800000000000001,6.832000000000001,123.464,0.037941209
1969-09-02,7.84,1.44,6.95,0,18.016587016984197,353.76866770349403,0.0,0.058758158222072,0.0,0,0,2.25962939523959,1,95.54,95.54,95.54,95.54,16.67364747,5.73,0.89,1,0,0.0,33.4248729521754,0.032675585,9.25,7.03,-0.0235256289167077,3.6,1336.0,-0.158,6.872000000000001,,0.037941209
1969-09-03,7.84,1.44,6.95,0,17.909830242133,353.76866770349403,0.0,0.058758158222072,0.0,0,0,2.24668227561155,0,94.98,94.98,94.98,94.98,16.57591623,5.73,0.89,0,0,0.0,33.226500407421696,0.032874089,9.0,7.0,-0.000985960080697907,3.6,1336.0,-0.0579999999999998,6.942,,0.037941209
1969-09-04,7.9,1.44,6.98,0,17.7616066813068,353.76866770349403,0.0,0.058758158222072,0.0,0,0,2.22852950387652,0,94.2,94.2,94.2,94.2,16.43979058,5.73,0.92,0,0,0.0,32.9511979060794,0.033152192000000004,9.25,7.04,-0.00046896732174481106,3.6,1336.0,-0.0780000000000003,6.962000000000001,,0.037941209
1969-09-05,7.9,1.44,6.98,0,17.6548819011507,353.76866770349403,0.0,0.058758158222072,0.0,0,0,2.21557800033836,0,93.64,93.64,93.64,93.64,16.34205934,5.73,0.92,0,0,0.0,32.7528837428212,0.033355962999999995,9.25,7.06,0.00453127453268603,3.6,1336.0,-0.0679999999999996,6.992000000000001,,0.037941209
1969-09-08,7.9,1.44,6.98,0,17.4765311709256,353.76866770349403,0.0,0.058758158222072,0.0,0,0,2.19363373935823,0,92.7,92.7,92.7,92.7,16.17801047,5.73,0.92,0,1,0.0,32.4216917281771,0.033699766,9.0,7.09,0.0224484492496331,3.5,1336.0,-0.0579999999999998,7.032,,0.037941209
1969-09-09,7.9,1.44,6.98,0,17.6035997490981,353.76866770349403,0.0,0.058758158222072,0.0,0,0,2.2100218571373103,0,93.38,93.38,93.38,93.38,16.29668412,5.73,0.92,0,0,0.0,32.657096709864604,0.033459886,8.5,7.16,0.0159793036384127,3.5,1336.0,-0.11800000000000001,7.042000000000001,,0.037941209
1969-09-10,7.95,1.44,7.05,0,17.8984211662362,353.76866770349403,0.0,0.058758158222072,0.0,0,0,2.2474757791563196,0,94.95,94.95,94.95,94.95,16.57068063,5.73,0.9,0,0,0.0,33.2036939466867,0.032912059,5.5,7.12,-0.00269080786794147,3.5,1336.0,-0.0979999999999999,7.022,,0.037941209
1969-09-11,7.95,1.44,7.05,0,17.7596750969985,353.76866770349403,0.0,0.058758158222072,0.0,0,0,2.23049342247969,0,94.22,94.22,94.22,94.22,16.44328098,5.73,0.9,0,0,0.0,32.9459647009312,0.033172531,8.75,7.09,0.0065066058234273605,3.5,1336.0,-0.0380000000000003,7.0520000000000005,,0.037941209
1969-09-12,7.95,1.44,7.05,0,17.7415745913649,353.76866770349403,0.0,0.058758158222072,0.0,0,0,2.22865968542654,0,94.13,94.13,94.13,94.13,16.42757417,5.73,0.9,0,0,0.0,32.9120435459396,0.033209729,8.75,7.1,0.0105130901559504,3.5,1336.0,-0.0179999999999998,7.082000000000001,,0.037941209
1969-09-15,7.95,1.44,7.05,0,17.8799052805268,353.76866770349403,0.0,0.058758158222072,0.0,0,0,2.24647711693658,0,94.87,94.87,94.87,94.87,16.55671902,5.73,0.9,0,0,0.0,33.1683080195231,0.032956126,9.0,7.1,0.007287805227433959,3.5,1336.0,-0.008000000000000009,7.0920000000000005,,0.037941209
1969-09-16,7.95,1.44,7.05,0,17.8938386377332,351.951362903647,0.0,0.058758158222072,0.0,0,0,2.24866841455865,0,94.95,94.95,94.95,94.95,16.57068063,5.73,0.9,0,0,0.0,33.1938004647686,0.032933792,10.0,7.13,0.00643914461409683,3.5,1336.0,0.0120000000000005,7.142,,0.037941209
1969-09-17,8.03,1.44,7.12,0,17.808540455914102,351.951362903647,0.0,0.0614718640936682,0.0,0,0,2.24446568195733,0,94.76,94.76,94.76,94.76,16.53752182,5.73,0.9099999999999989,0,0,0.002170964697277,33.035212310583894,0.03300527,9.5,7.13,0.00707639870443015,3.5,1336.0,0.0120000000000005,7.142,,0.037941209
1969-09-18,8.03,1.44,7.12,0,17.8337545755603,351.951362903647,0.0,0.0614718640936682,0.0,0,0,2.24807870659973,0,94.9,94.9,94.9,94.9,16.56195462,5.73,0.9099999999999989,0,0,0.00162822352295775,33.0816235514526,0.032962015,9.75,7.14,-0.0020749443882684,3.5,1336.0,0.13200000000000098,7.272,,0.037941209
1969-09-19,8.03,1.44,7.12,0,17.886722753407103,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.25524554449297,1,95.19,95.19,95.19,95.19,16.16129032,5.89,0.9099999999999989,0,0,-0.00351223145581603,33.180310617779895,0.032867015,9.75,7.16,-0.011583614792411002,3.5,1336.0,0.122,7.282,,0.037941209
1969-09-22,8.03,1.44,7.12,0,17.967866518374898,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.2659671343350603,2,95.63,95.63,95.63,95.63,16.23599321,5.89,0.9099999999999989,0,0,-0.00290554417902165,33.3312621197932,0.032721186,9.5,7.14,-0.0241896101898776,3.5,1336.0,0.122,7.2620000000000005,,0.037941209
1969-09-23,8.03,1.44,7.12,0,17.9663333611326,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.2662642634490497,3,95.63,95.63,95.63,95.63,16.23599321,5.89,0.9099999999999989,0,0,-0.00229885690222727,33.3288406271084,0.03272658,9.5,7.1,-0.0272943866026021,3.5,1336.0,0.162,7.2620000000000005,,0.037941209
1969-09-24,8.07,1.44,7.16,0,17.940380231720198,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.2634806585092897,4,95.5,95.5,95.5,95.5,16.213921900000003,5.89,0.91,0,0,-0.00114942845111363,33.2811124977933,0.032776531,9.25,7.1,-0.0323943443445909,3.5,1336.0,0.172000000000001,7.272,,0.037941209
1969-09-25,8.07,1.44,7.16,0,17.8017279186176,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.24647586699893,5,94.77,94.77,94.77,94.77,16.08998302,5.89,0.91,1,0,0.0,33.0243076936651,0.033034448,9.5,7.09,-0.0169687042986571,3.5,1336.0,0.212,7.3020000000000005,,0.037941209
1969-09-26,8.07,1.52,7.16,0,17.6856394746519,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.2323133659927796,4,94.16,94.16,94.16,94.16,15.98641766,5.89,0.91,1,0,0.0,32.809350585254194,0.033253935,9.5,7.06,-0.0110484948631848,3.5,1336.0,0.342000000000001,7.402,,-0.007830894
1969-09-29,8.07,1.52,7.16,0,17.5432786637154,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.21482990781109,3,93.41,93.41,93.41,93.41,15.85908319,5.89,0.91,1,0,0.0,32.5456436277991,0.033526457,9.25,6.91,-0.0012302800134581099,3.5,1336.0,0.542,7.452000000000001,,-0.007830894
1969-09-30,8.07,1.52,7.16,0,17.4873282407532,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.20825108997766,2,93.12,93.12,93.12,93.12,15.809847199999998,5.89,0.91,1,0,0.0,32.442232924187,0.033635981,8.5,7.14,-0.00101592420562479,3.5,1336.0,0.37200000000000005,7.5120000000000005,123.823,-0.007830894
1969-10-01,8.08,1.52,7.19,0,17.3731774719703,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.19432003372923,1,92.52,92.52,92.52,92.52,15.70797963,5.89,0.89,1,0,0.0,32.2308413994832,0.03385926,8.0,7.17,0.0009271426290288051,3.5,1336.0,0.35200000000000004,7.522,,-0.007830894
1969-10-02,8.08,1.52,7.19,0,17.506892576633998,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.21169386203853,0,93.24,93.24,93.24,93.24,15.83022071,5.89,0.89,0,0,0.0,32.4792881469223,0.033602906,9.5,7.08,-0.00294545192248731,3.5,1336.0,0.37200000000000005,7.452000000000001,,-0.007830894
1969-10-03,8.08,1.52,7.19,0,17.4960220107536,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.21080528590917,0,93.19,93.19,93.19,93.19,15.82173175,5.89,0.89,0,0,0.0,32.459493405596106,0.033626045,9.5,7.0,0.00327545988869898,3.5,1336.0,0.382,7.382000000000001,,-0.007830894
1969-10-06,8.08,1.52,7.19,0,17.526455029922303,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.2151357901986497,0,93.36,93.36,93.36,93.36,15.85059423,5.89,0.89,0,1,0.0,32.5163232453205,0.033569491,9.5,6.94,0.0162070832950465,4.0,1336.0,0.41200000000000003,7.352,,-0.007830894
1969-10-07,8.08,1.52,7.19,0,17.4742899558384,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.20902707623618,0,93.09,93.09,93.09,93.09,15.80475382,5.89,0.89,0,0,0.0,32.4199064924517,0.033671545,9.75,6.99,0.0269664250217403,4.0,1336.0,0.322,7.312,,-0.007830894
1969-10-08,8.18,1.52,7.28,0,17.3939801729543,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.1993580354447,0,92.67,92.67,92.67,92.67,15.73344652,5.89,0.8999999999999989,0,0,0.0,32.2712660691991,0.033828862,8.75,7.0,0.0316908723571902,4.0,1336.0,0.292,7.292000000000001,,-0.007830894
1969-10-09,8.18,1.52,7.28,0,17.4600772661886,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.20819960529601,0,93.03,93.03,93.03,93.03,15.79456706,5.89,0.8999999999999989,0,0,0.0,32.3942515587168,0.033702646,9.5,7.03,0.0345774437427022,4.0,1336.0,0.271999999999999,7.3020000000000005,,-0.007830894
1969-10-10,8.18,1.52,7.28,0,17.5580676700515,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.2210785001766,0,93.56,93.56,93.56,93.56,15.88455008,5.89,0.8999999999999989,0,0,0.0,32.5764084244017,0.033516816,9.75,6.98,0.0276490146451915,4.0,1336.0,0.242,7.222,,-0.007830894
1969-10-13,8.18,1.52,7.28,0,17.8174222311015,351.951362903647,0.0,0.0557247218381001,0.0,0,0,2.2543751942375096,0,94.95,94.95,94.95,94.95,16.12054329,5.89,0.8999999999999989,0,0,0.0,33.057955158822,0.033031169,9.75,6.98,0.015077773641789,4.0,1336.0,,,,-0.007830894
1969-10-14,8.18,1.52,7.28,0,17.9566480427743,351.951362903647,0.0,0.0528634895570681,0.0,0,0,2.2724809348101003,0,95.7,95.7,95.7,95.7,16.24787776,5.89,0.8999999999999989,0,0,-0.00228898582482558,33.316621447096,0.03277728,9.5,7.04,0.0148557410360747,4.0,1336.0,0.0620000000000003,7.102,,-0.007830894
1969-10-15,8.26,1.52,7.37,0,17.9588897659591,351.951362903647,0.0,0.0528634895570681,0.0,0,0,2.2732545604115297,0,95.72,95.72,95.72,95.72,16.25127334,5.89,0.89,0,0,-0.00171673936861918,33.3211265611463,0.032775407,9.75,7.04,0.0211108088485204,4.0,1336.0,0.0819999999999999,7.122000000000001,,-0.007830894
1969-10-16,8.26,1.52,7.37,0,17.9819453870073,350.94174912595497,0.0,0.058268908123976004,0.0,0,0,2.28899015996078,0,96.37,96.37,96.37,96.37,16.36162988,5.89,0.89,0,0,0.00317984194111354,33.364243911757896,0.032559283,9.75,7.02,0.0105542745280966,4.0,1518.0,0.0220000000000002,7.042000000000001,,-0.007830894
1969-10-17,8.26,1.52,7.37,0,17.9581315189612,350.94174912595497,0.0,0.058268908123976004,0.0,0,0,2.2864386948936404,0,96.25,96.25,96.25,96.25,16.34125637,5.89,0.89,0,0,0.00267100468393835,33.320393471439,0.032604824,9.75,6.97,0.0185476838391195,4.0,1518.0,0.0220000000000002,6.992000000000001,,-0.007830894
1969-10-20,8.26,1.52,7.37,0,17.995888423491103,350.94174912595497,0.0,0.058268908123976004,0.0,0,0,2.29172611213745,0,96.46,96.46,96.46,96.46,16.37691002,5.89,0.89,0,0,0.00216216742676316,33.390779988556,0.032538778,8.25,6.91,0.0145286159130561,4.0,1518.0,-0.0780000000000003,6.832000000000001,,-0.007830894
1969-10-21,8.26,1.52,7.37,0,18.132511181966898,350.94174912595497,0.0,0.058268908123976004,0.0,0,0,2.30960612390567,0,97.2,97.2,97.2,97.2,16.50254669,5.89,0.89,0,0,0.00108108371338158,33.644607305465,0.032295952999999995,7.5,6.9,0.0040208670675262,4.0,1518.0,-0.128,6.772,,-0.007830894
1969-10-22,8.26,1.52,7.31,0,18.2485947794021,350.94174912595497,0.0,0.058268908123976004,0.0,0,0,2.32487469556508,1,97.83,97.83,97.83,97.83,16.60950764,5.89,0.95,0,0,0.0,33.8603243120612,0.032092842999999996,6.0,6.91,-0.0111815920437052,4.0,1518.0,-0.10800000000000098,6.8020000000000005,,-0.007830894
1969-10-23,8.26,1.52,7.31,0,18.1781421908018,350.94174912595497,0.0,0.058268908123976004,0.0,0,0,2.31638079602761,2,97.46,97.46,97.46,97.46,16.5466893,5.89,0.95,0,0,0.0,33.7299189078453,0.032219568,9.0,6.98,-0.00615250083024033,4.0,1518.0,-0.0780000000000003,6.902,,-0.007830894
1969-10-24,8.26,1.41,7.31,0,18.299801290367103,350.94174912595497,0.0,0.058268908123976004,0.0,0,0,2.33236632716946,3,98.12,98.12,98.12,98.12,16.65874363,5.89,0.95,0,0,0.0,33.9559768376788,0.032007697,8.75,7.0,-0.00970707098970262,4.0,1518.0,-0.0979999999999999,6.902,,-0.007830894
1969-10-27,8.26,1.41,7.31,0,18.2647911016283,350.94174912595497,0.0,0.058268908123976004,0.0,0,0,2.32838664747299,4,97.94,97.94,97.94,97.94,16.62818336,5.89,0.95,0,1,0.0,33.8913256840953,0.032071385,8.0,6.99,-0.008793229337889591,4.0,1518.0,-0.0579999999999998,6.932,,0.15695736
1969-10-28,8.26,1.41,7.31,0,18.2111400879604,350.94174912595497,0.0,0.058268908123976004,0.0,0,0,2.32202909525948,5,97.66,97.66,97.66,97.66,16.58064516,5.89,0.95,1,0,0.0,33.792079195292004,0.032168212,8.0,7.0,-0.00530704061046282,4.0,1518.0,0.00199999999999978,7.002000000000001,,0.15695736
1969-10-29,8.21,1.41,7.25,0,18.051216325703898,350.94174912595497,0.0,0.058268908123976004,0.0,0,0,2.3021180255742797,4,96.81,96.81,96.81,96.81,16.43633277,5.89,0.9600000000000011,1,0,0.0,33.4956276960733,0.032455571,7.5,7.01,0.00785209945299512,4.0,1518.0,-0.008000000000000009,7.002000000000001,,0.15695736
1969-10-30,8.21,1.41,7.25,0,18.072171070271803,350.94174912595497,0.0,0.058268908123976004,0.0,0,0,2.30527073018571,3,96.93,96.93,96.93,96.93,16.45670628,5.89,0.9600000000000011,1,0,0.0,33.5348052582871,0.032420303,8.75,7.02,0.00692102950427759,4.0,1518.0,-0.0579999999999998,6.962000000000001,,0.15695736
1969-10-31,8.21,1.41,7.25,0,18.128545539194103,350.94174912595497,0.0,0.058268908123976004,0.0,0,0,2.31294258282713,2,97.24,97.24,97.24,97.24,16.50933786,5.89,0.9600000000000011,1,0,0.0,33.639704374626305,0.032321845,9.0,6.99,0.009748070764450091,4.0,1518.0,-0.048,6.942,122.182,0.15695736
1969-11-03,8.21,1.41,7.25,0,18.110345768289,350.94174912595497,0.0,0.058268908123976004,0.0,0,1,2.31110106390397,1,97.15,97.15,97.15,97.15,16.49405772,5.89,0.9600000000000011,1,0,0.0,33.606217897788504,0.03235669,9.25,6.97,0.0113816641166853,4.0,1518.0,-0.0679999999999996,6.902,,0.15695736
1969-11-04,8.21,1.41,7.25,0,18.1201102449321,350.94174912595497,0.0,0.058268908123976004,0.0,0,1,2.3128276546561097,0,97.21,97.21,97.21,97.21,16.50424448,5.89,0.9600000000000011,0,0,0.0,33.624618066591,0.032341617,9.25,6.97,0.00811174875799111,4.0,1518.0,,,,0.15695736
1969-11-05,8.17,1.41,7.26,0,18.198837558929398,350.94174912595497,0.0,0.058268908123976004,0.0,0,1,2.32335753532048,0,97.64,97.64,97.64,97.64,16.57724958,5.89,0.91,0,0,0.0,33.7709859160748,0.032204064,9.25,7.07,0.0018569414992728398,4.0,1518.0,-0.0979999999999999,6.972,,0.15695736
1969-11-06,8.17,1.41,7.26,0,18.2030046766818,350.94174912595497,0.0,0.058268908123976004,0.0,0,1,2.32437071616713,0,97.67,97.67,97.67,97.67,16.58234295,5.89,0.91,0,0,0.0,33.7789914078923,0.032199047,9.25,7.12,-0.00326428622077,4.0,1518.0,-0.10800000000000098,7.0120000000000005,,0.15695736
1969-11-07,8.17,1.41,7.26,0,18.3115327372609,350.94174912595497,0.0,0.0554158391415696,0.0,0,1,2.3387110235646404,0,98.26,98.26,98.26,98.26,16.68251273,5.89,0.91,0,0,-0.0022824551859251603,33.9806545951458,0.032010555,9.5,7.13,-0.0128836751219056,3.9,1518.0,-0.138,6.992000000000001,,0.15695736
1969-11-10,8.17,1.41,7.26,0,18.323146414013898,350.94174912595497,0.0,0.0554158391415696,0.0,0,1,2.3406765169155,0,98.33,98.33,98.33,98.33,16.69439728,5.89,0.91,0,0,-0.00171184138944387,34.0024710962063,0.03199261,9.5,7.12,-0.0204145538168424,3.9,1518.0,-0.128,6.992000000000001,,0.15695736
1969-11-11,8.17,1.41,7.26,0,18.2732708997583,350.94174912595497,0.0,0.0554158391415696,0.0,0,1,2.3347868432289403,0,98.07,98.07,98.07,98.07,16.65025467,5.89,0.91,0,0,-0.0011412275929625802,33.9101761380641,0.032082282999999996,9.5,7.12,-0.0179706038240427,3.9,1518.0,,,,0.15695736
1969-11-12,8.19,1.41,7.29,0,18.238309453704698,350.94174912595497,0.0,0.0554158391415696,0.0,0,1,2.3308010019050496,0,97.89,97.89,97.89,97.89,16.6196944,5.89,0.8999999999999989,0,0,-0.000570613796481288,33.8455516902487,0.032146141,8.5,7.17,-0.0212291186138066,3.9,1518.0,-0.10800000000000001,7.062,,0.15695736
1969-11-13,8.19,1.41,7.29,0,18.149327649567102,350.94174912595497,0.0,0.0554158391415696,0.0,0,1,2.31990962829348,0,97.42,97.42,97.42,97.42,16.53989813,5.89,0.8999999999999989,0,0,0.0,33.6806734954351,0.03230571,9.25,7.2,-0.0267930289703221,3.9,1518.0,-0.0780000000000003,7.122000000000001,,0.15695736
1969-11-14,8.19,1.41,7.29,0,17.9858414657083,350.94174912595497,0.0,0.0607921961779496,0.0,0,1,2.3118754126396803,0,97.07,97.07,97.07,97.07,16.48047538,5.89,0.8999999999999989,0,0,0.00430108562910405,33.377524171614,0.032427098,9.25,7.09,-0.0294310852978414,3.9,1518.0,-0.008000000000000009,7.082000000000001,,0.15695736
1969-11-17,8.19,1.41,7.29,0,17.8622465612814,349.932135348262,0.0,0.0607921961779496,0.0,0,1,2.29645701257355,0,96.41,96.41,96.41,96.41,16.36842105,5.89,0.8999999999999989,0,0,0.00322581422182804,33.1483953456581,0.032654026,9.25,7.07,-0.0341262014168344,3.9,1518.0,0.0619999999999994,7.132000000000001,,0.15695736
1969-11-18,8.19,1.41,7.29,0,17.8572373263207,349.932135348262,0.0,0.0607921961779496,0.0,0,1,2.2962812005371402,1,96.39,96.39,96.39,96.39,16.36502547,5.89,0.8999999999999989,0,0,0.00215054281455203,33.139329156626,0.032665741,9.25,7.2,-0.0371421243858481,3.9,1342.0,0.0220000000000002,7.222,,0.15695736
1969-11-19,8.19,1.41,7.38,0,17.7651638899965,349.932135348262,0.0,0.0607921961779496,0.0,0,1,2.28490864104848,2,95.9,95.9,95.9,95.9,16.28183362,5.89,0.81,0,0,0.00107527140727601,32.9686844449987,0.032837198,6.0,7.23,-0.0285012502596857,3.9,1342.0,0.0219999999999994,7.252000000000001,,0.15695736
1969-11-20,8.19,1.41,7.38,0,17.5804882879683,349.932135348262,0.0,0.0607921961779496,0.0,0,1,2.26162161068208,3,94.91,94.91,94.91,94.91,16.11375212,5.89,0.81,0,0,0.0,32.6261805270154,0.03318432,9.0,7.35,-0.0123523751584455,3.9,1342.0,-0.0379999999999994,7.312,,0.15695736
1969-11-21,8.19,1.43,7.38,0,17.4696437790362,349.932135348262,0.0,0.0607921961779496,0.0,0,1,2.2478631328189,4,94.32,94.32,94.32,94.32,15.72,6.0,0.81,0,0,0.0,32.4212143320047,0.033396526,8.75,7.38,-0.0124222408770713,3.9,1342.0,-0.0979999999999999,7.282,,0.15695736
1969-11-24,8.19,1.43,7.38,0,17.2680721339844,349.932135348262,0.0,0.0607921961779496,0.0,0,1,2.22242498335094,5,93.24,93.24,93.24,93.24,15.54,6.0,0.81,1,1,0.0,32.047853486581104,0.03378804,8.5,7.42,-0.0070359953471569,3.9,1342.0,-0.14800000000000002,7.272,,0.15695736
1969-11-25,8.19,1.43,7.38,0,17.210980946085,349.932135348262,0.0,0.0607921961779496,0.0,0,1,2.21557510604389,4,92.94,92.94,92.94,92.94,15.49,6.0,0.81,1,0,0.0,31.9426191773182,0.033901374,7.5,7.52,-0.0146659016369,3.9,1342.0,-0.23800000000000002,7.282,,0.15695736
1969-11-26,8.28,1.43,7.5,0,17.2705565505417,349.932135348262,0.0,0.0607921961779496,0.0,0,1,2.22374272039963,3,93.27,93.27,93.27,93.27,15.545,6.0,0.7799999999999989,1,0,0.0,32.053907849783,0.033785681,7.0,7.55,-0.0149421608490677,3.9,1342.0,-0.248,7.3020000000000005,,0.008453136
