,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY
1967-06-02,6.03,1.88,5.31,0,20.0781321202268,314.79757588455897,0.0,0.0250854389812694,0.0,0,0,1.98709808237985,0,89.79,89.79,89.79,89.79,17.64047151,5.09,0.7200000000000011,0,0,0.0,37.0563294995771,0.032560543,4.0,3.39,0.0194780268505534,3.7,1171.0,1.432,4.822,
1967-06-05,6.03,1.88,5.31,0,19.771833891566,314.79757588455897,0.0,0.0250854389812694,0.0,0,0,1.95725790647241,0,88.43,88.43,88.43,88.43,17.37328094,5.09,0.7200000000000011,0,0,0.0,36.4890250092901,0.033063548,3.75,3.37,0.0399662721327392,3.8,1171.0,1.482,4.852,
1967-06-06,6.03,1.88,5.31,0,20.1720632518149,314.79757588455897,0.0,0.0250854389812694,0.0,0,0,1.99735539745575,0,90.23,90.23,90.23,90.23,17.72691552,5.09,0.7200000000000011,0,0,0.0,37.22561132819111,0.032406162,4.0,3.4,0.0260956305176911,3.8,1171.0,1.442,4.842,
1967-06-07,6.07,1.88,5.37,0,20.3218434324678,314.79757588455897,0.0,0.0250854389812694,0.0,0,0,2.01266543789388,0,90.91,90.91,90.91,90.91,17.86051081,5.09,0.7,0,0,0.0,37.4999619346284,0.032165948,3.75,3.41,0.0162100895940201,3.8,1171.0,1.432,4.842,
1967-06-08,6.07,1.88,5.37,0,20.4291248253758,314.79757588455897,0.0,0.0250854389812694,0.0,0,0,2.02377100677188,0,91.4,91.4,91.4,91.4,17.956778,5.09,0.7,0,0,0.0,37.6958632717708,0.031995676,4.0,3.43,0.011810889157291001,3.8,1171.0,1.432,4.862,
1967-06-09,6.07,1.88,5.37,0,20.4627794231443,314.79757588455897,0.0,0.0250854389812694,0.0,0,0,2.02757115751975,0,91.56,91.56,91.56,91.56,18.13069307,5.05,0.7,0,0,0.0,37.755623895118205,0.031941931,4.0,3.45,0.0106048170087857,3.8,1171.0,1.442,4.8919999999999995,
1967-06-12,6.07,1.88,5.37,0,20.5679383423387,314.79757588455897,0.0,0.0250854389812694,0.0,0,0,2.03845810182396,0,92.04,92.04,92.04,92.04,18.22574257,5.05,0.7,0,0,0.0,37.9473010693298,0.031777074,4.0,3.5,0.00505539034709264,3.8,1171.0,1.442,4.942,
1967-06-13,6.07,1.88,5.37,0,20.6954217670699,314.79757588455897,0.0,0.0250854389812694,0.0,0,0,2.05156117477786,0,92.62,92.62,92.62,92.62,18.34059406,5.05,0.7,0,0,0.0,38.180140451594,0.031579796,4.0,3.55,-0.0015482964038416199,3.8,1171.0,1.402,4.952,
1967-06-14,6.11,1.88,5.39,0,20.6441435233916,314.79757588455897,0.0,0.0250854389812694,0.0,0,0,2.04694564926079,0,92.4,92.4,92.4,92.4,18.2970297,5.05,0.7200000000000011,0,0,0.0,38.083181679766895,0.031656703,4.0,3.61,-0.0022002569758278697,3.8,1171.0,1.412,5.022,
1967-06-15,6.11,1.88,5.39,0,20.6621310511922,314.79757588455897,0.0,0.0229192614361078,0.0,0,0,2.04919700012496,0,92.49,92.49,92.49,92.49,18.31485149,5.05,0.7200000000000011,0,0,-0.0017329420361292599,38.1140050680165,0.031627615,4.13,3.59,-0.00567194237777611,3.8,1171.0,1.432,5.022,
1967-06-16,6.11,1.88,5.39,0,20.671181559815302,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.0505624004806204,0,92.54,92.54,92.54,92.54,18.32475248,5.05,0.7200000000000011,0,0,-0.00129970652709694,38.1283405358446,0.031612242,4.0,3.61,-0.0058878206063858,3.8,1310.0,1.462,5.072,
1967-06-19,6.11,1.88,5.39,0,20.6623636881695,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.05015528095218,0,92.51,92.51,92.51,92.51,18.31881188,5.05,0.7200000000000011,0,1,-0.0008664710180646299,38.1097181183303,0.031624209,3.75,3.58,-0.00948809839662924,3.8,1310.0,1.492,5.072,
1967-06-20,6.11,1.88,5.39,0,20.653549314929602,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.0497481064589,0,92.48,92.48,92.48,92.48,18.31287129,5.05,0.7200000000000011,0,0,-0.000433235509032313,38.0911048317041,0.031636184,4.0,3.55,-0.012884953887841999,3.8,1310.0,1.5919999999999999,5.142,
1967-06-21,6.13,1.88,5.4,0,20.5889116685051,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.0437998255059298,1,92.2,92.2,92.2,92.2,18.25742574,5.05,0.73,0,0,0.0,37.9695463628483,0.031733981,4.0,3.49,-0.0097495952087657,3.8,1310.0,1.652,5.142,
1967-06-22,6.13,1.88,5.4,0,20.5354531295856,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.03895914543533,2,91.97,91.97,91.97,91.97,18.21188119,5.05,0.73,0,0,0.0,37.868618247792895,0.031815067999999995,4.13,3.38,-0.0123069923686967,3.8,1310.0,1.7519999999999998,5.132000000000001,
1967-06-23,6.13,1.82,5.4,0,20.5400551667565,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.03988200781477,3,92.0,92.0,92.0,92.0,18.21782178,5.05,0.73,0,0,0.0,37.874763578766206,0.031806419,4.13,3.33,-0.0149515475129457,3.8,1310.0,1.8119999999999998,5.142,
1967-06-26,6.13,1.82,5.4,0,20.4575948472857,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.03215766218456,4,91.64,91.64,91.64,91.64,18.14653465,5.05,0.73,0,0,0.0,37.720380110809295,0.031933099,4.0,3.44,-0.00805848614317662,3.8,1310.0,1.722,5.162000000000001,
1967-06-27,6.13,1.82,5.4,0,20.379617323514303,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.02487584379143,5,91.3,91.3,91.3,91.3,18.07920792,5.05,0.73,1,0,0.0,37.5742811023891,0.032053756,4.0,3.67,0.00059624090772125,3.8,1310.0,1.5419999999999998,5.212000000000001,
1967-06-28,6.18,1.82,5.46,0,20.3797749751713,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.02535549280071,4,91.31,91.31,91.31,91.31,18.08118812,5.05,0.72,1,0,0.0,37.5722508937364,0.032051984,4.0,3.76,5.33776228600394e-05,3.8,1310.0,1.422,5.182,
1967-06-29,6.18,1.82,5.46,0,20.275044097435302,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.0154100912105,3,90.85,90.85,90.85,90.85,17.99009901,5.05,0.72,1,0,0.0,37.376860246470606,0.03221602,4.13,3.88,0.009154273529901771,3.8,1310.0,1.3219999999999998,5.202000000000001,
1967-06-30,6.18,1.82,5.46,0,20.226123126533803,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.01100939691188,2,90.64,90.64,90.64,90.64,17.94851485,5.05,0.72,1,0,0.0,37.2843727968743,0.032292411,3.5,4.0,0.0153958119993782,3.8,1310.0,1.222,5.222,119.63
1967-07-03,6.18,1.82,5.46,0,20.284313841131002,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.01725779206781,1,90.91,90.91,90.91,90.91,18.0019802,5.05,0.72,1,0,0.0,37.3893321704838,0.03219825,4.0,4.1,0.0170851162202226,3.8,1310.0,1.122,5.222,
1967-07-05,6.18,1.82,5.46,0,20.3826528618161,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.02750111737037,0,91.36,91.36,91.36,91.36,18.09108911,5.05,0.72,0,0,0.0,37.568278284826796,0.032041392,3.5,4.29,0.0112759212301912,3.8,1310.0,0.882,5.172000000000001,
1967-07-06,6.21,1.82,5.57,0,20.3716644062104,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.02687144948117,0,91.32,91.32,91.32,91.32,18.08316832,5.05,0.64,0,0,0.0,37.5457082181312,0.032057165,4.13,4.21,0.0119184184705457,3.8,1310.0,0.902,5.112,
1967-07-07,6.21,1.82,5.57,0,20.4521333630252,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.03534176099706,0,91.69,91.69,91.69,91.69,18.15643564,5.05,0.64,0,0,0.0,37.6916901917171,0.031929535,4.0,4.21,0.0113108097060985,3.8,1310.0,0.9420000000000001,5.152,
1967-07-10,6.21,1.82,5.57,0,20.5303573435331,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.04359116645879,0,92.05,92.05,92.05,92.05,18.22772277,5.05,0.64,0,0,0.0,37.8335174585832,0.031806386,4.0,4.18,0.007473444822451341,3.8,1310.0,0.982,5.162000000000001,
1967-07-11,6.21,1.82,5.57,0,20.624178030969897,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.05339567557876,0,92.48,92.48,92.48,92.48,18.31287129,5.05,0.64,0,0,0.0,38.004067570744205,0.031660213,4.0,4.22,0.0108400726539412,4.0,1310.0,0.872,5.092,
1967-07-12,6.27,1.82,5.6,0,20.6042566405928,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.05187754285669,0,92.4,92.4,92.4,92.4,18.2970297,5.05,0.67,0,0,0.0,37.9650179919898,0.031689342999999995,3.75,4.18,0.0132831512758086,4.0,1310.0,0.882000000000001,5.062,
1967-07-13,6.27,1.82,5.6,0,20.60663766448,313.989884862405,0.0,0.0229192614361078,0.0,0,0,2.05257986675326,0,92.42,92.42,92.42,92.42,18.3009901,5.05,0.67,0,0,0.0,37.9670650703621,0.031684202,4.0,4.16,0.0151809680596841,4.0,1310.0,0.922,5.082,
1967-07-14,6.27,1.82,5.6,0,20.6759033192537,313.384116595789,0.0,0.0229192614361078,0.0,0,0,2.0599450568577797,0,92.74,92.74,92.74,92.74,18.36435644,5.05,0.67,0,0,0.0,38.0923374404983,0.031576587,3.75,4.18,0.0137326361874716,4.0,1310.0,0.902,5.082,
1967-07-17,6.27,1.82,5.6,0,20.6760507491013,313.384116595789,0.0,0.0219923341335284,0.0,0,0,2.0604254346638,0,92.75,92.75,92.75,92.75,18.36633663,5.05,0.67,0,1,-0.000741541842063497,38.0902623304176,0.031574894,3.75,4.17,0.0103147269223016,4.0,1310.0,0.922,5.092,
1967-07-18,6.27,1.82,5.6,0,20.716085777451898,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.07734485034495,0,93.5,93.5,93.5,93.5,18.51485149,5.05,0.67,0,0,0.00426313530115685,38.1616799750599,0.031323317,3.75,4.2,0.0023627850687997,4.0,1302.0,0.9620000000000001,5.162000000000001,
1967-07-19,6.26,1.82,5.6,0,20.747346814784898,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.08093581338737,0,93.65,93.65,93.65,93.65,18.54455446,5.05,0.66,0,0,0.0032436978409966103,38.2169273861753,0.031274842000000004,2.0,4.19,0.00417132280085557,4.0,1302.0,0.992,5.182,
1967-07-20,6.26,1.82,5.6,0,20.7896795020292,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.08563823725009,1,93.85,93.85,93.85,93.85,18.58415842,5.05,0.66,0,0,0.0022242603808363603,38.292561270098794,0.031209884,3.75,4.21,0.00511763335204855,4.0,1302.0,0.992,5.202000000000001,
1967-07-21,6.26,1.87,5.6,0,20.8297907360507,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.0901190146441,2,94.04,94.04,94.04,94.04,18.62178218,5.05,0.66,0,0,0.00120482292067612,38.3640947838039,0.031148515,4.0,4.22,0.00457846308511326,4.0,1302.0,0.982,5.202000000000001,
1967-07-24,6.26,1.87,5.6,0,20.759156812533103,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.0834874206016103,3,93.73,93.73,93.73,93.73,18.56039604,5.05,0.66,0,0,0.0,38.231663063939706,0.031253228,3.75,4.35,0.0106272590047549,4.0,1302.0,0.882000000000001,5.232,
1967-07-25,6.26,1.87,5.6,0,20.7594041817345,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.08396815894967,4,93.74,93.74,93.74,93.74,18.56237624,5.05,0.66,0,0,0.0,38.2297803450158,0.031251588,4.0,4.32,0.0170414357905263,4.0,1302.0,0.912,5.232,
1967-07-26,6.26,1.87,5.57,0,20.828298330552197,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.0913406794900102,5,94.06,94.06,94.06,94.06,18.62574257,5.05,0.69,1,0,0.0,38.3543079272616,0.031146955,4.0,4.28,0.0179207830436729,4.0,1302.0,0.9520000000000001,5.232,
1967-07-27,6.26,1.87,5.57,0,20.8905385570993,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.09804708908227,4,94.35,94.35,94.35,94.35,18.68316832,5.05,0.69,1,0,0.0,38.4665684882173,0.031052902,4.0,4.17,0.0135851385333515,4.0,1302.0,1.032,5.202000000000001,
1967-07-28,6.26,1.87,5.57,0,20.9195594310555,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.1014187953087498,3,94.49,94.49,94.49,94.49,18.71089109,5.05,0.69,1,0,0.0,38.517651299947296,0.031008572999999998,3.75,4.15,0.0138747085357035,4.0,1302.0,1.032,5.182,
1967-07-31,6.26,1.87,5.57,0,20.9751412264336,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.1074596683014,2,94.75,94.75,94.75,94.75,18.76237624,5.05,0.69,1,0,0.0,38.6176298919849,0.030925157999999998,3.75,4.12,0.008506761363260541,4.0,1302.0,1.042,5.162000000000001,119.699
1967-08-01,6.26,1.87,5.57,0,21.1104010643295,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.12150851518843,1,95.37,95.37,95.37,95.37,18.88514851,5.05,0.69,1,0,0.0,38.8642840115455,0.030725778,3.75,4.16,0.00312977464180243,4.0,1302.0,1.022,5.182,
1967-08-02,6.27,1.87,5.58,0,21.1991573145317,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.13088762091473,0,95.78,95.78,95.78,95.78,18.96633663,5.05,0.69,0,0,0.0,39.0253003761616,0.03059591,3.5,4.18,-0.00022338836189613902,4.0,1302.0,1.032,5.212000000000001,
1967-08-03,6.27,1.87,5.58,0,21.170603646429697,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.12847656681408,0,95.66,95.66,95.66,95.66,18.94257426,5.05,0.69,0,0,0.0,38.970356032808795,0.03063595,4.0,4.15,-0.00158160353432415,4.0,1302.0,1.052,5.202000000000001,
1967-08-04,6.27,1.87,5.58,0,21.2062310797493,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.13251784667622,0,95.83,95.83,95.83,95.83,18.97623762,5.05,0.69,0,0,0.0,39.0335546042764,0.030583258999999998,4.0,4.19,-0.007338944471253821,4.0,1302.0,1.072,5.2620000000000005,
1967-08-07,6.27,1.87,5.58,0,21.1489202995805,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.1272132997313,0,95.58,95.58,95.58,95.58,18.92673267,5.05,0.69,0,0,0.0,38.925688681002796,0.030664498,4.0,4.15,-0.0100907394234036,4.0,1302.0,1.1520000000000001,5.3020000000000005,
1967-08-08,6.27,1.87,5.58,0,21.1712713481532,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.12992021162763,0,95.69,95.69,95.69,95.69,18.94851485,5.05,0.69,0,0,0.0,38.9644495558874,0.030630492000000002,4.0,4.2,-0.00986057372047475,3.9,1302.0,1.082,5.282,
1967-08-09,6.29,1.87,5.6,0,21.189195235696303,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.13218228024601,0,95.78,95.78,95.78,95.78,18.96633663,5.05,0.69,0,0,0.0,38.995059112609,0.030602953,4.13,4.18,-0.0131189716119584,3.9,1302.0,1.092,5.272,
1967-08-10,6.29,1.87,5.6,0,21.1319069635805,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.12687579898765,0,95.53,95.53,95.53,95.53,18.91683168,5.05,0.69,0,0,0.0,38.8872592042022,0.030684286,4.13,4.17,-0.00965731643150689,3.9,1302.0,1.112,5.282,
1967-08-11,6.29,1.87,5.6,0,21.045876793163103,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.11867524106657,0,95.15,95.15,95.15,95.15,18.84158416,5.05,0.69,0,0,0.0,38.7265847090457,0.030808497999999997,4.0,4.17,-0.004088755424590029,3.9,1302.0,1.122,5.292000000000001,
1967-08-14,6.29,1.87,5.6,0,20.9311127796332,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.10757900947582,0,94.64,94.64,94.64,94.64,18.74059406,5.05,0.69,0,1,0.0,38.513060111772,0.030976197,4.0,4.16,-0.00432260452709296,3.9,1302.0,1.1320000000000001,5.292000000000001,
1967-08-15,6.29,1.87,5.6,0,20.9579045546227,313.384116595789,0.0,0.028016448736909,0.0,0,0,2.11073384561027,0,94.77,94.77,94.77,94.77,18.76633663,5.05,0.69,0,0,0.0,38.5600073745388,0.030935381,4.13,4.2,-0.0111212929835075,3.9,1302.0,1.092,5.292000000000001,
1967-08-16,6.32,1.87,5.59,0,20.9072993962459,315.605266906713,0.0,0.0258569538362989,0.0,0,0,2.10609380879893,0,94.55,94.55,94.55,94.55,18.72277228,5.05,0.73,0,0,-0.0017275959204880599,38.4645569287101,0.031009041,4.13,4.21,-0.010183722331162999,3.9,1360.0,1.072,5.282,
1967-08-17,6.32,1.87,5.59,0,20.860448307116197,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.10813567702194,0,94.63,94.63,94.63,94.63,18.73861386,5.05,0.73,0,0,0.00110310545663914,38.3760316172123,0.030984502999999997,4.0,4.21,-0.0165986490169785,3.9,1360.0,1.072,5.282,
1967-08-18,6.32,1.87,5.59,0,20.8907011853343,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.11173723197543,0,94.78,94.78,94.78,94.78,17.88301887,5.3,0.73,0,0,0.000935303837509859,38.4310476031874,0.030937141,4.0,4.25,-0.0223772855553709,3.9,1360.0,1.032,5.282,
1967-08-21,6.32,1.87,5.59,0,20.771087802318302,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.1001885539945,0,94.25,94.25,94.25,94.25,17.78301887,5.3,0.73,0,0,0.000767502218380577,38.21036788764079,0.031112373999999998,3.88,4.29,-0.0174153848165865,3.9,1360.0,1.012,5.3020000000000005,
1967-08-22,6.32,1.87,5.59,0,20.6559158862058,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.08908410940629,1,93.74,93.74,93.74,93.74,17.68679245,5.3,0.73,0,0,0.000599700599251296,37.9978650860517,0.031282914,4.0,4.36,-0.0094010753494974,3.9,1360.0,0.941999999999999,5.3020000000000005,
1967-08-23,6.33,1.87,5.62,0,20.6245001339485,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.08644693999006,2,93.61,93.61,93.61,93.61,17.66226415,5.3,0.71,0,0,0.0,37.9394407775439,0.031327628999999996,4.0,4.39,-0.00597015691348833,3.9,1360.0,0.922000000000001,5.312,
1967-08-24,6.33,1.87,5.62,0,20.507180319769898,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.07511684108802,3,93.09,93.09,93.09,93.09,17.56415094,5.3,0.71,0,0,0.0,37.7229969473258,0.031503904,3.88,4.37,0.0057037763841549394,3.9,1360.0,0.9420000000000001,5.312,
1967-08-25,6.33,1.84,5.62,0,20.4185285655393,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.06668321914295,4,92.7,92.7,92.7,92.7,17.49056604,5.3,0.71,0,0,0.0,37.5592936388877,0.031637728999999996,3.75,4.4,0.0103247845407088,3.9,1360.0,0.922,5.322,
1967-08-28,6.33,1.84,5.62,0,20.4025803369041,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.06560566001408,5,92.64,92.64,92.64,92.64,17.47924528,5.3,0.71,1,0,0.0,37.529328827603706,0.031659505,3.5,4.45,0.0166068096490828,3.9,1360.0,0.8420000000000001,5.292000000000001,
1967-08-29,6.33,1.84,5.62,0,20.452700255681,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.0712171034137903,4,92.88,92.88,92.88,92.88,17.5245283,5.3,0.71,1,0,0.0,37.6208906202355,0.031578979,3.5,4.45,0.0159201899880891,3.9,1360.0,0.8220000000000001,5.272,
1967-08-30,6.34,1.84,5.66,0,20.491800149599896,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.07571425545011,3,93.07,93.07,93.07,93.07,17.56037736,5.3,0.68,1,0,0.0,37.692178564225,0.031515791,3.0,4.44,0.0132322435732232,3.9,1360.0,0.8420000000000001,5.282,
1967-08-31,6.34,1.84,5.66,0,20.6145475771037,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.08868700480451,2,93.64,93.64,93.64,93.64,17.66792453,5.3,0.68,1,0,0.0,37.9173202317995,0.031325221,4.0,4.38,0.00743744286787801,3.9,1360.0,0.892,5.272,119.74700000000001
1967-09-01,6.34,1.84,5.66,0,20.6206021975887,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.08983945504763,1,93.68,93.68,93.68,93.68,17.6754717,5.3,0.68,1,0,0.0,37.927818513020796,0.031313116,4.0,4.34,0.00890929945335194,3.9,1360.0,0.912,5.252000000000001,
1967-09-05,6.34,1.84,5.66,0,20.7345005764332,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.1019231063507,0,94.21,94.21,94.21,94.21,17.7754717,5.3,0.68,0,0,0.0,38.1366711449938,0.031138221,4.0,4.29,0.00800918235780299,3.9,1360.0,0.932,5.222,
1967-09-06,6.34,1.84,5.66,0,20.771350240767102,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.1061993881625303,0,94.39,94.39,94.39,94.39,17.80943396,5.3,0.68,0,0,0.0,38.2038037393274,0.031080102000000002,4.13,4.31,0.0165672962825178,3.8,1360.0,0.892,5.202000000000001,
1967-09-07,6.35,1.84,5.69,0,20.7553852228723,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.10512088750441,0,94.33,94.33,94.33,94.33,17.79811321,5.3,0.659999999999999,0,0,0.0,38.17379526955779,0.031101133,4.0,4.3,0.0193841926931129,3.8,1360.0,0.902,5.202000000000001,
1967-09-08,6.35,1.84,5.69,0,20.7591170761953,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.10605074486816,0,94.36,94.36,94.36,94.36,17.70356473,5.33,0.659999999999999,0,0,0.0,38.1802149590323,0.031092507000000002,4.0,4.31,0.0197907642579268,3.8,1360.0,0.9520000000000001,5.2620000000000005,
1967-09-11,6.35,1.84,5.69,0,20.7958455055899,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.1103286149980303,0,94.54,94.54,94.54,94.54,17.73733583,5.33,0.659999999999999,0,1,0.0,38.2473201760698,0.031034567000000002,4.13,4.34,0.0205818276573576,3.8,1360.0,0.9420000000000001,5.282,
1967-09-12,6.35,1.84,5.69,0,20.891949466104,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.12063397051979,0,94.99,94.99,94.99,94.99,17.821763600000004,5.33,0.659999999999999,0,0,0.0,38.4236238955035,0.030888798999999998,4.0,4.37,0.012101424720463001,3.8,1360.0,0.922,5.292000000000001,
1967-09-13,6.38,1.84,5.67,0,21.1089786910052,315.605266906713,0.0,0.0288554568325554,0.0,0,0,2.14321923952503,0,95.99,95.99,95.99,95.99,18.00938086,5.33,0.71,0,0,0.0,38.8223207198762,0.030568247000000003,3.75,4.36,0.0012181566223503802,3.8,1360.0,0.912,5.272,
1967-09-14,6.38,1.84,5.67,0,21.152246978710497,315.605266906713,0.0,0.0227110442602143,0.0,0,0,2.14816850640515,0,96.2,96.2,96.2,96.2,18.04878049,5.33,0.71,0,0,-0.00491553005787288,38.9014406327625,0.030502756000000002,4.0,4.39,0.005466342918187229,3.8,1360.0,0.892,5.282,
1967-09-15,6.38,1.84,5.67,0,21.101607785733,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.14999214349722,0,96.27,96.27,96.27,96.27,18.061913699999998,5.33,0.71,0,0,-0.00129501646471164,38.8078543003872,0.030481812999999996,4.0,4.4,0.00732135301778963,3.8,1360.0,0.8919999999999989,5.292000000000001,
1967-09-18,6.38,1.84,5.67,0,21.1557493973356,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.15605925912795,0,96.53,96.53,96.53,96.53,18.11069418,5.33,0.71,0,0,-0.000664041719916676,38.906968715593,0.030400945,4.0,4.47,0.0106869936892731,3.8,1381.0,0.8320000000000001,5.3020000000000005,
1967-09-19,6.38,1.84,5.67,0,21.0740162859393,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.14827901112652,0,96.17,96.17,96.17,96.17,18.04315197,5.33,0.71,0,0,-3.3066975121710807e-05,38.7561991946264,0.030515985,4.0,4.5,0.0058782500263260895,3.8,1381.0,0.852,5.352,
1967-09-20,6.41,1.84,5.66,0,21.062420538157802,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.1476460903533603,1,96.13,96.13,96.13,96.13,18.03564728,5.33,0.75,0,0,0.000597907769673257,38.7344169235156,0.030529921,4.0,4.57,0.0066015355760838,3.8,1381.0,0.7719999999999989,5.3420000000000005,
1967-09-21,6.41,1.84,5.66,0,21.1954190738795,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.1617581942593103,2,96.75,96.75,96.75,96.75,18.15196998,5.33,0.75,0,0,0.0,38.9785442068706,0.030335507,4.0,4.58,0.000169172493246342,3.8,1381.0,0.782,5.362,
1967-09-22,6.41,1.78,5.66,0,21.247337651617897,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.16760480997044,3,97.0,97.0,97.0,97.0,18.1988743,5.33,0.75,0,0,0.0,39.073559786572396,0.03025855,4.0,4.6,-0.00324140882913303,3.8,1381.0,0.762,5.362,
1967-09-25,6.41,1.78,5.66,0,21.3737098154274,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.1810499184141103,4,97.59,97.59,97.59,97.59,18.30956848,5.33,0.75,0,0,0.0,39.3054895948092,0.030076836000000003,4.0,4.59,-0.0133496530624319,3.8,1381.0,0.792,5.382000000000001,
1967-09-26,6.41,1.78,5.66,0,21.189090231692603,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.1627608942961203,5,96.76,96.76,96.76,96.76,18.15384615,5.33,0.75,1,0,0.0,38.9655169606933,0.030336062999999996,4.0,4.54,-0.00139288760761474,3.8,1381.0,0.8320000000000001,5.372000000000001,
1967-09-27,6.38,1.78,5.65,0,21.192825134691898,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.16369222009011,4,96.79,96.79,96.79,96.79,18.15947467,5.33,0.73,1,0,0.0,38.9719203533132,0.030327891000000003,4.0,4.44,-0.00398926179255629,3.8,1381.0,0.9319999999999989,5.372000000000001,
1967-09-28,6.38,1.78,5.65,0,21.1899934811249,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.16395302212789,3,96.79,96.79,96.79,96.79,18.15947467,5.33,0.73,1,0,0.0,38.9662473637218,0.030329121,4.13,4.4,-0.00151056816548911,3.8,1381.0,0.9620000000000001,5.362,
1967-09-29,6.38,1.78,5.65,0,21.1696529858973,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.16242528149238,2,96.71,96.71,96.71,96.71,18.14446529,5.33,0.73,1,0,0.0,38.9283769167944,0.03035544,3.75,4.39,0.0053927159761120004,3.8,1381.0,0.922000000000001,5.312,119.74
1967-10-02,6.38,1.78,5.65,0,21.0814707607352,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.15396578721414,1,96.32,96.32,96.32,96.32,18.07129456,5.33,0.73,1,1,0.0,38.7657553187264,0.030479586,4.13,4.4,0.0119946435305082,3.8,1381.0,0.9520000000000001,5.352,
1967-10-03,6.38,1.78,5.65,0,21.1508790408609,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.16160634347824,0,96.65,96.65,96.65,96.65,18.13320826,5.33,0.73,0,0,0.0,38.8929191490274,0.030376748,4.13,4.52,0.0016778591195807,3.8,1381.0,0.8320000000000011,5.352,
