,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR
1962-10-03,5.02,1.42,4.31,0,17.098995812476,241.195044785172,0.0,0.0112920495777655,0.0,0,0,1.07181275850383,0,56.16,56.16,56.16,56.16,15.90934844,3.53,0.71,0,0,0.0,29.7158206525316,0.036745919,3.0,2.77,0.0192355248299124,5.8,1521.0,1.1320000000000001,3.9019999999999997
1962-10-04,5.02,1.42,4.31,0,17.262376575952302,241.195044785172,0.0,0.0112920495777655,0.0,0,0,1.08227693645775,0,56.7,56.7,56.7,56.7,16.06232295,3.53,0.71,0,0,0.0,29.9993377591048,0.036403657,3.0,2.76,0.00633991004957964,5.8,1521.0,1.1420000000000001,3.9019999999999997
1962-10-05,5.02,1.42,4.31,0,17.373942723401598,241.195044785172,0.0,0.0112920495777655,0.0,0,0,1.0894977193684499,0,57.07,57.07,57.07,57.07,16.12146893,3.54,0.71,0,0,0.0,30.192870791984898,0.036175291,2.75,2.76,-0.00191776954241878,5.8,1521.0,1.162,3.9219999999999997
1962-10-08,5.02,1.42,4.31,0,17.372862967915598,241.195044785172,0.0,0.0112920495777655,0.0,0,0,1.08965604985061,0,57.07,57.07,57.07,57.07,16.12146893,3.54,0.71,0,0,0.0,30.1906374866235,0.036182939,2.75,2.76,0.00368573120134851,5.8,1521.0,1.172,3.932
1962-10-09,5.02,1.42,4.31,0,17.411355472712,241.195044785172,0.0,0.0112920495777655,0.0,0,0,1.09229653599985,0,57.2,57.2,57.2,57.2,16.15819209,3.54,0.71,0,0,0.0,30.2571670096142,0.036108337000000004,3.0,2.75,-0.0019116393384906102,5.8,1521.0,1.202,3.952
1962-10-10,5.0,1.42,4.29,0,17.4224502745031,241.195044785172,0.0,0.0112920495777655,0.0,0,0,1.0932187565695402,0,57.24,57.24,57.24,57.24,16.16949153,3.54,0.71,0,0,0.0,30.276078973664198,0.03609073,2.75,2.76,-0.005944404393369279,5.8,1521.0,1.172,3.932
1962-10-11,5.0,1.42,4.29,0,17.3635425528924,241.195044785172,0.0,0.0112920495777655,0.0,0,0,1.08974837214276,0,57.05,57.05,57.05,57.05,16.11581921,3.54,0.71,0,0,0.0,30.1733389713495,0.036218578,3.0,2.77,-0.0123325112055559,5.8,1521.0,1.172,3.9419999999999997
1962-10-12,5.0,1.42,4.29,0,17.3319911889242,241.195044785172,0.0,0.00995693589479618,0.0,0,0,1.08799663121545,0,56.95,56.95,56.95,56.95,16.04225352,3.55,0.71,0,0,-0.00106809094637548,30.118207290970602,0.03628984,3.0,2.77,-0.0239767683129331,5.8,1521.0,,
1962-10-15,5.0,1.42,4.29,0,17.4282580896894,241.195044785172,0.0,0.00995693589479618,0.0,0,0,1.0942684897213601,0,57.27,57.27,57.27,57.27,16.13239437,3.55,0.71,0,0,-0.0008010682097816071,30.28518196828,0.03609469,3.0,2.75,-0.0409727579732076,5.8,1521.0,1.192,3.9419999999999997
1962-10-16,5.0,1.42,4.29,0,17.3693216040155,241.601781791555,0.0,0.00995693589479618,0.0,0,0,1.09079659332202,0,57.08,57.08,57.08,57.08,16.07887324,3.55,0.71,0,0,-0.0005340454731877389,30.1824529047529,0.036222484,3.0,2.74,-0.0647511879066209,5.8,1521.0,1.202,3.9419999999999997
1962-10-17,4.99,1.42,4.28,0,17.3103935818541,241.601781791555,0.0,0.00995693589479618,0.0,0,0,1.08732419247623,0,56.89,56.89,56.89,56.89,16.02535211,3.55,0.71,0,0,-0.00026702273659387,30.0797354282172,0.036351132,3.0,2.75,-0.0297627773519453,5.8,1521.0,1.192,3.9419999999999997
1962-10-18,4.99,1.42,4.28,0,17.063117453034,241.601781791555,0.0,0.0145697941566949,0.0,0,0,1.07697069497497,0,56.34,56.34,56.34,56.34,15.87042254,3.55,0.71,0,0,0.0036902866095189796,29.649733210216198,0.036713745,3.0,2.74,-0.0295071242401286,5.8,1521.0,1.182,3.9219999999999997
1962-10-19,4.99,1.42,4.28,0,16.8349197199609,241.601781791555,0.0,0.0145697941566949,0.0,0,0,1.06279256266991,0,55.59,55.59,55.59,55.59,15.61516854,3.56,0.71,0,0,0.00276771495713923,29.2529572314347,0.037216926000000004,2.88,2.72,-0.018848978962393,5.8,1312.0,1.162,3.8819999999999997
1962-10-22,4.99,1.42,4.28,0,16.6430899835984,241.601781791555,0.0,0.0145697941566949,0.0,0,0,1.05090652413985,1,54.96,54.96,54.96,54.96,15.43820225,3.56,0.71,0,1,0.0018451433047594898,28.919376688094,0.037651482,2.88,2.73,0.0139525148498327,5.8,1312.0,1.182,3.912
1962-10-23,4.99,1.42,4.28,0,16.1969305518036,241.601781791555,0.0,0.0145697941566949,0.0,0,0,1.02295680178085,2,53.49,53.49,53.49,53.49,15.0252809,3.56,0.71,0,0,0.0009225716523797439,28.143872271560898,0.038694372000000005,2.88,2.74,0.0556653709700174,5.8,1312.0,1.202,3.9419999999999997
1962-10-24,4.98,1.42,4.27,0,16.7167088143204,241.601781791555,0.0,0.0145697941566949,0.0,0,0,1.05600914303449,3,55.21,55.21,55.21,55.21,15.50842697,3.56,0.7100000000000011,0,0,0.0,29.046780081938802,0.037496802,2.88,2.74,0.0236598062638357,5.8,1312.0,1.202,3.9419999999999997
1962-10-25,4.98,1.42,4.27,0,16.5582290363629,241.601781791555,0.0,0.0145697941566949,0.0,0,0,1.0462216668658,4,54.69,54.69,54.69,54.69,15.36235955,3.56,0.7100000000000011,0,0,0.0,28.771143050527,0.037861307999999996,2.75,2.74,0.0436781884402747,5.8,1312.0,1.202,3.9419999999999997
1962-10-26,4.98,1.62,4.27,0,16.5117459882477,241.601781791555,0.0,0.0145697941566949,0.0,0,0,1.04351157745471,5,54.54,54.54,54.54,54.54,15.27731092,3.57,0.7100000000000011,1,0,0.0,28.6901758458779,0.037974167999999996,2.75,2.73,0.0573871616034749,5.8,1312.0,1.202,3.932
1962-10-29,4.98,1.62,4.27,0,16.867895451314197,241.601781791555,0.0,0.0145697941566949,0.0,0,0,1.06624791133161,4,55.72,55.72,55.72,55.72,15.60784314,3.57,0.7100000000000011,1,0,0.0,29.308798500731502,0.037177811,2.75,2.69,0.0463124308930163,5.8,1312.0,1.232,3.9219999999999997
1962-10-30,4.98,1.62,4.27,0,17.1150254273917,241.601781791555,0.0,0.0145697941566949,0.0,0,0,1.08209874941288,3,56.54,56.54,56.54,56.54,15.83753501,3.57,0.7100000000000011,1,0,0.0,29.737981695032502,0.036646342,3.0,2.72,0.0378484909688361,5.8,1312.0,1.202,3.9219999999999997
1962-10-31,4.98,1.62,4.27,0,17.107867330850898,241.601781791555,0.0,0.0145697941566949,0.0,0,0,1.0818754634688001,2,56.52,56.52,56.52,56.52,15.83193277,3.57,0.7100000000000011,1,0,0.0,29.7253217762849,0.036667032,3.0,2.72,0.0315331405743316,5.5,1312.0,1.202,3.9219999999999997
1962-11-01,4.98,1.62,4.27,0,17.2883648609709,241.601781791555,0.0,0.0145697941566949,0.0,0,1,1.09351985398912,1,57.12,57.12,57.12,57.12,16.0,3.57,0.7100000000000011,1,0,0.0,30.0387103633183,0.036289516,3.0,2.72,0.0288265086521419,5.5,1312.0,1.202,3.9219999999999997
1962-11-02,4.98,1.62,4.27,0,17.477877141747,241.601781791555,0.0,0.0145697941566949,0.0,0,1,1.10574027178683,0,57.75,57.75,57.75,57.75,16.13128492,3.58,0.7100000000000011,0,0,0.0,30.3678254156715,0.035901189,2.88,2.83,0.031539412731328,5.5,1312.0,1.082,3.912
1962-11-05,4.98,1.62,4.27,0,17.658286226243803,241.601781791555,0.0,0.0145697941566949,0.0,0,1,1.11738804083898,0,58.35,58.35,58.35,58.35,16.29888268,3.58,0.7100000000000011,0,0,0.0,30.6811152116438,0.035538826,3.0,2.84,0.0190189944870553,5.5,1312.0,1.072,3.912
1962-11-07,4.98,1.62,4.27,0,17.7660465334996,241.601781791555,0.0,0.0145697941566949,0.0,0,1,1.12444153194761,0,58.71,58.71,58.71,58.71,16.39944134,3.58,0.7100000000000011,0,0,0.0,30.86817062104,0.035327667,3.0,2.84,0.0245701572963041,5.5,1312.0,1.072,3.912
1962-11-08,4.99,1.62,4.26,0,17.6468534287752,241.601781791555,0.0,0.0145697941566949,0.0,0,1,1.1171316720137001,0,58.32,58.32,58.32,58.32,16.29050279,3.58,0.73,0,0,0.0,30.660893922472102,0.035570716,3.0,2.8,0.0280694017347581,5.5,1312.0,1.102,3.9019999999999997
1962-11-09,4.99,1.62,4.26,0,17.7848156222542,241.601781791555,0.0,0.0145697941566949,0.0,0,1,1.12610345436325,0,58.78,58.78,58.78,58.78,16.37325905,3.59,0.73,0,0,0.0,30.9004861684873,0.035299773,3.0,2.8,0.0233735757119215,5.5,1312.0,1.092,3.892
1962-11-12,4.99,1.62,4.26,0,18.0286504755524,241.601781791555,0.0,0.0145697941566949,0.0,0,1,1.1417817903071201,0,59.59,59.59,59.59,59.59,16.59888579,3.59,0.73,0,1,0.0,31.3240208586112,0.034826607,3.0,2.8,0.00401543615434733,5.5,1312.0,,
1962-11-13,4.99,1.62,4.26,0,17.9880800991418,241.601781791555,0.0,0.0145697941566949,0.0,0,1,1.1394513423953798,0,59.46,59.46,59.46,59.46,16.56267409,3.59,0.73,0,0,0.0,31.2534069895902,0.034909422999999995,3.0,2.81,0.0166678178819641,5.5,1312.0,1.092,3.9019999999999997
1962-11-14,4.97,1.62,4.25,0,18.198593978780302,241.601781791555,0.0,0.0145697941566949,0.0,0,1,1.1530261249161398,0,60.16,60.16,60.16,60.16,16.75766017,3.59,0.72,0,0,0.0,31.6190333682048,0.034509826,3.0,2.82,0.010895506835316,5.5,1312.0,1.092,3.912
1962-11-15,4.97,1.62,4.25,0,18.163733725712103,241.601781791555,0.0,0.013254004493175,0.0,0,1,1.14954506442253,0,59.97,59.97,59.97,59.97,16.70473538,3.59,0.72,0,0,-0.00105263173081589,31.558329407076503,0.034625779,3.0,2.84,0.0259858631187349,5.5,1312.0,1.072,3.912
1962-11-16,4.97,1.62,4.25,0,18.219919626065103,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.1533476105832499,0,60.16,60.16,60.16,60.16,16.66481994,3.61,0.72,0,0,-0.000789473798111917,31.6559604105725,0.034523019,3.0,2.83,0.019888244423253,5.5,1312.0,1.102,3.932
1962-11-19,4.97,1.62,4.25,0,18.1155956212543,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.1469898784404198,0,59.82,59.82,59.82,59.82,16.57063712,3.61,0.72,0,0,-0.0005263158654079441,31.4747102860605,0.034725871,3.0,2.83,0.0315652201442269,5.5,1497.0,1.102,3.932
1962-11-20,4.97,1.62,4.25,0,18.3050164033369,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.15923005546524,1,60.45,60.45,60.45,60.45,16.74515235,3.61,0.72,0,0,-0.000263157932703973,31.8038180021695,0.034370528,2.88,2.83,0.027384732347936,5.5,1497.0,1.102,3.932
1962-11-21,4.96,1.62,4.25,0,18.412656750074802,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.1662942245933001,2,60.81,60.81,60.81,60.81,16.84487535,3.61,0.71,0,0,0.0,31.9908320127216,0.034173577999999996,2.88,2.84,0.0261024594461609,5.5,1497.0,1.082,3.9219999999999997
1962-11-23,4.96,1.8,4.25,0,18.632260969814,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.1804564752799598,3,61.54,61.54,61.54,61.54,17.0,3.62,0.71,0,0,0.0,32.3724485952416,0.033775297,2.88,2.84,0.0117598602737767,5.5,1497.0,1.082,3.9219999999999997
1962-11-26,4.96,1.8,4.25,0,18.5763360781818,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.1771650987584898,4,61.36,61.36,61.36,61.36,16.95027624,3.62,0.71,0,0,0.0,32.2753448291635,0.033880844,3.0,2.85,0.00953364109124852,5.5,1497.0,1.082,3.932
1962-11-27,4.96,1.8,4.25,0,18.6869170162852,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.1844247828184,5,61.73,61.73,61.73,61.73,17.05248619,3.62,0.71,1,0,0.0,32.4675303311856,0.033684196,3.0,2.87,0.0147565008946135,5.5,1497.0,1.052,3.9219999999999997
1962-11-28,4.95,1.8,4.24,0,18.8035360773483,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.19206920107065,4,62.12,62.12,62.12,62.12,17.16022099,3.62,0.71,1,0,0.0,32.670201939928695,0.033479109,2.75,2.87,0.0124392248940789,5.5,1497.0,1.052,3.9219999999999997
1962-11-29,4.95,1.8,4.24,0,18.8898710387375,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.19779567515129,3,62.41,62.41,62.41,62.41,17.24033149,3.62,0.71,1,0,0.0,32.8202514768022,0.0333299,2.75,2.86,0.00841564803918305,5.5,1497.0,1.062,3.9219999999999997
1962-11-30,4.95,1.8,4.24,0,18.8429820407145,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.19507827951624,2,62.26,62.26,62.26,62.26,17.15151515,3.63,0.71,1,0,0.0,32.7389045831956,0.033416574,2.88,2.86,0.0128845734325618,5.5,1497.0,1.062,3.9219999999999997
1962-12-03,4.95,1.8,4.24,0,18.7446552117482,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.18909737385262,1,61.94,61.94,61.94,61.94,17.06336088,3.63,0.71,1,1,0.0,32.5681806429879,0.03359498,2.88,2.86,0.00542982510906067,5.5,1497.0,1.072,3.932
1962-12-04,4.95,1.8,4.24,0,18.954999274831,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.20269717416432,0,62.64,62.64,62.64,62.64,17.25619835,3.63,0.71,0,0,0.0,32.9337571752486,0.033225258,2.75,2.86,-0.00500563632960803,5.5,1497.0,1.082,3.9419999999999997
1962-12-05,4.94,1.8,4.25,0,19.029151142118103,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.20765873540128,0,62.89,62.89,62.89,62.89,17.32506887,3.63,0.69,0,0,0.0,33.062700343555605,0.03309886,2.5,2.85,-0.00402711243171269,5.8,1497.0,1.082,3.932
1962-12-06,4.94,1.8,4.25,0,19.039756085084,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.20858839077166,0,62.93,62.93,62.93,62.93,17.33608815,3.63,0.69,0,0,0.0,33.0812276368506,0.033083497,2.88,2.84,-0.00802064577978668,5.8,1497.0,1.082,3.9219999999999997
1962-12-07,4.94,1.8,4.25,0,19.0775421524487,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.21124740729809,0,63.06,63.06,63.06,63.06,17.32417582,3.64,0.69,0,0,0.0,33.1470564901447,0.033021587000000005,2.88,2.83,-0.0076838311201678595,5.8,1497.0,1.082,3.912
1962-12-10,4.94,1.8,4.25,0,18.8370182640877,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.1962355543645,0,62.27,62.27,62.27,62.27,17.10714286,3.64,0.69,0,0,0.0,32.7293173654549,0.033446257,2.88,2.82,0.00172090954254212,5.8,1497.0,1.082,3.9019999999999997
1962-12-11,4.94,1.8,4.25,0,18.8506185990826,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.1973584510942499,0,62.32,62.32,62.32,62.32,17.12087912,3.64,0.69,0,0,0.0,32.7531119388275,0.033425154,2.88,2.84,-0.0039024001611352205,5.8,1497.0,1.052,3.892
1962-12-12,4.93,1.8,4.26,0,18.942856669860802,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.20347689861805,0,62.63,62.63,62.63,62.63,17.20604396,3.64,0.67,0,0,0.0,32.9135360762364,0.033265412,2.88,2.85,-0.000680557878245475,5.8,1497.0,1.032,3.8819999999999997
1962-12-13,4.93,1.8,4.26,0,18.877816332665397,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.19960402693984,0,62.42,62.42,62.42,62.42,17.14835165,3.64,0.67,0,0,0.0,32.8006814549526,0.033383048,2.88,2.85,0.00650576822028029,5.8,1497.0,1.032,3.8819999999999997
1962-12-14,4.93,1.8,4.26,0,18.9216087362665,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.20264920635406,0,62.57,62.57,62.57,62.57,17.14246575,3.65,0.67,0,0,0.0,32.8770007445092,0.033308726000000004,3.0,2.85,0.0012371384060994302,5.8,1497.0,1.022,3.872
1962-12-17,4.93,1.8,4.26,0,18.8595614451053,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.19896749566956,0,62.37,62.37,62.37,62.37,17.08767123,3.65,0.67,0,1,0.0,32.7694148071747,0.033420626,3.0,2.86,0.0042800048209803,5.8,1497.0,0.992,3.852
1962-12-18,4.93,1.8,4.26,0,18.767290018460898,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.19336294103436,0,62.07,62.07,62.07,62.07,17.00547945,3.65,0.67,0,0,0.0,32.6093065571715,0.033587271,3.0,2.87,0.0153080741326996,5.8,1497.0,0.9620000000000001,3.832
1962-12-19,4.92,1.8,4.25,0,18.9199238932743,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.2033307493413,1,62.58,62.58,62.58,62.58,17.14520548,3.65,0.67,0,0,0.0,32.8747322526435,0.033318622,3.0,2.88,0.0056952267037403605,5.8,1544.0,0.9620000000000001,3.842
1962-12-20,4.92,1.8,4.25,0,18.9909109092231,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.20810816087282,2,62.82,62.82,62.82,62.82,17.210958899999998,3.65,0.67,0,0,0.0,32.998288576461704,0.033196384,3.0,2.89,0.00234402173367332,5.8,1544.0,0.9420000000000001,3.832
1962-12-21,4.92,1.68,4.25,0,18.934883306788198,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.20480908165806,3,62.64,62.64,62.64,62.64,17.114754100000003,3.66,0.67,0,0,0.0,32.901221567844,0.033296844,3.0,2.88,0.007433502493579791,5.8,1544.0,0.932,3.812
1962-12-24,4.92,1.68,4.25,0,18.9302499329139,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.20477931560747,4,62.63,62.63,62.63,62.63,17.11202186,3.66,0.67,0,0,0.0,32.8934515104971,0.033307229,3.0,2.88,0.00107329494706937,5.8,1544.0,0.912,3.792
1962-12-26,4.92,1.68,4.25,0,19.0465104821455,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.21244412884361,5,63.02,63.02,63.02,63.02,17.21857923,3.66,0.67,1,0,0.0,33.0957452978331,0.033106145,3.0,2.86,0.0111600865071003,5.8,1544.0,0.932,3.792
1962-12-27,4.92,1.68,4.24,0,19.01769467574,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.2108752315476798,4,62.93,62.93,62.93,62.93,17.19398907,3.66,0.68,1,0,0.0,33.0459469876906,0.033158536,3.0,2.9,0.0189999612587014,5.8,1544.0,0.912,3.812
1962-12-28,4.92,1.68,4.24,0,19.0251004585142,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.21161588058532,3,62.96,62.96,62.96,62.96,17.15531335,3.67,0.68,1,0,0.0,33.0591632266962,0.033148409,3.0,2.93,0.0183634263616473,5.8,1544.0,0.912,3.842
1962-12-31,4.92,1.68,4.24,0,19.0657429132739,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.21447349202747,2,63.1,63.1,63.1,63.1,17.19346049,3.67,0.68,1,0,0.0,33.1301290892146,0.033080523,3.0,2.92,0.0257606174587698,5.8,1544.0,0.932,3.852
1963-01-02,4.92,1.68,4.24,0,18.940210911130897,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.2067457486326298,1,62.69,62.69,62.69,62.69,17.08174387,3.67,0.68,1,0,0.0,32.9123304032,0.03330257,2.5,2.88,0.0299550360896395,5.8,1544.0,0.9420000000000001,3.822
1963-01-03,4.93,1.68,4.23,0,19.249724101490102,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.22673611257497,0,63.72,63.72,63.72,63.72,17.36239782,3.67,0.699999999999999,0,0,0.0,33.450505962901104,0.032769857,2.88,2.86,0.0155129917490641,5.8,1544.0,0.9520000000000001,3.812
1963-01-04,4.93,1.68,4.23,0,19.3718999254731,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.2347929127269999,0,64.13,64.13,64.13,64.13,17.47411444,3.67,0.699999999999999,0,0,0.0,33.663145004953606,0.032565919,3.0,2.9,0.0112581241158614,5.8,1544.0,0.9420000000000001,3.842
1963-01-07,4.93,1.68,4.23,0,19.3671964942213,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.23476387732809,0,64.12,64.12,64.12,64.12,17.47138965,3.67,0.699999999999999,0,1,0.0,33.655298723059104,0.032576568,3.0,2.91,0.0167928927131292,5.8,1544.0,0.922,3.832
1963-01-08,4.93,1.68,4.23,0,19.552767757208,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.2468667986418798,0,64.74,64.74,64.74,64.74,17.64032698,3.67,0.699999999999999,0,0,0.0,33.9780994735577,0.032270106,2.5,2.9,0.00578636131180671,5.8,1544.0,0.912,3.812
1963-01-09,4.93,1.68,4.22,0,19.5057730300168,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.2441414122118502,0,64.59,64.59,64.59,64.59,17.59945504,3.67,0.71,0,0,0.0,33.8967522857147,0.032350578,2.0,2.89,0.00132511487537243,5.8,1544.0,0.932,3.822
1963-01-10,4.93,1.68,4.22,0,19.540319036867302,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.24661644353685,0,64.71,64.71,64.71,64.71,17.63215259,3.67,0.71,0,0,0.0,33.9570993977808,0.032296105,3.0,2.89,0.00655597771243785,5.6,1544.0,0.922,3.812
1963-01-11,4.93,1.68,4.22,0,19.5808519441129,243.02536131389598,0.0,0.013254004493175,0.0,0,1,1.2494770931778898,0,64.85,64.85,64.85,64.85,17.62228261,3.68,0.71,0,0,0.0,34.0279285235552,0.032231891,3.0,2.89,0.0051615536607715895,5.6,1544.0,0.912,3.802
1963-01-14,4.93,1.68,4.22,0,19.6847809368647,243.02536131389598,0.0,0.0122538377153512,0.0,0,1,1.2563842272563301,0,65.2,65.2,65.2,65.2,17.7173913,3.68,0.71,0,0,-0.000800133422259108,34.2089263679844,0.032063736,3.0,2.88,0.0013126442059318698,5.6,1544.0,0.932,3.812
1963-01-15,4.93,1.68,4.22,0,19.6558625788335,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.2548135929541497,0,65.11,65.11,65.11,65.11,17.69293478,3.68,0.71,0,0,-0.000600100066694332,34.1590538259759,0.032112932000000004,3.0,2.88,0.00514206284841997,5.6,1544.0,0.922,3.802
1963-01-16,4.92,1.68,4.21,0,19.52129967941,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.2464974812586398,0,64.67,64.67,64.67,64.67,17.57336957,3.68,0.71,0,0,-0.000400066711129554,33.9255782430581,0.03233633,3.0,2.89,0.0146673420766391,5.6,1544.0,0.912,3.802
1963-01-17,4.92,1.68,4.21,0,19.6584121370172,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.25552754508832,0,65.13,65.13,65.13,65.13,17.69836957,3.68,0.71,0,0,-0.000200033355564778,34.1642356011403,0.03211282,3.0,2.91,0.009556241303665109,5.6,1499.0,0.912,3.822
1963-01-18,4.92,1.68,4.21,0,19.6717609372557,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.25665511090103,0,65.18,65.18,65.18,65.18,17.71195652,3.68,0.71,0,0,0.0,34.1878027923339,0.032093056,2.88,2.92,0.0113705817477179,5.6,1499.0,0.922,3.842
1963-01-21,4.92,1.68,4.21,0,19.70019776708,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.25874681271253,0,65.28,65.28,65.28,65.28,17.73913043,3.68,0.71,0,0,0.0,34.2375875309898,0.032048757000000004,3.0,2.92,0.0146800391947147,5.6,1499.0,0.932,3.852
1963-01-22,4.92,1.68,4.21,0,19.746736158427602,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.2619957238635602,1,65.44,65.44,65.44,65.44,17.7826087,3.68,0.71,0,0,0.0,34.318828002630504,0.03197525,3.0,2.93,0.0120809017255084,5.6,1499.0,0.932,3.862
1963-01-23,4.91,1.68,4.2,0,19.7993022525047,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.2656307492833998,2,65.62,65.62,65.62,65.62,17.83152174,3.68,0.71,0,0,0.0,34.410541195982,0.031892377,3.0,2.95,0.0035801133577433204,5.6,1499.0,0.912,3.862
1963-01-24,4.91,1.68,4.2,0,19.8367754612788,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.2683018832638202,3,65.75,65.75,65.75,65.75,17.86684783,3.68,0.71,0,0,0.0,34.4760201341791,0.031834148,3.0,2.94,0.00690095623441955,5.6,1499.0,0.922,3.862
1963-01-25,4.91,1.5,4.2,0,19.8863103940297,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.27174571967058,4,65.92,65.92,65.92,65.92,17.91304348,3.68,0.71,0,0,0.0,34.5624581963112,0.03175747,3.0,2.93,0.00597707505115788,5.6,1499.0,0.922,3.852
1963-01-28,4.91,1.5,4.2,0,19.9810850186178,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.27808383863854,5,66.24,66.24,66.24,66.24,18.0,3.68,0.71,1,1,0.0,34.7275199416043,0.031609444,2.88,2.92,-0.000980483071413008,5.6,1499.0,0.9420000000000001,3.862
1963-01-29,4.91,1.5,4.2,0,19.976309671899102,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.2780555088984198,4,66.23,66.23,66.23,66.23,17.99728261,3.68,0.71,1,0,0.0,34.7195578905077,0.031619609,3.0,2.93,-0.00173836601348356,5.6,1499.0,0.932,3.862
1963-01-30,4.91,1.5,4.21,0,19.859946893647603,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.2708871997437,3,65.85,65.85,65.85,65.85,17.89402174,3.68,0.7,1,0,0.0,34.5176452589562,0.031807498999999996,3.0,2.93,0.00838938688637896,5.6,1499.0,0.932,3.862
1963-01-31,4.91,1.5,4.21,0,19.9637500454008,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.2778067672996,2,66.2,66.2,66.2,66.2,17.98913043,3.68,0.7,1,0,0.0,34.698387014632104,0.031644728,3.0,2.93,-0.00038261535032384,5.8,1499.0,0.9420000000000001,3.872
1963-02-01,4.91,1.5,4.21,0,19.9951183514485,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.28009469282586,1,66.31,66.31,66.31,66.31,17.9701897,3.69,0.7,1,0,0.0,34.7533124964243,0.031597619,3.0,2.94,-0.00204298093427993,5.8,1499.0,0.9420000000000001,3.8819999999999997
1963-02-04,4.91,1.5,4.21,0,19.9511042347562,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.27755673700459,0,66.17,66.17,66.17,66.17,17.93224932,3.69,0.7,0,0,0.0,34.6772107184483,0.031669868999999996,3.0,2.94,-0.00614408738208985,5.8,1499.0,0.9520000000000001,3.892
1963-02-05,4.91,1.5,4.21,0,19.931218341861697,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.27656303011457,0,66.11,66.11,66.11,66.11,17.91598916,3.69,0.7,0,0,0.0,34.6430395989697,0.031704013999999996,3.0,2.96,-0.00417246157998493,5.8,1499.0,0.9420000000000001,3.9019999999999997
1963-02-06,4.9,1.5,4.21,0,20.0168479585681,243.228729817087,0.0,0.0122538377153512,0.0,0,1,1.28232758184804,0,66.4,66.4,66.4,66.4,17.99457995,3.69,0.69,0,0,0.0,34.7922638134492,0.031570927,3.0,2.96,-0.0036990095668263,5.8,1499.0,0.9520000000000001,3.912
