,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB,IC,LOAN,BER,NYSEADV,PUC,PCR,sentiment2,sentiment3,sentiment1
1998-06-30,7.13000011,7.08,6.51,0,36.1561922520659,781.331783656727,0.0110854,0.0173378956053307,1.135383096,0,0,77.977970829224,2,1133.84,1131.98,1140.8,1138.49,27.76977712,40.83,0.62000011,1,1,0.0,53.9047650817443,0.013787774,7.06,4.97,0.0278438464970316,4.3,1530.0,0.36799999999999894,5.446000000000001,101.17,-0.003474729,55.3,40.5,52.2,53400.0,9.355592958999999,49560.0,856.0,1.68,0.0229891807689906,19.71,4.4581,43.9076,-7.1,2.092143052,1745.0,42.46,0.53,0.008343999999999999,-0.007869,-0.035773
1998-07-01,7.11000013,7.08,6.51,0,36.6166476044186,781.331783656727,0.0110854,0.0173378956053307,1.153066987,1,0,78.88119056855899,1,1148.56,1133.84,1148.56,1133.84,28.06156853,40.93,0.600000130000001,1,0,0.0,54.58953205805879,0.013538361,6.35,4.95,0.00961201320555072,4.3,1530.0,0.334000000000001,5.432,101.46,-0.003474729,55.3,40.5,52.2,30660.0,8.482933231,54000.0,849.0,1.68,0.0169472279905948,18.0,4.5118,43.9129,-7.1,2.107669823,2105.0,47.2,0.38,0.009335,-0.004367,-0.028845999999999997
1998-07-02,7.11000013,7.08,6.49,0,36.5395115834539,781.331783656727,0.0110854,0.0173378956053307,1.168525455,0,0,79.03169071890801,0,1146.42,1142.99,1148.56,1148.56,28.00928414,40.93,0.62000013,0,0,0.0,54.4731144372667,0.013460747,5.62,4.93,0.0130934011790162,4.5,1530.0,0.345,5.409,101.98,-0.003958815,55.3,40.5,52.2,43800.0,6.659186807,30660.0,844.0,1.68,0.0162048492828804,17.67,4.5026,43.8579,-7.1,2.12483099,1551.0,32.5,0.42,0.01137,-0.012295,-0.056326
1998-07-06,7.09000015,7.08,6.46,0,36.8782108201281,781.331783656727,0.0110854,0.0173378956053307,1.1733594520000001,0,0,79.827420771672,0,1157.33,1145.03,1157.33,1146.42,28.24133724,40.98,0.63000015,0,0,0.0,54.9761226432415,0.013462331000000001,5.54,4.92,0.00335003912884881,4.5,1530.0,0.337000000000001,5.388999999999999,101.75,-0.003958815,55.3,40.5,52.2,31860.0,7.2689051220000005,54000.0,837.0,1.68,0.0200655386489451,18.63,4.5433,43.8225,-7.1,2.1534329359999997,1737.0,8.94,0.4,0.010694,-0.007629,-0.043161
1998-07-07,7.07000017,7.08,6.49,0,36.7841319521045,781.331783656727,0.0110854,0.0173378956053307,1.1405614370000001,0,0,79.676847675576,0,1154.66,1152.85,1159.81,1157.33,28.1761835,40.98,0.58000017,0,0,0.0,54.83400117283399,0.013500961,5.46,4.97,0.0164453178916113,4.5,1530.0,0.318,5.417000000000001,101.67,-0.003958815,55.3,40.5,52.2,52680.0,5.973679995,36600.0,837.0,1.68,0.0203732694193991,18.62,4.532,43.7608,-7.1,2.1738628980000003,1579.0,43.52,0.39,0.010315000000000001,-0.006206000000000001,-0.020390000000000002
1998-07-08,7.09000015,7.08,6.5,0,37.14841809011921,781.331783656727,0.0110854,0.0173378956053307,1.1473404409999999,0,0,80.25752540945,0,1166.38,1154.66,1166.89,1154.66,28.46217667,40.98,0.59000015,0,0,0.0,55.3746771269078,0.013447461,5.44,4.95,0.007323761068754321,4.5,1530.0,0.353,5.43,101.82,-0.003958815,50.2,39.3,48.9,30660.0,5.297717409,53220.0,841.0,1.68,0.0175856721187252,17.82,4.5759,43.7597,-7.1,2.1722285009999998,1759.0,6.16,0.38,0.008532,-0.004035,-0.011192
1998-07-09,7.11000013,7.08,6.49,1,36.8903496349935,781.331783656727,0.0110854,0.0173378956053307,1.0454798840000001,0,0,79.719858139354,0,1158.56,1156.03,1166.38,1166.38,28.27135188,40.98,0.62000013,0,0,0.0,54.9878935641313,0.013511091000000001,5.51,4.93,0.0209296881917578,4.5,1530.0,0.358,5.403,102.46,-0.003958815,50.2,39.3,48.9,50400.0,7.91930531,30660.0,840.0,1.68,0.0187179531424961,18.16,4.5456,43.7263,-7.1,2.133002975,1217.0,32.52,0.46,0.011075,-0.0066489999999999995,-0.015415
1998-07-10,7.09000015,7.08,6.5,0,37.0650354755199,781.331783656727,0.0110854,0.0173378956053307,1.014780055,0,0,80.14996277713199,0,1164.33,1150.88,1166.93,1158.57,28.41215227,40.98,0.59000015,0,0,0.0,55.246092291143704,0.013421461,5.43,4.92,0.0168655283451817,4.5,1530.0,0.36799999999999894,5.4110000000000005,102.09,-0.003958815,50.2,39.3,48.9,36300.0,10.98862308,50220.0,842.0,1.68,0.0182827709663073,17.92,4.5673,43.7169,-7.1,2.129734181,1326.0,17.55,0.41,0.010051000000000001,-0.006772,-0.021195
1998-07-13,7.099999900000001,7.08,6.56,0,37.083377579329294,781.331783656727,0.0110854,0.0173378956053307,0.9485409229999999,0,0,80.17150448189399,0,1165.19,1160.21,1166.98,1164.33,28.43313812,40.98,0.5399999000000011,0,0,0.0,55.271397066491005,0.013343,5.5,4.94,0.0165945270093669,4.5,1530.0,0.396,5.47,101.51,-0.003958815,50.2,39.3,48.9,32220.0,7.344072351,37980.0,844.0,1.68,0.0202495310180552,18.26,4.5704,43.3649,-7.1,2.148529746,1307.0,255.72,0.36,0.010221,-0.007790000000000001,-0.019382
1998-07-14,7.150000099999999,7.08,6.59,0,37.4686019456265,781.331783656727,0.0110854,0.0179515808040938,0.9473211420000001,0,0,81.074724221229,0,1177.58,1165.19,1179.76,1165.19,28.74951172,40.96,0.5600001,0,0,0.000490948159010428,55.8431529843885,0.013216435,5.45,5.02,-0.0121613344881266,4.5,1530.0,0.34500000000000103,5.485,101.48,-0.003958815,50.2,39.3,48.9,30660.0,6.602402238,46320.0,846.0,1.68,0.0202083284811269,17.88,4.6203,43.6225,-7.1,2.150981341,1773.0,194.68,0.35,0.011288,-0.004007,-0.002202
1998-07-15,7.17999983,7.08,6.57,0,37.37139810132,781.331783656727,0.0110854,0.0167031411912548,0.8973207320000001,0,0,80.924151125133,0,1174.81,1174.73,1181.48,1177.58,28.68188477,40.96,0.60999983,0,0,-0.000630540571013326,55.6959406289345,0.013250653000000001,5.7,5.0,-0.0103016377892203,4.5,1530.0,0.35000000000000103,5.479,101.37,-0.003958815,50.2,39.3,48.9,53940.0,7.180888351,33060.0,845.0,1.68,0.0215958936955028,17.89,4.6108,40.4224,-7.1,2.200013249,1433.0,23.57,0.42,0.008929000000000001,-0.005993,-0.012118
1998-07-16,7.17000008,7.08,6.59,0,37.6080924196999,777.138806928111,0.0110854,0.0167031411912548,0.936764623,0,0,81.483287154245,0,1183.99,1170.4,1184.02,1174.81,28.91306471,40.95,0.58000008,0,0,-0.0005035896881981469,56.0462050596237,0.013112425,5.57,5.02,-0.0372359438845677,4.5,1530.0,0.337,5.497000000000001,100.82,-0.003958815,50.2,39.3,48.9,34200.0,7.543023949,53400.0,845.0,1.68,0.0195217575291081,16.97,4.6504,39.042,-7.1,2.193475661,1739.0,38.91,0.41,0.008079000000000001,-0.006679999999999999,0.002128
1998-07-17,7.17999983,7.08,6.61,0,37.6867034297891,777.138806928111,0.0110854,0.0167031411912548,0.957175827,0,0,81.590849786563,0,1186.75,1182.42,1188.1,1183.99,28.98754275,40.94,0.56999983,0,0,-0.000376638805382967,56.1608174409307,0.013069441999999999,5.42,5.01,-0.0393765725861308,4.5,1530.0,0.37,5.507000000000001,100.58,-0.003958815,50.2,39.3,48.9,33840.0,7.351454576,53100.0,847.0,1.68,0.0179147198860542,16.23,4.6534,38.9101,-7.1,2.186120875,1383.0,17.9,0.43,0.008728,-0.0038929999999999998,0.0032479999999999996
1998-07-20,7.19000006,7.08,6.59,0,37.5935144252806,777.138806928111,0.0110854,0.0167031411912548,0.9758313820000001,0,0,81.590849786563,0,1184.1,1179.19,1190.58,1186.75,28.91575092,40.95,0.60000006,0,0,-0.00024968792256778796,56.019494601781,0.013098446000000001,5.65,4.99,-0.0322812260179507,4.5,1530.0,0.355,5.47,100.47,-0.003958815,50.2,39.3,48.9,49260.0,7.95587356,36720.0,850.0,1.68,0.0218208056205914,17.34,4.6413,38.4891,-7.1,2.200830447,1248.0,8.52,0.42,0.0072180000000000005,-0.0058189999999999995,-0.006149
1998-07-21,7.17999983,7.08,6.55,0,36.9804508035387,777.138806928111,0.0110854,0.0167031411912548,0.8702144559999999,0,0,80.17150448189399,0,1165.07,1163.05,1187.37,1184.1,28.4440918,40.96,0.62999983,0,0,0.0,55.1039896587431,0.013312718999999999,5.51,4.93,-0.0317394956823624,4.5,1615.0,0.365,5.433,100.94,-0.003958815,50.2,39.3,48.9,53100.0,12.08457629,31260.0,847.0,1.68,0.0320421072243345,20.1,4.5674,38.2564,-7.1,2.2090024319999997,920.0,162.19,0.41,0.011789,-0.008047,-0.012056
1998-07-22,7.13999987,7.08,6.56,0,36.9401677306098,777.138806928111,0.0110854,0.0167031411912548,0.824399173,0,0,80.17150448189399,1,1164.08,1155.2,1167.67,1165.07,28.42686203,40.95,0.57999987,0,0,0.0,55.04184389563021,0.013397566999999999,5.48,4.93,-0.0356216585451495,4.5,1615.0,0.389,5.456,101.1,-0.003958815,50.2,39.3,48.9,39960.0,13.97314352,48060.0,844.0,1.68,0.032515564960068,20.32,4.5636,37.7272,-7.1,2.244141965,1056.0,117.9,0.51,0.008716,-0.008047,-0.022321
1998-07-23,7.150000099999999,7.08,6.54,0,36.159431872253705,777.138806928111,0.0110854,0.0167031411912548,0.7011069659999999,0,0,78.580117322114,2,1139.75,1139.75,1164.35,1164.08,27.83272283,40.95,0.6100001,0,0,0.0,53.877023471010396,0.013674753000000001,5.55,4.96,-0.00069110635500686,4.5,1615.0,0.34600000000000003,5.433,100.97,-0.003958815,50.2,39.3,48.9,53760.0,16.03456076,31680.0,841.0,1.68,0.0433626184709151,23.01,4.4684,38.4069,-7.1,2.24169037,647.0,54.71,0.44,0.008362,-0.012164,-0.049007999999999996
1998-07-24,7.13999987,6.6,6.56,0,36.1840837704525,777.138806928111,0.0110854,0.0167031411912548,0.6827116120000001,0,0,78.515565153574,3,1140.8,1129.11,1150.14,1139.75,27.85836386,40.95,0.57999987,0,0,0.0,53.9122427696558,0.013656119,5.53,4.94,-0.0214443320805589,4.5,1615.0,0.38299999999999995,5.457999999999999,100.7,-0.003958815,50.2,39.3,48.9,42540.0,19.53636819,31500.0,837.0,1.68,0.0419132609087448,23.01,4.4738,38.0918,-7.1,2.2621203309999998,1137.0,42.29,0.48,0.009212,-0.01056,-0.050535000000000004
1998-07-27,7.150000099999999,6.6,6.57,0,36.3805837127384,777.138806928111,0.0110854,0.0167031411912548,0.657721873,0,0,79.074701182686,4,1147.27,1128.19,1147.27,1140.8,28.00268489,40.97,0.580000099999999,0,0,0.0,54.2033781006429,0.013579619,5.68,4.94,-0.0327441265547055,4.5,1615.0,0.396,5.47,101.02,-0.003958815,50.2,39.3,48.9,37140.0,14.06796738,54000.0,833.0,1.68,0.0419226709907912,23.13,4.4951,38.0139,-7.1,2.2555827440000003,946.0,42.03,0.42,0.011466,-0.008945,-0.03814
1998-07-28,7.17000008,6.6,6.57,0,35.83195833317029,777.138806928111,0.0110854,0.0167031411912548,0.659110464,0,0,77.741376805573,5,1130.24,1119.44,1147.27,1147.27,27.57355453,40.99,0.60000008,1,0,0.0,53.3847831485509,0.013782073,5.5,4.92,-0.0552480963527646,4.5,1615.0,0.43399999999999894,5.4910000000000005,100.36,-0.003958815,50.2,39.3,48.9,48840.0,23.87720155,30660.0,832.0,1.68,0.049987495394032,25.25,4.4277,38.3556,-7.1,2.193475661,845.0,48.79,0.46,0.009091,-0.010061,-0.025084
1998-07-29,7.17000008,6.6,6.63,0,35.6639381695597,777.138806928111,0.0110854,0.0167031411912548,0.706894189,0,0,77.440303559128,4,1125.21,1121.98,1138.56,1130.24,27.44414634,41.0,0.54000008,1,0,0.0,53.133137439307205,0.013955315,5.49,4.93,-0.0377323872198701,4.5,1615.0,0.465,5.522,100.56,-0.012144259,50.2,39.3,48.9,51060.0,13.88990433,32220.0,829.0,1.68,0.0473209364754016,24.79,4.4067,38.1984,-7.1,2.14607815,1349.0,221.73,0.51,0.008721,-0.004581,-0.027142000000000003
1998-07-30,7.23000002,6.6,6.6,0,36.2175450643394,777.138806928111,0.011974095,0.0167031411912548,0.887419029,0,0,78.60158608113001,3,1142.95,1125.21,1143.07,1125.21,27.88363015,40.99,0.630000020000001,1,0,0.0,53.9541422394382,0.013718605,5.61,4.92,-0.0483019360852471,4.5,1615.0,0.433,5.499,101.11,-0.012144259,50.2,39.3,48.9,30660.0,8.501574122000001,53040.0,828.0,1.68,0.036815656476551,22.66,4.4762,38.3812,-7.1,2.166508112,1919.0,89.49,0.43,0.010951,-0.007483,-0.034234
1998-07-31,7.21000004,6.6,6.6,0,35.5029714263275,777.138806928111,0.011974095,0.0167031411912548,0.864478414,0,0,76.924177993794,2,1120.67,1114.3,1142.97,1142.95,27.280184999999996,41.08,0.61000004,1,0,0.0,52.886845738343,0.013874156,5.63,4.95,-0.0250079560296292,4.5,1615.0,0.419,5.494,101.14,-0.012144259,50.2,39.3,48.9,52800.0,17.86992467,30660.0,825.0,1.68,0.0462045396880379,24.8,4.3862,38.5833,-7.1,2.137906166,789.0,76.85,0.45,0.009904999999999999,-0.006702,-0.030498
1998-08-03,7.21000004,6.6,6.55,0,35.233712127496204,777.138806928111,0.011974095,0.0167031411912548,0.900849146,0,0,76.601635988334,1,1112.44,1110.39,1121.79,1120.67,27.05350195,41.12,0.66000004,1,0,0.0,52.4832387493219,0.013976925,5.69,4.97,-0.0265481056650522,4.5,1615.0,0.343999999999999,5.449,101.65,-0.012144259,50.2,39.3,48.9,33000.0,16.43679136,51120.0,822.0,1.68,0.0513123799938825,25.98,4.3538,38.3923,-7.1,1.6694,957.0,69.6,0.5,0.010845,-0.006204,-0.033953
1998-08-04,7.15999985,6.6,6.59,0,33.9484578730349,777.138806928111,0.011974095,0.0167031411912548,0.8819144309999999,0,0,73.63391398766301,0,1072.12,1071.82,1119.73,1112.44,26.06661804,41.13,0.56999985,0,0,0.0,50.56726083078961,0.014511678,5.54,4.95,-0.00212524660157684,4.5,1615.0,0.332,5.41,101.13,-0.012144259,50.2,39.3,48.9,53700.0,27.265063199999997,31140.0,815.0,1.68,0.0759025675082616,31.06,4.1967,40.5334,-7.1,1.6302,514.0,42.61,0.56,0.013247,-0.006562,-0.024559
1998-08-05,7.150000099999999,6.6,6.59,0,34.2349843820331,777.138806928111,0.011974095,0.0167031411912548,0.884284292,0,0,74.64462341356901,0,1081.43,1057.35,1084.8,1072.12,26.299367699999998,41.12,0.5600001,0,0,0.0,50.9920444348409,0.014517713,5.53,4.94,0.0010588282759540699,4.5,1615.0,0.364,5.441,100.84,-0.012144259,50.2,39.3,48.9,51900.0,33.723379200000004,39420.0,808.0,1.68,0.0640544703733988,29.83,4.2339,40.2105,-7.1,1.665,1270.0,166.9,0.59,0.010756,-0.007659,-0.023186000000000002
1998-08-06,7.150000099999999,6.6,6.55,0,34.4862482042357,777.138806928111,0.011974095,0.0167031411912548,0.844842654,1,0,74.967238364776,0,1089.63,1074.94,1090.95,1081.43,26.49878405,41.12,0.6000001,0,0,0.0,51.3640688513476,0.014416729,5.54,4.88,-0.0154017697922635,4.5,1615.0,0.415999999999999,5.441,101.1,-0.01300835,50.2,39.3,48.9,32880.0,16.3389033,52260.0,798.0,1.68,0.052773968548821,28.2,4.2664,39.9403,-7.1,1.659,1699.0,237.08,0.54,0.01073,-0.0052829999999999995,-0.00826
1998-08-07,7.15999985,6.6,6.52,0,34.4722473132209,777.138806928111,0.011974095,0.0167031411912548,1.032355724,0,0,75.096269756109,0,1089.45,1084.72,1102.54,1089.63,26.50085137,41.11,0.6399998500000009,0,0,0.0,51.3410938585403,0.014367478999999999,5.44,4.87,-0.0288315744717106,4.5,1615.0,0.418,5.399,101.49,-0.01300835,51.8,38.4,49.2,49080.0,16.7850435,40440.0,792.0,1.68,0.0452013334774521,27.02,4.2667,39.8,-7.1,1.5975,2008.0,48.0,0.39,0.010997,-0.008109,-0.014903999999999999
1998-08-10,7.13000011,6.6,6.52,0,34.2643417348028,777.138806928111,0.011974095,0.0167031411912548,1.047757362,0,0,74.66616511833101,0,1083.14,1081.76,1092.82,1089.45,26.34736074,41.11,0.610000110000001,0,0,0.0,51.0293673401828,0.014509869,5.56,4.85,-0.0021090770962453,4.5,1615.0,0.435,5.405,101.48,-0.01300835,51.8,38.4,49.2,53640.0,11.75538132,41760.0,788.0,1.68,0.0545601033115253,28.75,4.2416,39.6461,-7.1,1.5996,1002.0,87.78,0.46,0.01119,-0.0036869999999999997,-0.00558
1998-08-11,7.13000011,6.6,6.49,0,33.8082477316708,777.138806928111,0.011974095,0.0167031411912548,1.0869299540000001,0,0,73.547893060107,0,1068.98,1054.0,1083.14,1083.14,25.98395722,41.14,0.64000011,0,0,0.0,50.3484981422704,0.014663829,5.47,4.88,0.0312662579616076,4.5,1615.0,0.36200000000000004,5.377999999999999,101.76,-0.01300835,51.8,38.4,49.2,33960.0,25.22422382,30720.0,783.0,1.68,0.0704789125528084,31.91,4.1836,39.8611,-7.1,1.5868,570.0,71.55,0.6,0.011173,-0.009266,-0.031653
1998-08-12,7.11000013,6.6,6.54,0,34.2819706904855,777.138806928111,0.011974095,0.0167031411912548,1.200831995,0,0,74.795196509664,0,1084.22,1068.98,1084.7,1068.98,26.34799514,41.15,0.57000013,0,0,0.0,51.0517163905792,0.014598642,5.58,4.9,0.0118971501503591,4.5,1615.0,0.387,5.381,101.79,-0.01300835,51.8,38.4,49.2,30720.0,12.49598647,53040.0,780.0,1.68,0.0494445983759827,28.55,4.2425,39.8514,-7.1,1.5807,2200.0,36.17,0.5,0.009932999999999999,-0.006241,-0.024744
1998-08-13,7.150000099999999,6.6,6.55,1,33.979412067702896,777.138806928111,0.011974095,0.0148333992941012,1.135154936,0,0,73.89197677033,0,1074.91,1074.91,1091.5,1084.22,26.1217497,41.15,0.6000001,0,0,-0.00149579351772289,50.599458548495505,0.014561163,5.6,4.92,0.0180698910299166,4.5,1615.0,0.382,5.438,101.65,-0.01300835,51.8,38.4,49.2,54000.0,15.41770718,31740.0,780.0,1.68,0.0564656499545675,29.92,4.2071,39.8825,-7.1,1.6324,1122.0,82.24,0.51,0.010835,-0.008789,-0.024217
1998-08-14,7.17000008,6.6,6.52,0,33.5869602885001,769.347515872332,0.011974095,0.0148333992941012,1.0270959990000001,0,0,73.03176749477299,0,1062.75,1057.22,1083.92,1074.91,25.84508755,41.12,0.650000080000001,0,0,-0.0011218451382921698,50.0135645539456,0.014751531000000002,5.56,4.9,0.0217550866835681,4.5,1615.0,0.37700000000000106,5.388999999999999,102.42,-0.01300835,51.8,38.4,49.2,52260.0,17.26478818,31680.0,783.0,1.68,0.0835578593505395,34.34,4.1635,40.0227,-7.1,1.5806,1326.0,78.2,0.63,0.010545,-0.005963,-0.022108000000000003
1998-08-17,7.13999987,6.6,6.53,0,34.156081272988104,769.347515872332,0.011974095,0.0148333992941012,1.130636274,0,0,74.580144190775,0,1083.67,1055.08,1083.67,1062.75,26.36025298,41.11,0.609999869999999,0,1,-0.000747896758861444,50.85906050031,0.014453478,5.8,4.92,0.0070926252272407704,4.5,1615.0,0.335,5.388,102.17,-0.01300835,51.8,38.4,49.2,31800.0,18.65491442,53940.0,784.0,1.68,0.0655919838972114,31.86,4.2454,40.5893,-7.1,1.5705,1591.0,85.57,0.67,0.011329,-0.0066,-0.005836
1998-08-18,7.13999987,6.6,6.53,0,34.7003976215981,769.347515872332,0.011974095,0.0166721984637581,1.3486608619999998,0,0,75.956479031666,0,1101.2,1083.67,1101.72,1083.67,26.78666991,41.11,0.609999869999999,0,0,0.0010970909562948,51.667152199528104,0.01422391,5.54,4.95,-0.00890523566925119,4.5,1615.0,0.32899999999999996,5.407,102.4,-0.01300835,51.8,38.4,49.2,30720.0,10.46305463,53820.0,785.0,1.68,0.0444689289834265,28.4,4.3139,40.4853,-7.1,1.591,2104.0,184.51,0.59,0.010172,-0.003961999999999999,0.0027140000000000003
1998-08-19,7.13999987,6.6,6.54,0,34.5932843592552,769.347515872332,0.011974095,0.0166721984637581,1.195827824,0,0,75.762895471792,0,1098.06,1094.93,1106.32,1101.2,26.71678832,41.1,0.59999987,0,0,0.00110327950179414,51.505229651290705,0.014312113999999999,5.48,4.93,-0.0120759720940309,4.5,1718.0,0.35,5.407,102.12,-0.01300835,51.8,38.4,49.2,53100.0,9.518736006000001,31620.0,790.0,1.61,0.0460616514108755,28.69,4.3027,40.5327,-7.1,1.5687,1257.0,182.62,0.44,0.009562000000000001,-0.006745999999999999,-0.006072
1998-08-20,7.15999985,6.6,6.5,0,34.3816508747099,769.347515872332,0.011974095,0.0166721984637581,1.1847944259999998,0,0,75.311322074998,1,1091.6,1089.55,1098.79,1098.06,26.55315009,41.11,0.65999985,0,0,0.000735519667862762,51.1880213781611,0.014327593000000001,5.51,4.91,-0.0543155772253758,4.5,1718.0,0.341,5.376,101.99,-0.01300835,51.8,38.4,49.2,45900.0,16.51459181,43740.0,799.0,1.61,0.0531535380729623,30.0,4.2781,40.5278,-7.1,1.5478,1103.0,87.2,0.69,0.010151,-0.005973,-0.029764999999999996
1998-08-21,7.11999989,5.98,6.5,0,34.047324665864004,769.347515872332,0.011974095,0.0166721984637581,1.112187581,0,0,74.709175582109,2,1081.24,1054.92,1091.6,1091.6,26.30754258,41.1,0.61999989,0,0,0.000367759833931381,50.688405857515605,0.014464642,5.46,4.87,-0.0499101519775751,4.5,1718.0,0.307,5.287999999999999,102.18,-0.01300835,51.8,38.4,49.2,39300.0,26.22008331,30720.0,806.0,1.61,0.0709352082536341,33.14,4.2389,40.5776,0.0,1.4834,812.0,17.58,1.02,0.009904999999999999,-0.009569,-0.035328
1998-08-24,7.11999989,5.98,6.51,0,34.2565370501823,769.347515872332,0.011974095,0.0166721984637581,1.054488189,0,0,75.182290683665,3,1088.14,1081.24,1093.82,1081.24,26.47542579,41.1,0.60999989,0,0,0.0,50.997847329292,0.014370366,5.51,4.93,-0.13024055223134,4.5,1718.0,0.235,5.287999999999999,102.03,-0.01300835,51.8,38.4,49.2,30660.0,14.1389548,32280.0,810.0,1.61,0.0627182696376961,31.8,4.2666,40.5874,0.0,1.4773,1420.0,291.0,0.47,0.010234,-0.008915000000000001,-0.032602
1998-08-25,7.11999989,5.98,6.5,0,34.3967373494663,769.347515872332,0.011974095,0.0166721984637581,0.9316250840000001,0,0,75.35433253877599,4,1092.85,1085.53,1106.64,1088.14,26.596495500000003,41.09,0.61999989,0,0,0.0,51.2044095157704,0.014309219,5.5,4.94,-0.0910821158691798,4.5,1718.0,0.164000000000001,5.232,102.23,-0.01300835,51.8,38.4,49.2,52380.0,15.04693932,38460.0,815.0,1.61,0.0529869789396838,30.33,4.2854,40.5733,0.0,1.4241,1374.0,78.49,0.54,0.011587,-0.006265,-0.030968
1998-08-26,7.150000099999999,5.98,6.54,0,34.116173621327,769.347515872332,0.011974095,0.0166721984637581,0.860575755,0,0,74.924227900998,5,1084.19,1075.91,1092.85,1092.85,26.39216164,41.08,0.6100001,1,0,0.0,50.78466275110021,0.014490597,5.49,4.92,-0.0925686026378171,4.5,1718.0,0.151000000000001,5.1979999999999995,102.57,-0.004432976,51.8,38.4,49.2,33660.0,19.94316925,30660.0,816.0,1.61,0.057800134160658,31.14,4.2524,40.5883,0.0,1.3955,767.0,71.97,0.59,0.011292,-0.007011,-0.02603
1998-08-27,7.17000008,5.98,6.54,0,32.7994683362855,769.347515872332,0.011974095,0.0166721984637581,0.759304057,0,0,71.397369871215,4,1042.59,1037.61,1084.19,1084.19,25.37950341,41.08,0.63000008,1,0,0.0,48.8235846035641,0.015049415,5.55,4.84,-0.052246608227397,4.5,1718.0,0.10000000000000099,5.073,101.93,-0.004432976,51.8,38.4,49.2,39000.0,34.19929696,30660.0,816.0,1.61,0.105094972206876,38.55,4.0912,42.3335,0.0,1.2703,378.0,55.92,0.71,0.011234000000000001,-0.013905,-0.040872000000000006
1998-08-28,7.17000008,5.98,6.52,0,32.3058127181925,769.347515872332,0.011974095,0.0166721984637581,0.788590406,0,0,71.13930708854801,3,1027.14,1021.04,1051.8,1042.59,24.96694215,41.14,0.650000080000001,1,0,0.0,48.0880830015687,0.015296279,5.51,4.78,-0.0569021332882439,4.5,1718.0,0.184,5.062,100.22,-0.004432976,51.8,38.4,49.2,38640.0,33.41545491,32160.0,817.0,1.61,0.108671285488437,39.6,4.0301,41.7982,0.0,1.2599,918.0,134.93,0.73,0.012627,-0.015565,-0.06543099999999999
1998-08-31,7.15999985,5.98,6.46,0,30.1014835169607,769.347515872332,0.011974095,0.0166721984637581,0.662019926,0,0,66.064072362763,2,957.28,957.28,1033.47,1027.14,23.26883811,41.14,0.69999985,1,0,0.0,44.80767229094911,0.016403372,5.89,4.76,0.0694282397528465,4.5,1718.0,0.151,4.976,100.2,-0.004432976,51.8,38.4,49.2,53820.0,46.13554091,31320.0,817.0,1.61,0.139744800006319,44.28,3.7498,46.9924,0.0,1.2599,414.0,385.54,0.95,0.012226,-0.014131,-0.073611
1998-09-01,7.11000013,5.98,6.49,0,31.256954086451,769.347515872332,0.011974095,0.0166721984637581,0.7371882340000001,0,0,68.859752508322,1,994.26,939.98,1000.71,957.28,24.15597668,41.16,0.62000013,1,0,0.0,46.52768537131271,0.015817381999999998,5.75,4.77,0.0034105578602637602,4.5,1718.0,0.161,5.062,99.19,-0.004432976,51.8,38.4,49.2,33780.0,51.27578905,52620.0,817.0,1.61,0.0644650255384157,36.48,3.8951,48.0391,0.0,1.2636,2017.0,284.01,0.79,0.011478,-0.007079,-0.04274
1998-09-02,7.13999987,5.98,6.5,0,31.1304853391344,769.347515872332,0.011974095,0.0166721984637581,0.89131578,0,0,68.365095702004,0,990.47,988.4,1013.19,994.26,24.06389699,41.16,0.63999987,0,0,0.0,46.3395588877349,0.01586775,5.53,4.77,-0.0094807771146385,4.5,1718.0,0.17800000000000002,5.0680000000000005,99.4,-0.006400753,51.8,38.4,49.2,53820.0,26.11463576,43560.0,817.0,1.61,0.0678039041650937,36.76,3.8802,47.6142,0.0,1.2412,1897.0,302.66,0.6,0.012353,-0.006861,-0.011802
1998-09-03,7.13999987,5.98,6.46,0,30.8652093650385,769.347515872332,0.011974095,0.0166721984637581,0.975529695,1,0,67.827501377654,0,982.26,969.32,990.47,990.47,23.87603306,41.14,0.67999987,0,0,0.0,45.9449564059157,0.015998838999999997,5.52,4.71,0.0302643682290622,4.5,1718.0,0.19,5.0280000000000005,98.38,-0.006400753,51.8,38.4,49.2,31560.0,34.51613673,30660.0,824.0,1.61,0.10199112936965801,41.43,3.8508,47.1966,0.0,1.2131,1022.0,59.62,0.83,0.010637,-0.011087999999999999,-0.028702
1998-09-04,7.11000013,5.98,6.44,0,30.595029307472302,769.347515872332,0.011974095,0.0166721984637581,1.056685618,0,0,67.268365348542,0,973.89,956.51,991.41,982.26,23.66682868,41.15,0.67000013,0,0,0.0,45.54323430568461,0.016134307,5.41,4.73,0.0556086217181295,4.5,1718.0,0.157,5.013,98.2,-0.006400753,51.8,38.4,49.2,52380.0,29.16239733,31200.0,827.0,1.61,0.115188140630015,43.31,3.819,46.998000000000005,0.0,1.2206,1493.0,96.3,0.72,0.011890000000000001,-0.01429,-0.053521000000000006
